N	2gram	Trubetskoy	StatiiOP
225	от них	2	3
226	о котором	2	3
227	и как	3	3
228	не могла	2	3
229	по тому	2	3
230	том числе	5	3
231	бы то	2	3
232	к его	2	3
233	больше чем	2	3
234	особенно в	2	3
235	при таком	2	3
236	смотреть на	2	3
237	к концу	3	3
238	при жизни	4	3
239	русского народа	3	3
240	наконец в	2	3
241	со всеми	2	3
242	когда он	3	3
243	в свою	2	3
244	представляет собой	3	3
245	в русском	2	3
246	так чтобы	2	3
247	то или	2	3
248	или иное	2	3
249	русский народ	3	3
250	то ни	2	3
251	более или	5	3
252	и перед	2	3
253	не к	2	3
254	взгляд на	2	3
255	тем и	2	3
256	из всех	3	2
257	для всех	2	2
258	еще на	2	2
259	в рамках	3	2
260	и таким	3	2
261	и вместе	4	2
262	на пути	2	2
263	с тех	2	2
264	у них	3	2
265	и при	3	2
266	в среде	2	2
267	по своему	2	2
268	мы видели	2	2
269	от подлинной	2	2
270	с того	2	2
271	из которого	3	2
272	точно так	3	2
273	в разных	2	2
274	уже давно	2	2
275	но вместе	2	2
276	числе и	4	2
277	той или	2	2
278	одновременно и	2	2
279	тот же	2	2
280	и от	4	2
281	к которым	2	2
282	не должны	2	2
283	у всех	2	2
284	из этой	2	2
285	с ней	3	2
286	из своих	2	2
287	мысль о	2	2
288	его смерти	2	2
289	пути к	2	2
290	превращается в	2	2
291	так называемой	2	2
292	ни было	2	2
293	никем не	2	2
294	героев и	2	2
295	и из	2	2
296	в глазах	2	2
297	далеко не	4	2
298	ни один	2	2
299	за собой	3	2
300	и другой	2	2
301	к одной	2	2
302	к другу	2	2
303	со времени	2	2
304	те же	2	2
305	с одним	2	2
306	свидетельствует о	2	2
307	же самое	2	2
308	иной раз	2	2
309	по своим	2	2
310	быть и	2	2
311	на все	2	2
