N	2gram	Bakhtin_Fr	RusskieA
109	а не	6	7
110	этого праздника	8	6
111	в этой	13	6
112	не будем	3	6
113	и их	6	6
114	и у	7	6
115	на этом	7	6
116	в их	4	6
117	игра в	9	6
118	к тому	4	6
119	в нем	20	6
120	так в	3	6
121	в году	6	6
122	же как	4	6
123	все эти	12	6
124	связаны с	8	6
125	в качестве	5	6
126	но она	5	6
127	в одном	7	6
128	что она	4	6
129	и о	8	6
130	что здесь	3	6
131	на земле	2	6
132	в фольклоре	3	6
133	но они	6	6
134	эти дни	2	6
135	видели что	2	6
136	в таком	2	6
137	на самом	8	5
138	вплоть до	2	5
139	тогда когда	3	5
140	что он	7	5
141	прежде всего	19	5
142	и др	11	5
143	в разных	2	5
144	в праздник	9	5
145	к ним	2	5
146	с этим	6	5
147	заметить что	2	5
148	в то	17	5
149	в целом	2	5
150	для них	2	5
151	в связи	5	5
152	там где	10	5
153	не было	3	5
154	например в	6	5
155	после обеда	3	5
156	тот же	4	5
157	в его	17	5
158	по поводу	5	5
159	этой игры	3	5
160	можно было	5	5
161	в особенности	7	5
162	только для	4	5
163	в целях	2	5
164	и для	4	5
165	с другой	3	5
166	г в	2	5
167	и к	7	5
168	игр и	2	5
169	с ним	6	5
170	мы уже	13	5
171	в доме	4	4
172	если в	3	4
173	и ее	2	4
174	под названием	3	4
175	у них	2	4
176	и при	2	4
177	всякого рода	3	4
178	связано с	3	4
179	его и	2	4
180	этот праздник	2	4
181	они и	3	4
182	своего рода	7	4
183	и там	4	4
184	отличие от	3	4
185	в образе	9	4
186	не столько	5	4
187	на землю	2	4
188	и до	3	4
189	и другим	2	4
190	в основе	6	4
191	и от	6	4
192	по своему	5	4
193	связанных с	6	4
194	к ней	2	4
195	несмотря на	3	4
196	и здесь	6	4
197	кроме того	11	4
198	та же	2	4
199	такой же	5	4
200	в отличие	3	4
201	в народном	3	4
202	но все	2	4
203	а за	2	4
204	что у	2	4
205	именно в	5	4
206	в котором	3	4
207	как они	4	4
208	в ней	10	4
209	то время	4	4
210	на этой	3	4
211	женщины и	4	4
212	но он	5	4
213	никогда не	6	3
214	чтобы не	2	3
215	всех этих	9	3
216	за все	2	3
217	смерти и	2	3
218	том как	2	3
219	в одной	3	3
220	и игры	2	3
221	и поэтому	2	3
222	в форме	2	3
223	то есть	49	3
224	есть и	8	3
225	это и	10	3
226	в виду	2	3
227	на все	4	3
228	тут же	2	3
229	как он	3	3
230	в одно	2	3
231	или менее	2	3
232	они были	2	3
233	когда они	2	3
234	что все	4	3
235	и это	5	3
236	более или	2	3
237	точки зрения	7	3
238	связь с	3	3
239	где они	3	3
240	в различных	3	3
241	церкви и	4	3
242	с которой	2	3
243	большинстве случаев	6	3
244	же не	2	3
245	в области	2	3
246	в ее	2	3
247	и во	4	3
248	в своей	6	3
249	он был	8	3
250	значение и	3	3
251	в другое	3	3
252	нет и	4	3
253	из самых	3	3
254	место в	3	3
255	и другими	2	3
256	хотя и	6	3
257	и то	2	3
258	судить о	2	3
259	независимо от	3	3
260	с другими	3	3
261	это в	3	3
262	от этого	2	3
263	на него	2	3
264	в эту	2	3
265	если бы	2	3
266	игры в	11	3
267	на первый	4	3
268	для этой	2	3
269	можно говорить	2	3
270	жизни в	3	3
271	а именно	2	3
272	между собою	6	3
273	представлений о	3	3
274	сих пор	3	3
275	жизнь и	5	3
276	с одной	2	3
277	это конечно	4	3
278	есть в	5	3
279	на этот	4	3
280	думать что	2	3
281	на то	2	3
282	все что	3	3
283	когда он	2	3
284	и этим	2	3
285	на весь	5	3
286	же деле	4	3
287	эта связь	4	3
288	находится в	2	3
289	с точки	5	3
290	здесь не	7	3
291	самом же	4	3
292	священной истории	2	3
293	и его	19	3
294	же и	2	3
295	как на	6	3
296	в период	2	3
297	тому же	5	3
298	в большинстве	6	3
299	до сих	3	3
300	время и	2	2
301	и притом	2	2
302	во все	2	2
303	следовательно и	2	2
304	в заключение	3	2
305	в себе	3	2
306	от него	2	2
307	на эту	3	2
308	по тому	2	2
309	народа в	2	2
310	в приведенном	3	2
311	и вообще	3	2
312	перед нами	6	2
313	в духе	4	2
314	не как	3	2
315	в конце	12	2
316	и наконец	5	2
317	за счет	2	2
318	должен быть	2	2
319	одним из	7	2
320	на столе	3	2
321	подобного рода	2	2
322	а как	3	2
323	он должен	2	2
324	между ними	4	2
325	в частности	4	2
326	и за	2	2
327	самом деле	6	2
328	тем как	2	2
329	в один	2	2
330	игры и	2	2
331	образом в	4	2
332	но мы	3	2
333	в ту	3	2
334	они не	5	2
335	с другом	2	2
336	в церкви	2	2
337	ко всему	3	2
338	здесь все	4	2
339	на улице	2	2
340	ту же	3	2
341	и без	3	2
342	не дает	2	2
343	одной стороны	2	2
344	о своей	2	2
345	здесь в	9	2
346	когда в	2	2
347	мы видим	6	2
348	себя и	2	2
349	этой связи	3	2
350	в дальнейшем	2	2
351	можно сказать	4	2
352	для него	4	2
353	относится к	3	2
354	с его	11	2
355	от земли	2	2
356	сказать что	12	2
357	все то	6	2
358	он не	9	2
359	право на	10	2
360	другой стороны	2	2
361	и он	4	2
362	в начале	2	2
363	тем более	3	2
364	дело в	5	2
365	в каждом	3	2
366	его как	4	2
367	особенно в	4	2
368	ряд других	2	2
369	из своих	2	2
370	игр в	7	2
371	к самым	2	2
372	и даже	6	2
373	мы можем	5	2
374	друг с	2	2
375	в игре	3	2
376	целый ряд	2	2
377	женщин и	3	2
378	этом отношении	7	2
379	в несколько	2	2
380	как у	2	2
381	по всему	2	2
382	в пределах	2	2
383	нас в	4	2
384	не могло	3	2
385	как известно	2	2
386	с праздником	3	2
387	в жизни	4	2
388	ни с	2	2
389	что такие	2	2
390	и связанные	2	2
391	не случайно	3	2
392	значение как	2	2
393	дело здесь	3	2
394	смертью и	2	2
395	и нового	4	2
396	в чем	6	2
397	скота и	3	2
398	в ряде	4	2
399	был в	3	2
400	и если	3	2
401	но на	3	2
402	были связаны	2	2
403	плодородия и	2	2
404	веселый и	2	2
405	игре в	2	2
406	этот был	2	2
407	в огромном	2	2
408	значения и	2	2
409	из этого	5	2
410	что эта	3	2
411	время которого	2	2
412	этой же	2	2
413	говорить о	5	2
414	но их	2	2
415	в народной	2	2
416	у него	4	2
417	как его	2	2
418	но оно	4	2
419	в нашем	3	2
420	но эта	3	2
421	народного творчества	2	2
422	сходство между	2	2
423	старого года	2	2
424	смерть и	2	2
