N	2gram	Tiupa_Anal	Dialekti
117	отличается от	3	13
118	говорит о	5	13
119	он не	4	13
120	что именно	2	13
121	собственно говоря	6	13
122	другой стороны	2	13
123	с ее	2	13
124	субъекта и	4	13
125	и к	5	13
126	не могу	2	13
127	вопрос о	2	12
128	могут быть	12	12
129	еще не	5	12
130	не говорит	2	12
131	все эти	3	12
132	никак не	2	12
133	все равно	2	12
134	именно в	6	12
135	и если	2	12
136	не могут	3	12
137	даже не	2	12
138	а в	11	12
139	тем более	2	12
140	и тогда	3	12
141	но не	13	12
142	не о	3	11
143	мы должны	2	11
144	внутреннего и	2	11
145	себе не	2	11
146	и тем	4	11
147	только на	3	11
148	тех или	3	11
149	в данном	6	11
150	мы имеем	9	11
151	есть в	4	11
152	из них	2	11
153	о личности	3	11
154	или в	2	11
155	может и	2	10
156	одно из	2	10
157	к тому	12	10
158	в ее	2	10
159	как мы	3	10
160	в его	15	10
161	содержит в	3	10
162	за пределы	6	10
163	для того	4	10
164	с этой	2	10
165	и для	3	10
166	в их	8	10
167	в частности	32	10
168	на себе	3	10
169	то и	2	10
170	в результате	3	10
171	бытия и	2	10
172	времени и	7	10
173	как будто	6	10
174	как он	4	9
175	смысл и	3	9
176	и по	2	9
177	превращается в	3	9
178	не как	2	9
179	подобно тому	5	9
180	в этих	3	9
181	и более	5	9
182	в котором	5	9
183	тому как	5	9
184	той же	4	9
185	в одном	3	9
186	или иной	8	9
187	была бы	4	9
188	тому что	2	9
189	быть может	2	9
190	с ними	2	9
191	при этом	20	9
192	случае не	2	9
193	в противоположность	4	9
194	всех этих	2	9
195	бы в	3	9
196	как о	2	9
197	ничто не	2	9
198	на этом	4	9
199	и на	10	9
200	на самом	2	8
201	в отношении	2	8
202	от него	2	8
203	не будет	3	8
204	в этой	12	8
205	и внешнего	2	8
206	того или	3	8
207	с одной	7	8
208	даже в	5	8
209	вопрос об	3	8
210	при помощи	2	8
211	один из	4	8
212	в поэзии	2	8
213	нет и	2	8
214	или иначе	2	8
215	этом смысле	3	8
216	себя в	8	8
217	тем самым	9	7
218	в конце	4	7
219	из этих	2	7
220	не говоря	2	7
221	связи с	2	7
222	его как	3	7
223	тем что	2	7
224	в связи	2	7
225	понимать как	3	7
226	думать что	2	7
227	все что	3	7
228	нуждается в	9	7
229	сами по	3	7
230	со стороны	5	7
231	от себя	4	7
232	не всегда	4	7
233	не знает	4	7
234	и больше	2	7
235	с его	3	7
236	и их	2	7
237	как в	3	7
238	заключается в	2	7
239	в мире	14	7
240	из которых	4	7
241	то ни	3	7
242	только одно	2	7
243	отношения к	4	7
244	в другом	4	6
245	отношение к	2	6
246	в личности	2	6
247	это как	2	6
248	в один	4	6
249	может иметь	2	6
250	более или	2	6
251	того чтобы	3	6
252	себя и	5	6
253	того и	5	6
254	никто не	3	6
255	для этого	2	6
256	смысла и	3	6
257	тут же	2	6
258	в которой	3	6
259	по своей	6	6
260	вообще не	2	6
261	но о	3	6
262	для науки	3	6
263	в себя	8	6
264	вместе с	6	6
265	его в	2	6
266	о чем	3	6
267	или менее	2	6
268	мере в	4	6
269	о нем	4	6
270	одной стороны	6	6
271	этой точки	2	6
272	с их	2	6
273	во всех	5	6
274	дело не	5	6
275	я и	8	6
276	в коем	2	6
277	для него	5	6
278	не с	8	6
279	ее в	2	6
280	коем случае	2	6
281	может не	2	6
282	бы ни	2	6
283	во времени	6	5
284	из того	5	5
285	но мы	2	5
286	с целью	2	5
287	с той	2	5
288	что на	3	5
289	же не	3	5
290	речь идет	2	5
291	для нее	2	5
292	и во	3	5
293	если в	3	5
294	не является	3	5
295	и наконец	2	5
296	едва ли	4	5
297	он может	2	5
298	раз и	2	5
299	из этого	2	5
300	вплоть до	2	5
301	говоря о	2	5
302	ведь это	2	5
303	в области	4	5
304	может ли	2	5
305	и другого	4	5
306	в качестве	38	5
307	независимо от	2	5
308	к этому	2	5
309	одного и	2	5
310	тому же	6	5
311	он и	3	5
312	в той	8	5
313	данном случае	3	4
314	и смерть	2	4
315	и эти	2	4
316	а как	4	4
317	это только	2	4
318	что ни	2	4
319	что даже	2	4
320	своей собственной	2	4
321	личность в	4	4
322	что касается	4	4
323	здесь в	2	4
324	не знаю	2	4
325	в собственном	3	4
326	только для	3	4
327	то он	3	4
328	с другим	5	4
329	о себе	2	4
330	если не	2	4
331	ни чисто	2	4
332	личности а	2	4
333	в глубине	2	4
334	на все	2	4
335	т п	3	4
336	объекта и	3	4
337	на себя	5	4
338	воли и	4	4
339	человек и	2	4
340	бы то	3	4
341	в словах	2	4
342	который не	2	4
343	себя самого	2	4
344	этом отношении	5	4
345	у него	5	4
346	такой же	3	4
347	и является	4	4
348	будто бы	4	4
349	субъект и	2	4
350	же самое	3	4
351	быть не	3	4
352	взгляд на	2	4
353	сознания в	4	3
354	должен быть	6	3
355	нас к	2	3
356	от своего	3	3
357	к своему	2	3
358	мире и	2	3
359	своего предмета	3	3
360	зрения в	2	3
361	отличие от	8	3
362	всего в	3	3
363	в искусстве	2	3
364	а с	3	3
365	одной из	2	3
366	не так	3	3
367	место в	3	3
368	в некий	2	3
369	в данный	2	3
370	в первом	3	3
371	тот же	2	3
372	здесь не	2	3
373	при таком	2	3
374	на него	3	3
375	что как	3	3
376	лишь в	12	3
377	все они	2	3
378	или точнее	2	3
379	как известно	4	3
380	обоих случаях	2	3
381	далеко не	6	3
382	или иных	3	3
383	искусство и	2	3
384	я в	5	3
385	но к	3	3
386	вслед за	3	3
387	не был	2	3
388	для себя	3	3
389	в свое	3	3
390	только через	2	3
391	только с	2	3
392	а то	3	3
393	для чего	2	3
394	а скорее	2	3
395	и смерти	4	3
396	не приходится	2	3
397	особого рода	9	3
398	или иного	3	3
399	в сознании	6	3
400	с другими	4	3
401	нас самих	2	3
402	по преимуществу	4	3
403	не более	4	3
404	своего собственного	2	3
405	бы не	3	3
406	ни было	4	3
407	в какой	3	3
408	не к	3	3
409	я всегда	3	3
410	к самому	2	3
411	реальности в	6	3
412	данный момент	2	3
413	по его	2	3
414	не мог	3	3
415	однако не	4	3
416	между тем	7	3
417	имеем дело	7	3
418	она может	3	2
419	при всей	4	2
420	как к	2	2
421	роль в	3	2
422	в новом	2	2
423	объект и	2	2
424	в аспекте	4	2
425	на которую	2	2
426	следует что	2	2
427	на его	4	2
428	и просто	2	2
429	те же	3	2
430	все прочие	3	2
431	и заключается	2	2
432	его можно	2	2
433	в полной	3	2
434	однако в	4	2
435	в процессе	2	2
436	из возможных	2	2
437	как личность	2	2
438	в субъекте	2	2
439	ли он	3	2
440	в полном	2	2
441	и самого	3	2
442	принципиально не	3	2
443	не сами	2	2
444	бы быть	3	2
445	и до	3	2
446	неотделима от	2	2
447	и слово	2	2
448	мысль о	2	2
449	к любой	2	2
450	есть вещь	2	2
451	творчества и	2	2
452	он был	3	2
453	силу своей	3	2
454	не должен	2	2
455	прежде чем	2	2
456	жизни но	3	2
457	строго говоря	3	2
458	не вполне	2	2
459	в такой	2	2
460	еще в	4	2
461	в сторону	6	2
462	внимание на	3	2
463	реальности и	2	2
464	в нашем	3	2
465	каждом из	2	2
466	и состоит	5	2
467	в широком	4	2
468	мира не	2	2
469	которые в	3	2
470	об этих	2	2
471	случае в	2	2
472	вопроса о	4	2
473	в обоих	3	2
474	то есть	19	2
475	времени в	4	2
476	проявляется в	4	2
477	не остается	2	2
478	его от	3	2
479	на котором	3	2
480	себе в	2	2
481	с другом	2	2
482	разного рода	3	2
483	природе своей	3	2
484	не имея	2	2
485	широком смысле	2	2
486	одного из	4	2
487	том или	4	2
488	не предполагает	2	2
489	имеет место	6	2
490	это еще	2	2
491	могла бы	3	2
492	но при	2	2
493	не становится	3	2
494	в целом	9	2
495	на это	2	2
496	научного анализа	2	2
497	существования и	2	2
498	сторону и	2	2
499	художественное произведение	5	2
500	его и	3	2
501	перед лицом	6	2
502	друг с	2	2
503	на этот	2	2
504	по этой	2	2
505	в акте	2	2
506	человек в	3	2
507	к его	3	2
508	слова о	2	2
509	ко всем	2	2
510	совпадает с	6	2
511	по природе	4	2
512	и сам	4	2
513	которая в	3	2
514	мира в	2	2
515	и сами	2	2
