N	2gram	Propp_Russ	Myshleni
273	на каждом	3	10
274	и у	5	10
275	к жизни	3	10
276	что именно	3	10
277	и поэтому	3	9
278	только для	3	9
279	еще в	6	9
280	животных и	4	9
281	но эта	2	9
282	связано с	3	9
283	друг к	2	9
284	хотя и	3	9
285	как только	2	9
286	в тех	5	9
287	та же	4	9
288	оно не	2	9
289	место в	2	9
290	и до	3	9
291	как по	2	9
292	не с	5	9
293	должен быть	2	9
294	говорить о	2	9
295	или в	7	9
296	относятся к	3	8
297	в заключение	2	8
298	во время	23	8
299	рассматривается как	3	8
300	на которой	2	8
301	собой и	2	8
302	главным образом	5	8
303	и др	4	8
304	увидим что	2	8
305	в этот	19	8
306	как правило	4	8
307	должен был	3	8
308	в эту	3	8
309	мы наблюдаем	2	8
310	в более	2	8
311	какой степени	3	8
312	не на	2	8
313	стоит в	3	8
314	и из	3	8
315	рассматриваться как	2	8
316	образом в	2	8
317	где они	2	8
318	и те	3	8
319	в равной	2	8
320	в течение	7	8
321	на которых	2	8
322	у них	2	7
323	представления о	2	7
324	к вопросу	2	7
325	и непосредственно	2	7
326	этому поводу	3	7
327	с ними	6	7
328	а также	6	7
329	заключить что	2	7
330	в разных	3	7
331	на место	2	7
332	эта теория	5	7
333	же в	5	7
334	всех этих	2	7
335	из нее	2	7
336	его и	2	7
337	в таком	5	7
338	следующим образом	9	7
339	отличаются от	2	7
340	связаны с	6	7
341	до того	3	7
342	в жизни	2	7
343	за ним	3	7
344	но они	4	7
345	но тем	2	7
346	вывод что	5	7
347	его с	4	7
348	в каждом	2	6
349	что здесь	4	6
350	значение и	2	6
351	что иное	3	6
352	с другим	2	6
353	приводят нас	2	6
354	начиная с	4	6
355	как например	6	6
356	на другой	2	6
357	в двух	2	6
358	для обозначения	2	6
359	говорит о	3	6
360	или даже	3	6
361	уже не	9	6
362	с в	12	6
363	иное как	3	6
364	совпадают с	3	6
365	в природе	2	6
366	предположить что	5	6
367	и о	4	6
368	и другим	3	6
369	одна из	12	6
370	останавливаться на	2	6
371	и там	2	6
372	и другими	3	6
373	к ней	4	6
374	не что	3	6
375	от одного	2	6
376	только одно	2	6
377	увидим ниже	3	6
378	в различных	3	6
379	что ему	2	5
380	когда они	2	5
381	совершенно очевидно	2	5
382	как у	2	5
383	после того	3	5
384	в изучении	2	5
385	так называемая	2	5
386	в него	2	5
387	только с	2	5
388	для них	5	5
389	ее на	3	5
390	к ним	4	5
391	чтобы сделать	2	5
392	сходство с	3	5
393	из ряда	2	5
394	заметить что	3	5
395	но даже	2	5
396	того в	3	5
397	тех случаях	2	5
398	случаях когда	2	5
399	или на	11	5
400	в стороне	2	5
401	на две	3	5
402	сомнений в	3	5
403	дело не	2	5
404	чем у	2	5
405	что по	7	5
406	не связаны	2	5
407	только как	2	5
408	не просто	3	5
409	в форме	3	5
410	кроме того	3	5
411	относящиеся к	2	4
412	на других	3	4
413	так например	7	4
414	такое же	2	4
415	исходя из	2	4
416	в дальнейшем	2	4
417	или не	2	4
418	на нее	5	4
419	думать что	3	4
420	они представляют	2	4
421	собой как	2	4
422	и после	2	4
423	означает что	2	4
424	в одно	2	4
425	составные части	2	4
426	должны будем	2	4
427	но эти	3	4
428	также в	5	4
429	в середине	4	4
430	она в	4	4
431	что есть	2	4
432	не к	3	4
433	ее от	2	4
434	это на	2	4
435	а именно	2	4
436	себя и	2	4
437	этому вопросу	2	4
438	в целях	4	4
439	есть и	2	4
440	этому же	3	4
441	разница между	2	4
442	как будто	6	4
443	за счет	2	4
444	мы попытаемся	2	4
445	нас не	3	4
446	также не	2	4
447	нет надобности	2	4
448	встречаются в	2	4
449	не было	3	4
450	в некоторых	11	4
451	и сами	2	4
452	не оставляет	2	4
453	что сила	3	3
454	а и	7	3
455	ней в	2	3
456	следовательно и	2	3
457	эти теории	2	3
458	интерес к	2	3
459	именно с	3	3
460	в новый	6	3
461	представления и	2	3
462	к нам	2	3
463	объяснения и	2	3
464	при рассмотрении	3	3
465	они же	2	3
466	в первые	2	3
467	из других	2	3
468	не объясняет	5	3
469	каждый из	3	3
470	связанных с	2	3
471	этой работы	2	3
472	после этого	6	3
473	в отдельности	2	3
474	должна была	6	3
475	далее в	2	3
476	тогда как	4	3
477	и всей	2	3
478	а к	3	3
479	такие же	4	3
480	и еще	2	3
481	в первый	5	3
482	что ее	3	3
483	по его	2	3
484	как можно	3	3
485	некоторое время	2	3
486	привело к	2	3
487	же не	2	3
488	из своей	2	3
489	их на	5	3
490	во многих	14	3
491	и потом	4	3
492	с целью	2	3
493	далеко не	5	3
494	от них	4	3
495	эта связь	2	3
496	полагая что	4	3
497	в период	2	3
498	к таким	4	3
499	чтобы они	4	3
500	не встречаются	2	3
501	это приводит	2	3
502	в это	4	3
503	в глаза	3	3
504	основана на	2	3
505	в настоящее	3	3
506	его от	2	3
507	подойти к	2	3
508	судить о	2	3
509	что каждый	2	3
510	он так	2	3
511	настоящее время	3	3
512	не были	2	3
513	этого момента	3	3
514	в прошлом	2	3
515	и пр	4	3
516	в большинстве	2	3
517	так чтобы	2	3
518	на другие	2	3
519	по всем	3	3
520	это показывает	4	2
521	это имеет	4	2
522	которые можно	2	2
523	большинстве случаев	2	2
524	чем те	2	2
525	ни одна	2	2
526	них в	2	2
527	полагали что	2	2
528	самом же	2	2
529	еще до	2	2
530	не имели	2	2
531	и сл	4	2
532	некоторые исследователи	3	2
533	должно было	5	2
534	можно сделать	3	2
535	силу и	2	2
536	можно говорить	2	2
537	имело место	2	2
538	в эти	4	2
539	к числу	2	2
540	но ни	2	2
541	в таких	3	2
542	в избе	2	2
543	вплоть до	4	2
544	не всегда	4	2
545	влияние на	3	2
546	в руки	2	2
547	что означает	2	2
548	которое в	2	2
549	обычно не	2	2
550	прав когда	2	2
551	обе стороны	2	2
552	под именем	3	2
553	тем это	3	2
554	через него	2	2
555	что такие	2	2
556	на природу	2	2
557	их не	2	2
558	их и	3	2
559	и действительно	2	2
560	какие же	2	2
561	так называемое	2	2
562	из самых	2	2
563	состояла в	3	2
564	воздействовать на	3	2
565	работа в	2	2
566	на голову	6	2
567	или с	4	2
568	они были	2	2
569	в руках	3	2
570	для этой	3	2
571	они становятся	2	2
572	только у	2	2
573	иметь в	2	2
574	и т	13	2
575	что от	4	2
576	цель как	2	2
577	его как	2	2
578	по всей	4	2
579	как не	2	2
580	становится ясным	2	2
581	из земли	3	2
582	в приведенных	2	2
583	этой цели	2	2
584	чтобы она	2	2
585	не совсем	6	2
586	не более	2	2
587	в землю	8	2
588	в другие	11	2
589	и объяснить	2	2
590	на что	2	2
591	этого мало	2	2
592	и через	2	2
593	разницей что	2	2
594	они и	2	2
595	что один	2	2
596	на себя	4	2
597	однако как	3	2
598	на них	4	2
599	и многие	2	2
600	он был	2	2
601	с этого	7	2
602	но она	3	2
603	по представлению	2	2
604	там и	2	2
605	при изучении	6	2
606	от другого	2	2
607	ее к	2	2
608	и так	2	2
609	к новому	2	2
610	другие в	2	2
611	ко всему	2	2
612	же деле	2	2
