N	2gram	Bakhtin_Fr	Narrotol
286	в произведении	3	2
287	она была	3	2
288	в общем	2	2
289	он говорит	6	2
290	жизнь в	3	2
291	в более	4	2
292	те же	6	2
293	говорит об	2	2
294	не входит	2	2
295	быть может	2	2
296	в году	11	2
297	с нею	2	2
298	перехода от	2	2
299	и во	6	2
300	все те	2	2
301	было в	2	2
302	мира это	2	2
303	в сущности	15	2
304	принадлежит к	2	2
305	вовсе не	18	2
306	жизни с	2	2
307	будто он	2	2
308	и вообще	3	2
309	все то	2	2
310	и мы	2	2
311	тут же	3	2
312	меньшей степени	2	2
313	но все	5	2
314	какой бы	2	2
315	другой стороны	5	2
316	это в	4	2
317	хотя в	2	2
318	и еще	3	2
319	нас в	2	2
320	также в	2	2
321	в этот	2	2
322	первый раз	2	2
323	переход от	2	2
324	и одновременно	3	2
325	слова и	3	2
326	превращается в	4	2
327	принадлежат к	2	2
328	все это	6	2
329	тем что	6	2
330	в особенности	6	2
331	или точнее	2	2
332	и наконец	5	2
333	как о	2	2
334	и есть	5	2
335	одним из	2	2
336	по словам	2	2
337	смысл и	2	2
338	в течение	3	2
339	во всех	8	2
340	шире и	4	2
341	и более	2	2
342	отношение к	11	2
343	мир и	2	2
344	вот я	2	2
345	в мировой	4	2
346	того же	4	2
347	будто бы	2	2
348	у меня	2	2
349	к которому	2	2
350	видно что	4	2
351	большей или	3	2
352	раз и	2	2
353	еще более	5	2
354	в других	4	2
355	жизнью и	4	2
356	это и	4	2
357	ни от	2	2
358	один и	3	2
359	в системе	3	2
360	с помощью	5	2
