N	2gram	Tiupa_Vved	Narrotol
173	нарративной истории	2	7
174	же в	3	7
175	в речи	3	7
176	ментального видения	8	7
177	в силу	2	7
178	в финале	4	7
179	также и	6	7
180	с другой	10	7
181	в котором	11	7
182	событийный статус	7	7
183	пока еще	6	7
184	рассказывания в	7	7
185	в модальности	9	7
186	и на	5	7
187	или в	3	7
188	нарративная модальность	7	7
189	человеческого опыта	7	6
190	одной стороны	9	6
191	в коммуникативном	4	6
192	вплоть до	2	6
193	в современной	7	6
194	в состав	5	6
195	в сознании	5	6
196	они не	3	6
197	могло бы	4	6
198	во втором	4	6
199	ответ на	2	6
200	однако в	9	6
201	на другой	2	6
202	между двумя	5	6
203	что и	6	6
204	о ней	4	6
205	представляют собой	3	6
206	например в	2	6
207	никак не	2	6
208	логос вербализации	6	6
209	то и	2	6
210	из этих	5	6
211	здесь не	2	6
212	однако и	3	6
213	в результате	5	6
214	на него	3	6
215	ивана иваныча	6	6
216	героя и	5	6
217	как у	3	6
218	не по	4	6
219	с одной	9	6
220	анна сергеевна	6	6
221	что у	4	6
222	в нашем	9	6
223	на то	3	6
224	нарративного текста	5	6
225	слова в	3	6
226	в конечном	2	6
227	к его	5	6
228	рецептивная установка	6	6
229	все что	3	6
230	повествования в	5	6
231	присутствия в	7	6
232	в случае	4	6
233	таким образом	6	6
234	человеческих отношений	2	6
235	в слове	4	6
236	двух или	4	6
237	имеем дело	5	6
238	о жизни	2	5
239	на самом	5	5
240	том как	4	5
241	анны сергеевны	6	5
242	такова что	3	5
243	излагаемой истории	4	5
244	в другом	2	5
245	и у	2	5
246	не всегда	2	5
247	диегетическом мире	5	5
248	а именно	3	5
249	или напротив	3	5
250	точку зрения	2	5
251	в нарратологии	5	5
252	художественного письма	9	5
253	дело с	4	5
254	и о	4	5
255	о котором	5	5
256	о любви	4	5
257	нарративная картина	7	5
258	а для	2	5
259	картине мира	5	5
260	к нему	2	5
261	может служить	4	5
262	свидетельствует о	5	5
263	место в	2	5
264	точка зрения	3	5
265	мира и	5	5
266	являет собой	5	5
267	человеческой жизни	4	5
268	событийности в	4	5
269	между собой	2	5
270	не столько	5	5
271	нарратора и	8	5
272	чеховского повествования	2	5
273	исходя из	4	5
274	несобственно-прямой речи	2	5
275	было бы	4	5
276	мы не	6	5
277	свою очередь	5	5
278	и здесь	2	5
279	рассказываемой истории	4	5
280	да и	3	5
281	по поводу	5	5
282	и от	3	5
283	что это	2	5
284	или не	3	5
285	повествуемой истории	5	5
286	с ними	2	5
287	так сказать	2	5
288	в начале	3	5
289	говорилось выше	2	5
290	тем более	3	5
291	бы и	4	5
292	себя в	4	5
293	с ее	3	5
294	этом и	2	5
295	и даже	3	5
296	в центре	4	5
297	стало быть	10	5
298	подобно тому	3	5
299	в концовке	4	5
300	вследствие этого	5	5
301	и вследствие	4	5
302	в пределах	3	5
303	в какой	4	5
304	за пределами	3	5
305	кадры ментального	4	5
306	их в	3	5
307	человек в	4	5
308	в своих	5	5
309	следует признать	6	5
310	о них	4	5
311	еще в	3	5
312	тому как	3	5
313	в одном	5	5
314	нарративной стратегии	5	5
315	не было	5	5
316	и того	3	5
317	исходной ситуации	6	5
318	и сам	2	5
319	как будто	6	5
320	начала и	2	5
321	нарративных структур	3	5
322	даже в	3	4
323	не о	2	4
324	в третьем	2	4
325	данном рассказе	4	4
326	бытия в	3	4
327	чужого слова	3	4
328	событие рассказывания	4	4
329	ситуации и	4	4
330	собственно и	2	4
331	и ее	2	4
332	в ответ	2	4
333	начиная с	3	4
334	эпизоды и	2	4
335	но именно	3	4
336	роль в	2	4
337	а на	4	4
338	в виду	3	4
339	по сути	5	4
340	в ходе	3	4
341	является событием	2	4
342	[...] в	4	4
343	как он	2	4
344	в области	5	4
345	в событии	6	4
346	жизни так	2	4
347	только на	2	4
348	xix столетия	3	4
349	картину мира	5	4
350	в аспекте	3	4
351	читательского ожидания	4	4
352	по своему	3	4
353	поскольку не	2	4
354	другого сознания	3	4
355	зрелого чеховского	2	4
356	следует подчеркнуть	5	4
357	в них	4	4
358	тому что	2	4
359	мы узнаем	2	4
360	это уже	2	4
361	а то	2	4
362	современная нарратология	5	4
363	и судия	2	4
364	ему в	2	4
365	повествуемый мир	2	4
366	анне сергеевне	2	4
367	так в	5	4
368	что на	4	4
369	и конец	2	4
370	что касается	5	4
371	модальность мнения	4	4
372	не все	2	4
373	представить себе	2	4
374	опыта в	5	4
375	центральное событие	2	4
376	классического реализма	2	4
377	войны и	5	4
378	в театре	3	4
379	когда в	2	4
380	и по	3	4
381	не на	3	4
382	что они	2	4
383	персонажа и	2	4
384	в первом	3	4
385	который в	5	4
386	начало и	2	4
387	как мы	5	4
388	в основе	6	4
389	нарративные практики	5	4
390	быть и	2	4
391	антоши чехонте	2	4
392	взаимодействия сознаний	3	4
393	от этих	2	4
394	хотя бы	2	4
395	могла бы	3	4
396	к этому	3	4
397	свидетеля и	5	4
398	конечном счете	2	4
399	исключительно в	3	4
400	нарратора в	7	4
401	сводятся к	2	4
402	содержание сознания	4	4
403	и адресата	6	4
404	принципиальная особенность	3	4
405	и как	2	4
406	которая не	2	4
407	не имеет	3	4
408	событии рассказывания	2	4
409	человека в	2	4
410	повествования с	3	4
411	повествуемое событие	3	4
412	повествования и	4	4
413	как по	2	4
414	статус события	4	4
415	обратим внимание	3	4
416	рассказ алехина	4	4
417	ведет к	2	4
418	но они	3	4
419	не могло	2	4
420	не с	4	4
421	он является	2	4
422	с позиции	5	4
423	в крыжовнике	2	4
424	ли не	2	4
425	для себя	2	4
426	повествовательного текста	4	4
427	кадров ментального	5	4
428	в воспринимающем	3	4
429	строго говоря	2	4
430	зависит от	3	4
431	не вполне	4	4
432	что я	2	4
433	и мира	5	4
434	и притом	3	4
435	в сфере	7	4
436	оно не	2	4
437	и с	2	4
438	не существует	3	4
439	в итоге	4	4
440	для нас	4	4
441	свою позицию	3	4
442	по себе	2	4
443	мог бы	2	4
444	самого рассказывания	3	4
445	несмотря на	2	4
446	всяком случае	3	4
447	по своей	4	4
448	к жизни	2	4
449	и судии	5	4
450	во всяком	3	4
451	или даже	2	4
452	нас нет	2	4
453	нового времени	5	4
454	не к	4	4
455	о которой	4	4
456	встрече с	3	4
457	в обоих	3	4
458	текста в	3	4
459	вместе с	2	4
460	излагающий историю	4	3
461	через посредство	2	3
462	еще и	2	3
463	до конца	5	3
464	рецептивного сознания	2	3
465	событие это	4	3
466	наррации и	2	3
467	ее и	2	3
468	вероятностной картины	3	3
469	ни о	2	3
470	и потому	2	3
471	не подлежит	2	3
472	идет о	3	3
473	из участников	2	3
474	так же	2	3
475	знак который	3	3
476	сознания в	4	3
477	различного рода	3	3
478	и девочка	2	3
479	событие как	2	3
480	сюжетной схемы	2	3
481	участия в	6	3
482	ролан барт	3	3
483	событие здесь	2	3
484	коммуникативном событии	2	3
485	ее вербализации	3	3
486	должен быть	3	3
487	а лишь	3	3
488	внутреннего зрения	2	3
489	подобного рода	3	3
490	наррации в	4	3
491	к ее	3	3
492	как известно	2	3
493	готовыми смыслами	3	3
494	текста и	4	3
495	нарратора не	2	3
496	этого не	2	3
497	на друга	2	3
498	нарративных практик	2	3
499	и составляет	3	3
500	имеет смысл	2	3
501	связано с	3	3
502	и вот	3	3
503	первые два	2	3
504	в романе	6	3
505	а его	3	3
506	в кадры	3	3
507	не знает	2	3
508	а с	4	3
509	здесь мы	2	3
510	говоря это	2	3
511	к ним	4	3
512	в него	2	3
513	жизненный опыт	2	3
514	и это	2	3
515	в точке	4	3
516	чем и	2	3
517	своей истории	2	3
518	в нарративной	3	3
519	адресата не	2	3
520	по природе	2	3
521	презентация наррации	4	3
522	своей жизни	3	3
523	рассказчика и	3	3
524	модальности знания	5	3
525	и концом	2	3
526	человеческого присутствия	3	3
527	наррации это	2	3
528	жизни на	2	3
529	участок текста	2	3
530	статус событийности	2	3
531	самом первом	3	3
532	что не	2	3
533	а к	3	3
534	очевидным образом	2	3
535	событийности как	3	3
536	говорить и	2	3
537	нарративных кадров	4	3
538	лев толстой	2	3
539	той же	3	3
540	связи с	2	3
541	диегетическое время	4	3
542	в едином	3	3
543	более не	2	3
544	во время	3	3
545	заключает в	4	3
546	времени в	3	3
547	нарративную интригу	2	3
548	нарративный дискурс	4	3
549	но достаточно	2	3
550	для обозначения	2	3
551	коммуникативном пространстве	3	3
552	котят и	2	3
553	речь идет	3	3
554	истории а	3	3
555	особенно в	3	3
556	нарративного пространства	4	3
557	нарративного времени	5	3
558	в направлении	2	3
559	может именоваться	2	3
560	и опять	2	3
561	нарративную модальность	3	3
562	картин мира	2	3
563	которая состоит	2	3
564	ретрансляции событийного	2	3
565	сердце у	2	3
566	рассказа не	2	3
567	все было	2	3
568	в строгом	2	3
569	с гуровым	2	3
570	но это	4	3
571	можно было	2	3
572	и представляет	4	3
573	что она	2	3
574	появляется в	2	3
575	если она	2	3
576	дело не	2	3
577	свидетель и	2	3
578	первых двух	3	3
579	по мере	2	3
580	этос долженствования	3	3
581	этот раз	3	3
582	несет в	4	3
583	золотого сечения	3	3
584	к позиции	2	3
585	у карамзина	3	3
586	дискурса как	2	3
587	каждого из	2	3
588	желания в	3	3
589	природе своей	2	3
590	лишь в	4	3
591	бы не	3	3
592	должен был	2	3
593	в противовес	4	3
594	от их	2	3
595	кругозор нарратора	3	3
596	в культуре	2	3
597	где в	3	3
598	в этих	5	3
599	все равно	2	3
600	создает эффект	2	3
601	детьми и	4	3
602	для гурова	2	3
603	нарративное время	3	3
604	ненадежного нарратора	4	3
605	всех его	2	3
606	было и	2	3
607	началом и	2	3
608	ответное слово	2	3
609	по ходу	2	3
610	перед лицом	4	3
611	друг на	2	3
612	со своей	4	3
613	не должен	2	3
614	при отсутствии	3	3
615	текста персонажа	3	3
616	персонажа или	3	3
617	и событие	3	3
618	правильно поставленный	4	3
619	восходит к	2	3
620	в е	3	3
621	вольфа шмида	3	3
622	всей своей	4	3
623	которое по	3	3
624	вероятностная картина	3	3
625	систему персонажей	2	3
626	сути дела	4	3
627	особенность нарративного	2	3
628	на этот	2	3
629	жизни не	2	3
630	этого рассказа	2	3
631	входит в	2	3
632	ключ к	2	3
633	быть не	4	3
634	обращается к	2	3
635	жизни как	2	3
636	модальности убеждения	4	3
637	приводит к	2	3
638	именно эта	2	3
639	мальчик и	2	3
640	могли бы	3	3
641	этос желания	3	3
642	всякий раз	2	3
643	он и	2	3
644	чехов не	2	3
645	что мы	2	3
646	в следующей	2	3
647	личной тайны	3	3
648	и что	2	3
649	нравственное состояние	3	3
650	говорить о	5	3
651	первого и	3	3
652	не обязательно	2	3
653	предвосхищаемое ответное	2	3
654	рассказ событие	2	3
655	не просто	2	3
656	она в	2	3
657	и только	2	3
658	не следует	3	3
659	или нескольких	3	3
660	же самое	2	3
661	на фоне	3	3
662	между детьми	4	3
663	персонажей и	2	3
664	и после	2	3
665	при которой	3	3
666	собой своего	2	3
667	к своей	2	3
668	в нарративном	2	3
669	в чеховском	2	3
670	от нормы	2	3
671	по терминологии	3	3
672	наряду с	2	3
673	рассказанной истории	3	3
674	подчеркнуть что	5	3
675	но он	2	3
676	в маркированном	3	2
677	отрезок времени	2	2
678	этос ответственности	2	2
679	типологию знаков	2	2
680	речи персонажей	2	2
681	к одному	2	2
682	жизни анны	2	2
683	мира не	2	2
684	его смысла	2	2
685	рассказывания о	2	2
686	очевидно что	2	2
687	отрезка жизни	2	2
688	нарратор это	2	2
689	мира у	3	2
690	т.п и	2	2
691	в кино	2	2
692	которое может	2	2
693	характеризуется определенной	2	2
694	границы как	2	2
695	протекания нарративной	2	2
696	в которых	2	2
697	той мере	2	2
698	другого человека	2	2
699	она может	2	2
700	рассказывания историй	2	2
701	сливаются в	2	2
702	адресата а	2	2
703	как гадость	2	2
704	ю.м лотман	2	2
705	некоторые эпизоды	2	2
706	можно развернуть	2	2
707	внимание к	2	2
708	с легкой	2	2
709	ранний рассказ	2	2
710	мишель фуко	4	2
711	логоса вербализации	2	2
712	глубоко и	2	2
713	для которого	4	2
714	история это	2	2
715	концовке рассказа	2	2
716	них как	2	2
717	художественного высказывания	2	2
718	местах и	2	2
719	следует искать	2	2
720	всеми своими	2	2
721	писал бахтин	3	2
722	точек бифуркации	2	2
723	с героями	2	2
724	топос согласия	2	2
725	нарратор в	2	2
726	модальности мнения	2	2
727	и развязка	2	2
728	или менее	2	2
729	мир это	2	2
730	создается не	2	2
731	рассказа о	2	2
732	тексте в	2	2
733	и мире	2	2
734	слов в	2	2
735	к наличной	2	2
736	несколькими социально-языковыми	2	2
737	нарративный интерес	3	2
738	цепи эпизодов	2	2
739	как модальность	2	2
740	словесный показ	2	2
741	индексальный логос	2	2
742	в их	2	2
743	вольны в	2	2
744	маркированном положении	4	2
745	от своего	2	2
746	события однако	2	2
747	интроспективное повествование	2	2
748	высказывания как	3	2
749	у гоголя	2	2
750	потому не	2	2
751	возникает в	2	2
752	к своему	2	2
753	из жизни	3	2
754	новое состояние	2	2
755	которые разворачиваются	2	2
756	диегетического времени	3	2
757	простой и	2	2
758	мира на	2	2
759	возможного но	2	2
760	смыслов и	2	2
761	по длительности	2	2
762	в детской	3	2
763	легкой руки	2	2
764	действующее лицо	2	2
765	что событие	2	2
766	первобытного человека	2	2
767	к различным	3	2
768	от текста	3	2
769	же пространство	2	2
770	языковой картины	2	2
771	события свидетель	2	2
772	весь день	3	2
773	вероятностной картиной	5	2
774	своих персонажей	2	2
775	смысловом отношении	2	2
776	некоторый спектр	2	2
777	с появлением	2	2
778	детская речь	2	2
779	строгом значении	2	2
780	любви и	2	2
781	дядя петруша	4	2
782	вдруг забилось	2	2
783	сознания не	2	2
784	в наиболее	3	2
785	но одновременно	2	2
786	указывает на	2	2
787	в контексте	4	2
788	на подъем	2	2
789	поименованное в	2	2
790	она была	2	2
791	латинский термин	2	2
792	слово это	2	2
793	рассказано в	2	2
794	не могу	2	2
795	но несомненно	2	2
796	события от	2	2
797	регулятивный принцип	3	2
798	более или	2	2
799	современной культуре	2	2
800	в бытии	3	2
801	те же	2	2
802	интрига представляет	2	2
803	воспринимающего сознания	2	2
804	прецедентная картина	2	2
805	которая в	3	2
806	посредством текста	2	2
807	отмежеванная от	2	2
808	в изложении	3	2
809	же ему	2	2
810	структуре текста	2	2
811	утратил бы	2	2
812	событийности бытия	2	2
813	в смысл	2	2
814	теперь уже	2	2
815	не входит	2	2
816	могут быть	5	2
817	для классической	2	2
818	по этой	2	2
819	не несет	4	2
820	но возможно	2	2
821	в году	2	2
822	язык как	2	2
823	войне и	2	2
824	как произойдет	2	2
825	рассказ в	4	2
826	тому или	2	2
827	виртуальными перспективами	2	2
828	которых в	2	2
829	углубиться в	2	2
830	после рассказа	2	2
831	персонажа в	3	2
832	не предполагает	2	2
833	бедная лиза	2	2
834	присваивает себе	2	2
835	что же	6	2
836	с языком	2	2
837	мере в	2	2
838	как образ	2	2
839	для них	3	2
840	лицо события	2	2
841	о событии	2	2
842	по бахтину	2	2
843	весь зрительный	2	2
844	достаточно очевидно	2	2
845	героя с	2	2
846	зрительный образ	2	2
847	адресату рассказывания	2	2
848	именно к	2	2
849	можно назвать	2	2
850	у тургенева	2	2
851	и откровения	2	2
852	интенциональное содержание	2	2
853	своей природе	2	2
854	события но	2	2
855	для множества	2	2
856	и во	2	2
857	по выражению	3	2
858	мертвых душ	4	2
859	знака это	2	2
860	ему было	2	2
861	диегетическое пространство	3	2
862	интрига не	3	2
863	его знаком	2	2
864	здесь событийность	2	2
865	было в	2	2
866	мира это	2	2
867	сознания субъекта	2	2
868	в сущности	3	2
869	чеховского рассказа	6	2
870	не роман	2	2
871	содержания сознания	2	2
872	понятие введенное	2	2
873	ментального вúдения	2	2
874	единиц текста	2	2
875	коммуникативной ситуации	3	2
876	в новейшей	2	2
877	принадлежит к	3	2
878	практики рассказывания	2	2
879	необходимо отличать	2	2
880	как для	3	2
881	но о	2	2
882	категория этоса	2	2
883	прецедентной картиной	4	2
884	могут служить	3	2
885	неопределенного горизонта	2	2
886	актом рассказывания	2	2
887	основной фактор	2	2
888	форма речи	2	2
889	и который	2	2
890	не удовлетворил	2	2
891	событие самого	2	2
892	имплицитный автор	3	2
893	завязка и	2	2
894	исчерпание интриги	2	2
895	плачут и	2	2
896	не зависит	2	2
897	убеждения и	2	2
898	дискурс в	2	2
899	хода жизни	2	2
900	поля рикёра	2	2
901	если в	3	2
902	древних греков	2	2
903	референтная сторона	2	2
904	приобретает в	2	2
905	нарративных текстах	2	2
906	текста событийность	2	2
907	участников рассказываемой	2	2
908	тут же	3	2
909	русской формальной	2	2
910	воспринимающем сознании	2	2
911	данной истории	2	2
912	бахтин может	2	2
913	первые две	2	2
914	отчего дома	2	2
915	обратиться к	2	2
916	в молчание	2	2
917	семантических единиц	2	2
918	уэйн бут	2	2
919	в смысловом	3	2
920	дистанция между	2	2
921	другой стороны	3	2
922	не до	3	2
923	два рассказчика	2	2
924	этой причине	2	2
925	однако для	2	2
926	к читателю	2	2
927	по аналогии	4	2
928	в сердцевине	2	2
929	вокруг нас	2	2
930	взрослому голосу	2	2
931	адекватного восприятия	2	2
932	хотя в	2	2
933	него сжалось	2	2
934	и через	2	2
935	в диегетическом	4	2
936	бы в	4	2
937	разворачиваются в	2	2
938	и мама	2	2
939	в составе	3	2
940	сознания которое	2	2
941	не утрачивая	2	2
942	обращено к	2	2
943	весь текст	2	2
944	есть время	2	2
945	сознании которого	2	2
946	бывает в	2	2
947	в данной	2	2
948	позиция нарратора	3	2
949	это позиция	2	2
950	долго думают	2	2
951	в этот	3	2
952	в аналогичной	2	2
953	самого нарратора	2	2
954	мы можем	2	2
955	в войне	2	2
956	достаточно определенное	2	2
957	границы между	2	2
958	целой жизни	2	2
959	оно интерсубъективно	2	2
960	целый ряд	2	2
961	которые могут	2	2
962	с прецедентной	4	2
963	мысль о	2	2
964	слова бахтин	2	2
965	собой некий	2	2
966	свойство делающее	2	2
967	автора в	5	2
968	модальность знания	2	2
969	тот кто	2	2
970	но также	2	2
971	солнечного удара	8	2
972	осуществляется посредством	2	2
973	и действия	2	2
974	на первый	3	2
975	сердцевине истории	2	2
976	предполагает со	2	2
977	такое повествование	2	2
978	слова и	3	2
979	по своим	3	2
980	принадлежат к	4	2
981	все это	3	2
982	художественного целого	2	2
983	тем что	2	2
984	рецептивный аспект	2	2
985	имплицитного автора	4	2
986	хочет ее	2	2
987	было не	2	2
988	не есть	2	2
989	в особенности	3	2
990	иваном иванычем	2	2
991	направлении возможного	2	2
992	вербализации нарративных	2	2
993	или точнее	2	2
994	жизни то	2	2
995	и наконец	2	2
996	действия но	2	2
997	чеховского нарратива	2	2
998	как о	2	2
999	судя по	3	2
1000	и есть	2	2
1001	одним из	5	2
1002	пространство и	2	2
1003	от сознания	2	2
1004	папа и	2	2
1005	новейшего времени	3	2
1006	нашем сознании	2	2
1007	t при	2	2
1008	по обыкновению	2	2
1009	частности в	2	2
1010	позицию адресата	3	2
1011	в течение	2	2
1012	детей в	2	2
1013	это всегда	2	2
1014	бытия то	2	2
1015	повествуемым миром	2	2
1016	в индексальной	2	2
1017	правило не	2	2
1018	делающее его	2	2
1019	быть только	2	2
1020	х гг	3	2
1021	состоит во	2	2
1022	окказиональном мире	3	2
1023	интрига это	2	2
1024	двумя или	2	2
1025	но после	2	2
1026	нести в	2	2
1027	во всех	2	2
1028	должна быть	3	2
1029	нарратора это	2	2
1030	сюжетные схемы	2	2
1031	всего на	2	2
1032	и более	5	2
1033	отношение к	5	2
1034	наличной реальности	2	2
1035	на нее	2	2
1036	читательского интереса	2	2
1037	есть в	2	2
1038	знаком если	2	2
1039	подлинного смысла	2	2
1040	своего и	2	2
1041	сфере слова	2	2
1042	с установкой	2	2
1043	ни с	2	2
1044	сознания ни	2	2
1045	речевой деятельности	2	2
1046	фактор событийности	2	2
1047	аспект нарративного	2	2
1048	обоих персонажей	3	2
1049	своего читателя	2	2
1050	всей его	2	2
1051	в детскую	2	2
1052	точек зрения	2	2
1053	[...] только	3	2
1054	и второго	2	2
1055	перспективами которые	2	2
1056	которое не	2	2
1057	слово обращено	2	2
1058	с нарратором	2	2
1059	в вероятностном	2	2
1060	рассказе событие	2	2
1061	нарратология не	2	2
1062	первый взгляд	3	2
1063	чеховский нарратор	2	2
1064	или несколькими	2	2
1065	мира такого	2	2
1066	и чужого	2	2
1067	рассказе чехова	2	2
1068	проникновения в	2	2
1069	важно не	2	2
1070	установкой на	2	2
1071	происходящего вокруг	2	2
1072	или иначе	2	2
1073	интерес здесь	2	2
1074	человеческого сознания	2	2
1075	будто бы	3	2
1076	национального языка	2	2
1077	принадлежат взрослому	2	2
1078	− в	2	2
1079	в историю	2	2
1080	к которому	2	2
1081	социально-языковыми кругозорами	2	2
1082	рассказывания отмежеванная	2	2
1083	рафаэль барони	2	2
1084	читательский интерес	2	2
1085	видно что	2	2
1086	однако нарративная	2	2
1087	характерное свойство	2	2
1088	но неопределенного	2	2
1089	в настоящем	2	2
1090	вся жизнь	2	2
1091	мира самим	2	2
1092	повествовательные кадры	2	2
1093	личной жизни	2	2
1094	диегетического и	2	2
1095	объединяет собеседников	2	2
1096	множественными виртуальными	2	2
1097	в категориях	2	2
1098	его объект	2	2
1099	целесообразно именовать	2	2
1100	раз и	2	2
1101	и рецептивного	2	2
1102	второй эпизод	2	2
1103	может изменить	2	2
1104	еще более	2	2
1105	анну сергеевну	2	2
1106	явно принадлежат	3	2
1107	возникает и	2	2
1108	применительно к	2	2
1109	на утро	2	2
1110	нарратологического анализа	3	2
1111	значения и	2	2
1112	поставленный вопрос	3	2
1113	из него	2	2
1114	сближение с	2	2
1115	нарративное пространство	2	2
1116	риторический этос	2	2
1117	самим актом	2	2
1118	кадра в	2	2
1119	или иному	2	2
1120	формах косвенной	2	2
1121	они неразрывно	2	2
1122	сторона знака	2	2
1123	оно подлежит	2	2
1124	другим потому	2	2
1125	нарративному тексту	2	2
1126	со времен	2	2
1127	имплицитно заключает	2	2
1128	отсылают к	3	2
1129	интрига в	3	2
1130	и долго	2	2
1131	состояния и	3	2
1132	ни от	2	2
1133	однозначной оценке	2	2
1134	событийной стороны	2	2
1135	с готовыми	2	2
1136	и вновь	3	2
1137	это время	2	2
1138	главное действующее	2	2
1139	к фигуре	2	2
1140	и персонажа	2	2
1141	чтобы стать	3	2
1142	и слушать	2	2
1143	однако не	2	2
1144	мы и	2	2
1145	его собственной	2	2
1146	и сами	2	2
1147	изменение состояния	2	2
1148	не можем	2	2
1149	ясно что	2	2
1150	стать полноценным	2	2
