N	2gram	Trubetskoy	FransuaR
143	почти все	2	15
144	в самой	2	15
145	из этих	8	15
146	все что	10	14
147	по существу	7	14
148	в данном	3	14
149	несмотря на	6	14
150	и по	3	14
151	в котором	2	14
152	образом в	3	14
153	отличие от	3	13
154	что все	5	13
155	на этой	3	13
156	с этим	12	13
157	бы в	3	13
158	жизнь и	3	13
159	в жизни	3	13
160	в мире	6	13
161	и сам	2	13
162	на все	5	13
163	одной стороны	2	13
164	не знает	2	13
165	этот процесс	2	13
166	из всех	5	12
167	лишь в	5	12
168	у нас	3	12
169	не могут	4	12
170	во всей	2	12
171	все то	2	12
172	и ее	2	12
173	те же	2	12
174	та же	4	12
175	по своей	7	12
176	другой стороны	5	12
177	и более	2	11
178	из этого	7	11
179	в общем	6	11
180	и что	9	11
181	другими словами	2	11
182	между собою	5	11
183	в течение	4	11
184	и особенно	2	11
185	и т.д	4	11
186	культуры в	10	11
187	с ними	2	11
188	что они	2	11
189	и так	2	11
190	данном случае	3	10
191	образом и	2	10
192	на земле	3	10
193	в процессе	2	10
194	конце концов	4	10
195	к тому	8	10
196	ту же	2	10
197	целый ряд	4	10
198	что для	4	10
199	по отношению	11	10
200	в целом	5	10
201	все его	2	10
202	как известно	3	9
203	но как	2	9
204	в разных	3	9
205	и то	4	9
206	отношению к	11	9
207	для нас	3	9
208	между людьми	2	9
209	в тех	3	9
210	как к	5	9
211	том же	4	9
212	для этой	2	9
213	что на	2	9
214	в свет	2	9
215	не имеет	2	9
216	в которых	2	9
217	конечно в	2	9
218	мы можем	6	9
219	о котором	7	9
220	но на	2	9
221	от него	3	8
222	с этой	3	8
223	следовательно и	2	8
224	так что	6	8
225	с тем	4	8
226	и без	5	8
227	для этого	7	8
228	если бы	8	8
229	в эти	3	8
230	мы сказали	4	8
231	на одном	2	8
232	в совершенно	3	8
233	и при	6	8
234	более или	8	8
235	на первый	2	8
236	но с	2	8
237	или менее	8	8
238	не менее	7	8
239	и те	2	8
240	тому же	6	8
241	ко всему	2	8
242	то время	2	8
243	точку зрения	2	7
244	сомнению что	3	7
245	в одну	4	7
246	что у	2	7
247	в свою	2	7
248	должен быть	2	7
249	мы говорили	8	7
250	мы будем	3	7
251	есть только	2	7
252	на том	2	7
253	по этому	2	7
254	в виде	4	7
255	во всяком	2	7
256	к ним	2	7
257	из которых	4	7
258	в таком	4	7
259	в состоянии	5	7
260	на него	2	7
261	этой культуры	4	7
262	и если	6	7
263	от них	2	7
264	в настоящее	3	7
265	и там	2	7
266	настоящее время	3	7
267	представление о	3	7
268	это конечно	2	7
269	что по	3	7
270	подлежит сомнению	3	7
271	тех кто	5	6
272	свою очередь	2	6
273	у них	6	6
274	мы знаем	10	6
275	исторического развития	2	6
276	как у	3	6
277	что эта	4	6
278	при виде	2	6
279	что она	2	6
280	всех тех	2	6
281	совершенно не	4	6
282	друг друга	2	6
283	но по	3	6
284	в один	2	6
285	между прочим	2	6
286	этого слова	2	6
287	уже и	3	6
288	хотя бы	4	6
289	от того	3	6
290	очень много	3	6
291	как будто	5	6
292	тем же	2	6
293	тех же	2	6
294	ни для	2	6
295	со своими	2	6
296	говорить о	2	6
297	таким же	3	6
298	тем самым	3	5
299	и конец	4	5
300	тогда когда	3	5
301	вступают в	2	5
302	должна быть	6	5
303	которую он	2	5
304	начало и	6	5
305	тем более	3	5
306	друг с	9	5
307	и весь	2	5
308	различия между	3	5
309	не вполне	3	5
310	что мы	4	5
311	из него	2	5
312	чем в	3	5
313	каждый из	3	5
314	ему и	2	5
315	ничем не	5	5
316	с другом	9	5
317	должно быть	5	5
318	ко всем	3	5
319	одного и	3	5
320	ни было	3	5
321	сравнению с	5	5
322	этого явления	2	5
323	если мы	4	5
324	всяком случае	2	5
325	по его	2	5
326	и только	2	5
327	а следовательно	2	5
328	оказывается что	5	5
329	но даже	3	5
330	многие из	5	5
331	всех других	2	5
332	во втором	2	5
333	себя и	2	5
334	которой мы	2	5
335	по сравнению	5	5
336	из одного	2	5
337	и из	2	5
338	все в	2	5
339	между этими	2	5
340	то в	2	5
341	же как	3	5
342	независимо от	2	5
343	только то	2	5
344	на то	9	5
345	одну из	2	4
346	с более	3	4
347	состоит из	4	4
348	он должен	2	4
349	культуры но	2	4
350	этой истории	3	4
351	борьбы с	2	4
352	но если	2	4
353	эти последние	2	4
354	что только	3	4
355	о них	2	4
356	что за	2	4
357	общества и	2	4
358	я не	2	4
359	о которой	2	4
360	народа в	15	4
361	за ними	3	4
362	одной и	2	4
363	них в	2	4
364	это есть	4	4
365	что эти	2	4
366	меньше чем	2	4
367	что касается	6	4
368	заключается в	3	4
369	что такие	2	4
370	он считает	2	4
371	если же	3	4
372	и сейчас	4	4
373	но для	2	4
374	и где	2	4
375	о которых	7	4
376	не так	4	4
377	же не	3	4
378	быть и	5	4
379	культура в	2	4
380	которые по	2	4
381	образом здесь	2	4
382	которых мы	4	4
383	этот вопрос	2	4
384	на такой	2	4
385	только не	2	4
386	мы и	2	4
387	и некоторые	2	4
388	человеческого рода	3	4
389	из этой	2	4
390	знаем что	8	4
391	культуре и	4	4
392	что многие	2	3
393	друг от	6	3
394	в точке	2	3
395	она не	2	3
396	в вопросе	2	3
397	на нее	2	3
398	почти ничего	2	3
399	именно потому	2	3
400	ближе к	3	3
401	от друга	6	3
402	и того	3	3
403	совершенно иной	2	3
404	не потому	2	3
405	европейской культуры	8	3
406	в одно	2	3
407	сказали что	3	3
408	тому что	2	3
409	целом ряде	3	3
410	бы то	3	3
411	имеет место	2	3
412	они могут	2	3
413	в народе	4	3
414	из нее	2	3
415	между отдельными	2	3
416	него в	2	3
417	вследствие этого	3	3
418	что его	4	3
419	и начало	2	3
420	вопросе о	2	3
421	из того	4	3
422	в силу	7	3
423	что их	3	3
424	приобщение к	7	3
425	они должны	3	3
426	между собой	4	3
427	а с	4	3
428	а для	2	3
429	а потому	5	3
430	не будет	5	3
431	между двумя	5	3
432	то ни	4	3
433	у народа	8	3
434	том чтобы	2	3
435	со своей	2	3
436	в общей	2	3
437	ясно что	8	3
438	в индивидуальном	2	3
439	либо как	2	3
440	тем как	2	3
441	дальнейшего развития	2	3
442	весьма часто	2	3
443	что с	6	3
444	и может	3	3
445	касается до	8	3
446	признать что	4	3
447	и уже	2	3
448	гораздо больше	3	3
449	которые не	3	3
450	не есть	4	3
451	так чтобы	2	3
452	мы все	2	3
453	этих двух	2	3
454	он все	2	2
455	при помощи	3	2
456	мы должны	4	2
457	а и	8	2
458	и поэтому	2	2
459	от времени	2	2
460	сил и	2	2
461	не надо	3	2
462	всех народов	2	2
463	только тогда	2	2
464	время от	2	2
465	к своим	2	2
466	от своей	2	2
467	уже более	2	2
468	все без	2	2
469	только один	2	2
470	для самого	2	2
471	развития все	2	2
472	развития культуры	7	2
473	при таком	2	2
474	понять что	2	2
475	и традиции	2	2
476	к той	2	2
477	чем больше	4	2
478	культуры все	2	2
479	тем сильнее	2	2
480	освободиться от	3	2
481	без того	4	2
482	из себя	10	2
483	если он	2	2
484	же что	2	2
485	друг к	2	2
486	развиваться в	3	2
487	ибо в	4	2
488	выше и	4	2
489	в отдельных	2	2
490	с которыми	2	2
491	входящих в	2	2
492	культуры а	3	2
493	говорили выше	6	2
494	части в	2	2
495	на вопрос	4	2
496	можно ли	2	2
497	в такой	4	2
498	с общим	2	2
499	нет в	2	2
500	не от	2	2
501	что если	3	2
502	к другу	2	2
503	сходство с	2	2
504	с в	3	2
505	все дело	2	2
506	ее и	4	2
507	очень мало	2	2
508	таком же	2	2
509	народ не	3	2
510	смотреть на	2	2
511	общего с	2	2
512	гораздо более	2	2
513	на таких	2	2
514	эта часть	2	2
515	и дальше	2	2
516	как для	3	2
517	должны быть	3	2
518	широком смысле	2	2
519	совершенно так	4	2
520	к которой	3	2
521	этими двумя	2	2
522	отличается от	6	2
523	же образом	2	2
524	пор не	5	2
525	культуре в	3	2
526	том и	2	2
527	можно встретить	2	2
528	на почве	3	2
529	которые уже	2	2
530	в сторону	3	2
531	этого последнего	2	2
532	не более	2	2
533	образом как	2	2
534	особенности которые	2	2
535	многих других	2	2
536	что под	2	2
537	и народов	2	2
538	не без	2	2
539	борьбы за	2	2
540	ступени развития	5	2
541	двух культур	2	2
542	что оно	3	2
543	культуры с	2	2
544	этом случае	4	2
545	этом что	2	2
546	чем у	8	2
547	что при	7	2
548	и культуры	4	2
549	сейчас же	3	2
550	эти элементы	3	2
551	к тем	2	2
552	ничего общего	3	2
553	развития человечества	2	2
