N	2gram	Bakhtin_Pr	KulturaY
351	все время	2	3
352	от них	2	3
353	в него	4	3
354	значение для	5	3
355	для этой	2	3
356	на него	2	3
357	к ним	5	3
358	мы наблюдаем	4	3
359	в более	5	3
360	именно как	3	3
361	к слову	3	3
362	большинстве случаев	9	3
363	более того	9	3
364	но здесь	2	3
365	на них	2	3
366	на его	4	3
367	или меньшей	6	3
368	и под	4	3
369	в начале	2	3
370	в собственном	3	3
371	из одного	2	3
372	значение и	2	3
373	из самых	3	3
374	в дальнейшем	8	3
375	значение в	4	3
376	если в	2	3
377	устной речи	2	3
378	это еще	2	3
379	но она	3	3
380	меньшей степени	6	3
381	которую можно	4	3
382	менее всего	4	3
383	нет и	3	3
384	из своих	3	3
385	мысли и	2	3
386	этой почве	2	3
387	по мере	3	3
388	мне не	2	3
389	сама по	2	3
390	по своим	2	3
391	в других	2	3
392	одним из	6	3
393	как у	5	3
394	между собою	2	3
395	быть только	2	3
396	только с	3	3
397	тех или	2	3
398	он в	2	3
399	собственном смысле	3	3
400	в большинстве	9	3
401	себя внимание	2	3
402	жизнь в	4	3
403	большей или	6	3
404	со своей	2	3
405	и действительно	3	3
406	раз и	2	3
407	к жизни	2	3
408	с их	3	3
409	и уже	2	3
410	в некоторых	7	3
411	с большой	3	3
412	мы будем	3	3
413	в широком	2	2
414	все более	2	2
415	начиная с	4	2
416	во все	5	2
417	характерное для	2	2
418	и нужно	2	2
419	от него	3	2
420	в одной	4	2
421	которого оно	2	2
422	эти два	3	2
423	вот что	2	2
424	и через	5	2
425	конечно в	2	2
426	связанных с	2	2
427	и той	4	2
428	не был	3	2
429	одному из	2	2
430	есть и	4	2
431	быть и	2	2
432	здесь следовательно	3	2
433	известной мере	3	2
434	достоевского и	8	2
435	слова то	2	2
436	это все	2	2
437	друг от	2	2
438	к своему	4	2
439	ничем не	3	2
440	в атмосфере	4	2
441	связанная с	2	2
442	одной из	6	2
443	и др	18	2
444	в разных	4	2
445	действие в	3	2
446	эти темы	2	2
447	и живой	2	2
448	указывает на	2	2
449	это положение	2	2
450	к самому	5	2
451	том числе	15	2
452	форме и	2	2
453	и социальной	2	2
454	показать в	2	2
455	же не	2	2
456	у достоевского	30	2
457	для них	2	2
458	здесь в	11	2
459	жизни и	13	2
460	как слово	3	2
461	темы и	4	2
462	и до	6	2
463	и самый	6	2
464	которой мы	3	2
465	строгом смысле	2	2
466	с традициями	2	2
467	слова на	2	2
468	ее в	4	2
469	и строго	2	2
470	очень часто	4	2
471	одна из	9	2
472	отношений между	2	2
473	язык этот	2	2
474	любовь к	4	2
475	но эти	3	2
476	с другими	6	2
477	в строгом	3	2
478	в словах	2	2
479	дело в	3	2
480	его как	3	2
481	это было	3	2
482	поэтому и	4	2
483	которые не	2	2
484	и слово	2	2
485	и тот	4	2
486	мы найдем	4	2
487	свой предмет	3	2
488	себя самого	3	2
489	только они	2	2
490	можем говорить	2	2
491	о тех	2	2
492	и мысли	4	2
493	такова например	2	2
494	где в	2	2
495	в несколько	2	2
496	ведет к	3	2
497	в известной	3	2
498	но они	5	2
499	отношении к	2	2
500	наших дней	3	2
501	лингвистики и	2	2
502	он является	2	2
503	связан с	2	2
504	мы сказали	4	2
505	в жизни	14	2
506	в литературе	8	2
507	его жизни	2	2
508	и так	4	2
509	в самых	2	2
510	и тон	2	2
511	много и	3	2
512	человек в	2	2
513	от друга	2	2
514	и вообще	3	2
515	здесь только	2	2
516	перейти к	2	2
517	имеем в	3	2
518	на которой	2	2
519	более широкое	2	2
520	во многом	3	2
521	а следовательно	2	2
522	художественной прозы	7	2
523	типа в	3	2
524	и прежде	6	2
525	он и	2	2
526	для своих	2	2
527	и одновременно	6	2
528	не знают	2	2
529	пиковой дамы	3	2
530	правда в	5	2
531	смысле и	3	2
532	традиции и	2	2
533	с известными	2	2
534	это был	2	2
535	что было	2	2
536	сравнению с	6	2
537	это также	2	2
538	во всем	5	2
539	в себя	8	2
540	литературы и	4	2
541	слов о	3	2
542	все в	3	2
543	языковых стилей	2	2
544	связана с	3	2
545	каждом из	3	2
546	ровно ничего	2	2
