N	2gram	Trubetskoy	Dialekti
405	друг от	6	2
406	они должны	3	2
407	на месте	2	2
408	следует что	2	2
409	те же	2	2
410	все прочие	4	2
411	только при	2	2
412	во втором	2	2
413	будет иметь	2	2
414	в процессе	2	2
415	в вопросе	2	2
416	и дальше	2	2
417	то с	2	2
418	ответить на	2	2
419	не стоит	2	2
420	знаем и	2	2
421	исторического развития	2	2
422	начало и	6	2
423	и до	3	2
424	пор не	5	2
425	со своими	2	2
426	которые будут	2	2
427	что только	3	2
428	понять что	2	2
429	от тех	3	2
430	не вполне	3	2
431	от друга	6	2
432	лишь тогда	2	2
433	в такой	4	2
434	этот вопрос	2	2
435	о них	2	2
436	на такой	2	2
437	в сторону	3	2
438	общества и	2	2
439	друг к	2	2
440	из него	2	2
441	сходство с	2	2
442	на нас	3	2
443	из предыдущего	2	2
444	в нашем	3	2
445	и состоит	2	2
446	ибо в	4	2
447	чем в	3	2
448	веры в	2	2
449	как для	3	2
450	то есть	2	2
451	все то	2	2
452	не очень	2	2
453	и проч	4	2
454	образом в	3	2
455	от них	2	2
456	на том	2	2
457	историческую эпоху	3	2
458	с другом	9	2
459	широком смысле	2	2
460	представление об	4	2
461	ближе к	3	2
462	между ними	2	2
463	них в	2	2
464	в общий	2	2
465	мы сказали	4	2
466	имеет место	2	2
467	нечего и	3	2
468	нет в	2	2
469	в целом	5	2
470	на одном	2	2
471	на нее	2	2
472	которые не	3	2
473	бороться с	5	2
474	которые могут	2	2
475	к другу	2	2
476	является ли	3	2
477	а для	2	2
478	друг с	9	2
479	выше и	4	2
480	иной чем	2	2
481	а между	8	2
482	основано на	5	2
483	ко всем	3	2
484	мы все	2	2
485	вопросе о	2	2
486	и сам	2	2
487	в пользу	5	2
488	этих двух	2	2
