N	2gram	Propp_Isto	formyVre
439	но для	3	2
440	и стал	4	2
441	там же	3	2
442	в большом	2	2
443	и этим	7	2
444	тогда когда	3	2
445	здесь совершенно	2	2
446	еще в	3	2
447	он становится	2	2
448	и она	3	2
449	историческая действительность	2	2
450	этом мы	2	2
451	от нее	2	2
452	в преисподнюю	3	2
453	что во	2	2
454	него и	5	2
455	не совсем	3	2
456	как только	5	2
457	только о	2	2
458	и сам	3	2
459	похожи друг	2	2
460	сохраняется и	2	2
461	и после	2	2
462	всех его	2	2
463	в другое	2	2
464	представление о	9	2
465	ясно что	2	2
