N	2gram	Tiupa_Narr	Vladivir
238	а по	2	3
239	не существует	3	3
240	только о	2	3
241	как будто	3	3
242	человека в	2	2
243	бытия в	3	2
244	утверждать что	2	2
245	не является	8	2
246	приходит к	2	2
247	как было	3	2
248	одна из	3	2
249	к себе	5	2
250	ни было	3	2
251	которого он	2	2
252	не всегда	2	2
253	это все	2	2
254	а во	3	2
255	в детстве	5	2
256	в произведении	3	2
257	его по	2	2
258	на том	3	2
259	они не	2	2
260	в церкви	4	2
261	и никакой	2	2
262	жизнью и	2	2
263	времени в	2	2
264	мира и	2	2
265	одного из	4	2
266	обращает на	3	2
267	однако в	2	2
268	же не	4	2
269	в ее	3	2
270	в собственном	2	2
271	о ней	3	2
272	той или	4	2
273	было в	2	2
274	нами не	2	2
275	должна быть	2	2
276	например в	2	2
277	этого слова	2	2
278	в двух	2	2
279	в основе	5	2
280	если в	3	2
281	истории и	2	2
282	все было	3	2
283	его личности	2	2
284	подход к	2	2
285	хотя в	2	2
286	его как	2	2
287	с ее	3	2
288	в юности	2	2
289	и тот	2	2
290	дело с	2	2
291	та же	2	2
292	во всей	2	2
293	из которых	4	2
294	он прямо	2	2
295	таком случае	2	2
296	личности в	2	2
297	в той	6	2
298	может не	3	2
299	казалось что	5	2
300	здесь и	2	2
301	чтобы стать	2	2
302	и того	2	2
303	говорить о	2	2
304	жизни но	2	2
305	и после	2	2
306	в себя	6	2
