N	2gram	Bakhtin_Fr	StatiiOP
253	в мировой	4	5
254	и если	2	5
255	уже не	2	5
256	мировой литературе	4	5
257	конечно не	4	5
258	в слове	2	5
259	начиная с	3	4
260	одна из	3	4
261	в форме	3	4
262	на этом	3	4
263	то есть	31	4
264	и у	2	4
265	по своей	4	4
266	еще в	4	4
267	в развитии	2	4
268	в романе	24	4
269	века и	5	4
270	смысле этого	2	4
271	которые в	2	4
272	но как	5	4
273	они не	4	4
274	он говорит	6	4
275	культуры в	3	4
276	с нею	2	4
277	это место	4	4
278	мы видим	9	4
279	в связи	7	4
280	что было	3	4
281	это есть	2	4
282	этого слова	3	4
283	должны быть	2	4
284	который в	2	4
285	научного изучения	3	4
286	как мы	18	4
287	эту тему	3	4
288	да и	2	4
289	очень часто	2	4
290	относится к	2	4
291	для этого	3	4
292	в эпоху	18	4
293	значительной степени	2	4
294	и он	2	4
295	в значительной	3	4
296	и тот	4	4
297	в свете	3	4
298	и вполне	2	4
299	все они	5	4
300	находим и	2	4
301	как о	2	4
302	и их	5	4
303	и другие	4	4
304	в наших	2	4
305	в последнем	2	4
306	как известно	3	4
307	и так	5	4
308	им в	2	4
309	все что	4	4
310	xviii века	6	4
311	связанные с	4	4
312	места в	2	4
313	здесь нет	2	4
314	по адресу	2	4
315	чем он	2	4
316	или в	3	4
317	в таком	2	4
318	в основе	7	4
319	связана с	4	4
320	будто бы	2	4
321	чем в	2	4
322	в книге	5	3
323	перед нами	4	3
324	ему не	2	3
325	в плане	3	3
326	или иной	2	3
327	не подлежит	4	3
328	и наконец	5	3
329	в других	4	3
330	или же	2	3
331	слово в	3	3
332	вот как	4	3
333	и других	7	3
334	но именно	3	3
335	видно что	4	3
336	быть в	2	3
337	на котором	2	3
338	образом в	3	3
339	в следующих	2	3
340	от них	2	3
341	о котором	2	3
342	без всякой	2	3
343	к этой	3	3
344	это уже	2	3
345	на том	2	3
346	и как	5	3
347	даже и	3	3
348	так в	4	3
349	сомнению что	3	3
350	на них	3	3
351	смысле слова	5	3
352	здесь не	5	3
353	а затем	2	3
354	и самый	2	3
355	и ее	3	3
356	том числе	4	3
357	не были	3	3
358	почти все	2	3
359	них и	2	3
360	на совершенно	2	3
361	работа над	3	3
362	до нас	8	3
363	все время	3	3
364	но эти	4	3
365	и до	14	3
366	в нашей	2	3
367	гораздо больше	3	3
368	считает что	3	3
369	от этого	2	3
370	больше чем	3	3
371	особенно в	6	3
372	также в	2	3
373	не раз	2	3
374	что значит	2	3
375	для установления	2	3
376	наконец в	3	3
377	во всей	3	3
378	со всеми	5	3
379	ни для	4	3
380	что из	2	3
381	xvii века	4	3
382	для которого	2	3
383	это выражение	2	3
384	их в	7	3
385	слова в	3	3
386	в свою	3	3
387	у меня	2	3
388	он и	10	3
389	его современников	4	3
390	эпохи и	3	3
391	в один	2	3
392	и перед	2	3
393	как его	2	3
394	отношения к	2	3
395	не к	2	3
396	не дает	4	3
397	на основе	3	3
398	с помощью	5	3
399	в системе	3	3
400	за это	2	2
401	в таких	3	2
402	с полной	3	2
403	из всех	4	2
404	его к	3	2
405	как человек	2	2
406	нуждается в	4	2
407	его отношение	2	2
408	в литературе	10	2
409	в настоящее	2	2
410	совершенно неправильно	2	2
411	в произведениях	2	2
412	видеть в	2	2
413	выражение в	2	2
414	же к	2	2
415	ведь это	3	2
416	тех кто	2	2
417	ни одной	2	2
418	свою очередь	2	2
419	и при	2	2
420	отличие от	3	2
421	всякий раз	2	2
422	мы знаем	3	2
423	эту эпоху	2	2
424	по своему	3	2
425	мы видели	6	2
426	даны в	2	2
427	для понимания	5	2
428	и этот	2	2
429	для этой	3	2
430	о мире	3	2
431	но только	2	2
432	жизнь в	3	2
433	все его	2	2
434	на такие	2	2
435	с того	2	2
436	что тот	2	2
437	настоящее время	2	2
438	он с	2	2
439	видит в	3	2
440	жизнь и	2	2
441	в эти	2	2
442	сверх того	2	2
443	то его	2	2
444	в разных	3	2
445	и народной	2	2
446	уже давно	2	2
447	числе и	3	2
448	как нечто	3	2
449	той или	2	2
450	было в	2	2
451	одновременно и	3	2
452	жизнью и	4	2
453	хотя в	2	2
454	из самых	2	2
455	сам он	3	2
456	и они	5	2
457	в обычном	2	2
458	тот же	4	2
459	понятно почему	2	2
460	какой бы	2	2
461	эпохи но	2	2
462	и от	4	2
463	никак не	3	2
464	значение этого	2	2
465	тут же	3	2
466	так сказать	7	2
467	из этой	3	2
468	его биографии	3	2
469	это вовсе	2	2
470	и еще	3	2
471	его произведения	2	2
472	по преимуществу	3	2
473	на свете	2	2
474	и стиля	3	2
475	поэтому и	4	2
476	дело с	2	2
477	и той	2	2
478	вообще в	2	2
479	превращается в	4	2
480	к образу	2	2
481	были и	4	2
482	и вот	4	2
483	как по	2	2
484	для своей	2	2
485	говорят о	3	2
486	где он	2	2
487	этот образ	11	2
488	второй половины	3	2
489	в отличие	3	2
490	принадлежат к	2	2
491	он считает	2	2
492	был так	2	2
493	значение в	4	2
494	далеко не	3	2
495	язык и	2	2
496	уже к	2	2
497	в комментариях	2	2
498	всего необходимо	3	2
499	за него	2	2
500	своей жизни	3	2
501	входит в	2	2
502	имеем в	2	2
503	во франции	5	2
504	которых он	2	2
505	мы встречаем	6	2
506	те же	6	2
507	что один	2	2
508	как она	2	2
509	роль в	7	2
510	свидетельствует о	2	2
511	связь между	3	2
512	с их	5	2
513	здесь только	3	2
514	характерны для	4	2
515	этого образа	2	2
516	быть и	2	2
517	все в	2	2
