N	2gram	Tiupa_Lite	TeoriaLi
401	и весьма	2	2
402	что и	3	2
403	на воспринимающее	2	2
404	на второй	2	2
405	ту или	2	2
406	перед ним	2	2
407	духовной жизни	4	2
408	в случае	5	2
409	а затем	3	2
410	начинает восприниматься	2	2
411	художественная деятельность	3	2
412	себя и	3	2
413	не просто	2	2
414	и читателем	3	2
415	более не	2	2
416	как будто	2	2
417	ценностный центр	2	2
418	обращается к	5	2
419	могут служить	2	2
420	который в	2	2
421	при котором	2	2
422	я не	8	2
423	xix века	6	2
424	имеем дело	2	2
425	на основе	2	2
426	тем же	5	2
427	полагал что	2	2
