N	2gram	Propp_Isto	Formalny
412	одно и	2	2
413	с этими	3	2
414	к изучению	2	2
415	ее к	2	2
416	связаны с	3	2
417	что она	3	2
418	в лице	2	2
419	себя в	6	2
420	в наши	2	2
421	при изучении	2	2
422	из нее	2	2
423	в этот	2	2
424	переход от	2	2
425	а сам	2	2
426	и вот	4	2
427	героя и	3	2
428	как у	2	2
429	что его	4	2
430	к пониманию	2	2
431	или просто	2	2
432	связан с	7	2
433	врагов и	2	2
434	на этот	2	2
435	очень много	2	2
436	мы еще	2	2
437	видели что	2	2
438	их не	3	2
439	чтобы овладеть	2	2
440	на нем	3	2
441	только одна	3	2
442	только один	3	2
443	имеем в	2	2
444	в другой	5	2
445	где нет	2	2
446	что мы	4	2
447	чтобы он	3	2
448	несмотря на	3	2
449	все что	5	2
450	то его	2	2
451	говорит о	4	2
452	тогда он	4	2
453	из него	3	2
454	и есть	3	2
