N	2gram	Vygotskiy_	Problema
251	в смысле	3	12
252	то время	6	12
253	и следовательно	4	11
254	оказывается что	5	11
255	никак нельзя	2	11
256	могли бы	3	11
257	и во	3	11
258	в нашей	4	11
259	или иных	2	11
260	мы говорим	2	11
261	только не	4	11
262	тот же	8	11
263	у пушкина	4	11
264	в таких	2	11
265	не могут	6	11
266	одной стороны	7	11
267	и у	6	11
268	по этому	3	11
269	и тогда	3	11
270	бы то	3	11
271	по поводу	3	11
272	и их	4	11
273	к нему	3	11
274	что его	5	11
275	заключается в	15	11
276	в искусстве	24	11
277	состоит из	2	10
278	не то	2	10
279	один из	6	10
280	однако в	2	10
281	все время	6	10
282	отличается от	4	10
283	что у	8	10
284	что для	5	10
285	в одном	4	10
286	и всякий	2	10
287	художественного творчества	6	10
288	которые мы	4	10
289	или менее	3	10
290	он в	2	10
291	то или	3	10
292	что оно	4	10
293	представление о	6	10
294	относится к	4	10
295	только то	3	10
296	и которые	2	10
297	художественное произведение	16	10
298	со всеми	5	10
299	на том	2	10
300	более или	3	10
301	из которых	5	10
302	но он	3	10
303	вопрос о	3	9
304	или как	2	9
305	тогда когда	7	9
306	только тогда	8	9
307	которые в	3	9
308	она не	6	9
309	в художественном	9	9
310	этому поводу	3	9
311	представить себе	5	9
312	в тех	2	9
313	был бы	6	9
314	и до	2	9
315	и наконец	2	9
316	чем же	2	9
317	в своих	12	9
318	их в	4	9
319	вообще и	2	9
320	в которых	5	9
321	что даже	3	9
322	того как	5	9
323	что если	7	9
324	бы в	3	9
325	и другие	5	9
326	жизнь и	3	9
327	в жизни	5	9
328	бы мы	3	8
329	были бы	2	8
330	как он	4	8
331	на его	3	8
332	и по	7	8
333	если в	2	8
334	и нет	2	8
335	мы считаем	2	8
336	значение в	2	8
337	только что	3	8
338	чистом виде	3	8
339	с этой	8	8
340	в силу	4	8
341	себе и	2	8
342	если же	3	8
343	тем же	4	8
344	для всех	5	8
345	том как	2	8
346	вплоть до	3	8
347	в сознании	6	8
348	только с	2	8
349	из этих	6	8
350	и больше	2	8
351	почти всегда	3	8
352	только потому	2	8
353	и этот	3	8
354	которые не	3	8
355	с ее	3	8
356	которое мы	2	8
357	как они	2	8
358	и при	3	8
359	ни было	2	8
360	не значит	2	8
361	во всем	5	8
362	мы будем	2	8
363	конечно не	2	8
364	как только	3	8
365	что при	8	8
366	что на	4	7
367	и поэтому	3	7
368	времени и	2	7
369	это только	4	7
370	настоящей работы	2	7
371	и значение	2	7
372	а с	2	7
373	она есть	2	7
374	в основе	13	7
375	составляющих его	3	7
376	и так	7	7
377	нашего исследования	4	7
378	есть по	3	7
379	учения о	2	7
380	с понятием	2	7
381	еще более	2	7
382	в какой	6	7
383	в такой	2	7
384	оно не	2	7
385	или иное	2	7
386	все в	2	7
387	даже в	2	7
388	во все	2	7
389	не на	2	7
390	в науке	2	7
391	но что	3	7
392	была бы	2	7
393	мере в	2	7
394	его от	2	7
395	образы и	2	7
396	же как	8	7
397	по преимуществу	2	7
398	этой области	4	7
399	ни его	2	7
400	это в	4	7
401	на этот	2	7
402	меньше всего	3	7
403	не можем	3	7
404	мы все	3	7
405	большей частью	3	7
406	тому же	4	7
407	этого произведения	2	6
408	не как	3	6
409	с той	2	6
410	идеи и	2	6
411	в известном	2	6
412	слова то	2	6
413	тем или	2	6
414	а есть	2	6
415	она является	3	6
416	или не	2	6
417	в зависимости	6	6
418	само по	8	6
419	себе а	4	6
420	на него	2	6
421	этого слова	5	6
422	когда он	11	6
423	этот вопрос	2	6
424	и делает	2	6
425	что именно	4	6
426	до конца	9	6
427	и всегда	2	6
428	в действительности	4	6
429	и об	2	6
430	не всегда	2	6
431	только как	3	6
432	по существу	6	6
433	философии и	2	6
434	стороны и	3	6
435	в общем	2	6
436	могут быть	15	6
437	же мы	2	6
438	мы его	2	6
439	содержания и	3	6
440	и может	3	6
441	с его	3	6
442	мышления и	3	6
443	и уже	2	6
444	и той	5	6
445	независимо от	3	6
446	как оно	2	6
447	образ и	2	6
448	в него	4	6
449	зависимости от	7	6
450	этом отношении	7	6
451	к своему	2	6
452	не к	2	6
453	это совершенно	3	6
454	как на	6	6
455	в слове	3	6
456	в область	3	5
457	в нее	2	5
458	если оно	3	5
459	человека и	3	5
460	одна из	5	5
461	отношение к	3	5
462	художественным произведением	3	5
463	что ни	2	5
464	из всех	4	5
465	тот кто	2	5
466	у того	2	5
467	только один	2	5
468	и понятия	2	5
469	вот что	2	5
470	ту или	2	5
471	и тот	4	5
472	то чтобы	4	5
473	себе не	4	5
474	из самых	2	5
475	том чтобы	9	5
476	чтобы понять	4	5
477	из отдельных	2	5
478	есть как	3	5
479	все что	4	5
480	образом и	4	5
481	какой мере	3	5
482	или что	4	5
483	тому как	10	5
484	не знаем	2	5
485	которой он	2	5
486	сводится к	3	5
487	во внимание	4	5
488	что эта	4	5
489	в собственном	4	5
490	между тем	6	5
491	от того	6	5
492	этой теории	8	5
493	его не	3	5
494	мы видели	2	5
495	о нем	2	5
496	утверждать что	9	5
497	том виде	2	5
498	он говорит	4	5
499	тех пор	2	5
500	с теми	2	5
501	там где	5	5
502	и когда	5	5
503	о его	2	5
504	что с	5	5
505	к этому	5	5
506	должно быть	2	5
507	по мнению	2	5
508	в свете	3	5
509	подобно тому	7	5
510	которая не	2	5
511	то на	2	5
512	в разные	2	5
513	в каждом	5	5
514	свое собственное	2	5
515	собственном смысле	3	5
516	от него	2	4
517	к другим	2	4
518	должны были	2	4
519	наряду с	3	4
520	что бы	2	4
521	должен быть	2	4
522	вещи как	2	4
523	столько же	4	4
524	начала и	2	4
525	а как	2	4
526	у них	2	4
527	при таком	5	4
528	отличие от	6	4
529	одно из	2	4
530	это обстоятельство	3	4
531	могло бы	5	4
532	или его	3	4
533	указывают на	2	4
534	которое в	2	4
535	себя и	3	4
536	под влиянием	4	4
537	мы хотели	2	4
538	это можно	3	4
539	художественном произведении	8	4
540	в одну	2	4
541	не могли	4	4
542	за ним	2	4
543	и часто	2	4
544	исследования мы	2	4
545	для нашей	2	4
546	что без	3	4
547	именно потому	3	4
548	самого же	2	4
549	которого мы	2	4
550	мы получаем	4	4
551	эта теория	7	4
552	если это	2	4
553	им в	4	4
554	но к	3	4
555	поскольку он	2	4
556	которых мы	4	4
557	всей этой	2	4
558	разница между	3	4
559	на нас	2	4
560	она в	2	4
561	именно к	2	4
562	той же	9	4
563	тем и	2	4
564	совершенно правильно	7	4
565	явлений и	3	4
566	указанием на	2	4
567	не потому	3	4
568	сознании и	2	4
569	в глаза	2	4
570	остановиться на	2	4
571	для построения	2	4
572	входящих в	2	4
573	это все	3	4
574	на котором	2	4
575	тем как	2	4
576	дело с	10	4
577	к этой	2	4
578	но мы	3	4
579	этой точки	7	4
580	и вместе	2	4
581	и те	5	4
582	их с	2	4
583	всегда и	2	4
584	в сущности	15	4
585	например в	5	4
586	что эти	3	4
587	очень часто	4	4
588	если она	2	4
589	к ним	4	4
590	что только	3	4
591	на это	2	4
592	нашего сознания	3	4
593	до тех	3	4
594	мы увидим	4	4
595	же самой	3	4
596	ничего кроме	2	4
597	смысл и	2	4
598	думается что	3	4
599	бы что	2	4
600	не быть	2	4
601	в свою	3	4
602	при всем	3	4
603	без которого	2	4
604	смысле и	2	4
605	больше и	2	4
606	это мы	2	4
607	имеем дело	2	4
608	он все	2	3
609	все дело	3	3
610	с теорией	3	3
611	ее и	2	3
612	о ней	4	3
613	из того	2	3
614	в голове	2	3
615	мысли в	3	3
616	одного и	2	3
617	и далее	2	3
618	заключается не	2	3
619	по самому	7	3
620	к выводу	2	3
621	в новой	2	3
622	том же	4	3
623	в трех	2	3
624	от других	3	3
625	но так	2	3
626	а потому	5	3
627	в отличие	4	3
628	сравнению с	3	3
629	нуждается в	3	3
630	как таковое	2	3
631	и заключается	4	3
632	что вся	2	3
633	того и	3	3
634	должна быть	3	3
635	выходит за	2	3
636	когда она	6	3
637	то как	4	3
638	по сравнению	3	3
639	ли это	3	3
640	его с	3	3
641	что самый	2	3
642	после того	2	3
643	может считаться	3	3
644	каждой из	3	3
645	думать что	3	3
646	что всякое	7	3
647	столь же	6	3
648	отношение и	2	3
649	и другой	6	3
650	мы никогда	5	3
651	зрения на	2	3
652	вещей и	2	3
653	представляет собой	2	3
654	заметить что	3	3
655	как она	4	3
656	совершенно ясно	22	3
657	нами теории	2	3
658	который он	3	3
659	теория искусства	2	3
660	и других	4	3
661	чем в	2	3
662	она должна	2	3
663	в очень	2	3
664	оно есть	3	3
665	сущности говоря	6	3
666	его к	2	3
667	что всякая	2	3
668	и говорить	2	3
669	в одной	3	3
670	то все	2	3
671	выводу что	2	3
672	со стороны	5	3
673	оно было	2	3
674	из нас	2	3
675	образом в	3	3
676	одной и	6	3
677	как предмет	2	3
678	для такого	2	3
679	является такой	2	3
680	время в	2	3
681	поскольку она	2	3
682	быть в	2	3
683	на другой	3	3
684	всех других	2	3
685	с ними	2	3
686	мы видим	8	3
687	что каждая	2	3
688	образа в	2	3
689	и состоит	2	3
690	себе представить	2	3
691	и мы	6	3
692	т е	3	3
693	говорит что	10	3
694	учению о	3	3
695	который не	2	3
696	убеждаемся в	2	3
697	слова есть	2	3
698	предмета с	2	3
699	не обладает	2	3
700	является предметом	2	3
701	самое же	3	3
702	на основании	7	3
703	мысли и	2	3
704	формы и	11	3
705	в самых	3	3
706	это отношение	2	3
707	один и	2	3
708	речь идет	4	3
709	на нем	2	3
710	знаем что	4	3
711	в эстетике	6	3
712	который как	2	3
713	там же	2	3
714	на этом	3	3
715	произведения искусства	4	3
716	в процессе	7	3
717	будь то	2	3
718	сейчас же	5	3
719	в совершенно	5	3
720	мы совершенно	2	3
721	этих двух	4	3
722	возможны только	3	2
723	вносит в	2	2
724	тому чтобы	3	2
725	действия и	4	2
726	приходит к	5	2
727	в состоянии	4	2
728	евгении онегине	3	2
729	искусства но	7	2
730	при такой	2	2
731	подходит к	2	2
732	слов в	2	2
733	и эти	2	2
734	людей а	2	2
735	точно и	4	2
736	которое он	2	2
737	как результат	2	2
738	от себя	4	2
739	такое же	3	2
740	такой же	9	2
741	тот и	2	2
742	отказаться от	4	2
743	с общим	2	2
744	при анализе	3	2
745	с и	17	2
746	точка зрения	6	2
747	ту же	6	2
748	в узком	2	2
749	совершенно разных	2	2
750	вот это	2	2
751	и художественного	2	2
752	по тому	4	2
753	и другого	4	2
754	и дальше	3	2
755	в живописи	2	2
756	в нас	3	2
757	которой мы	2	2
758	только из	9	2
759	и была	2	2
760	самое понятие	2	2
761	для самого	2	2
762	на два	2	2
763	нам и	2	2
764	сам собой	3	2
765	искусства не	6	2
766	только ее	3	2
767	только они	2	2
768	и вот	5	2
769	человека то	2	2
770	когда они	2	2
771	и таким	4	2
772	том и	4	2
773	и самым	2	2
774	заключается только	2	2
775	почти все	3	2
776	его жизни	3	2
777	формы в	6	2
778	точке зрения	2	2
779	рассматриваться как	4	2
780	видели что	2	2
781	от всех	3	2
782	нас от	2	2
783	для выражения	7	2
784	искусства в	14	2
785	ней не	2	2
786	на почве	3	2
787	роль в	4	2
788	же что	2	2
789	только художественный	2	2
790	чем это	2	2
791	может показаться	2	2
792	у меня	3	2
793	не дает	3	2
794	поэзии в	2	2
795	утверждает что	5	2
796	такой степени	2	2
797	этого вопроса	2	2
798	другого как	2	2
799	ничего другого	2	2
800	понятие о	2	2
801	вслед за	10	2
802	свою очередь	3	2
803	на один	2	2
804	ли не	2	2
805	таком понимании	3	2
806	говоря о	2	2
807	или же	2	2
808	сознание которое	2	2
809	к которым	4	2
810	а на	4	2
811	значит ли	2	2
812	мы при	2	2
813	на все	6	2
814	есть ли	2	2
815	т п	24	2
816	этого факта	2	2
817	переходе от	2	2
818	может стать	3	2
819	для понимания	2	2
820	как например	2	2
821	они и	2	2
822	основе своей	2	2
823	часто в	2	2
824	лиц и	3	2
825	ее на	2	2
826	и совершенно	7	2
827	такие же	2	2
828	и многие	3	2
829	эстетике и	2	2
830	обращается к	2	2
831	русском языке	3	2
832	только мы	2	2
833	произведения как	3	2
834	имеет в	3	2
835	что само	2	2
836	что такие	3	2
837	подход к	3	2
838	же сколько	2	2
839	в последнее	4	2
840	принять во	2	2
841	том случае	3	2
842	имеет дело	2	2
843	и там	2	2
844	случае если	2	2
845	тот самый	3	2
846	что то	2	2
847	действующих лиц	3	2
848	не означает	2	2
849	что есть	3	2
850	что по	5	2
851	теории искусства	8	2
852	утверждал что	3	2
853	и сейчас	4	2
854	зависит от	2	2
855	они в	2	2
856	слова в	5	2
857	что я	4	2
858	должны быть	6	2
859	и содержания	2	2
860	чувства и	4	2
861	все больше	2	2
862	произведения и	2	2
863	не понимает	2	2
864	совпадает с	4	2
865	жизни с	4	2
866	форму и	4	2
867	и творчество	2	2
868	бы ни	2	2
869	свести все	2	2
870	из которой	2	2
871	являются не	2	2
872	последнее время	2	2
873	на основе	2	2
