N	2gram	Tiupa_Narr	Istorich
109	о смерти	2	21
110	она не	2	20
111	одна из	5	20
112	в других	2	20
113	из них	4	20
114	в силу	5	20
115	наряду с	2	20
116	из этих	6	20
117	и как	4	19
118	что у	6	19
119	с собой	2	19
120	на том	2	19
121	на то	4	19
122	но он	2	19
123	не все	2	18
124	в данном	17	18
125	вовсе не	2	18
126	в то	9	18
127	то и	3	17
128	и только	2	17
129	том как	3	17
130	дело не	3	17
131	не вполне	3	16
132	со стороны	14	16
133	перед нами	9	16
134	и все	7	16
135	между двумя	6	16
136	в котором	3	16
137	во всех	2	16
138	данном случае	12	15
139	в целом	5	15
140	в своей	8	15
141	и то	3	15
142	в особенности	2	15
143	его и	2	15
144	в пределах	2	15
145	друг друга	2	15
146	тот кто	2	15
147	и даже	4	15
148	детей в	2	15
149	как будто	4	15
150	и тем	9	15
151	отношение к	2	14
152	у нас	4	14
153	должна быть	2	14
154	а также	11	14
155	с этой	3	14
156	в него	2	14
157	можно было	2	14
158	отношению к	5	14
159	и ее	3	14
160	одной из	2	14
161	по отношению	5	14
162	и наконец	2	14
163	но они	4	14
164	на себя	5	14
165	в нее	2	13
166	к своему	2	13
167	своего рода	17	13
168	и для	4	13
169	все что	4	13
170	и от	3	13
171	тогда как	23	13
172	в своем	7	13
173	и у	4	13
174	не имеет	3	13
175	в себе	14	13
176	с ними	5	13
177	не просто	2	13
178	в форме	7	13
179	по себе	4	13
180	после смерти	2	13
181	а потом	2	12
182	у нее	8	12
183	ответ на	6	12
184	одним из	2	12
185	хотя бы	4	12
186	к себе	11	12
187	о нем	5	12
188	не знает	2	12
189	что не	2	12
190	к ней	3	12
191	и вот	2	11
192	и более	2	11
193	только с	2	11
194	точки зрения	8	11
195	хотя и	8	11
196	но уже	2	11
197	человека в	2	11
198	на нее	2	11
199	далеко не	6	11
200	же в	6	11
201	у меня	2	11
202	ясно что	2	11
203	этого не	2	11
204	я не	5	11
205	по мере	2	11
206	восходит к	2	11
207	в ее	4	10
208	вступает в	2	10
209	говорит о	3	10
210	но как	3	10
211	вслед за	4	10
212	если не	4	10
213	как правило	8	10
214	к ним	2	10
215	он и	2	10
216	не мог	7	10
217	а с	2	10
218	ли он	2	10
219	в которой	2	10
220	о чем	6	10
221	а на	2	10
222	не было	3	10
223	себя в	4	10
224	не можем	2	10
225	и к	7	10
226	а как	2	9
227	говорилось выше	3	9
228	в свою	4	9
229	которой он	4	9
230	она в	3	9
231	в себя	3	9
232	а по	2	9
233	это и	2	9
234	когда она	2	9
235	зависимости от	3	9
236	на этот	2	9
237	более или	2	9
238	зависит от	3	9
239	но для	5	9
240	жизни и	7	9
241	героя и	4	9
242	что на	4	9
243	не будет	2	9
244	или менее	2	9
245	только на	4	9
246	в чем	3	9
247	с его	6	9
248	также не	2	9
249	приводит к	2	9
250	пребывания в	4	9
251	ему в	2	9
252	тем самым	9	8
253	роль в	4	8
254	одно из	2	8
255	только что	4	8
256	именно в	5	8
257	входит в	2	8
258	тому как	4	8
259	во всяком	2	8
260	или даже	3	8
261	в современной	4	8
262	солнца и	2	8
263	на другой	6	8
264	в жизни	9	8
265	подобно тому	4	8
266	может оказаться	2	8
267	же самое	3	8
268	и потому	2	8
269	могло быть	2	8
270	в зависимости	3	8
271	чем это	2	8
272	в некотором	2	8
273	та же	2	8
274	и стал	2	8
275	и сам	4	8
276	можно сказать	11	8
277	во сне	4	8
278	это означает	2	7
279	в конце	4	7
280	и о	4	7
281	состоит в	19	7
282	однако в	4	7
283	того чтобы	7	7
284	если в	2	7
285	как у	6	7
286	себе и	2	7
287	героя но	3	7
288	еще в	4	7
289	вплоть до	5	7
290	эти два	2	7
291	тому что	4	7
292	а то	2	7
293	как она	2	7
294	одного из	6	7
295	и когда	3	7
296	в начале	4	7
297	также в	2	7
298	в какой	2	7
299	что я	4	7
300	того же	2	7
301	будто бы	2	7
302	ключ к	2	7
303	со своим	2	7
304	всяком случае	2	7
305	по его	3	7
306	как на	2	7
307	между тем	5	7
308	между собой	3	7
309	в области	4	7
310	самом деле	4	7
311	не столько	2	7
312	о ней	5	7
313	обращается к	3	7
314	не по	5	7
315	для него	8	7
316	со своими	3	7
317	с той	2	6
318	для того	4	6
319	отличие от	6	6
320	как можно	2	6
321	дело с	4	6
322	между ними	3	6
323	не объясняет	2	6
324	от которого	3	6
325	он является	4	6
326	в роли	2	6
327	и уже	4	6
328	от его	2	6
329	той же	2	6
330	не могла	2	6
331	быть и	3	6
332	то в	4	6
333	его как	2	6
334	это за	2	6
335	также и	4	6
336	так у	2	6
337	сводится к	10	6
338	они и	2	6
339	к жизни	3	6
340	и тогда	2	6
341	этих двух	2	6
342	тому же	9	6
343	не случайно	2	6
344	не происходит	3	6
345	к чему	3	6
346	все его	4	6
347	это он	2	5
348	такого рода	17	5
349	это уже	3	5
350	видит в	3	5
351	героя с	2	5
352	никак не	5	5
353	или не	5	5
354	это было	3	5
355	в своих	2	5
356	соответствии с	7	5
357	по своей	3	5
358	по своему	3	5
359	мира и	2	5
360	для них	2	5
361	в герое	4	5
362	но при	5	5
363	бы в	2	5
364	с ее	3	5
365	мы узнаем	2	5
366	о котором	4	5
367	она может	2	5
368	в виду	2	5
369	не могло	3	5
370	героя из	2	5
371	оно не	4	5
372	со своей	3	5
373	или иначе	2	5
374	к своей	2	5
375	мы и	2	5
376	да и	5	5
377	как о	2	5
378	в таком	4	5
379	в отличие	6	5
380	можно назвать	2	5
381	не говорит	4	5
382	однако не	2	5
383	людей и	2	4
384	на своих	2	4
385	могут служить	2	4
386	все время	2	4
387	тем более	2	4
388	он уже	3	4
389	или просто	2	4
390	столь же	6	4
391	во второй	2	4
392	каждый из	3	4
393	так называемая	2	4
394	они могут	2	4
395	особенно в	3	4
396	в результате	4	4
397	ведет к	3	4
398	что касается	3	4
399	сами по	2	4
400	если же	2	4
401	слова в	4	4
402	не существует	3	4
403	как раз	9	4
404	он сам	4	4
405	для нее	2	4
406	на друга	2	4
407	а его	3	4
408	могло бы	3	4
409	который в	2	4
410	в литературе	8	4
411	идет по	2	4
412	происходит и	2	4
413	нас в	2	4
414	в городе	2	4
415	отнюдь не	6	4
416	с точки	2	4
417	в действительности	2	4
418	в ответ	4	4
419	и через	2	4
420	матери и	5	4
421	с матерью	2	4
422	когда в	4	4
423	о его	3	4
424	дело в	2	4
425	друг на	2	4
426	в самом	8	4
427	того кто	2	4
428	не могу	2	4
429	быть не	3	4
430	по своим	2	4
431	что именно	2	4
432	мать и	3	3
433	обратим внимание	2	3
434	точку зрения	3	3
435	своей жизни	2	3
436	точка зрения	5	3
437	которая в	2	3
438	солнцем и	2	3
439	представить себе	3	3
440	речь идет	3	3
441	и дело	2	3
442	при всей	5	3
443	так сказать	4	3
444	переход от	2	3
445	при которой	3	3
446	в самую	2	3
447	о них	5	3
448	о себе	2	3
449	и после	3	3
450	первобытного человека	2	3
451	казалось бы	2	3
452	то они	3	3
453	и другая	2	3
454	она сама	2	3
455	это весьма	2	3
456	на одном	2	3
457	которые могут	2	3
458	как если	2	3
459	человек в	3	3
460	всякий раз	2	3
461	к другому	2	3
462	тем же	3	3
463	в соответствии	8	3
464	об одном	2	3
465	начиная с	3	3
466	как к	3	3
467	в формах	2	3
468	в тексте	17	3
469	исходя из	4	3
470	но зато	4	3
471	состоят в	2	3
472	в обоих	4	3
473	каждого из	2	3
474	все равно	2	3
475	только не	2	3
476	внимание на	7	3
477	раз и	2	3
478	один и	2	3
479	встрече с	4	3
480	к его	5	3
481	едва ли	5	3
482	где они	2	3
483	ней в	2	3
484	не обязательно	3	3
485	даже если	2	3
486	о герое	3	3
487	при встрече	3	3
488	имеем дело	4	3
489	не о	2	2
490	позволяет нам	3	2
491	и смерть	2	2
492	к ее	3	2
493	в ходе	4	2
494	и конец	3	2
495	свою очередь	2	2
496	а во	5	2
497	лицо и	2	2
498	особое место	4	2
499	свидетельствует о	4	2
500	обращает на	3	2
501	не имел	2	2
502	у себя	2	2
503	все было	2	2
504	к двум	2	2
505	без этой	2	2
506	этом и	5	2
507	в центре	4	2
508	лишь в	3	2
509	с другим	2	2
510	что одно	2	2
511	частности в	2	2
512	прошлого и	2	2
513	шире и	2	2
514	часто не	3	2
515	выходя из	2	2
516	героя на	2	2
517	в нашем	4	2
518	от которой	2	2
519	чтобы стать	2	2
520	с помощью	2	2
521	за столом	2	2
522	со словами	3	2
523	центре внимания	2	2
524	сам себя	2	2
525	т п	2	2
526	быть в	2	2
527	выступает в	2	2
528	на ее	2	2
529	в сущности	2	2
530	и еще	2	2
531	если она	3	2
532	то чтобы	2	2
533	и жена	2	2
534	за которым	2	2
535	в мире	8	2
536	похожи на	2	2
537	в конечном	6	2
538	более чем	2	2
539	своей матери	3	2
540	не к	4	2
541	в процессе	2	2
542	о своей	3	2
543	другого человека	2	2
544	порой в	2	2
545	дома с	4	2
546	участие в	2	2
547	ли в	2	2
548	одно и	2	2
549	меньшей степени	2	2
550	характер и	3	2
551	например мы	3	2
552	в данной	2	2
553	а за	2	2
554	всех его	2	2
555	на своего	2	2
556	за пределами	3	2
557	себе но	2	2
558	пока еще	4	2
559	в ряде	2	2
560	истории не	3	2
561	в поле	3	2
562	не следует	3	2
563	в состав	5	2
564	это сделать	2	2
565	шире чем	2	2
566	в рамках	6	2
567	мыслится как	2	2
568	жизни так	3	2
569	того или	3	2
570	нам как	2	2
571	место в	3	2
572	что с	2	2
573	человек и	2	2
574	от этих	3	2
575	другой день	4	2
576	обратиться к	2	2
577	в сознании	6	2
578	в город	2	2
579	человека который	2	2
580	по мнению	2	2
581	уже говорилось	2	2
582	а о	2	2
583	к миру	2	2
584	как по	2	2
585	а для	4	2
586	она была	2	2
587	большей или	2	2
588	подчеркнуть что	2	2
