N	2gram	Ircho_Kome	Problemy
272	в эти	2	3
273	всего в	5	3
274	нуждается в	2	3
275	совсем не	2	3
276	что из	3	3
277	того чтобы	4	3
278	а затем	4	3
279	и мир	2	3
280	и по	6	3
281	же в	7	3
282	е в	2	3
283	в других	3	3
284	ее в	2	3
285	того как	3	3
286	одной из	6	3
287	в сознании	4	3
288	из этих	5	3
289	а к	2	3
290	говорить о	3	3
291	и еще	5	3
292	то время	8	3
293	мог бы	3	3
294	и уже	2	3
295	реакции на	2	3
296	сказать о	2	3
297	не является	2	3
298	да еще	2	3
299	в изображении	2	3
300	у нас	3	3
301	по всему	3	3
302	но они	2	3
303	мы можем	6	3
304	б и	4	3
305	несколько раз	2	3
306	не удалось	5	3
307	раз в	2	3
308	и одновременно	3	3
309	правда в	3	3
310	которой он	2	3
311	в один	2	3
312	и особенно	7	3
313	нового времени	7	3
314	именно на	2	3
315	будто бы	2	3
316	ту же	2	3
317	однако не	2	3
318	тем же	2	3
319	художественный образ	2	2
320	еще и	2	2
321	все более	4	2
322	художественных приемов	2	2
323	из всех	2	2
324	к этим	3	2
325	указывает на	2	2
326	которые были	2	2
327	на всю	3	2
328	одну из	2	2
329	собой и	2	2
330	не раз	3	2
331	к этому	8	2
332	должны были	9	2
333	за исключением	3	2
334	ему и	2	2
335	видеть в	2	2
336	и других	7	2
337	не всегда	2	2
338	одном из	4	2
339	друг от	2	2
340	в настоящем	2	2
341	в образе	4	2
342	своего времени	2	2
343	к сожалению	2	2
344	надо было	3	2
345	от этого	2	2
346	среди которых	2	2
347	материал для	2	2
348	для своего	2	2
349	в г	28	2
350	это уже	2	2
351	ответ на	2	2
352	не могла	2	2
353	искать в	3	2
354	отнюдь не	2	2
355	для них	2	2
356	да рядом	2	2
357	же как	3	2
358	и очень	2	2
359	же она	2	2
360	обращает на	4	2
361	этот раз	5	2
362	почти всегда	2	2
363	того времени	3	2
364	образом в	2	2
365	в противоположность	2	2
366	к его	3	2
367	в рамках	3	2
368	можно найти	2	2
369	его творчество	3	2
370	независимо от	5	2
371	ли это	2	2
372	затем и	2	2
373	ведь мы	2	2
374	не все	2	2
375	во второй	4	2
376	одному из	2	2
377	переходит к	2	2
378	целый ряд	2	2
379	известно что	4	2
380	от друга	2	2
381	в качестве	8	2
382	для того	3	2
383	отрывок из	2	2
384	в истории	10	2
385	и другие	3	2
386	политики и	2	2
387	отказаться от	2	2
388	время от	4	2
389	к ней	2	2
390	речь в	2	2
391	с одной	5	2
392	в какой	2	2
393	после того	3	2
394	больше всего	2	2
395	не к	2	2
396	в нашем	2	2
397	столь же	9	2
398	в свою	2	2
399	сплошь да	2	2
400	роль в	2	2
401	здесь и	2	2
402	из этого	2	2
403	является не	2	2
404	не следует	2	2
405	же самое	2	2
406	впрочем и	2	2
407	собой в	2	2
408	что касается	5	2
409	в нескольких	2	2
