N	2gram	Trubetskoy	Psycholo
376	которой она	2	2
377	ничего другого	2	2
378	в будущем	3	2
379	не играет	2	2
380	они будут	2	2
381	и т.д	4	2
382	вся она	2	2
383	не нужна	2	2
384	русской интеллигенции	8	2
385	любовь к	2	2
386	даже и	2	2
387	признание что	3	2
388	той или	3	2
389	на совершенно	2	2
390	что ничего	2	2
391	там и	2	2
392	в россии	6	2
393	в начале	2	2
394	к вопросу	4	2
395	весь смысл	2	2
396	их не	2	2
397	друг друга	3	2
398	таким же	3	2
399	а следовательно	3	2
