N	2gram	Berdyaev_M	Problemy
144	героев достоевского	2	9
145	но он	17	9
146	романов достоевского	3	8
147	уже в	6	8
148	как к	2	8
149	одним из	2	8
150	это и	7	8
151	того что	13	8
152	самого достоевского	2	8
153	же не	2	8
154	должна быть	7	8
155	и от	3	8
156	менее всего	10	8
157	что это	5	8
158	бы он	2	8
159	все время	3	8
160	и он	21	8
161	достоевского нет	7	8
162	с их	2	8
163	мы увидим	4	8
164	в человеке	10	8
165	был бы	11	8
166	о том	5	8
167	и у	3	8
168	герои достоевского	6	8
169	же и	2	8
170	не о	2	7
171	вопрос о	7	7
172	его к	2	7
173	от него	4	7
174	в этих	6	7
175	но эта	2	7
176	с которым	2	7
177	в их	4	7
178	к своему	2	7
179	в виду	2	7
180	его и	2	7
181	тем как	2	7
182	он в	4	7
183	все его	3	7
184	к самому	2	7
185	мира и	6	7
186	что все	5	7
187	о достоевском	8	7
188	что они	4	7
189	и ее	2	7
190	все равно	3	7
191	сказать что	5	7
192	настасьи филипповны	2	7
193	ее как	2	7
194	в жизни	7	7
195	его с	4	7
196	что она	5	7
197	мысли и	2	7
198	отличается от	2	7
199	и их	3	7
200	во всех	3	7
201	на этот	2	7
202	но на	2	7
203	не было	25	7
204	достоевский не	9	6
205	другого в	2	6
206	как он	4	6
207	достоевского это	3	6
208	он знает	2	6
209	и этим	2	6
210	достоевского с	3	6
211	себя в	6	6
212	и во	5	6
213	и здесь	6	6
214	для этого	3	6
215	и нет	3	6
216	с этим	4	6
217	в начале	2	6
218	его творчества	2	6
219	этого мира	3	6
220	во всем	5	6
221	и самое	3	6
222	и вот	7	6
223	его художественного	2	6
224	человека как	3	6
225	человек и	7	6
226	но для	2	6
227	друг друга	12	6
228	в этой	12	6
229	на почве	3	6
230	в своих	4	6
231	в которых	5	6
232	не принимает	2	6
233	на этом	5	6
234	жизни и	6	6
235	конечно не	3	6
236	что было	2	6
237	в основе	4	6
238	не мог	6	6
239	отношения к	6	6
240	но с	2	6
241	и то	2	5
242	достоевского мы	2	5
243	поэтому он	2	5
244	с таким	2	5
245	есть и	6	5
246	творчество достоевского	16	5
247	не хочет	3	5
248	ведь это	2	5
249	бы его	2	5
250	его мысль	2	5
251	достоевского к	8	5
252	по своему	3	5
253	с тем	10	5
254	тому что	2	5
255	они не	4	5
256	в чем	3	5
257	один из	9	5
258	лежит в	2	5
259	в такой	4	5
260	настасья филипповна	4	5
261	мы не	2	5
262	и самого	2	5
263	в ее	3	5
264	те же	5	5
265	отношением к	2	5
266	в мир	3	5
267	его как	2	5
268	записок из	5	5
269	то есть	3	5
270	про себя	2	5
271	мира в	2	5
272	та же	4	5
273	но у	2	5
274	он ни	2	5
275	этот мир	2	5
276	на протяжении	2	5
277	с человеком	2	5
278	нет и	6	5
279	человека с	2	5
280	подобно тому	2	5
281	него не	3	5
282	я бы	2	5
283	мир и	3	5
284	о своей	2	5
285	когда он	3	5
286	в обычном	2	5
287	него нет	6	5
288	не могу	4	5
289	тому как	2	5
290	же что	2	5
291	сам по	2	5
292	с собой	5	5
293	высшей степени	4	5
294	я и	3	5
295	в высшей	4	5
296	быть и	2	5
297	в ней	23	5
298	вместе с	7	5
299	нет ни	3	4
300	достоевского он	8	4
301	тому чтобы	2	4
302	его отношение	2	4
303	в духе	6	4
304	него как	2	4
305	от того	4	4
306	он должен	4	4
307	он хочет	4	4
308	только с	3	4
309	не значит	2	4
310	даже и	2	4
311	и без	2	4
312	переходит в	23	4
313	не была	4	4
314	мир в	3	4
315	он был	18	4
316	не знал	7	4
317	эти слова	2	4
318	которую он	2	4
319	к миру	3	4
320	нет в	5	4
321	время как	2	4
322	то в	2	4
323	на два	2	4
324	него и	3	4
325	особенно в	3	4
326	в которой	8	4
327	к концу	5	4
328	но этот	3	4
329	в свете	3	4
330	к другу	6	4
331	об этом	2	4
332	бы не	4	4
333	он уже	8	4
334	с этой	4	4
335	великого инквизитора	9	4
336	другим и	2	4
337	жизнь и	5	4
338	то он	3	4
339	вообще не	2	4
340	также и	6	4
341	что такое	2	4
342	все что	5	4
343	еще более	3	4
344	по достоевскому	3	4
345	оно не	3	4
346	не есть	21	4
347	а лишь	3	4
348	со своим	2	4
349	еще в	4	4
350	все в	7	4
351	личности в	4	4
352	момент его	2	4
353	друг к	6	4
354	бы ни	2	4
355	в первых	2	4
356	обращен к	8	4
357	за собой	2	4
358	чтобы не	4	3
359	в записках	2	3
360	тут в	2	3
361	не для	2	3
362	братьях карамазовых	5	3
363	или к	4	3
364	как человек	2	3
365	о чем	3	3
366	есть только	2	3
367	человека и	19	3
368	иван карамазов	18	3
369	которые в	2	3
370	не способен	6	3
371	сам не	4	3
372	по своей	4	3
373	человека но	5	3
374	лишь один	2	3
375	к чему	5	3
376	и всегда	3	3
377	жизни а	3	3
378	это все	2	3
379	увидим что	5	3
380	достоевского было	4	3
381	в братьях	5	3
382	мысли о	3	3
383	и человек	5	3
384	смердяков и	2	3
385	достоевский был	13	3
386	и та	2	3
387	всего в	2	3
388	совсем не	3	3
389	не бывает	3	3
390	того чтобы	4	3
391	тему о	4	3
392	и мир	2	3
393	ставрогина и	2	3
394	направлена на	2	3
395	и по	4	3
396	должны быть	3	3
397	того как	3	3
398	мы видим	4	3
399	есть то	2	3
400	и мы	2	3
401	мышкина и	2	3
402	а к	2	3
403	и еще	3	3
404	то время	2	3
405	мог бы	5	3
406	по преимуществу	4	3
407	это очень	3	3
408	такой человек	2	3
409	то все	2	3
410	чем у	8	3
411	и есть	21	3
412	у нас	13	3
413	достоевского очень	2	3
414	есть в	3	3
415	этими двумя	2	3
416	карамазова и	2	3
417	а за	2	3
418	слова он	2	3
419	знает только	2	3
420	пути и	2	3
421	и кто	2	3
422	человек в	12	3
423	которых он	5	3
424	все еще	2	3
425	жизнь в	4	3
426	которой он	2	3
427	и эта	3	3
428	будто бы	3	3
429	своих героев	2	3
430	от этой	2	3
431	чем в	3	3
432	ее он	2	3
433	мира не	3	2
434	последний день	2	2
435	тех которые	2	2
436	романы достоевского	2	2
437	этого необходимо	2	2
438	к этим	3	2
439	чем его	5	2
440	записках из	2	2
441	его на	4	2
442	и сама	2	2
443	самого себя	6	2
444	она может	2	2
445	как для	2	2
446	не потому	2	2
447	в идее	2	2
448	но она	3	2
449	с достоевским	2	2
450	у человека	6	2
451	к этому	3	2
452	не был	8	2
453	должен быть	4	2
454	и других	2	2
455	ставрогина к	2	2
456	от своего	2	2
457	тогда когда	2	2
458	в образе	4	2
459	человека а	3	2
460	нем не	2	2
461	себе в	3	2
462	был очень	2	2
463	одно из	3	2
464	чем не	3	2
465	они и	3	2
466	не так	6	2
467	его он	2	2
468	от этого	4	2
469	по сравнению	3	2
470	одно только	2	2
471	под его	2	2
472	нему все	2	2
473	она была	2	2
474	на том	3	2
475	друг за	2	2
476	что достоевский	4	2
477	по природе	2	2
478	и там	10	2
479	личности не	2	2
480	с которой	2	2
481	своей записной	2	2
482	он так	2	2
483	в значительной	2	2
484	отношение между	2	2
485	смысле слова	7	2
486	сам был	2	2
487	человеческого духа	31	2
488	для них	3	2
489	обращенный к	2	2
490	достоевским и	3	2
491	кириллова и	2	2
492	всю жизнь	7	2
493	мою душу	2	2
494	записной книжке	2	2
495	проникает в	3	2
496	он живет	2	2
497	лишь те	2	2
498	идеи но	3	2
499	достоевский прежде	2	2
500	значительной степени	2	2
501	его творчество	2	2
502	в россии	2	2
503	любовь к	10	2
504	к которой	4	2
505	петра верховенского	2	2
506	интересует достоевского	4	2
507	его личности	4	2
508	достоевского никогда	2	2
509	идей и	3	2
510	не все	3	2
511	этот процесс	5	2
512	с ней	3	2
513	и этот	4	2
514	в которые	2	2
515	еще до	2	2
516	в этот	2	2
517	есть лишь	23	2
518	его духа	8	2
519	было в	3	2
520	целый ряд	2	2
521	одна и	3	2
522	образ человека	8	2
523	федора павловича	3	2
524	и быть	2	2
525	для того	4	2
526	его нельзя	2	2
527	в истории	2	2
528	для нас	3	2
529	в центре	4	2
530	к ней	6	2
531	на пути	4	2
532	после того	2	2
533	не имеет	7	2
534	я хотел	2	2
535	данте и	2	2
536	от всех	2	2
537	прежде чем	2	2
538	не к	6	2
539	в нашем	2	2
540	понять его	2	2
541	мысль что	4	2
542	человека он	6	2
543	своего образа	3	2
544	его нет	2	2
545	была идея	2	2
546	весь в	5	2
547	только и	7	2
548	жизни не	2	2
549	в свою	5	2
550	достоевского был	2	2
551	в преступлении	3	2
552	был не	2	2
553	и она	5	2
554	много раз	2	2
555	роль в	2	2
556	я хочу	3	2
557	замыкается в	3	2
558	и именно	2	2
559	перед ним	3	2
560	от нее	5	2
561	человек не	17	2
562	но к	2	2
563	достоевского а	2	2
564	и должно	3	2
565	и перед	3	2
566	быть не	2	2
567	и иван	2	2
568	всякий человек	2	2
569	эта тема	2	2
