N	2gram	Vygotskiy_	Vvedenie
346	как увидим	2	2
347	на то	11	2
348	могло бы	2	2
349	если это	2	2
350	о которой	2	2
351	состоит в	4	2
352	для объяснения	2	2
353	в своих	6	2
354	что можно	4	2
355	себе и	3	2
356	в свою	4	2
357	и с	10	2
358	к действительности	13	2
359	целое и	2	2
360	и из	2	2
361	от действительности	6	2
362	этой книги	2	2
363	не столько	4	2
364	в основу	3	2
365	что мы	9	2
366	мы можем	11	2
367	тому как	3	2
368	точно так	2	2
369	речь идет	4	2
370	несмотря на	6	2
371	ближе к	2	2
372	влечет за	2	2
373	жизни и	2	2
374	а затем	5	2
375	сам по	3	2
376	мы не	13	2
377	в тех	2	2
378	по его	2	2
379	факт что	3	2
380	что они	5	2
381	возникает вопрос	2	2
382	по самой	2	2
383	это есть	2	2
384	как только	3	2
385	случае не	2	2
386	в научной	2	2
387	из которой	3	2
388	во всем	4	2
389	этого слова	7	2
390	не к	3	2
391	по существу	8	2
392	сомнений в	2	2
393	этих двух	4	2
394	учение о	4	2
395	мы уже	7	2
396	с помощью	16	2
