N	2gram	Losev_Prob	Tvorches
221	так например	2	3
222	о котором	4	3
223	в него	3	3
224	только с	3	3
225	к тому	5	3
226	гораздо более	6	3
227	к самому	2	3
228	свидетельствует о	5	3
229	одного из	2	3
230	на себя	2	3
231	другой стороны	7	3
232	что оно	4	3
233	всяком случае	11	3
234	не то	4	3
235	по этому	6	3
236	точно так	7	3
237	совсем не	9	3
238	переходит в	2	3
239	и др	2	3
240	должны быть	2	3
241	что с	2	3
242	и до	3	3
243	никто не	2	3
244	в первом	2	3
245	в с	2	3
246	можно сказать	9	3
247	заключается в	2	3
248	как мы	10	3
249	но зато	3	3
250	да и	11	3
251	сказать что	33	3
252	если в	2	3
253	во многих	4	3
254	бы он	2	3
255	то в	6	3
256	сами по	5	3
257	из этих	5	3
258	это в	3	3
259	и тогда	2	3
260	и еще	3	3
261	больше чем	2	3
262	не все	4	3
263	его как	2	3
264	действительности в	3	3
265	отличается от	2	3
266	ни на	5	3
267	мысль о	3	3
268	только что	2	3
269	я и	2	3
270	кроме того	7	3
271	лишь в	4	3
272	был бы	6	3
273	не является	12	3
274	только для	3	3
275	ее в	2	3
276	для того	10	3
277	и их	4	3
278	у нас	31	3
279	себе не	3	3
280	со всеми	2	3
281	человека но	2	3
282	м лотмана	2	3
283	в жизни	3	3
284	на этот	3	3
285	тут и	3	3
286	нет и	5	3
287	но уже	9	3
288	что для	4	3
289	для которого	4	3
290	образом и	3	3
291	и если	9	3
292	и к	2	3
293	не существует	12	3
294	он и	8	3
295	по себе	20	3
296	несмотря на	6	3
297	но когда	2	3
298	сводится к	3	3
299	и что	21	3
300	во всяком	18	3
301	и особенно	4	3
302	или в	5	3
303	и только	7	3
304	данном случае	10	2
305	в нее	2	2
306	которого он	2	2
307	в отношении	7	2
308	и притом	6	2
309	в таких	5	2
310	не могут	6	2
311	но мы	3	2
312	говорили что	2	2
313	во что	2	2
314	однако уже	2	2
315	но как	11	2
316	о чем	11	2
317	в тех	2	2
318	не потому	2	2
319	и поэтому	2	2
320	этого романа	2	2
321	но даже	3	2
322	нам о	3	2
323	в силу	2	2
324	действительности к	2	2
325	нас на	2	2
326	сразу же	2	2
327	не во	3	2
328	уже по	2	2
329	является в	3	2
330	который является	2	2
331	есть не	10	2
332	ведь это	4	2
333	и эту	2	2
334	он всегда	3	2
335	никуда не	2	2
336	и всегда	3	2
337	после этого	4	2
338	в одно	5	2
339	всякого рода	3	2
340	нас не	5	2
341	существуют в	2	2
342	здесь нет	3	2
343	от других	3	2
344	и будет	2	2
345	и очень	3	2
346	в другое	2	2
347	смысл и	3	2
348	но отнюдь	4	2
349	о нем	3	2
350	с тем	6	2
351	действующих лиц	2	2
352	для этой	2	2
353	может и	3	2
354	без всякой	7	2
355	тому что	6	2
356	не мешает	2	2
357	она не	5	2
358	на том	5	2
359	он в	2	2
360	тоже не	12	2
361	того же	3	2
362	была бы	2	2
363	мы наблюдаем	2	2
364	для определения	3	2
365	большую роль	2	2
366	и без	6	2
367	однако все	2	2
368	между прочим	3	2
369	настоящее время	17	2
370	и та	2	2
371	то это	3	2
372	между собой	5	2
373	а скорее	3	2
374	что же	18	2
375	или вернее	3	2
376	не будет	11	2
377	для них	5	2
378	ли он	2	2
379	того чтобы	10	2
380	числе и	2	2
381	было бы	16	2
382	же в	5	2
383	связи с	8	2
384	а может	3	2
385	в сущности	2	2
386	в связи	7	2
387	он был	2	2
388	в качестве	3	2
389	не знал	5	2
390	значение в	4	2
391	в действительности	5	2
392	и того	5	2
393	эту тему	2	2
394	содержит в	7	2
395	по поводу	6	2
396	кажется что	2	2
397	самого себя	2	2
398	не столь	2	2
399	отношений между	2	2
400	и вообще	13	2
401	но она	3	2
402	всех этих	11	2
403	мышления и	6	2
404	вообще говоря	5	2
405	что если	5	2
406	но при	2	2
407	не должны	4	2
408	в данном	16	2
409	с другими	6	2
410	ли это	2	2
411	в нашей	3	2
412	только то	6	2
413	же это	3	2
414	и нет	2	2
415	во всех	9	2
416	время не	2	2
417	при таком	2	2
418	о своем	4	2
419	с самим	3	2
420	не нужно	6	2
421	а главное	3	2
422	тем не	25	2
423	многое другое	3	2
424	своего собственного	5	2
425	в мысли	2	2
426	даже если	4	2
427	мира в	2	2
428	д и	4	2
429	но ведь	6	2
430	как о	4	2
431	этой области	5	2
432	в комедии	2	2
433	в результате	6	2
434	и о	11	2
435	указывает на	16	2
436	думается что	2	2
437	в целях	2	2
438	с одной	4	2
439	н г	4	2
440	не стоит	2	2
441	и должно	2	2
442	то он	3	2
443	действительности но	4	2
444	человека с	2	2
445	говорили о	2	2
446	очень много	3	2
447	не имеет	8	2
448	и является	9	2
449	от всех	2	2
450	ни в	13	2
451	и здесь	8	2
452	их в	6	2
453	им в	2	2
454	все что	2	2
455	представляется нам	2	2
456	и свою	2	2
457	г в	2	2
458	входит в	4	2
459	к его	2	2
460	в эту	2	2
461	но для	3	2
462	ли что	2	2
463	был не	2	2
464	внимание на	4	2
465	которой он	4	2
466	только как	2	2
467	из этого	2	2
468	и уже	4	2
469	конце концов	11	2
470	пока еще	12	2
471	или даже	3	2
472	том числе	2	2
473	не просто	30	2
474	и делает	3	2
475	как на	3	2
476	же и	4	2
477	самое время	4	2
478	как его	2	2
479	если же	4	2
480	не значит	4	2
481	из других	2	2
482	как раз	20	2
483	мы уже	8	2
484	это отношение	3	2
485	по самому	3	2
486	ясно что	7	2
