N	2gram	Propp_Isto	Literetu
206	из этого	3	4
207	и что	14	4
208	с образом	2	4
209	то ни	2	4
210	таким образом	13	4
211	и есть	5	4
212	не мог	4	4
213	отношения к	2	4
214	на самом	3	3
215	вопрос о	8	3
216	ничего не	6	3
217	имеется в	3	3
218	в действительности	2	3
219	и потому	3	3
220	при которой	2	3
221	так же	18	3
222	но как	2	3
223	по себе	4	3
224	именно так	2	3
225	герой в	2	3
226	есть не	2	3
227	нет в	2	3
228	этого не	6	3
229	но по	3	3
230	а с	4	3
231	о нем	5	3
232	как уже	2	3
233	они не	8	3
234	что же	4	3
235	там где	5	3
236	же как	7	3
237	того чтобы	3	3
238	все эти	6	3
239	и тогда	3	3
240	не на	2	3
241	он был	3	3
242	в истории	2	3
243	во время	5	3
244	должна быть	5	3
245	и т	39	3
246	который в	2	3
247	тот же	3	3
248	ее в	7	3
249	на нее	3	3
250	да и	3	3
251	еще один	3	3
252	относится к	2	3
253	и от	2	3
254	власть над	4	3
255	во многих	2	3
256	можно было	8	3
257	не так	2	3
258	дело в	3	3
259	с ней	2	3
260	мысль о	2	3
261	если бы	8	3
262	так называемый	2	3
263	превращается в	4	3
264	и вполне	2	3
265	также и	3	3
266	в особенности	3	3
267	был бы	4	3
268	в этих	17	3
269	себе не	2	3
270	вследствие этого	2	3
271	не по	2	3
272	а для	2	3
273	она и	2	3
274	в какой	4	3
275	восходит к	6	3
276	в ту	2	3
277	а то	2	3
278	что такое	3	3
279	он в	5	3
280	когда он	9	3
281	не есть	2	3
282	путь к	2	3
283	из которых	3	3
284	мы в	4	3
285	здесь не	5	3
286	не просто	5	3
287	же самое	3	3
288	же и	3	3
289	в глубине	2	3
290	с ним	3	3
291	а так	2	3
292	можно указать	2	2
293	первый взгляд	2	2
294	дорога в	2	2
295	чтобы не	3	2
296	перед нами	5	2
297	руки и	3	2
298	в исторической	7	2
299	приходит к	2	2
300	не видит	3	2
301	как явление	2	2
302	есть и	2	2
303	должен быть	3	2
304	и вместе	2	2
305	роль в	3	2
306	в чистом	2	2
307	подобного рода	2	2
308	другом тексте	2	2
309	а как	2	2
310	нас к	2	2
311	у них	2	2
312	героя в	6	2
313	при таком	2	2
314	была бы	2	2
315	на вопрос	4	2
316	его не	3	2
317	в такой	2	2
318	нужно было	2	2
319	совершается в	2	2
320	так например	7	2
321	в него	2	2
322	к нему	3	2
323	за то	3	2
324	она не	6	2
325	а только	3	2
326	это тоже	6	2
327	но мы	2	2
328	а если	2	2
329	ему в	3	2
330	пока не	5	2
331	тогда когда	2	2
332	ответ на	3	2
333	ключ к	5	2
334	с которой	2	2
335	по этому	2	2
336	не берет	2	2
337	в русском	2	2
338	и говорит	2	2
339	с ними	2	2
340	и по	4	2
341	дело не	8	2
342	что они	13	2
343	и ее	3	2
344	из таких	2	2
345	и более	3	2
346	этом случае	3	2
347	здесь мы	9	2
348	сказать что	7	2
349	только по	2	2
350	и мы	2	2
351	бы в	2	2
352	как нам	2	2
353	оно в	2	2
354	к которой	2	2
355	с другими	2	2
356	в нашей	2	2
357	в результате	2	2
358	время в	2	2
359	из этих	2	2
360	так сказать	3	2
361	другом месте	2	2
362	бы быть	4	2
363	на это	3	2
364	в это	2	2
365	не более	2	2
366	а сам	3	2
367	чистом виде	2	2
368	не обладает	3	2
369	становится ясным	2	2
370	легко может	2	2
371	пути от	2	2
372	не означает	2	2
373	непосредственно в	3	2
374	не сам	2	2
375	что у	3	2
376	их не	3	2
377	в котором	5	2
378	если это	3	2
379	слова в	2	2
380	в большинстве	4	2
381	еще одна	3	2
382	всякий раз	2	2
383	не можем	4	2
384	мог бы	3	2
385	начинается с	3	2
386	так чтобы	3	2
387	раз и	3	2
388	можно назвать	3	2
389	в поле	2	2
390	представлений о	4	2
391	может оказаться	3	2
392	на эту	3	2
393	эта мысль	3	2
394	во всем	3	2
395	в совершенно	2	2
396	и вновь	2	2
397	в работе	3	2
398	на первый	2	2
399	мы имеем	25	2
400	на основе	6	2
401	но он	5	2
