N	2gram	Vygotskiy_	Psycholo
293	конечном счете	2	11
294	есть в	5	11
295	на этот	2	11
296	раз в	4	11
297	уже в	3	11
298	конечно не	2	11
299	данном случае	5	10
300	все те	2	10
301	в состоянии	4	10
302	в другом	3	10
303	здесь мы	2	10
304	представить себе	5	10
305	том и	3	10
306	это было	2	10
307	отличается от	6	10
308	не является	4	10
309	и их	7	10
310	во всем	4	10
311	но как	3	10
312	в одной	6	10
313	в их	4	10
314	совсем не	2	10
315	с теми	2	10
316	в данном	7	10
317	должно быть	3	10
318	ее в	11	10
319	и от	6	10
320	мы в	3	10
321	тому же	2	10
322	вопрос о	9	9
323	тем самым	14	9
324	и следовательно	8	9
325	и ее	3	9
326	оказывается что	2	9
327	в силу	21	9
328	которое мы	4	9
329	на основании	2	9
330	ту же	4	9
331	на его	3	9
332	то как	3	9
333	и по	6	9
334	внимание на	4	9
335	и наконец	4	9
336	но все	2	9
337	мысль что	2	9
338	и другой	3	9
339	не есть	4	9
340	если же	2	9
341	мы говорили	3	9
342	оно есть	5	9
343	в действительности	3	9
344	о чем	8	9
345	в виде	2	9
346	но что	2	9
347	в чем	5	9
348	по своему	11	9
349	ответ на	3	9
350	по этому	4	9
351	точно так	3	9
352	можно сказать	9	9
353	с ее	2	9
354	его и	2	9
355	в отличие	4	9
356	в самых	2	9
357	это совершенно	2	9
358	в процессе	12	8
359	верно что	2	8
360	всех остальных	2	8
361	и составляет	2	8
362	смысле этого	4	8
363	из всех	5	8
364	из того	7	8
365	гораздо более	4	8
366	этому поводу	3	8
367	из которого	3	8
368	что же	3	8
369	и во	5	8
370	которой мы	2	8
371	одно и	3	8
372	в такой	6	8
373	стороны и	6	8
374	наряду с	2	8
375	себе и	2	8
376	и более	2	8
377	в сознании	11	8
378	совершенно понятно	3	8
379	тем же	8	8
380	в собственном	4	8
381	представление о	8	8
382	том как	2	8
383	образом мы	2	8
384	же самая	2	8
385	с другом	6	8
386	во время	2	8
387	относится к	5	8
388	исследования и	6	8
389	из двух	3	8
390	к нему	5	8
391	друг с	6	8
392	и значение	5	8
393	и вообще	3	8
394	этом смысле	2	8
395	она есть	2	7
396	что здесь	2	7
397	свою очередь	3	7
398	одно из	6	7
399	больше и	2	7
400	от этого	3	7
401	они не	2	7
402	для всех	2	7
403	к самому	2	7
404	здесь в	2	7
405	должны быть	5	7
406	связи с	4	7
407	чем это	5	7
408	к которой	3	7
409	время в	3	7
410	себя и	2	7
411	за ним	3	7
412	мы вправе	3	7
413	для нашей	2	7
414	нас в	4	7
415	которые мы	4	7
416	нашего исследования	10	7
417	которого мы	2	7
418	с психологической	3	7
419	что такое	2	7
420	все что	7	7
421	этот закон	2	7
422	представляет собой	23	7
423	какой мере	2	7
424	она в	2	7
425	в нашем	6	7
426	и при	2	7
427	в качестве	9	7
428	признать что	2	7
429	имеет место	4	7
430	и там	3	7
431	мысли и	13	7
432	как они	2	7
433	со всеми	2	7
434	к этой	2	7
435	на том	2	7
436	для психологии	2	7
437	слова в	7	7
438	совпадает с	5	7
439	в каждом	3	7
440	в отношении	9	6
441	находятся в	2	6
442	совершенно в	2	6
443	в плане	3	6
444	показывают что	2	6
445	для нее	3	6
446	эту мысль	3	6
447	говорит толстой	2	6
448	отношение к	8	6
449	каким образом	3	6
450	а только	2	6
451	и без	2	6
452	не могла	2	6
453	совершенно иначе	2	6
454	за пределы	2	6
455	того и	2	6
456	слова и	10	6
457	его с	3	6
458	тем не	4	6
459	каждой из	5	6
460	что как	2	6
461	в себя	4	6
462	остановиться на	4	6
463	иначе как	10	6
464	рядом с	2	6
465	оно не	3	6
466	мысль и	3	6
467	друг к	3	6
468	без всякого	2	6
469	даже в	2	6
470	она должна	2	6
471	которые в	5	6
472	нуждается в	5	6
473	имеет в	4	6
474	эти три	2	6
475	только с	2	6
476	гораздо больше	3	6
477	и вместе	2	6
478	и другого	2	6
479	о его	3	6
480	почти всегда	3	6
481	совершается в	5	6
482	образом в	5	6
483	это противоречие	2	6
484	очень часто	2	6
485	показал что	2	6
486	то и	5	6
487	к ней	2	6
488	к другу	4	6
489	никто не	2	6
490	и которые	3	6
491	одного и	3	6
492	нами в	6	6
493	обратимся к	3	6
494	что есть	2	6
495	к его	3	6
496	приводит к	10	6
497	только как	2	6
498	только одно	2	6
499	это мы	6	6
500	так точно	3	6
501	одного из	2	5
502	все более	2	5
503	что ему	3	5
504	видим в	3	5
505	мысли в	12	5
506	это означает	2	5
507	что то	4	5
508	нас к	10	5
509	все равно	2	5
510	между ними	8	5
511	том же	7	5
512	у них	2	5
513	точку зрения	4	5
514	в каждой	4	5
515	на вопрос	6	5
516	но так	2	5
517	лучшем случае	3	5
518	в других	2	5
519	между собой	15	5
520	в известном	2	5
521	и она	2	5
522	а затем	2	5
523	как совершенно	3	5
524	одновременно и	3	5
525	значение и	2	5
526	принадлежит к	2	5
527	в одну	2	5
528	если в	6	5
529	то в	4	5
530	идет речь	2	5
531	и является	5	5
532	ее от	2	5
533	но даже	2	5
534	и самым	2	5
535	не мог	2	5
536	видели что	3	5
537	учения о	4	5
538	для объяснения	3	5
539	в другой	4	5
540	которые он	2	5
541	слов и	6	5
542	том смысле	2	5
543	не знает	3	5
544	тем и	2	5
545	чем в	5	5
546	его к	2	5
547	нас и	2	5
548	бы показать	2	5
549	этой области	2	5
550	к которому	3	5
551	вместо того	2	5
552	образом все	2	5
553	становится совершенно	2	5
554	который мы	6	5
555	к действительности	2	5
556	относительно того	2	5
557	мы находим	3	5
558	зависит от	3	5
559	можно ли	2	5
560	и отношений	4	5
561	и больше	2	5
562	по выражению	2	5
563	представляют собой	2	5
564	во всей	3	5
565	хотя и	4	5
566	до крайности	3	5
567	силу того	6	5
568	мы нашли	9	5
569	в последнее	4	5
570	благодаря тому	2	5
571	все больше	3	5
572	противоположных направлениях	2	5
573	только о	3	5
574	уяснить себе	3	5
575	она может	2	5
576	а другой	2	5
577	где мы	2	5
578	нет и	4	5
579	оно может	2	5
580	в смысле	9	5
581	мы легко	2	5
582	в лучшем	3	5
583	однако не	2	5
584	и тогда	3	5
585	отношения к	5	5
586	собственном смысле	4	5
587	что ее	2	4
588	остается еще	2	4
589	к другим	11	4
590	само собой	2	4
591	должны были	2	4
592	этого вопроса	3	4
593	из ее	3	4
594	к выводу	4	4
595	также и	2	4
596	форм и	5	4
597	такое что	3	4
598	может и	3	4
599	к другому	5	4
600	то о	5	4
601	не по	7	4
602	нам в	2	4
603	благодаря этому	3	4
604	процесс в	2	4
605	самое что	3	4
606	понятий и	11	4
607	для ребенка	5	4
608	обстоит дело	2	4
609	из одного	2	4
610	в первом	6	4
611	не с	3	4
612	к анализу	4	4
613	достигает своего	2	4
614	не до	2	4
615	значение в	3	4
616	если оно	2	4
617	в речи	6	4
618	себе что	3	4
619	в обратном	2	4
620	с собой	3	4
621	в психологической	2	4
622	для его	2	4
623	что между	2	4
624	мы говорим	2	4
625	находится в	3	4
626	и того	3	4
627	уже говорили	2	4
628	это же	2	4
629	одним и	2	4
630	с помощью	18	4
631	вывод что	2	4
632	в понимании	2	4
633	случае в	4	4
634	одним словом	2	4
635	но для	2	4
636	по отношению	10	4
637	он мог	2	4
638	ли не	3	4
639	является в	7	4
640	что ребенок	8	4
641	но эта	2	4
642	плана в	3	4
643	его от	2	4
644	частный случай	4	4
645	может стать	2	4
646	только потому	3	4
647	в свете	9	4
648	говорили выше	3	4
649	один раз	4	4
650	по самой	6	4
651	которое имеет	2	4
652	не для	2	4
653	вот почему	3	4
654	в первой	3	4
655	возникает из	6	4
656	в порядке	3	4
657	с которыми	3	4
658	психологии в	3	4
659	одной из	4	4
660	конца и	2	4
661	с ней	3	4
662	чтобы сделать	2	4
663	в прежней	2	4
664	от одного	3	4
665	отношении к	4	4
666	в пределах	3	4
667	перейти к	6	4
668	это одно	2	4
669	что нам	2	4
670	к совершенно	2	4
671	мог бы	6	4
672	пути и	3	4
673	в слове	11	4
674	наших глазах	4	3
675	противоречие между	3	3
676	одним из	3	3
677	учении о	6	3
678	нам о	2	3
679	нас на	2	3
680	двух планов	3	3
681	с не	2	3
682	для себя	24	3
683	он с	2	3
684	из тех	2	3
685	в новой	4	3
686	этом примере	2	3
687	друг от	3	3
688	направлений в	2	3
689	в учении	6	3
690	психологического исследования	3	3
691	значение для	2	3
692	не из	2	3
693	что можно	2	3
694	мы называем	2	3
695	естественно что	3	3
696	тогда мы	2	3
697	убедиться что	2	3
698	в большей	2	3
699	между двумя	5	3
700	же самым	2	3
701	можно легко	2	3
702	не иначе	6	3
703	в центре	2	3
704	словами и	2	3
705	именно поэтому	3	3
706	она является	2	3
707	и состоит	3	3
708	идет от	3	3
709	была в	2	3
710	на котором	4	3
711	из важнейших	4	3
712	у нее	5	3
713	переходит к	4	3
714	и ничего	2	3
715	по своим	2	3
716	в заключение	2	3
717	ему нужно	2	3
718	его значение	2	3
719	речь в	8	3
720	мы всегда	3	3
721	моментов в	2	3
722	заключается только	2	3
723	в детском	3	3
724	от одной	4	3
725	от друга	3	3
726	отношения между	8	3
727	зависят от	2	3
728	и муравей	2	3
729	еще в	3	3
730	увидим ниже	3	3
731	в строении	2	3
732	ближе к	2	3
733	которой он	2	3
734	выражается в	2	3
735	и столь	3	3
736	о которой	2	3
737	но с	4	3
738	и объяснить	2	3
739	мы и	5	3
740	бы с	2	3
741	что их	2	3
742	же мере	5	3
743	как таковое	2	3
744	в ответ	3	3
745	вопроса о	2	3
746	выводу что	3	3
747	за счет	4	3
748	применительно к	3	3
749	в школе	5	3
750	как известно	6	3
751	сказывается в	2	3
752	психологической природы	5	3
753	связано с	4	3
754	переходе от	8	3
755	мере в	2	3
756	на нет	6	3
757	в разных	6	3
758	чем у	3	3
759	ко всем	6	3
760	речи и	36	3
761	на ее	2	3
762	привело к	3	3
763	связь между	10	3
764	всегда в	2	3
765	случае не	2	3
766	свою особую	2	3
767	этом случае	15	3
768	привести к	4	3
769	здесь как	2	3
770	мыслей и	2	3
771	которая является	3	3
772	мы сумеем	2	3
773	он сам	2	3
774	мышления и	16	3
775	с другими	5	3
776	ребенка и	10	3
777	к другой	6	3
778	но напротив	3	3
779	нечто такое	2	3
780	в этот	3	3
781	котором мы	2	3
782	смысле что	3	3
783	и самое	2	3
784	связана с	4	3
785	имеет совершенно	3	3
786	в уме	4	3
787	слова как	5	3
788	отношению к	9	3
789	не могло	3	3
790	у ребенка	18	3
791	тенденцию к	4	3
792	всем его	2	3
793	чем к	2	3
794	и первый	2	3
795	нас с	2	3
796	что оба	2	3
797	знаем о	2	3
798	которое было	2	3
799	имеем дело	2	3
800	в одинаковой	3	3
801	возможны только	4	3
802	в исследовании	4	3
803	нельзя не	2	3
804	в высшей	3	3
805	последнее время	5	3
806	на основе	5	3
807	находим в	2	2
808	от его	2	2
809	выражения и	2	2
810	с другим	3	2
811	о человеке	2	2
812	не станем	3	2
813	не совпадает	5	2
814	и слова	6	2
815	что уже	2	2
816	функций которые	2	2
817	позволяет нам	3	2
818	это делается	3	2
819	должно было	2	2
820	другой раз	4	2
821	к более	3	2
822	годится для	2	2
823	с более	2	2
824	эту точку	2	2
825	всю свою	2	2
826	в центр	2	2
827	и другом	3	2
828	большей мере	3	2
829	в любви	2	2
830	на всем	5	2
831	но именно	3	2
832	свою мысль	2	2
833	развития языка	2	2
834	представления о	2	2
835	от ее	3	2
836	всего в	2	2
837	мы приходим	2	2
838	в структуре	2	2
839	входящий в	2	2
840	наоборот в	2	2
841	на этой	7	2
842	между обоими	2	2
843	это положение	4	2
844	в мышлении	8	2
845	с большим	2	2
846	во втором	5	2
847	новое что	2	2
848	находит свое	3	2
849	показать в	2	2
850	исследования в	3	2
851	но вместе	2	2
852	своей природе	8	2
853	отношений и	2	2
854	ее совершенно	3	2
855	значительной мере	2	2
856	до того	2	2
857	как для	2	2
858	развития и	4	2
859	интерес к	2	2
860	впечатления от	2	2
861	их как	2	2
862	хотел сказать	3	2
863	как такового	2	2
864	первом случае	5	2
865	в новый	2	2
866	этого процесса	3	2
867	в различной	2	2
868	действительности но	2	2
869	только к	4	2
870	в любом	2	2
871	слова есть	2	2
872	в значительной	3	2
873	другим и	3	2
874	себе ничего	4	2
875	к высшим	4	2
876	и мысль	2	2
877	эти последние	2	2
878	различие в	2	2
879	связи и	3	2
880	с несомненностью	5	2
881	в сферу	3	2
882	вообще не	6	2
883	своему значению	3	2
884	не совпадают	7	2
885	на одной	2	2
886	мы встречаем	2	2
887	работу мысли	2	2
888	психологического анализа	4	2
889	бы дать	2	2
890	той и	3	2
891	для уяснения	2	2
892	приводят к	2	2
893	было показать	2	2
894	того почему	2	2
895	и сцепление	3	2
896	и делает	2	2
897	друг другу	5	2
898	на другую	3	2
899	самому себе	2	2
900	новая психология	3	2
901	или иной	2	2
902	которой она	3	2
903	и ко	2	2
904	и психологическое	3	2
905	поэтому он	2	2
906	они будут	2	2
907	собой если	2	2
908	не раз	2	2
909	при исследовании	2	2
910	всех наших	2	2
911	по своей	12	2
912	не выражается	2	2
913	и могут	2	2
914	понятия и	5	2
915	и т.д	4	2
916	есть то	4	2
917	для других	15	2
918	что внутренняя	5	2
919	как показывает	7	2
920	ведь это	2	2
921	этой работы	3	2
922	у взрослого	2	2
923	только те	3	2
924	но то	2	2
925	нужно было	4	2
926	вся история	2	2
927	они и	2	2
928	тенденция к	6	2
929	в пользу	6	2
930	слов все	2	2
931	остановились на	2	2
932	ее развития	2	2
933	в противоположном	2	2
934	от нее	3	2
935	процесса как	2	2
936	можем не	2	2
937	ко всему	2	2
938	каждой новой	3	2
939	первой и	3	2
940	речь и	5	2
941	и самые	2	2
942	между этими	3	2
943	всем протяжении	4	2
944	наконец в	3	2
945	над ними	2	2
946	нашли что	3	2
947	специфические особенности	2	2
948	как два	2	2
949	мы встречаемся	2	2
950	и всей	3	2
951	чем мы	3	2
952	той или	2	2
953	что каждая	2	2
954	это оказывается	2	2
955	еще один	2	2
956	одном и	4	2
957	как оно	2	2
958	в начале	6	2
959	необходимо чтобы	2	2
960	мере не	2	2
961	сразу и	3	2
962	самое существенное	2	2
963	этом вопросе	2	2
964	нельзя было	2	2
965	мы приводили	2	2
966	как по	5	2
967	его мысль	3	2
968	сомнения в	2	2
969	исходить из	2	2
970	не означает	4	2
971	самой своей	5	2
972	входят в	2	2
973	переход к	4	2
974	раннего детства	2	2
975	она все	3	2
976	для каждого	2	2
977	про себя	2	2
978	она конечно	2	2
979	это отношение	3	2
980	одинаковой степени	2	2
981	новой психологии	5	2
982	этого метода	2	2
983	в сфере	8	2
984	мы ощущаем	2	2
985	речи с	10	2
986	из той	2	2
987	образом оказывается	2	2
988	друг друга	9	2
989	и значения	3	2
990	что было	2	2
991	таким же	3	2
992	к решению	2	2
993	из основных	3	2
994	не оставляет	2	2
995	учение о	3	2
