N	2gram	Bakhtin_Pr	Marksizm
265	можно сказать	12	4
266	и действительно	3	4
267	связь с	4	4
268	и ту	2	4
269	и он	5	4
270	в них	4	4
271	между двумя	4	4
272	можно назвать	2	4
273	в зависимости	3	4
274	и до	6	4
275	войти в	3	4
276	что они	2	4
277	нет и	3	4
278	не будем	4	4
279	во всей	5	4
280	мы сказали	4	4
281	бы и	3	4
282	и то	2	4
283	к его	2	4
284	но при	2	4
285	нет ничего	3	4
286	в которой	2	4
287	что она	2	4
288	только с	3	4
289	нем нет	3	4
290	и тот	4	4
291	но ведь	3	4
292	одним из	6	4
293	со всеми	8	4
294	не знает	8	4
295	он является	2	4
296	но к	4	4
297	но для	2	4
298	из них	7	4
299	уже в	3	4
300	несмотря на	3	4
301	жизни и	13	4
302	в других	2	4
303	данное слово	2	4
304	и особенно	3	4
305	именно на	2	4
306	если же	5	4
307	не дает	3	4
308	тем что	2	4
309	даже в	3	3
310	не о	2	3
311	еще и	4	3
312	от автора	2	3
313	все более	2	3
314	между этими	2	3
315	иногда и	3	3
316	к себе	8	3
317	по своей	12	3
318	но если	4	3
319	эпоху возрождения	6	3
320	ведь это	2	3
321	в году	2	3
322	и при	2	3
323	в целом	3	3
324	главным образом	3	3
325	в какой-то	5	3
326	или менее	3	3
327	всякое высказывание	2	3
328	мы говорили	2	3
329	ко всем	2	3
330	они и	3	3
331	действительности и	2	3
332	как это	2	3
333	они не	5	3
334	более или	3	3
335	все его	3	3
336	потому что	9	3
337	том числе	15	3
338	даже и	3	3
339	если б	7	3
340	совокупности всех	2	3
341	почти не	2	3
342	всегда и	3	3
343	на них	2	3
344	вступить в	2	3
345	и др	18	3
346	мы видим	2	3
347	и по	5	3
348	связаны с	3	3
349	значение и	2	3
350	и они	4	3
351	себе самому	7	3
352	все остальные	2	3
353	и вообще	3	3
354	все то	4	3
355	числе и	13	3
356	чужих слов	2	3
357	там и	2	3
358	здесь не	5	3
359	но это	7	3
360	можно было	2	3
361	с их	3	3
362	поэтому и	4	3
363	тем не	2	3
364	друг с	6	3
365	правильного понимания	3	3
366	себя самого	3	3
367	выходят за	2	3
368	и той	4	3
369	зрения своего	2	3
370	человека в	6	3
371	эпохи возрождения	7	3
372	и о	3	3
373	понять и	2	3
374	всем этим	2	3
375	но они	5	3
376	лингвистики и	2	3
377	на протяжении	5	3
378	в дальнейшем	8	3
379	также и	5	3
380	прежде чем	2	3
381	он может	2	3
382	с другом	6	3
383	в своих	4	3
384	когда он	2	3
385	в авторский	2	3
386	в которых	2	3
387	из которых	2	3
388	здесь нет	2	3
389	или точнее	2	3
390	к жизни	2	3
391	пределах одного	6	3
392	слова на	2	3
393	князя мышкина	4	3
394	говорить о	2	3
395	что было	2	3
396	мы остановимся	5	3
397	а следовательно	2	3
398	с ним	3	3
399	этих двух	5	3
400	на все	4	3
401	того как	4	3
402	и других	12	3
403	в широком	2	2
404	тем самым	2	2
405	во все	5	2
406	оно и	2	2
407	они все	2	2
408	и почти	3	2
409	на предмет	5	2
410	указывает на	2	2
411	или к	2	2
412	остается в	2	2
413	так например	2	2
414	всей их	2	2
415	образом в	2	2
416	крайней мере	2	2
417	и поэтому	2	2
418	в духе	10	2
419	и притом	2	2
420	есть и	4	2
421	и могут	2	2
422	и всегда	2	2
423	здесь как	3	2
424	мы здесь	4	2
425	друг от	2	2
426	и вся	4	2
427	норм и	3	2
428	например у	3	2
429	в атмосфере	4	2
430	тон и	2	2
431	него он	2	2
432	о нем	2	2
433	от них	2	2
434	к ним	5	2
435	установка на	2	2
436	является одним	2	2
437	же не	2	2
438	к этой	3	2
439	они могут	3	2
440	в общем	2	2
441	а только	2	2
442	для всех	2	2
443	мы наблюдаем	4	2
444	могли бы	2	2
445	к самому	5	2
446	истины и	3	2
447	мира и	3	2
448	широком смысле	3	2
449	форме и	2	2
450	которую он	3	2
451	оно должно	2	2
452	не то	3	2
453	но здесь	2	2
454	на его	4	2
455	у достоевского	30	2
456	в романе	9	2
457	для них	2	2
458	в разных	4	2
459	впервые в	3	2
460	и во	6	2
461	и самый	6	2
462	себя и	3	2
463	которой мы	3	2
464	правда это	2	2
465	чужим словом	2	2
466	слова героя	2	2
467	всего этого	4	2
468	нас интересуют	2	2
469	например в	8	2
470	силой и	2	2
471	в эпоху	12	2
472	диалога в	2	2
473	в сознании	2	2
474	в литературе	8	2
475	и внутренней	2	2
476	на чужую	3	2
477	в собственном	3	2
478	в первой	2	2
479	его как	3	2
480	всех этих	2	2
481	словом и	2	2
482	это было	3	2
483	в новое	4	2
484	отличается от	2	2
485	сама по	2	2
486	но уже	2	2
487	автора в	2	2
488	уже у	3	2
489	мы еще	4	2
490	то перед	5	2
491	от друга	2	2
492	значение имеет	2	2
493	превращается в	5	2
494	вовсе нет	2	2
495	если оно	3	2
496	и наконец	4	2
497	где в	2	2
498	героя и	3	2
499	и другие	14	2
500	опирается на	2	2
501	между собою	2	2
502	но только	2	2
503	это положение	2	2
504	по крайней	2	2
505	себе и	2	2
506	на него	2	2
507	зрения и	2	2
508	есть в	7	2
509	в жизни	14	2
510	его жизни	2	2
511	и так	4	2
512	конечно и	7	2
513	во всем	5	2
514	видели что	2	2
515	в самой	2	2
516	своего развития	3	2
517	остановимся на	5	2
518	их в	3	2
519	и другой	4	2
520	и если	4	2
521	только они	2	2
522	этом смысле	5	2
523	а между	3	2
524	xviii и	3	2
525	все в	3	2
526	именно как	3	2
527	что мы	2	2
528	этом мы	3	2
529	мы все	2	2
530	нет ни	2	2
531	нового времени	8	2
532	характерны для	5	2
533	тому же	3	2
534	за него	2	2
535	ту же	2	2
536	но с	2	2
537	собственном смысле	3	2
538	мы и	4	2
539	но он	3	2
