N	2gram	Voloshinov	KFilosof
220	не остается	3	2
221	а с	2	2
222	что он	12	2
223	из которых	2	2
224	и за	4	2
225	со всеми	5	2
226	отказаться от	2	2
227	или как	3	2
228	все остальное	2	2
229	так и	14	2
230	философии культуры	3	2
231	всех других	2	2
232	его и	2	2
233	но нет	2	2
234	едва ли	4	2
235	в жизни	7	2
236	это уже	3	2
237	как в	4	2
238	от этого	2	2
239	думать что	2	2
240	в него	2	2
241	в сознании	3	2
242	тому что	5	2
243	можно ли	3	2
244	она не	6	2
245	единства и	3	2
246	и она	3	2
247	еще более	2	2
248	оно не	3	2
249	в процессе	5	2
250	он и	2	2
251	ее от	2	2
252	один из	10	2
253	по себе	4	2
254	потому что	4	2
255	подхода к	4	2
256	совсем не	6	2
257	действительно ли	3	2
258	которой он	3	2
259	раз и	3	2
260	вступить в	2	2
261	того чтобы	5	2
262	общего не	3	2
263	или иное	2	2
264	сводится к	4	2
265	его т.е	2	2
266	человек не	2	2
267	и смерти	2	2
268	не следует	2	2
269	в качестве	2	2
270	же время	6	2
271	ничего общего	4	2
272	это есть	2	2
273	в этой	7	2
274	бы то	3	2
275	что значит	2	2
276	своем месте	2	2
277	с его	9	2
