N	2gram	Propp_Isto	formyVre
248	большую роль	3	4
249	что не	2	4
250	другой стороны	7	4
251	на его	2	4
252	а затем	4	4
253	он был	3	4
254	войти в	2	4
255	и со	2	4
256	в глаза	2	4
257	на острове	2	4
258	и вот	2	4
259	вследствие этого	2	4
260	же и	3	4
261	или на	7	4
262	и более	3	4
263	связан с	4	4
264	этом случае	3	4
265	с мотивом	3	4
266	как она	3	4
267	же что	2	4
268	раз и	3	4
269	к жизни	2	4
270	на смерть	4	4
271	же самое	3	4
272	во всем	3	4
273	все в	2	4
274	чем в	2	4
275	еще и	2	3
276	вопрос о	8	3
277	как можно	2	3
278	которые в	3	3
279	но мы	2	3
280	образов и	2	3
281	вступает в	2	3
282	том как	3	3
283	в тех	4	3
284	есть только	3	3
285	вплоть до	2	3
286	не будем	7	3
287	герой в	2	3
288	что здесь	9	3
289	и эти	4	3
290	всякого рода	3	3
291	точку зрения	3	3
292	как это	6	3
293	самого начала	4	3
294	и дает	2	3
295	как уже	2	3
296	она не	6	3
297	но оно	4	3
298	не могла	2	3
299	в более	2	3
300	ему в	3	3
301	но это	8	3
302	над ними	2	3
303	на землю	2	3
304	же как	7	3
305	из всех	2	3
306	в зависимости	3	3
307	на этом	3	3
308	с самого	4	3
309	силу и	2	3
310	и так	3	3
311	вот почему	2	3
312	очень часто	7	3
313	одна из	4	3
314	но она	2	3
315	нет в	2	3
316	бы в	2	3
317	и между	3	3
318	другом месте	2	3
319	происходит в	3	3
320	дело в	3	3
321	это было	2	3
322	к ней	3	3
323	в прошлом	2	3
324	в данной	2	3
325	по мере	4	3
326	борьбы с	2	3
327	в таких	4	3
328	и здесь	15	3
329	народа в	2	3
330	зависимости от	3	3
331	мы увидим	17	3
332	нам важно	3	3
333	его и	6	3
334	ни к	3	3
335	нас в	2	3
336	можно говорить	2	3
337	их не	3	3
338	другой пример	2	3
339	ни один	8	3
340	если мы	4	3
341	связь с	8	3
342	главным образом	2	3
343	что мы	9	3
344	находится в	6	3
345	эта черта	2	3
346	мы в	4	3
347	и есть	5	3
348	однако не	2	3
349	не мог	4	3
350	мы также	3	2
351	в каком	2	2
352	в очень	4	2
353	в область	4	2
354	что их	3	2
355	или даже	3	2
356	нигде не	2	2
357	в жертву	2	2
358	действия и	3	2
359	на себя	2	2
360	приходит к	2	2
361	а потом	4	2
362	попадает в	8	2
363	в иной	9	2
364	царя и	2	2
365	как явление	2	2
366	смерти но	3	2
367	между прочим	3	2
368	должен быть	3	2
369	в чистом	2	2
370	бы его	2	2
371	здесь идет	2	2
372	в новой	2	2
373	после этого	5	2
374	героя в	6	2
375	одном месте	2	2
376	начинается с	3	2
377	они должны	3	2
378	самом деле	2	2
379	но по	3	2
380	и вместе	2	2
381	его не	3	2
382	образом в	2	2
383	со всех	4	2
384	может иметь	2	2
385	значит что	2	2
386	в стороне	4	2
387	к нему	3	2
388	а только	3	2
389	была бы	2	2
390	живет в	3	2
391	с которой	2	2
392	и конец	2	2
393	в русском	2	2
394	этот мотив	3	2
395	до наших	2	2
396	но как	2	2
397	видит в	2	2
398	по этому	2	2
399	на них	2	2
400	отдельных мотивов	2	2
401	можно назвать	3	2
402	и пр	11	2
403	на более	6	2
404	связь между	4	2
405	на котором	5	2
406	никто не	3	2
407	на другой	2	2
408	даже не	2	2
409	должны быть	4	2
410	ранних стадиях	2	2
411	этот момент	3	2
412	в мир	2	2
413	мы видели	4	2
414	тут же	2	2
415	когда мы	4	2
416	то и	2	2
417	они сами	2	2
418	то он	2	2
419	ее на	2	2
420	лежит в	2	2
421	как оно	3	2
422	представлений о	4	2
423	и тогда	3	2
424	но дело	2	2
425	хотя в	3	2
426	его как	2	2
427	себя в	2	2
428	всех сторон	4	2
429	этой стадии	2	2
430	также в	2	2
431	и тот	3	2
432	сказал что	3	2
433	в мифах	4	2
434	которые могут	3	2
435	о смерти	7	2
436	этим в	2	2
437	чистом виде	2	2
438	в дом	2	2
439	здесь имеет	2	2
440	себе не	2	2
441	для нас	17	2
442	к своему	3	2
443	лучше всего	2	2
444	но если	4	2
445	должна быть	5	2
446	не можем	4	2
447	непосредственно в	3	2
448	и должно	3	2
449	должны были	9	2
450	но уже	3	2
451	что у	3	2
452	эти формы	3	2
453	превращение в	2	2
454	с собой	2	2
455	этот вопрос	7	2
456	исторической действительности	7	2
457	соответствии с	2	2
458	там же	3	2
459	не существует	2	2
460	и этим	3	2
461	где нет	2	2
462	тогда когда	2	2
463	еще в	2	2
464	еще одну	3	2
465	не боится	2	2
466	связаны друг	2	2
467	и она	4	2
468	так называемый	2	2
469	я не	5	2
470	слагается из	2	2
471	в немецкой	4	2
472	не совсем	5	2
473	является не	2	2
474	только о	2	2
475	них не	2	2
476	особенно часто	3	2
477	представление о	3	2
478	подчеркнуть что	2	2
479	ясно что	2	2
