N	2gram	Losev_Dial	KulturaY
349	но с	4	5
350	мы находим	7	5
351	не о	5	4
352	все они	2	4
353	его в	3	4
354	о которых	2	4
355	для меня	5	4
356	о чем	4	4
357	еще раз	2	4
358	в каждом	4	4
359	сразу же	2	4
360	а лишь	3	4
361	в науке	3	4
362	не говорит	4	4
363	я имею	2	4
364	в виде	2	4
365	точку зрения	3	4
366	и где	5	4
367	связано с	2	4
368	быть в	5	4
369	поэзией и	3	4
370	одно из	2	4
371	и все	11	4
372	к нему	12	4
373	это уже	2	4
374	мог бы	3	4
375	себе и	5	4
376	в различных	2	4
377	в узком	2	4
378	точно так	3	4
379	которое в	2	4
380	же как	3	4
381	что даже	2	4
382	почти всегда	4	4
383	на все	2	4
384	это есть	13	4
385	уже и	5	4
386	как известно	3	4
387	могла бы	2	4
388	мне кажется	2	4
389	то в	8	4
390	по сравнению	2	4
391	утверждать что	3	4
392	ли это	4	4
393	чтобы понять	3	4
394	который не	2	4
395	как можно	2	4
396	и по	5	4
397	как я	3	4
398	мы можем	5	4
399	говорить что	2	4
400	мы увидим	2	4
401	д и	3	4
402	как они	2	4
403	а главное	2	4
404	но ведь	2	4
405	такой же	2	4
406	понимать как	2	4
407	е о	2	4
408	на деле	2	4
409	и прочих	2	4
410	отношения к	3	4
411	поэзия и	2	4
412	ни на	8	4
413	не к	2	4
414	что для	3	4
415	в смысле	5	4
416	будто бы	3	4
417	связанные с	3	4
418	и это	6	4
419	как таковой	6	4
420	из них	5	4
421	сам по	8	4
422	так или	3	4
423	он есть	6	4
424	как только	4	4
425	если же	2	4
426	но он	3	4
427	и становится	2	4
428	мы и	3	4
429	наконец и	2	3
430	помнить что	2	3
431	с первого	2	3
432	но мы	3	3
433	и следовательно	7	3
434	чаще всего	2	3
435	стать на	2	3
436	и говорить	4	3
437	же есть	3	3
438	и идеи	3	3
439	не раз	2	3
440	иное как	4	3
441	что здесь	4	3
442	с той	2	3
443	и вместе	2	3
444	конце концов	4	3
445	и эти	2	3
446	тех кто	2	3
447	и мы	8	3
448	в одно	5	3
449	идти речь	2	3
450	убедиться в	2	3
451	том смысле	4	3
452	в искусстве	2	3
453	все время	4	3
454	в него	2	3
455	но так	2	3
456	на него	2	3
457	к ним	3	3
458	именно как	2	3
459	своей собственной	2	3
460	меня и	2	3
461	формулы и	2	3
462	представить себе	2	3
463	поэзии и	4	3
464	иметь в	4	3
465	и может	7	3
466	и я	3	3
467	со всем	2	3
468	во время	2	3
469	в дальнейшем	6	3
470	даже не	4	3
471	принять во	2	3
472	смысле что	3	3
473	с него	2	3
474	в одну	8	3
475	вопрос об	5	3
476	также не	2	3
477	показывает что	2	3
478	если в	5	3
479	это еще	2	3
480	только и	5	3
481	но она	4	3
482	смысла и	3	3
483	говорит что	3	3
484	не знаю	3	3
485	и формулы	3	3
486	большею частью	4	3
487	нет и	2	3
488	то время	3	3
489	не нужно	2	3
490	мысли и	3	3
491	по мере	3	3
492	мне не	2	3
493	сама по	12	3
494	так то	2	3
495	та же	6	3
496	таком случае	2	3
497	как у	3	3
498	между собою	3	3
499	не по	2	3
500	быть только	3	3
501	только с	3	3
502	что есть	2	3
503	для него	2	3
504	из всего	2	3
505	идет речь	2	3
506	что у	3	3
507	исключительно лишь	2	3
508	тех или	5	3
509	мы получаем	4	3
510	если это	3	3
511	и сейчас	3	3
512	на нем	2	3
513	знаем что	2	3
514	все что	2	3
515	есть уже	2	3
516	форма и	2	3
517	меньше всего	4	3
518	заметить что	2	3
519	жизнь в	2	3
520	больше всего	2	3
521	не понимают	2	3
522	так чтобы	2	3
523	раз и	2	3
524	с их	2	3
525	и уже	4	3
526	на точку	2	3
527	на ту	2	3
528	мы будем	2	3
529	без всякого	3	3
530	в системе	2	3
531	в широком	2	2
532	что их	2	2
533	самый термин	2	2
534	ни была	2	2
535	поэтому необходимо	2	2
536	из сферы	4	2
537	и об	4	2
538	к свету	3	2
539	что раз	2	2
540	от него	4	2
541	в одной	4	2
542	для нее	2	2
543	с целью	3	2
544	или нет	6	2
545	в состоянии	2	2
546	живой и	4	2
547	эти два	4	2
548	она должна	2	2
549	представлять себе	2	2
550	же только	2	2
551	не что	4	2
552	еще на	3	2
553	не был	3	2
554	у них	3	2
555	есть и	11	2
556	когда оно	2	2
557	но есть	2	2
558	это вовсе	2	2
559	себе как	3	2
560	быть и	7	2
561	состоит из	3	2
562	есть нечто	16	2
563	об отношении	6	2
564	себе не	7	2
565	это все	2	2
566	это как	3	2
567	ничем не	4	2
568	в москве	2	2
569	электрический свет	2	2
570	может и	5	2
571	что иное	4	2
572	у пушкина	6	2
573	и др	2	2
574	в разных	6	2
575	есть наука	3	2
576	то оно	4	2
577	от света	2	2
578	любви к	2	2
579	ничего нового	2	2
580	собственно говоря	5	2
581	только через	2	2
582	указывает на	3	2
583	что одна	4	2
584	что этот	3	2
585	них есть	2	2
586	к самому	3	2
587	далее в	2	2
588	на очень	2	2
589	к сожалению	2	2
590	для чего	2	2
591	от смысла	5	2
592	одно время	3	2
593	же не	4	2
594	том или	2	2
595	но тут	3	2
596	здесь в	3	2
597	не самый	2	2
598	тем или	2	2
599	разница между	2	2
600	жизни и	9	2
601	думать что	3	2
602	и когда	5	2
603	и до	2	2
604	потому и	2	2
605	какие же	2	2
606	никто не	2	2
607	повседневной жизни	2	2
608	делает их	2	2
609	ее в	2	2
610	вслед за	2	2
611	даже самые	2	2
612	с другими	2	2
613	можно только	4	2
614	я сам	2	2
615	я уже	2	2
616	это или	2	2
617	сознания и	8	2
618	только к	2	2
619	когда есть	2	2
620	это было	4	2
621	поэтому и	3	2
622	которые не	2	2
623	действительно в	2	2
624	наоборот в	2	2
625	сказал что	3	2
626	и часто	3	2
627	которая не	2	2
628	общего с	6	2
629	иной раз	7	2
630	почти все	2	2
631	имеется в	3	2
632	не является	3	2
633	от их	2	2
634	ничего общего	4	2
635	ни было	2	2
636	которые я	2	2
637	понятно что	2	2
638	может оказаться	2	2
639	нами выше	2	2
640	когда они	3	2
641	вот и	2	2
642	но они	2	2
643	отношении к	3	2
644	эти последние	3	2
645	не видел	2	2
646	не должен	2	2
647	самый факт	2	2
648	на тот	2	2
649	время как	7	2
650	сами по	4	2
651	в жизни	3	2
652	свой смысл	2	2
653	и так	2	2
654	вообще не	2	2
655	не будет	2	2
656	точек зрения	3	2
657	тут мы	2	2
658	и поэзией	5	2
659	на почве	2	2
660	и вообще	10	2
661	был в	2	2
662	где и	2	2
663	интеллигенции и	4	2
664	того кто	2	2
665	видно что	2	2
666	не стоит	2	2
667	он и	2	2
668	это можно	2	2
669	я мог	2	2
670	есть конечно	2	2
671	как таковая	2	2
672	самого по	3	2
673	на лицо	2	2
674	что эта	5	2
675	является не	3	2
676	друг другу	4	2
677	сравнению с	2	2
678	и значит	4	2
679	во всем	3	2
680	с какой	5	2
681	это время	3	2
682	важно что	3	2
683	момент в	2	2
684	все в	2	2
685	каждом из	2	2
686	ровно ничего	5	2
687	и остается	2	2
688	как с	2	2
