N	2gram	Vygotskiy_	Problema
159	мы и	3	18
160	не существует	4	18
161	в ней	2	18
162	что здесь	2	17
163	мы уже	7	17
164	без всякого	2	17
165	что они	5	17
166	во всех	4	17
167	но даже	2	16
168	к тому	10	16
169	но все	3	16
170	для этого	7	16
171	как это	6	16
172	точно так	2	16
173	случае не	2	16
174	что она	6	16
175	в чем	5	15
176	и более	6	15
177	казалось бы	8	15
178	в частности	8	15
179	у него	2	15
180	что не	2	15
181	с этим	8	15
182	и сам	2	15
183	что все	8	14
184	за пределы	4	14
185	сих пор	4	14
186	нас в	2	14
187	в котором	6	14
188	с другими	5	14
189	до сих	4	14
190	который в	7	13
191	дело в	3	13
192	или другой	2	13
193	в других	2	13
194	или даже	2	13
195	из этого	6	13
196	в их	5	13
197	бы и	4	13
198	действительности и	4	13
199	тому что	6	13
200	мы имеем	2	13
201	в области	4	13
202	из них	4	13
203	учение о	4	13
204	нисколько не	2	12
205	знаком и	3	12
206	что этот	2	12
207	в которой	6	12
208	на первый	3	12
209	в другом	7	12
210	с одной	14	12
211	в самой	4	12
212	значения и	2	12
213	в целом	29	12
214	что это	8	12
215	в начале	2	12
216	время как	4	12
217	в смысле	2	12
218	он сам	3	12
219	то время	5	12
220	и следовательно	3	11
221	могли бы	10	11
222	как именно	2	11
223	в истории	7	11
224	мы говорим	2	11
225	только не	2	11
226	тот же	7	11
227	о которых	4	11
228	одной стороны	15	11
229	по этому	4	11
230	по поводу	5	11
231	и их	5	11
232	что его	6	11
233	заключается в	12	11
234	указание на	4	11
235	в заключение	4	10
236	не то	3	10
237	один из	3	10
238	все время	8	10
239	бы даже	2	10
240	слова и	5	10
241	что у	3	10
242	что для	8	10
243	в одном	5	10
244	которые мы	2	10
245	он в	6	10
246	что оно	6	10
247	представление о	7	10
248	только то	2	10
249	со всеми	2	10
250	действительности но	2	10
251	на том	2	10
252	из которых	6	10
253	вопрос о	11	9
254	тогда когда	8	9
255	только тогда	4	9
256	которые в	2	9
257	она не	3	9
258	представить себе	5	9
259	языка и	3	9
260	в тех	2	9
261	был бы	2	9
262	и до	5	9
263	только для	6	9
264	и наконец	3	9
265	то он	3	9
266	чем же	2	9
267	в своих	6	9
268	с собой	5	9
269	их в	6	9
270	мы говорили	4	9
271	отражение действительности	2	9
272	вообще и	2	9
273	но эта	3	9
274	действительности а	2	9
275	в которых	6	9
276	что даже	2	9
277	того как	6	9
278	что если	3	9
279	между знаком	3	9
280	бы в	5	9
281	с ней	3	9
282	о котором	3	9
283	в жизни	2	9
284	бы мы	3	8
285	были бы	2	8
286	как он	7	8
287	между собой	5	8
288	от всего	2	8
289	от этого	4	8
290	является для	6	8
291	и по	3	8
292	для него	5	8
293	значение в	4	8
294	только что	7	8
295	с этой	7	8
296	в силу	8	8
297	себе и	3	8
298	является не	2	8
299	к его	3	8
300	для всех	8	8
301	в сознании	2	8
302	только с	2	8
303	к сожалению	2	8
304	из этих	6	8
305	и самый	2	8
306	почти всегда	2	8
307	во всей	8	8
308	с самого	9	8
309	которые не	4	8
310	с ее	3	8
311	которое мы	6	8
312	как они	2	8
313	но ведь	2	8
314	и при	2	8
315	но для	2	8
316	во всем	4	8
317	мы будем	2	8
318	как только	3	8
319	что при	3	8
320	что на	2	7
321	и поэтому	2	7
322	друг друга	5	7
323	настоящей работы	3	7
324	самого начала	9	7
325	и значение	2	7
326	а с	8	7
327	одной из	4	7
328	на этой	2	7
329	в основе	9	7
330	сознания и	4	7
331	с самим	2	7
332	в значительной	2	7
333	нашего исследования	8	7
334	учения о	8	7
335	в какой	5	7
336	в такой	4	7
337	даже в	4	7
338	во все	3	7
339	но что	3	7
340	мира и	2	7
341	же как	8	7
342	он является	3	7
343	же это	2	7
344	хотели бы	4	7
345	на этот	7	7
346	ее в	3	7
347	не можем	3	7
348	и который	4	7
349	мы могли	11	7
350	функции в	4	6
351	для которого	3	6
352	с той	3	6
353	в известном	4	6
354	в зависимости	8	6
355	само по	3	6
356	на него	3	6
357	по своей	9	6
358	этого слова	7	6
359	который является	2	6
360	когда он	5	6
361	этот вопрос	6	6
362	как таковой	2	6
363	которую мы	6	6
364	и делает	2	6
365	факт что	3	6
366	что именно	3	6
367	первый план	3	6
368	но с	3	6
369	же самим	2	6
370	по существу	8	6
371	философии и	3	6
372	который мы	3	6
373	стороны и	3	6
374	в общем	5	6
375	на первом	2	6
376	с которой	2	6
377	могут быть	5	6
378	из тех	3	6
379	а скорее	2	6
380	содержится в	2	6
381	с его	7	6
382	под этим	2	6
383	с которыми	2	6
384	мышления и	50	6
385	и той	2	6
386	само понятие	4	6
387	независимо от	10	6
388	все другие	2	6
389	зависимости от	8	6
390	этом отношении	6	6
391	в теории	10	6
392	к своему	2	6
393	не к	3	6
394	есть прежде	2	6
395	действительность в	3	6
396	как на	5	6
397	отношения к	3	6
398	и речи	45	6
399	в слове	2	6
400	в первую	3	5
401	его на	3	5
402	человека и	6	5
403	он должен	4	5
404	нами в	3	5
405	из всех	3	5
406	имеет свою	2	5
407	все прочие	2	5
408	об этой	3	5
409	в поисках	2	5
410	одно и	2	5
411	мы начинаем	2	5
412	вот что	2	5
413	ту или	2	5
414	как такового	2	5
415	лишь в	9	5
416	в наших	4	5
417	в известной	2	5
418	от его	5	5
419	том чтобы	6	5
420	все что	4	5
421	образом и	4	5
422	какой мере	2	5
423	тому как	3	5
424	которой он	2	5
425	я не	4	5
426	без этого	2	5
427	что эта	7	5
428	за то	2	5
429	в собственном	8	5
430	между тем	10	5
431	от того	7	5
432	этой теории	4	5
433	и вся	2	5
434	ничем не	3	5
435	для всего	3	5
436	что может	5	5
437	его не	3	5
438	мы видели	8	5
439	он говорит	2	5
440	говорили выше	4	5
441	том числе	3	5
442	там где	8	5
443	когда в	2	5
444	что с	6	5
445	чем мы	3	5
446	первую очередь	3	5
447	здесь и	3	5
448	к этому	7	5
449	и еще	2	5
450	в противоположность	3	5
451	должно быть	4	5
452	по мнению	2	5
453	обстоятельство что	2	5
454	и мышления	14	5
455	в свете	5	5
456	слова как	3	5
457	человеческая речь	2	5
458	подобно тому	2	5
459	раз в	3	5
460	поэтому в	3	5
461	по его	2	5
462	как его	2	5
463	собственном смысле	8	5
464	или к	3	5
465	что является	3	4
466	с чем	2	4
467	на эту	2	4
468	мы называем	3	4
469	должны были	6	4
470	наряду с	3	4
471	должен быть	6	4
472	не хочет	2	4
473	нас к	10	4
474	это понятие	2	4
475	друг от	4	4
476	отличие от	3	4
477	одно из	3	4
478	анализ этого	2	4
479	в эту	4	4
480	это обстоятельство	2	4
481	в ту	2	4
482	могло бы	2	4
483	и само	2	4
484	с такой	4	4
485	числе и	3	4
486	со всем	2	4
487	действительность но	2	4
488	под влиянием	3	4
489	мы хотели	5	4
490	а вместе	2	4
491	не могли	2	4
492	на нее	2	4
493	бы он	3	4
494	человеческой речи	12	4
495	мы встречаемся	2	4
496	вопроса о	3	4
497	исследования мы	2	4
498	всей его	5	4
499	еще на	4	4
500	и наиболее	2	4
501	которой она	2	4
502	на отдельные	3	4
503	прийти к	2	4
504	именно потому	2	4
505	эта теория	2	4
506	если это	2	4
507	логики и	2	4
508	то обстоятельство	2	4
509	которых мы	2	4
510	и должны	2	4
511	друг к	2	4
512	от друга	4	4
513	всей этой	2	4
514	действительность и	2	4
515	той же	4	4
516	и всю	2	4
517	тем и	3	4
518	начиная с	2	4
519	и которая	2	4
520	не потому	2	4
521	но на	4	4
522	является то	4	4
523	этот путь	2	4
524	на действительность	5	4
525	к этой	4	4
526	только его	3	4
527	но мы	4	4
528	одного из	4	4
529	этой точки	2	4
530	и те	2	4
531	всегда и	3	4
532	и др	5	4
533	можно назвать	2	4
534	в сущности	13	4
535	что эти	3	4
536	объективной действительности	2	4
537	на одном	3	4
538	с их	2	4
539	он как	4	4
540	к ним	2	4
541	что только	2	4
542	бы к	3	4
543	мы только	2	4
544	нашего сознания	3	4
545	к другу	3	4
546	от всяких	2	4
547	мы увидим	3	4
548	ничего кроме	3	4
549	думается что	7	4
550	бы что	4	4
551	и пр	2	4
552	в свою	4	4
553	есть функция	2	4
554	целое и	2	4
555	теории и	4	4
556	отражает действительность	2	4
557	значения слова	3	4
558	сейчас в	2	4
559	значение слова	5	4
560	чем он	3	4
561	этот вывод	2	3
562	учении о	6	3
563	из того	7	3
564	воздействовать на	2	3
565	мысли в	6	3
566	огромное количество	2	3
567	по самому	2	3
568	к выводу	10	3
569	том же	4	3
570	относятся к	2	3
571	самый язык	2	3
572	в более	3	3
573	которая в	2	3
574	тех случаях	2	3
575	мы хотим	2	3
576	в отличие	3	3
577	естественно что	2	3
578	сравнению с	9	3
579	видит в	2	3
580	нуждается в	2	3
581	и заключается	2	3
582	к проблеме	2	3
583	действительность не	3	3
584	в первом	2	3
585	является наиболее	3	3
586	развития и	3	3
587	и другим	2	3
588	когда она	2	3
589	отношений между	4	3
590	известном смысле	3	3
591	по сравнению	10	3
592	его с	2	3
593	и которое	3	3
594	превращается в	3	3
595	значение как	2	3
596	но тем	3	3
597	он может	2	3
598	столь же	8	3
599	связанные с	2	3
600	типа и	2	3
601	представляет собой	13	3
602	заметить что	3	3
603	увидим ниже	2	3
604	находится в	2	3
605	о которой	2	3
606	друг другу	4	3
607	рассматривается как	5	3
608	и других	4	3
609	с помощью	16	3
610	бы с	3	3
611	она должна	4	3
612	оно есть	2	3
613	сущности говоря	3	3
614	его к	3	3
615	в одной	3	3
616	только от	2	3
617	и человека	2	3
618	и представить	2	3
619	выводу что	5	3
620	в отдельных	3	3
621	что между	4	3
622	мышления в	17	3
623	со стороны	4	3
624	он хочет	2	3
625	до всякого	2	3
626	со всей	7	3
627	речь не	3	3
628	от них	2	3
629	одной и	2	3
630	в природе	4	3
631	не входит	2	3
632	на ее	2	3
633	не столько	4	3
634	вот почему	5	3
635	мы видим	7	3
636	отношение между	5	3
637	уже видели	2	3
638	символов и	2	3
639	в первой	3	3
640	от той	2	3
641	образом что	3	3
642	и мы	3	3
643	говорит что	9	3
644	вывод который	2	3
645	а к	2	3
646	представлений о	2	3
647	вернуться к	2	3
648	который не	2	3
649	но этот	3	3
650	о языке	2	3
651	потому и	2	3
652	настоящей работе	2	3
653	на основании	6	3
654	а для	2	3
655	мысли и	7	3
656	связан с	5	3
657	нами как	2	3
658	в самых	4	3
659	всей своей	2	3
660	один и	2	3
661	речь идет	4	3
662	свою собственную	4	3
663	образом как	3	3
664	на этом	3	3
665	и возникает	3	3
666	в процессе	19	3
667	может не	4	3
668	сознательно и	2	3
669	а следовательно	2	3
670	в совершенно	5	3
671	что нам	3	3
672	этих двух	4	3
673	структуру и	2	2
674	все более	4	2
675	между которыми	3	2
676	к действительности	13	2
677	о природе	5	2
678	не станем	7	2
679	значении слова	2	2
680	тому чтобы	2	2
681	действия и	4	2
682	все те	2	2
683	приходит к	4	2
684	является как	2	2
685	в состоянии	2	2
686	который может	2	2
687	в следующем	4	2
688	возникает вопрос	2	2
689	и эти	2	2
690	точно и	2	2
691	возникает в	2	2
692	в другую	2	2
693	в один	4	2
694	такой же	3	2
695	жизни человека	2	2
696	всего того	2	2
697	им же	2	2
698	с и	3	2
699	и говорит	2	2
700	и начинает	2	2
701	точка зрения	3	2
702	ту же	3	2
703	этот анализ	2	2
704	между этими	7	2
705	исследования в	5	2
706	в борьбе	2	2
707	иначе чем	2	2
708	которой мы	3	2
709	является той	2	2
710	только из	2	2
711	является уже	2	2
712	прямо и	2	2
713	к необходимости	2	2
714	единое целое	4	2
715	на каждом	2	2
716	в новых	3	2
717	и вот	3	2
718	оставить в	3	2
719	в настоящей	5	2
720	и со	2	2
721	и таким	2	2
722	обе эти	4	2
723	которое не	2	2
724	с с	2	2
725	и самым	2	2
726	всех прочих	2	2
727	рассматриваться как	3	2
728	видели что	6	2
729	эту проблему	3	2
730	от всех	3	2
731	на одной	2	2
732	говорят в	2	2
733	строго говоря	2	2
734	более и	3	2
735	этого анализа	2	2
736	за собой	4	2
737	на которой	4	2
738	отношения между	3	2
739	из теории	2	2
740	и намеренно	2	2
741	ближе к	2	2
742	же что	2	2
743	в предисловии	5	2
744	нам думается	9	2
745	он на	3	2
746	при переходе	2	2
747	чем это	3	2
748	в стороне	2	2
749	может показаться	2	2
750	и мышление	5	2
751	целом и	6	2
752	и остается	3	2
753	утверждает что	3	2
754	собой все	3	2
755	с мыслью	2	2
756	другого как	2	2
757	ничего другого	2	2
758	понятие о	2	2
759	остается в	2	2
760	вслед за	3	2
761	по отношению	12	2
762	свою очередь	3	2
763	к которым	3	2
764	здесь у	2	2
765	на все	5	2
766	этого факта	3	2
767	переходе от	2	2
768	по линии	2	2
769	этой книги	2	2
770	как например	2	2
771	является самым	2	2
772	то естественно	3	2
773	больше того	5	2
774	как функция	4	2
775	предисловии к	4	2
776	о двух	2	2
777	что звук	2	2
778	ее на	4	2
779	может рассматриваться	4	2
780	от жизни	2	2
781	и я	2	2
782	признать что	3	2
783	для данного	2	2
784	на язык	2	2
785	самому своему	2	2
786	так называемых	2	2
787	не возникает	2	2
788	следующем виде	2	2
789	для иллюстрации	2	2
790	подход к	2	2
791	по пути	2	2
792	в последнее	3	2
793	словом и	3	2
794	всех тех	6	2
795	являются в	2	2
796	мы привели	2	2
797	также еще	2	2
798	из двух	3	2
799	почти исключительно	2	2
800	речи в	17	2
801	всего его	3	2
802	отношению к	11	2
803	работы и	2	2
804	нас сейчас	2	2
805	человека к	4	2
806	не с	2	2
807	человека с	3	2
808	своей структуре	2	2
809	отношения в	2	2
810	зависит от	2	2
811	чтобы быть	2	2
812	о функции	3	2
813	слова в	2	2
814	должны быть	2	2
815	сказать так	2	2
816	в учении	7	2
817	нас с	2	2
818	что перед	3	2
819	из которой	3	2
820	последнее время	3	2
821	на основе	7	2
