N	2gram	Berdyaev_M	KulturaY
290	всего что	2	3
291	она была	2	3
292	тому чтобы	2	3
293	в более	4	3
294	с того	2	3
295	в начале	2	3
296	не для	2	3
297	и я	5	3
298	из самых	9	3
299	в обычном	2	3
300	если в	2	3
301	только и	7	3
302	но она	3	3
303	говорит что	3	3
304	менее всего	10	3
305	нет и	6	3
306	то время	2	3
307	в которые	2	3
308	мысли и	2	3
309	также в	2	3
310	что нет	2	3
311	та же	4	3
312	одним из	2	3
313	как у	2	3
314	более чем	3	3
315	она может	2	3
316	только с	3	3
317	что есть	7	3
318	для него	28	3
319	что у	3	3
320	он в	4	3
321	за собой	2	3
322	все что	5	3
323	есть уже	8	3
324	жизнь в	4	3
325	есть также	4	3
326	со своей	2	3
327	же что	2	3
328	на своем	4	3
329	с их	2	3
330	что дух	2	3
331	стоит на	2	2
332	не стал	2	2
333	и возможно	2	2
334	и нужно	2	2
335	путь к	2	2
336	он уже	8	2
337	к свету	3	2
338	в европе	2	2
339	от него	4	2
340	приходит к	2	2
341	основании что	2	2
342	доходит до	6	2
343	и той	2	2
344	не что	4	2
345	раз когда	2	2
346	не был	8	2
347	у них	4	2
348	есть и	6	2
349	быть и	2	2
350	на пути	4	2
351	он должен	4	2
352	теряет свою	4	2
353	достоевского и	12	2
354	отношение между	2	2
355	это все	2	2
356	к своему	2	2
357	нет никаких	2	2
358	одной и	2	2
359	в атмосфере	3	2
360	что иное	4	2
361	в разных	3	2
362	который должен	2	2
363	любви к	14	2
364	них есть	2	2
365	по природе	2	2
366	к самому	2	2
367	который и	2	2
368	и те	4	2
369	же не	2	2
370	у достоевского	75	2
371	к другому	4	2
372	для них	3	2
373	переходит в	23	2
374	жизни и	6	2
375	думать что	4	2
376	с такой	2	2
377	и когда	2	2
378	тех которые	2	2
379	потому и	2	2
380	и самый	2	2
381	было в	3	2
382	человек который	5	2
383	у других	2	2
384	принужден был	2	2
385	никто не	3	2
386	революции и	5	2
387	как то	2	2
388	учению о	2	2
389	это особенно	2	2
390	отношений между	2	2
391	может уже	3	2
392	нет в	5	2
393	любовь к	10	2
394	оказывается что	2	2
395	не до	2	2
396	лежит в	2	2
397	этот процесс	5	2
398	его как	2	2
399	которые не	2	2
400	и там	10	2
401	еще до	2	2
402	и тот	2	2
403	и часто	2	2
404	которая не	2	2
405	всегда остается	2	2
406	чтобы получить	2	2
407	к тем	2	2
408	природе своей	2	2
409	должен был	4	2
410	смысле в	2	2
411	от всякого	2	2
412	ведет к	16	2
413	не означает	2	2
414	русской литературы	5	2
415	отношении к	4	2
416	не видел	3	2
417	что без	2	2
418	время как	2	2
419	в жизни	7	2
420	в самых	2	2
421	вообще не	2	2
422	не будет	3	2
423	на почве	3	2
424	человек в	12	2
425	отношения и	2	2
426	был в	4	2
427	чего же	2	2
428	всякий раз	2	2
429	он и	2	2
430	тому как	2	2
431	не знают	4	2
432	это был	2	2
433	и против	3	2
434	в русской	4	2
435	что было	2	2
436	понял что	2	2
437	сравнению с	2	2
438	во всем	5	2
439	литературы и	2	2
440	момент в	5	2
441	все в	7	2
442	связана с	9	2
