N	2gram	Tiupa_Anal	Formalny
343	вследствие этого	5	3
344	так что	3	3
345	из возможных	2	3
346	неотделимо от	2	3
347	вопроса о	4	3
348	может иметь	2	3
349	как предмет	4	3
350	речи и	2	3
351	с другом	2	3
352	состоит в	16	3
353	или точнее	2	3
354	широком смысле	2	3
355	что на	3	3
356	на его	4	3
357	нуждается в	9	3
358	и заключается	2	3
359	художественное восприятие	5	3
360	к своему	2	3
361	в качестве	38	3
362	как совокупность	2	3
363	тот же	2	3
364	как язык	2	3
365	никак не	2	3
366	если они	2	3
367	в сознании	6	3
368	тем более	2	3
369	в словах	2	3
370	исторической поэтики	2	3
371	образом не	3	3
372	из своих	2	3
373	и тот	2	3
374	борьбы с	3	3
375	друг с	2	3
376	дело с	5	3
377	не сводится	2	3
378	во второй	3	3
379	том числе	3	3
380	что как	3	3
381	мира в	2	3
382	художественного целого	15	3
383	бы не	3	3
384	сознания в	4	3
385	в чем	2	3
386	в контексте	5	3
387	не должен	2	3
388	не с	8	3
389	ничто не	2	3
390	том чтобы	7	3
391	вообще не	2	3
392	на то	2	3
393	он может	2	3
394	в одном	3	3
395	а именно	3	3
396	со своей	2	3
397	внимание на	3	3
398	с их	2	3
399	и особенно	4	3
400	не просто	2	3
401	в противовес	3	3
402	же самое	3	3
403	как система	6	3
404	художественного творчества	2	3
405	во времени	6	2
406	искусства является	2	2
407	из того	5	2
408	той мере	2	2
409	о чем	3	2
410	но отнюдь	2	2
411	в другом	4	2
412	не был	2	2
413	есть не	9	2
414	для художественного	2	2
415	иметь место	2	2
416	ведь это	2	2
417	ко всем	2	2
418	при помощи	2	2
419	и та	2	2
420	на место	3	2
421	тем как	2	2
422	что ни	2	2
423	не знает	4	2
424	а с	3	2
425	и эти	2	2
426	только через	2	2
427	только с	2	2
428	мере в	4	2
429	или ином	4	2
430	высказывания в	4	2
431	ему в	3	2
432	мы имеем	9	2
433	не говоря	2	2
434	в полной	3	2
435	этой точки	2	2
436	для чего	2	2
437	это рассуждение	2	2
438	однако в	4	2
439	в ритме	2	2
440	же не	3	2
441	том или	4	2
442	и просто	2	2
443	восприятия в	2	2
444	в силу	4	2
445	с ними	2	2
446	заключается в	2	2
447	никто не	3	2
448	в двух	4	2
449	этом случае	4	2
450	из его	2	2
451	который в	3	2
452	в первой	2	2
453	во внешнем	4	2
454	художественная реальность	9	2
455	отношением к	2	2
456	вопрос об	3	2
457	смысла как	3	2
458	отношения между	2	2
459	особого рода	9	2
460	или не	2	2
461	одно и	2	2
462	в отрыве	2	2
463	х годов	2	2
464	в собственном	3	2
465	произведение не	2	2
466	себя в	8	2
467	дело не	5	2
468	при изучении	2	2
469	художественное целое	2	2
470	той или	8	2
471	именно здесь	2	2
472	прежде чем	2	2
473	сторону и	2	2
474	смысла но	4	2
475	произведения с	2	2
476	в речи	3	2
477	с другим	5	2
478	времени и	7	2
479	к полюсу	2	2
480	все равно	2	2
481	как известно	4	2
482	на этот	2	2
483	ни с	5	2
484	далеко не	6	2
485	автора и	4	2
486	в принципе	8	2
487	жизнью и	2	2
488	жизни но	3	2
489	или иных	3	2
490	строго говоря	3	2
491	еще одна	3	2
492	таком случае	5	2
493	времени не	2	2
494	что мы	3	2
495	несмотря на	5	2
496	без другого	2	2
497	все что	3	2
498	то его	2	2
499	тех или	3	2
500	в ряду	2	2
501	и того	5	2
502	говорит о	5	2
503	данный момент	2	2
504	и есть	3	2
505	является по	2	2
506	события в	2	2
507	отрыве от	2	2
