N	2gram	Bakhtin_Pr	Marksizm
549	у достоевского	29	2
550	слова мы	2	2
551	в романе	12	2
552	бы во	2	2
553	они уже	3	2
554	в чужих	2	2
555	предметного смысла	2	2
556	же как	2	2
557	у тургенева	6	2
558	и во	3	2
559	голоса и	2	2
560	себя и	5	2
561	второй части	2	2
562	правда это	2	2
563	известной степени	2	2
564	чужим словом	14	2
565	данном случае	2	2
566	слова героя	4	2
567	на языке	2	2
568	отсюда и	3	2
569	самого автора	8	2
570	художественный образ	2	2
571	этой форме	2	2
572	что как	2	2
573	всего этого	2	2
574	например в	5	2
575	ее как	4	2
576	делают его	2	2
577	слово не	8	2
578	само по	4	2
579	диалога в	2	2
580	в сознании	3	2
581	в литературе	4	2
582	на чужую	4	2
583	в первой	3	2
584	его как	5	2
585	всех этих	2	2
586	он определяет	2	2
587	словом и	3	2
588	его целом	6	2
589	бы к	2	2
590	отличается от	5	2
591	перестает быть	4	2
592	нему и	2	2
593	сама по	5	2
594	автора в	4	2
595	то перед	8	2
596	на самую	2	2
597	во второй	2	2
598	и единого	2	2
599	превращается в	5	2
600	бы не	2	2
601	его идеологического	2	2
602	если оно	3	2
603	и наконец	7	2
604	в речи	3	2
605	героя и	14	2
606	с этой	2	2
607	целом ряде	3	2
608	говорит он	6	2
609	эта форма	3	2
610	опирается на	2	2
611	между собою	5	2
612	все остальное	2	2
613	по крайней	2	2
614	себе и	5	2
615	предметное значение	3	2
616	на него	6	2
617	зрения и	5	2
618	есть в	2	2
619	в жизни	5	2
620	его жизни	2	2
621	и так	2	2
622	конечно и	3	2
623	вообще не	2	2
624	за пределами	2	2
625	него не	4	2
626	в самой	9	2
627	поэтому в	3	2
628	слова с	7	2
629	их в	8	2
630	и если	2	2
631	оно не	3	2
632	этом смысле	12	2
633	а между	2	2
634	свои мысли	2	2
635	ни были	3	2
636	а именно	2	2
637	все в	3	2
638	именно как	2	2
639	в объективном	2	2
640	с собою	4	2
641	не об	2	2
642	его именно	2	2
643	нет ни	2	2
644	все возможные	3	2
645	нового времени	3	2
646	друг другу	3	2
647	в плоскости	6	2
648	тому же	2	2
649	отношения к	5	2
650	ту же	2	2
651	но с	4	2
652	не значит	4	2
653	своих героев	2	2
654	героя как	2	2
655	мы и	2	2
656	этой действительности	2	2
657	оно является	2	2
658	но он	4	2
659	лишь весьма	2	2
