N	2gram	Vinokur_St	Narrotol
183	а на	4	4
184	в виду	6	4
185	как он	3	4
186	в области	16	4
187	не являются	3	4
188	по своему	2	4
189	в них	2	4
190	тому что	8	4
191	она не	3	4
192	а то	3	4
193	что на	3	4
194	что касается	4	4
195	не все	3	4
196	о своей	2	4
197	и по	6	4
198	не на	3	4
199	что они	9	4
200	в первом	2	4
201	в основе	4	4
202	быть и	2	4
203	хотя бы	8	4
204	к этому	4	4
205	это было	2	4
206	и как	2	4
207	не имеет	5	4
208	со всеми	2	4
209	но они	3	4
210	не могло	4	4
211	ли не	2	4
212	для себя	3	4
213	раз в	4	4
214	что я	3	4
215	оно не	3	4
216	и с	6	4
217	пребывания в	3	4
218	не существует	4	4
219	для нас	7	4
220	по себе	3	4
221	несмотря на	4	4
222	всяком случае	8	4
223	по своей	2	4
224	во всяком	8	4
225	нас нет	7	4
226	не к	2	4
227	о которой	3	4
228	в обоих	2	4
229	текста в	5	4
230	вместе с	5	4
231	еще и	5	3
232	до конца	4	3
233	и потому	3	3
234	не подлежит	2	3
235	идет о	3	3
236	так же	7	3
237	которых он	2	3
238	как к	3	3
239	должен быть	3	3
240	с этой	5	3
241	а как	5	3
242	как известно	2	3
243	в виде	3	3
244	в романе	4	3
245	его не	3	3
246	не знает	2	3
247	так а	2	3
248	а с	6	3
249	одно из	3	3
250	одной из	4	3
251	и это	4	3
252	ли в	3	3
253	обращает на	2	3
254	ни одного	4	3
255	точно так	2	3
256	что не	3	3
257	а к	2	3
258	же как	5	3
259	иметь в	2	3
260	все эти	7	3
261	и дело	2	3
262	той же	5	3
263	связи с	3	3
264	и тогда	2	3
265	во время	5	3
266	и т	36	3
267	речь идет	6	3
268	особенно в	2	3
269	или иного	4	3
270	в зависимости	2	3
271	того или	4	3
272	я уже	3	3
273	но это	9	3
274	можно было	14	3
275	в первой	12	3
276	дело в	9	3
277	только к	2	3
278	что она	5	3
279	дело не	4	3
280	в которой	13	3
281	от которого	2	3
282	этот раз	2	3
283	у карамзина	5	3
284	зависимости от	2	3
285	каждого из	3	3
286	во второй	10	3
287	лишь в	3	3
288	бы не	2	3
289	должен был	5	3
290	и лишь	2	3
291	в этих	5	3
292	сих пор	12	3
293	не должен	2	3
294	ни для	2	3
295	на этот	5	3
296	быть не	2	3
297	всякий раз	2	3
298	что мы	5	3
299	только не	2	3
300	с точки	10	3
301	говорит о	5	3
302	и что	8	3
303	говорить о	3	3
304	что было	3	3
305	не просто	2	3
306	по его	5	3
307	и только	3	3
308	как на	10	3
309	что именно	2	3
310	чем он	3	3
311	подчеркнуть что	5	3
312	тем же	3	3
313	но он	5	3
314	до сих	13	3
315	в каком	4	2
316	могло быть	3	2
317	в которых	5	2
318	той мере	2	2
319	случае в	4	2
320	в это	3	2
321	даже не	5	2
322	с той	3	2
323	наконец в	2	2
324	или менее	2	2
325	присутствует в	3	2
326	давно уже	3	2
327	это их	2	2
328	что с	4	2
329	столько же	3	2
330	в их	3	2
331	так называемая	3	2
332	им самим	2	2
333	от своего	2	2
334	как можно	2	2
335	к своему	3	2
336	так что	8	2
337	т п	11	2
338	быть в	2	2
339	на основании	2	2
340	только потому	2	2
341	только с	4	2
342	она была	2	2
343	в общем	2	2
344	не могу	2	2
345	другое дело	3	2
346	более или	2	2
347	на свой	2	2
348	говорит об	4	2
349	могут быть	5	2
350	в году	3	2
351	в процессе	3	2
352	которых в	3	2
353	с нею	3	2
354	можно ли	5	2
355	сомневаться в	3	2
356	что же	6	2
357	мере в	3	2
358	для них	2	2
359	тем или	3	2
360	можно назвать	3	2
361	и во	3	2
362	было в	2	2
363	в сущности	2	2
364	никто не	4	2
365	в двух	4	2
366	и иные	2	2
367	и который	3	2
368	вовсе не	24	2
369	в литературном	3	2
370	если в	2	2
371	и вообще	5	2
372	зато в	2	2
373	но все	9	2
374	в россии	7	2
375	другой стороны	9	2
376	не до	2	2
377	это в	4	2
378	хотя в	2	2
379	по мнению	4	2
380	на это	2	2
381	бы в	2	2
382	который не	3	2
383	в данной	2	2
384	также в	2	2
385	целый ряд	3	2
386	мысль о	2	2
387	но также	13	2
388	превращается в	2	2
389	все это	13	2
390	тем что	6	2
391	было не	3	2
392	как о	2	2
393	xix в	6	2
394	судя по	2	2
395	одним из	2	2
396	по словам	7	2
397	в течение	7	2
398	как говорит	3	2
399	во всех	8	2
400	должна быть	3	2
401	и более	4	2
402	отношение к	3	2
403	на нее	3	2
404	сами по	2	2
405	есть в	2	2
406	ни с	3	2
407	как своего	2	2
408	а между	2	2
409	того же	4	2
410	или иначе	3	2
411	будто бы	4	2
412	во многом	3	2
413	или иным	3	2
414	у меня	3	2
415	к которому	4	2
416	видно что	3	2
417	том смысле	4	2
418	не для	3	2
419	еще более	5	2
420	более чем	3	2
421	времени но	2	2
422	в других	2	2
423	это был	3	2
424	это и	5	2
425	этом месте	2	2
426	но с	7	2
427	это время	3	2
428	не оставляет	2	2
429	этих двух	4	2
430	его собственной	3	2
431	а потому	2	2
432	ясно что	10	2
