N	2gram	Vygotskiy_	slovoVRo
326	нами в	4	3
327	он пользуется	2	3
328	этого процесса	10	3
329	нас в	4	3
330	которых мы	2	3
331	внутренней речи	19	3
332	эта форма	3	3
333	не есть	5	3
334	в этой	7	3
335	потому что	14	3
336	все что	4	3
337	целый ряд	4	3
338	если мы	12	3
339	и это	7	3
340	в эту	3	3
341	с таким	4	3
342	от чисто	2	3
343	не знаем	2	3
344	при каких	2	3
345	в стороне	2	3
346	в форме	2	3
347	мы говорили	5	3
348	связана с	3	3
349	и тем	8	3
350	же слово	3	3
351	тем и	5	3
352	чем в	4	3
353	оно все	2	2
354	из всех	2	2
355	бы они	2	2
356	для всего	2	2
357	что уже	3	2
358	по своей	12	2
359	на один	5	2
360	на ряд	3	2
361	и у	7	2
362	связанное с	2	2
363	и могут	2	2
364	речи не	5	2
365	на пути	2	2
366	и эти	2	2
367	факт что	7	2
368	как он	8	2
369	у них	3	2
370	так что	3	2
371	тем как	4	2
372	но по	3	2
373	в другую	3	2
374	как уже	8	2
375	в один	4	2
376	выступают с	2	2
377	самого начала	6	2
378	а с	4	2
379	то что	27	2
380	словом как	2	2
381	уже сказано	8	2
382	по своему	14	2
383	от этих	2	2
384	самое слово	2	2
385	никак нельзя	2	2
386	эти три	2	2
387	что все	2	2
388	людей с	2	2
389	значение для	4	2
390	одного из	3	2
391	только не	2	2
392	с самого	6	2
393	при анализе	2	2
394	мы наблюдаем	3	2
395	могли бы	16	2
396	связь с	4	2
397	этой точки	4	2
398	и т.п	3	2
399	внешней и	3	2
400	анализа и	2	2
401	между ними	6	2
402	цели и	2	2
403	в известном	6	2
404	в основу	5	2
405	место в	3	2
406	для них	3	2
407	для развития	5	2
408	мы видим	13	2
409	одному и	5	2
410	в историческом	2	2
411	могут иметь	3	2
412	что они	23	2
413	указать на	2	2
414	был бы	2	2
415	во всей	3	2
416	своего развития	9	2
417	каждом шагу	4	2
418	и другими	2	2
419	из одной	2	2
420	могут служить	2	2
421	того как	5	2
422	языка мы	2	2
423	очень часто	4	2
424	тот факт	7	2
425	этого момента	2	2
426	взаимного понимания	8	2
427	с которыми	4	2
428	время как	5	2
429	известном смысле	2	2
430	человеческой речи	9	2
431	и между	4	2
432	то в	3	2
433	как например	2	2
434	то и	5	2
435	независимо от	5	2
436	и что	15	2
437	существенную роль	2	2
438	можно было	10	2
439	и эта	4	2
440	бы быть	2	2
441	что она	7	2
442	и обратно	2	2
443	с ней	4	2
444	речи все	2	2
445	та же	3	2
446	же в	3	2
447	но этот	2	2
448	на каждом	4	2
449	важную роль	4	2
450	в области	9	2
451	и той	7	2
452	к одному	10	2
453	об этом	2	2
454	значение как	3	2
455	и которые	5	2
456	ни было	2	2
457	в жизни	3	2
458	тем не	6	2
459	является проблема	2	2
460	как у	2	2
461	в течение	2	2
462	к ней	2	2
463	но они	4	2
464	речь в	3	2
465	мы можем	13	2
466	в какой	5	2
467	не можем	4	2
468	заключается в	22	2
469	как известно	7	2
470	слова которые	2	2
471	вообще в	2	2
472	на то	7	2
473	основе их	7	2
474	от всех	2	2
475	мы увидим	4	2
476	столь же	7	2
477	в котором	3	2
478	в своих	3	2
479	различные формы	2	2
480	или иначе	2	2
481	в сфере	3	2
482	как с	4	2
483	вступает в	3	2
484	приводит к	5	2
485	в начале	5	2
486	которые являются	3	2
487	между различными	3	2
488	главным образом	3	2
489	и одновременно	3	2
490	смысле но	2	2
491	уже говорили	6	2
492	то время	5	2
493	и особенно	4	2
494	не просто	3	2
495	что как	3	2
496	и только	4	2
497	в нашем	2	2
498	слова то	3	2
499	однако не	3	2
500	мы и	4	2
