N	2gram	Vygotskiy_	Narrotol
133	из этих	4	6
134	в результате	6	6
135	на него	4	6
136	героя и	9	6
137	с одной	15	6
138	что у	7	6
139	в нашем	3	6
140	на то	27	6
141	в конечном	2	6
142	к его	2	6
143	таким образом	35	6
144	на самом	9	5
145	в другом	3	5
146	дело с	5	5
147	и о	5	5
148	о котором	9	5
149	точка зрения	4	5
150	между собой	2	5
151	исходя из	7	5
152	было бы	15	5
153	мы не	8	5
154	и здесь	11	5
155	да и	4	5
156	и то	12	5
157	по поводу	6	5
158	и от	2	5
159	что это	15	5
160	себя в	4	5
161	и даже	4	5
162	в центре	2	5
163	только что	11	5
164	для того	45	5
165	в пределах	3	5
166	в какой	5	5
167	их в	4	5
168	именно в	9	5
169	в своих	9	5
170	о них	2	5
171	если не	2	5
172	еще в	2	5
173	из них	7	5
174	тому как	3	5
175	в одном	5	5
176	не было	2	5
177	и того	2	5
178	и уже	4	5
179	как будто	7	5
180	даже в	2	4
181	еще раз	2	4
182	в ответ	2	4
183	эти два	3	4
184	в виду	5	4
185	как он	6	4
186	в области	2	4
187	только на	4	4
188	в душе	2	4
189	в них	7	4
190	тому что	11	4
191	мы узнаем	2	4
192	на том	4	4
193	так в	4	4
194	что на	6	4
195	не будет	3	4
196	что касается	4	4
197	не все	3	4
198	представить себе	2	4
199	когда в	2	4
200	и когда	12	4
201	что они	11	4
202	как мы	6	4
203	в основе	9	4
204	быть и	2	4
205	от этих	3	4
206	хотя бы	5	4
207	могла бы	4	4
208	к этому	5	4
209	конечном счете	2	4
210	это было	4	4
211	к ней	3	4
212	и как	10	4
213	не имеет	2	4
214	человека в	3	4
215	но они	2	4
216	не могло	2	4
217	не с	2	4
218	он является	2	4
219	ли не	2	4
220	раз в	4	4
221	строго говоря	2	4
222	оно не	2	4
223	и с	3	4
224	в прозе	2	4
225	не существует	3	4
226	жизни а	2	4
227	для нас	9	4
228	по себе	13	4
229	мог бы	3	4
230	несмотря на	5	4
231	к жизни	2	4
232	во всяком	2	4
233	в себя	2	4
234	вместе с	16	4
235	до конца	7	3
236	мать и	2	3
237	ни о	2	3
238	и потому	8	3
239	так же	19	3
240	но как	3	3
241	каждый из	2	3
242	с таким	2	3
243	которых он	3	3
244	со словами	2	3
245	должен быть	3	3
246	с этой	5	3
247	события в	3	3
248	а как	3	3
249	в виде	3	3
250	и составляет	4	3
251	и вот	7	3
252	в романе	2	3
253	его не	2	3
254	не знает	2	3
255	а с	7	3
256	здесь мы	2	3
257	одной из	2	3
258	в него	5	3
259	и это	13	3
260	ни одного	5	3
261	между ними	2	3
262	видит в	3	3
263	же не	2	3
264	что не	5	3
265	же как	4	3
266	иметь в	3	3
267	все эти	5	3
268	той же	6	3
269	связи с	2	3
270	во время	4	3
271	заключает в	7	3
272	и т	12	3
273	лицо и	2	3
274	в зависимости	7	3
275	все время	44	3
276	но это	2	3
277	можно было	6	3
278	дело в	4	3
279	и читатель	2	3
280	на одном	5	3
281	что она	10	3
282	в которой	4	3
283	себя с	2	3
284	зависимости от	9	3
285	должен был	7	3
286	в этих	3	3
287	все равно	3	3
288	сих пор	9	3
289	по ходу	2	3
290	на этот	7	3
291	быть не	2	3
292	приводит к	2	3
293	именно эта	2	3
294	могли бы	6	3
295	всякий раз	6	3
296	что мы	12	3
297	только не	5	3
298	как она	9	3
299	с точки	5	3
300	говорит о	5	3
301	и что	45	3
302	характера и	8	3
303	не просто	6	3
304	но еще	3	3
305	по его	5	3
306	и только	5	3
307	как на	15	3
308	что именно	7	3
309	же самое	13	3
310	жизни но	3	3
311	к своей	3	3
312	тем же	3	3
313	но он	6	3
314	до сих	9	3
315	в нее	3	2
316	в каком	7	2
317	это означает	2	2
318	именно они	2	2
319	очевидно что	3	2
320	вот как	2	2
321	в действительности	2	2
322	в каждой	3	2
323	могло быть	2	2
324	в которых	4	2
325	своего героя	3	2
326	в это	2	2
327	с той	2	2
328	является в	2	2
329	давно уже	2	2
330	что с	8	2
331	в их	3	2
332	казалось бы	11	2
333	сам себя	2	2
334	так что	8	2
335	т п	5	2
336	действующее лицо	3	2
337	утверждает что	6	2
338	что может	2	2
339	никому не	2	2
340	и кажется	2	2
341	любви и	3	2
342	указывает на	8	2
343	только с	3	2
344	для читателя	2	2
345	он говорит	5	2
346	те же	3	2
347	могут быть	8	2
348	в сюжете	2	2
349	нам как	2	2
350	все остальное	2	2
351	когда она	3	2
352	именно то	5	2
353	и во	2	2
354	все те	3	2
355	обстоит дело	4	2
356	в сущности	14	2
357	никто не	4	2
358	в двух	9	2
359	признать что	4	2
360	вовсе не	8	2
361	характеры действующих	2	2
362	во внешнем	2	2
363	жизни с	3	2
364	одно и	3	2
365	и вообще	2	2
366	все то	6	2
367	и мы	28	2
368	но все	5	2
369	обратиться к	9	2
370	какой бы	3	2
371	другой стороны	8	2
372	это в	5	2
373	нас в	2	2
374	должно быть	6	2
375	одном полюсе	3	2
376	по мнению	6	2
377	на это	3	2
378	бы в	7	2
379	бы на	2	2
380	в сердце	2	2
381	преимущественно в	2	2
382	мы можем	8	2
383	целый ряд	5	2
384	о смерти	9	2
385	мысль о	5	2
386	на первый	2	2
387	слова и	2	2
388	превращается в	2	2
389	все это	8	2
390	тем что	8	2
391	та же	6	2
392	не есть	4	2
393	в особенности	3	2
394	и наконец	5	2
395	одного и	2	2
396	и есть	7	2
397	себе не	2	2
398	что иное	2	2
399	его и	2	2
400	в течение	2	2
401	себе и	4	2
402	как говорит	6	2
403	во всех	6	2
404	должна быть	2	2
405	на нее	2	2
406	сами по	2	2
407	и является	2	2
408	но уже	2	2
409	которое не	2	2
410	он может	3	2
411	без которого	2	2
412	в городе	2	2
413	когда он	10	2
414	того же	5	2
415	будто бы	3	2
416	отношения между	3	2
417	со своим	2	2
418	с которым	5	2
419	как все	4	2
420	из которых	5	2
421	иное как	2	2
422	не для	4	2
423	еще более	2	2
424	к другому	2	2
425	с собой	3	2
426	чем это	4	2
427	это и	7	2
428	со времен	2	2
429	как только	5	2
430	дело здесь	2	2
431	если же	3	2
432	этих двух	8	2
433	мы будем	3	2
434	мы и	2	2
435	не можем	8	2
436	с помощью	3	2
437	ясно что	10	2
