N	2gram	Losev_Prob	Stilisti
238	должно быть	3	2
239	на одном	2	2
240	каждый из	3	2
241	и нет	2	2
242	и больше	2	2
243	с самим	3	2
244	не нужно	6	2
245	иное как	5	2
246	при условии	5	2
247	нашего сознания	3	2
248	общения людей	3	2
249	и конечно	2	2
250	должны были	3	2
251	самое время	4	2
252	есть не	10	2
253	на возможность	2	2
254	себе все	2	2
255	слово в	2	2
256	мы конечно	3	2
257	или хотя	2	2
258	я и	2	2
259	на первый	5	2
260	кроме того	7	2
261	но эта	3	2
262	и эту	2	2
263	тем что	10	2
264	в языке	13	2
265	бы не	4	2
266	этом отношении	2	2
267	находятся в	2	2
268	в их	7	2
269	тот или	4	2
270	в значительной	2	2
271	и при	4	2
272	в этих	7	2
273	что он	11	2
274	в наших	2	2
275	ничем не	2	2
276	и сам	3	2
277	нас не	5	2
278	в какой-то	3	2
279	и ни	7	2
280	себе и	2	2
281	сих пор	6	2
282	в пределах	2	2
283	нашего исследования	5	2
284	точном смысле	2	2
285	различие в	3	2
286	о языке	3	2
287	ведь и	2	2
288	который мы	2	2
289	только тогда	4	2
290	в жизни	3	2
291	на этот	3	2
292	знак и	15	2
293	только потому	4	2
294	но не	13	2
295	и этот	4	2
296	в него	3	2
297	для каждого	2	2
298	также и	22	2
299	к нему	5	2
300	но мы	3	2
301	прежде чем	3	2
302	гораздо более	6	2
303	он говорит	2	2
304	значением слова	3	2
305	бы нам	2	2
306	в своих	3	2
307	с собой	3	2
308	даже и	18	2
309	не есть	49	2
310	от чего	2	2
311	будет иметь	2	2
312	этот вопрос	2	2
313	о них	3	2
314	в которых	4	2
315	не говоря	8	2
316	которые являются	3	2
317	смысл то	2	2
318	и те	2	2
319	которая и	3	2
320	однако в	2	2
321	представляет собой	2	2
322	между собой	5	2
323	от которых	2	2
324	место в	2	2
325	о чем	11	2
326	для них	5	2
327	ли он	2	2
328	человека с	2	2
329	не было	7	2
330	здесь не	9	2
331	больше и	2	2
332	языка в	3	2
333	но это	11	2
334	в своей	8	2
335	или даже	3	2
336	как нечто	10	2
337	только одним	2	2
338	и тогда	2	2
339	в нас	2	2
340	существует и	3	2
341	или в	5	2
342	в связи	7	2
343	был бы	6	2
344	войти в	3	2
345	он не	5	2
346	друг другу	2	2
347	значение и	7	2
348	в дальнейшем	5	2
349	перейти к	4	2
350	с ним	4	2
351	мы говорили	5	2
352	тот же	4	2
353	для всякого	2	2
354	вовсе не	60	2
355	всякое выражение	4	2
356	и различие	2	2
357	тем и	3	2
358	объективной действительности	3	2
359	ясно что	7	2
