N	2gram	Vygotskiy_	Istorich
560	на основании	2	3
561	в такой	5	3
562	обычно не	2	3
563	уже говорили	2	3
564	ним но	2	3
565	это всегда	2	3
566	точка зрения	8	3
567	которая в	3	3
568	одновременно с	4	3
569	в голове	2	3
570	представить себе	2	3
571	сейчас же	2	3
572	только один	4	3
573	на всю	2	3
574	переход от	7	3
575	связи и	2	3
576	обоих случаях	2	3
577	чтобы понять	2	3
578	при которой	2	3
579	мы могли	16	3
580	по смыслу	3	3
581	сравнению с	9	3
582	это верно	2	3
583	собой и	3	3
584	является в	2	3
585	казалось бы	5	3
586	в другую	3	3
587	ребенка и	11	3
588	чего не	2	3
589	более позднего	2	3
590	бы то	2	3
591	нет у	2	3
592	должно быть	10	3
593	на одном	2	3
594	собой в	2	3
595	из нее	5	3
596	как они	4	3
597	нигде не	2	3
598	это очевидно	2	3
599	а другой	3	3
600	которую мы	3	3
601	к другому	3	3
602	как его	2	3
603	состояла в	2	3
604	в системе	4	3
605	все дело	2	3
606	может идти	3	3
607	из двух	2	3
608	из того	12	3
609	не делает	2	3
610	сделать это	2	3
611	нам в	2	3
612	без всякой	2	3
613	при анализе	4	3
614	могли бы	15	3
615	исходя из	2	3
616	его развития	4	3
617	в обоих	2	3
618	все равно	2	3
619	остановиться на	3	3
620	с несомненностью	4	3
621	только не	7	3
622	раз и	3	3
623	является не	2	3
624	и делает	2	3
625	один и	5	3
626	к таким	2	3
627	другом случае	2	3
628	к его	4	3
629	мы постараемся	4	3
630	для всех	2	3
631	поэтому он	2	3
632	объясняет нам	2	3
633	едва ли	2	3
634	вопрос как	4	3
635	оказывается в	2	3
636	при переходе	2	3
637	это предположение	5	3
638	совершенно очевидно	2	3
639	связаны между	3	3
640	в обратном	2	3
641	все основные	7	3
642	нашли что	2	3
643	что когда	2	3
644	сослаться на	3	3
645	раз он	3	3
646	и той	3	3
647	больше чем	6	3
648	этот факт	3	3
649	по двум	2	3
650	говорили что	2	3
651	само по	2	3
652	этими двумя	3	3
653	язык и	2	3
654	с которым	2	3
655	на другие	2	3
656	всегда имеет	2	3
657	имеем дело	2	3
658	все более	4	2
659	более ранней	2	2
660	чего он	3	2
661	он еще	3	2
662	в ходе	17	2
663	в новой	5	2
664	свою очередь	4	2
665	друг от	5	2
666	эти же	3	2
667	в момент	4	2
668	совершается в	4	2
669	он приходит	2	2
670	высокой ступени	2	2
671	естественно что	4	2
672	числе и	2	2
673	наблюдать как	2	2
674	вопрос об	4	2
675	их из	2	2
676	этом и	2	2
677	в центре	2	2
678	если верно	3	2
679	и наиболее	2	2
680	именно потому	3	2
681	только одной	2	2
682	в мышлении	5	2
683	и другими	3	2
684	и другой	2	2
685	для его	2	2
686	он представляет	2	2
687	приводят нас	2	2
688	известные нам	2	2
689	первый план	2	2
690	в нашем	5	2
691	эти вопросы	2	2
692	тем и	2	2
693	с помощью	32	2
694	и история	2	2
695	обе эти	8	2
696	вместо того	5	2
697	и попытка	2	2
698	этого факта	4	2
699	одной и	3	2
700	в прошлом	2	2
701	что к	2	2
702	развития как	6	2
703	и становятся	2	2
704	другой раз	4	2
705	быть в	3	2
706	это будет	2	2
707	выступает в	2	2
708	и самый	2	2
709	у одного	3	2
710	в сущности	17	2
711	они являются	2	2
712	оно имеет	4	2
713	с каким	2	2
714	сама по	4	2
715	к другу	4	2
716	как процесс	4	2
717	развивается и	2	2
718	когда это	2	2
719	находящихся в	2	2
720	как с	5	2
721	к совершенно	2	2
722	нам остается	2	2
723	совпадает с	4	2
724	далеко за	4	2
725	различные предметы	3	2
726	к целому	3	2
727	взгляд на	3	2
728	уступает место	2	2
729	к одному	4	2
730	и следовательно	7	2
731	тому чтобы	4	2
732	способность к	3	2
733	в процессе	37	2
734	к другим	2	2
735	понятным почему	2	2
736	представляет себе	3	2
737	верно что	3	2
738	всякий предмет	2	2
739	отличаются от	2	2
740	развития на	4	2
741	положения что	3	2
742	общего с	3	2
743	вопросу о	2	2
744	именно это	2	2
745	обстоятельство что	5	2
746	по одному	5	2
747	этому вопросу	3	2
748	одно и	2	2
749	мы имели	4	2
750	которые имели	2	2
751	с развитием	3	2
752	в данной	2	2
753	этому мы	2	2
754	и потом	2	2
755	он пользуется	2	2
756	развития это	4	2
757	которые мы	2	2
758	положение что	2	2
759	надо иметь	2	2
760	мысль что	6	2
761	предмета и	2	2
762	или иных	2	2
763	бы нам	2	2
764	мы встречаем	2	2
765	от друга	5	2
766	в ряде	2	2
767	то обстоятельство	5	2
768	и другим	2	2
769	ребенок не	7	2
770	требует от	6	2
771	что самые	2	2
772	на примере	5	2
773	а тем	2	2
774	знания и	2	2
775	в силе	2	2
776	на который	2	2
777	в развитии	45	2
778	что для	2	2
779	сказывается в	2	2
780	между этими	3	2
781	непосредственно не	2	2
782	связанного с	2	2
783	до лет	5	2
784	ступени развития	3	2
785	место в	2	2
786	как вообще	2	2
787	что с	7	2
788	случае не	2	2
789	образом что	2	2
790	с которыми	2	2
791	мышления и	8	2
792	не должны	2	2
793	обратиться к	2	2
794	в сознании	5	2
795	этот процесс	5	2
796	по мнению	2	2
797	не нужно	2	2
798	как я	3	2
799	остается только	2	2
800	увидим в	2	2
801	ничего общего	6	2
802	думается что	5	2
803	может соответствовать	2	2
804	функции и	3	2
805	вопрос что	2	2
806	влияния на	4	2
807	говорить о	3	2
808	этой группе	2	2
809	учение о	3	2
