N	2gram	Ircho_Kome	Istorich
112	в одном	3	21
113	сказать что	4	21
114	в другом	2	21
115	должны были	2	21
116	к тому	11	21
117	они не	2	21
118	здесь не	2	21
119	в связи	4	21
120	она не	3	20
121	в других	4	20
122	из них	11	20
123	после чего	2	20
124	в силу	2	20
125	наряду с	4	20
126	из этих	2	20
127	а затем	4	19
128	и как	3	19
129	после того	3	19
130	что у	2	19
131	все еще	2	19
132	с собой	4	19
133	в другой	5	19
134	в тех	4	19
135	не совсем	3	19
136	живет в	2	19
137	на то	3	19
138	но он	3	19
139	после этого	2	18
140	в дом	22	18
141	вовсе не	6	18
142	в то	14	18
143	по существу	4	17
144	и этим	3	17
145	том как	5	17
146	в них	6	17
147	дело не	2	17
148	возможно что	4	16
149	то мы	2	16
150	со стороны	16	16
151	и все	6	16
152	между двумя	2	16
153	в котором	6	16
154	этот вопрос	2	16
155	во всех	4	16
156	в целом	4	15
157	на его	5	15
158	в своей	6	15
159	даже в	3	15
160	его и	3	15
161	в пределах	3	15
162	друг друга	7	15
163	и даже	6	15
164	в которых	7	15
165	как будто	3	15
166	в одной	2	15
167	и тем	4	15
168	он в	2	15
169	и там	3	15
170	от него	2	14
171	отношение к	7	14
172	такое же	2	14
173	должна быть	2	14
174	а также	3	14
175	с этой	5	14
176	на вопрос	5	14
177	должен был	6	14
178	можно было	3	14
179	отношению к	4	14
180	из которых	7	14
181	и есть	3	14
182	его на	5	14
183	и ее	3	14
184	одной из	4	14
185	по отношению	6	14
186	на себя	10	14
187	к своему	4	13
188	и для	7	13
189	все что	6	13
190	и от	3	13
191	его не	3	13
192	в руки	2	13
193	из дома	8	13
194	на этом	3	13
195	в своем	9	13
196	же можно	2	13
197	время как	3	13
198	и у	4	13
199	не имеет	6	13
200	и если	3	13
201	в себе	4	13
202	то время	3	13
203	таким же	2	13
204	не знаю	2	12
205	у нее	2	12
206	во всем	2	12
207	в их	5	12
208	к этой	2	12
209	ответ на	7	12
210	как только	2	12
211	одним из	2	12
212	хотя бы	5	12
213	за ним	3	12
214	чаще всего	2	12
215	только после	3	12
216	к себе	9	12
217	не знает	7	12
218	что не	5	12
219	к ней	9	12
220	и вот	3	11
221	должно было	3	11
222	е в	2	11
223	никто не	2	11
224	если он	3	11
225	главным образом	2	11
226	точки зрения	8	11
227	хотя и	6	11
228	уже в	3	11
229	человека в	4	11
230	далеко не	3	11
231	же в	3	11
232	у меня	5	11
233	ясно что	12	11
234	я не	4	11
235	из дому	10	11
236	такой же	2	11
237	приходит к	2	10
238	пока не	2	10
239	что же	2	10
240	в ее	3	10
241	и тот	6	10
242	но если	3	10
243	говорит о	2	10
244	что эта	2	10
245	своего отца	2	10
246	если не	7	10
247	ее на	2	10
248	к ним	5	10
249	на земле	2	10
250	начинается с	2	10
251	он и	5	10
252	не мог	2	10
253	не как	2	10
254	а с	2	10
255	в которой	6	10
256	ни в	14	10
257	о чем	11	10
258	в это	2	10
259	а на	3	10
260	от них	2	10
261	не было	6	10
262	еще один	2	10
263	себя в	3	10
264	друг с	3	10
265	и к	4	10
266	а как	2	9
267	в истории	2	9
268	тот же	11	9
269	в основе	3	9
270	в свою	12	9
271	из этого	2	9
272	не могут	2	9
273	а по	5	9
274	здесь нет	4	9
275	по этому	3	9
276	на этот	6	9
277	более или	2	9
278	в первую	2	9
279	с другом	3	9
280	не будет	2	9
281	том чтобы	4	9
282	или менее	2	9
283	и хотя	3	9
284	же не	3	9
285	в чем	7	9
286	себе в	6	9
287	детей и	3	9
288	стороны и	4	9
289	с его	6	9
290	в течение	3	9
291	целый ряд	5	9
292	приводит к	4	9
293	пребывания в	2	9
294	должен быть	2	8
295	роль в	3	8
296	одно из	3	8
297	что девушка	2	8
298	здесь в	2	8
299	для этого	3	8
300	только что	11	8
301	предположение что	2	8
302	во всяком	3	8
303	не дает	5	8
304	образом и	2	8
305	он говорит	3	8
306	из своего	5	8
307	из его	3	8
308	на это	3	8
309	что ты	3	8
310	же самое	3	8
311	и потому	2	8
312	ни одной	2	8
313	что его	10	8
314	не так	4	8
315	могло быть	2	8
316	тут же	8	8
317	меня в	2	8
318	от того	2	8
319	он был	6	8
320	и эта	2	8
321	и сам	11	8
322	независимо от	4	8
323	с другими	2	8
324	она и	2	8
325	не с	2	8
326	конечно не	4	8
327	в конце	14	7
328	и о	3	7
329	с самого	5	7
330	состоит в	2	7
331	однако что	2	7
332	однако в	5	7
333	того чтобы	9	7
334	под влиянием	2	7
335	если в	4	7
336	тех же	3	7
337	вплоть до	2	7
338	а сам	2	7
339	тому что	5	7
340	как она	2	7
341	одного из	4	7
342	что ни	7	7
343	и когда	2	7
344	в начале	5	7
345	также в	2	7
346	по всему	3	7
347	в какой	4	7
348	что я	5	7
349	того же	9	7
350	если мы	2	7
351	всяком случае	3	7
352	по его	2	7
353	между тем	6	7
354	совершенно не	2	7
355	всякого рода	3	7
356	ко мне	2	7
357	между собой	5	7
358	был бы	4	7
359	в области	3	7
360	самом деле	13	7
361	образом в	2	7
362	не столько	3	7
363	на них	3	7
364	о ней	2	7
365	здесь и	3	7
366	обращается к	4	7
367	не по	7	7
368	для того	9	6
369	почему в	2	6
370	у тебя	6	6
371	отличие от	5	6
372	дочери и	2	6
373	обстоит дело	3	6
374	а после	3	6
375	нет ничего	4	6
376	как можно	2	6
377	от отца	4	6
378	не ясно	2	6
379	себе не	2	6
380	равно как	7	6
381	отец и	4	6
382	ничем не	4	6
383	дело с	4	6
384	между ними	4	6
385	этой связи	3	6
386	его за	3	6
387	с большим	4	6
388	от себя	2	6
389	самого начала	5	6
390	вопрос не	2	6
391	той же	2	6
392	к сожалению	2	6
393	не могла	3	6
394	до того	4	6
395	сам он	3	6
396	даже не	5	6
397	не на	3	6
398	возвращается с	3	6
399	в плен	4	6
400	видеть в	2	6
401	его от	5	6
402	меня и	2	6
403	еще одно	2	6
404	этих двух	2	6
405	тому же	11	6
406	что по	2	6
407	не случайно	3	6
408	все его	2	6
409	же и	2	6
410	отношения к	2	6
411	такого рода	2	5
412	брак с	3	5
413	только как	2	5
414	никак не	2	5
415	и почему	3	5
416	только для	2	5
417	в своих	4	5
418	из себя	3	5
419	к отцу	2	5
420	друг другу	3	5
421	это время	2	5
422	по своей	2	5
423	что из	2	5
424	в свое	2	5
425	по своему	3	5
426	том числе	2	5
427	в герое	3	5
428	с дочерью	4	5
429	ты меня	2	5
430	но при	2	5
431	это в	2	5
432	хотя в	3	5
433	бы в	5	5
434	к концу	3	5
435	несмотря на	7	5
436	мы в	3	5
437	на дочери	2	5
438	не хочет	6	5
439	в виду	3	5
440	от своего	2	5
441	его дочери	6	5
442	знает что	2	5
443	они были	2	5
444	за ней	2	5
445	это делает	2	5
446	в греческом	2	5
447	еще более	4	5
448	что между	2	5
449	со своей	2	5
450	или иначе	3	5
451	без всякого	2	5
452	чтобы они	2	5
453	не сам	2	5
454	ней и	3	5
455	и может	2	5
456	да и	3	5
457	и мы	5	5
458	до этого	3	5
459	как о	3	5
460	в таком	2	5
461	в отличие	3	5
462	действия и	2	4
463	по тому	4	4
464	на пути	2	4
465	это дело	2	4
466	людей и	2	4
467	нисколько не	3	4
468	и во	3	4
469	все время	3	4
470	тем более	9	4
471	столь же	5	4
472	такую же	3	4
473	себя и	2	4
474	чем в	5	4
475	во второй	2	4
476	в поисках	3	4
477	в результате	2	4
478	в греческой	2	4
479	что касается	5	4
480	в ту	2	4
481	если же	2	4
482	но его	2	4
483	как раз	9	4
484	перед ним	4	4
485	знаю что	2	4
486	человека и	2	4
487	вывод что	2	4
488	а его	2	4
489	в руках	3	4
490	на месте	3	4
491	так или	3	4
492	или его	2	4
493	что тот	2	4
494	который в	3	4
495	на волю	2	4
496	по сравнению	3	4
497	в глаза	3	4
498	как не	2	4
499	в городе	2	4
500	на девушку	2	4
501	что происходит	2	4
502	дома и	3	4
503	отнюдь не	5	4
504	с точки	6	4
505	от нее	5	4
506	выходит из	3	4
507	за то	2	4
508	что их	4	4
509	в ответ	4	4
510	один раз	2	4
511	войти в	2	4
512	с которой	2	4
513	о его	4	4
514	под названием	3	4
515	что отец	8	4
516	нет никаких	2	4
517	там и	3	4
518	мы найдем	3	4
519	человека с	2	4
520	в самом	17	4
521	найти в	2	4
522	того кто	2	4
523	к их	2	4
524	по содержанию	3	4
525	жениться на	3	4
526	как же	2	3
527	в свой	2	3
528	как из	3	3
529	и поэтому	5	3
530	на основании	3	3
531	из всех	3	3
532	представить себе	2	3
533	за нее	2	3
534	речь идет	5	3
535	только один	2	3
536	при всей	2	3
537	бы он	3	3
538	много лет	2	3
539	пока он	2	3
540	как видно	2	3
541	нет ни	2	3
542	идет речь	2	3
543	к одной	2	3
544	на брак	2	3
545	особый интерес	2	3
546	и рассказ	2	3
547	мне на	3	3
548	сравнению с	3	3
549	и после	2	3
550	в античной	3	3
551	ему не	4	3
552	чтобы не	3	3
553	она должна	2	3
554	брата и	3	3
555	к женщине	2	3
556	ему и	3	3
557	была бы	2	3
558	я теперь	2	3
559	и я	3	3
560	бы то	3	3
561	от руки	2	3
562	чтобы дать	2	3
563	него в	3	3
564	ни было	3	3
565	замуж за	2	3
566	на своей	2	3
567	к другому	2	3
568	дочь за	2	3
569	умер и	2	3
570	как его	4	3
571	тем же	3	3
572	из двух	3	3
573	из того	3	3
574	как к	3	3
575	не делает	2	3
576	своего дома	3	3
577	исходя из	2	3
578	то ни	4	3
579	ст в	2	3
580	в которые	2	3
581	в обоих	2	3
582	пор не	3	3
583	можно считать	2	3
584	каждого из	3	3
585	все равно	3	3
586	ему все	2	3
587	но еще	2	3
588	в уже	2	3
589	один и	3	3
590	к его	4	3
591	в сопровождении	3	3
592	такая же	2	3
593	едва ли	16	3
594	строится на	2	3
595	его мнению	2	3
596	в эпоху	2	3
597	тем как	2	3
598	же объясняется	2	3
599	он с	2	3
600	по лестнице	2	3
601	ней в	2	3
602	нам по	3	3
603	и до	2	3
604	из этой	2	3
605	больше чем	4	3
606	бы на	2	3
607	ее отца	3	3
608	даже если	2	3
609	бы не	3	3
610	ее руки	2	3
611	тех пор	5	3
612	с которым	3	3
613	не о	3	2
614	как ее	2	2
615	на улицу	2	2
616	не стал	2	2
617	отцом и	3	2
618	в каждом	3	2
619	по очереди	2	2
620	кто из	4	2
621	в новой	2	2
622	свою очередь	10	2
623	сына и	2	2
624	к вопросу	2	2
625	это обстоятельство	3	2
626	материал для	2	2
627	не мешает	3	2
628	меч и	2	2
629	обращает на	3	2
630	у того	6	2
631	числе и	2	2
632	в риме	4	2
633	человека а	2	2
634	в центре	2	2
635	явно не	2	2
636	но нет	2	2
637	именно потому	2	2
638	выходя из	2	2
639	вином и	2	2
640	выясняется что	3	2
641	несколько иначе	2	2
642	то ли	4	2
643	и всякий	2	2
644	с помощью	4	2
645	сообщает о	2	2
646	с мужем	2	2
647	себя от	2	2
648	над его	2	2
649	к свадьбе	4	2
650	они будут	2	2
651	сам себя	3	2
652	не зная	5	2
653	т п	5	2
654	друга и	2	2
655	не находит	2	2
656	что к	4	2
657	на себе	2	2
658	другой раз	3	2
659	из которой	2	2
660	на ее	4	2
661	мы понимаем	3	2
662	в сущности	3	2
663	на помощь	4	2
664	все остальные	2	2
665	иначе обстоит	3	2
666	как например	2	2
667	и еще	4	2
668	если она	2	2
669	по имени	4	2
670	лет тому	5	2
671	начнем с	2	2
672	начиная от	2	2
673	при всем	5	2
674	в мире	2	2
675	похожи на	3	2
676	же ты	3	2
677	с отцом	4	2
678	в конечном	2	2
679	в достаточной	3	2
680	и ты	2	2
681	на богатой	2	2
682	более чем	6	2
683	она кормит	2	2
684	общего с	2	2
685	среди которых	4	2
686	ли в	3	2
687	мешает ему	3	2
688	с женой	5	2
689	обстоятельство что	3	2
690	отца в	2	2
691	этому вопросу	2	2
692	которой мы	2	2
693	из самых	2	2
694	совпадают с	4	2
695	отца и	4	2
696	пути к	2	2
697	его а	2	2
698	своему хозяину	2	2
699	отказаться от	3	2
700	за пределами	3	2
701	жены и	2	2
702	то обстоятельство	3	2
703	требует от	4	2
704	на примере	2	2
705	не следует	2	2
706	сюжета в	2	2
707	входил в	2	2
708	как этот	2	2
709	брака и	2	2
710	еще больше	4	2
711	берет на	2	2
712	остается в	3	2
713	да не	2	2
714	до смерти	2	2
715	в развитии	3	2
716	что для	7	2
717	в жены	6	2
718	не остается	3	2
719	что вы	2	2
720	которым он	2	2
721	с полным	4	2
722	главную роль	2	2
723	он так	4	2
724	он меня	2	2
725	что с	4	2
726	и со	2	2
727	в город	2	2
728	человека который	3	2
729	по мнению	2	2
730	на свете	2	2
731	а о	2	2
732	остается только	2	2
733	а для	2	2
734	она была	2	2
735	тому назад	5	2
736	нет и	4	2
737	достаточной степени	3	2
738	в и	3	2
739	чем к	2	2
740	ни у	2	2
741	незадолго до	2	2
742	он дал	2	2
743	говорить о	6	2
744	чем же	2	2
745	он знает	4	2
746	не самым	2	2
