N	2gram	Bakhtin_Pr	Vvedenie
281	и с	9	2
282	произведения и	2	2
283	но это	6	2
284	выражение в	6	2
285	а между	2	2
286	он и	8	2
287	том или	2	2
288	тому как	3	2
289	себя в	3	2
290	несмотря на	7	2
291	жизни и	3	2
292	тем или	2	2
293	не было	5	2
294	нового типа	2	2
295	сам по	2	2
296	которая как	3	2
297	мы не	4	2
298	романов достоевского	8	2
299	именно на	3	2
300	все равно	2	2
301	должна быть	8	2
302	например в	5	2
303	этого слова	3	2
304	если же	7	2
305	из его	3	2
306	рядом с	19	2
307	по существу	6	2
308	на языке	2	2
309	отсюда и	3	2
310	мы уже	4	2
311	с помощью	2	2
312	быть и	2	2
313	этих случаях	2	2
314	но зато	2	2
