N	2gram	Propp_Isto	Psycholo
111	что эта	2	21
112	той же	2	21
113	она не	7	20
114	все эти	11	20
115	в то	5	20
116	это не	8	20
117	несмотря на	3	20
118	там где	11	20
119	мы имеем	22	20
120	другой стороны	10	20
121	на этом	5	20
122	мы должны	7	19
123	в ее	4	19
124	у него	7	19
125	в одном	2	19
126	что при	5	19
127	мы уже	6	19
128	перед нами	2	18
129	видим что	5	18
130	но в	7	18
131	что с	2	18
132	но не	8	18
133	в которой	4	18
134	с этой	4	18
135	есть не	2	18
136	и есть	3	18
137	одна из	6	17
138	из этих	5	17
139	но это	10	17
140	и о	2	17
141	время как	3	17
142	так и	9	16
143	та же	2	16
144	не имеет	4	16
145	тому как	2	16
146	говорит о	4	16
147	и к	3	16
148	и тем	7	16
149	из которых	7	16
150	же как	12	16
151	то это	8	16
152	к этому	5	16
153	формы и	3	16
154	в таком	2	16
155	и потому	2	15
156	мы знаем	12	15
157	как говорит	3	15
158	еще не	16	15
159	не могут	2	15
160	о которых	4	15
161	только на	2	15
162	в частности	9	15
163	в них	3	15
164	во всех	3	15
165	для него	2	15
166	с той	2	14
167	очевидно что	3	14
168	это только	2	14
169	должна быть	3	14
170	хотя бы	2	14
171	главным образом	2	14
172	по существу	2	14
173	с ним	9	14
174	это и	3	14
175	прежде всего	7	14
176	того как	8	14
177	показывает что	7	14
178	такой же	3	14
179	к которым	4	14
180	то время	3	14
181	или в	7	14
182	но он	2	14
183	как он	6	13
184	а с	2	13
185	этот вопрос	2	13
186	со стороны	6	13
187	когда она	2	13
188	и он	9	13
189	говорит он	2	13
190	знаем что	10	13
191	но если	2	12
192	того же	3	12
193	что этот	5	12
194	в нашей	2	12
195	в этих	7	12
196	их в	7	12
197	в свою	3	12
198	ничего не	4	12
199	не менее	6	12
200	и другие	5	12
201	этой точки	2	12
202	тогда когда	3	12
203	что не	3	12
204	и может	2	12
205	например в	11	12
206	и уже	2	12
207	об этом	6	12
208	что его	4	12
209	и с	8	12
210	как только	2	12
211	бы мы	4	11
212	он должен	2	11
213	и из	3	11
214	так например	3	11
215	и сейчас	3	11
216	подобно тому	2	11
217	утверждать что	2	11
218	ли это	2	11
219	о смерти	7	11
220	думать что	2	11
221	и других	5	11
222	его в	17	11
223	на все	2	11
224	мы видели	9	11
225	но мы	5	11
226	с его	3	11
227	есть в	2	11
228	на этот	2	11
229	уже в	4	11
230	не было	2	11
231	данном случае	2	10
232	от него	2	10
233	в тех	4	10
234	в другом	2	10
235	здесь мы	7	10
236	только тогда	4	10
237	это было	2	10
238	во всем	4	10
239	но как	2	10
240	в одной	5	10
241	и у	3	10
242	в данном	3	10
243	именно на	2	10
244	ее в	8	10
245	вопрос о	5	9
246	тем самым	2	9
247	оказывается что	2	9
248	в силу	7	9
249	ту же	2	9
250	и по	3	9
251	под влиянием	2	9
252	на него	10	9
253	и наконец	2	9
254	но все	8	9
255	должен быть	2	9
256	роль в	3	9
257	о чем	6	9
258	в виде	13	9
259	в него	5	9
260	точно так	3	9
261	что даже	2	9
262	можно сказать	2	9
263	из его	2	9
264	которые не	2	9
265	героя и	3	9
266	его и	2	9
267	по его	2	9
268	в нее	7	8
269	и таким	2	8
270	при анализе	2	8
271	большей частью	3	8
272	такое же	3	8
273	одно и	2	8
274	наряду с	7	8
275	себе и	2	8
276	и более	3	8
277	представление о	22	8
278	он может	4	8
279	том как	5	8
280	эти два	2	8
281	образом мы	3	8
282	о нем	3	8
283	с другом	2	8
284	он в	3	8
285	это значит	2	8
286	во время	12	8
287	относится к	3	8
288	из двух	2	8
289	уже давно	3	8
290	к нему	5	8
291	друг с	2	8
292	и вообще	3	8
293	будто бы	2	8
294	здесь совершенно	2	8
295	приходит к	3	7
296	он видит	4	7
297	не как	5	7
298	что здесь	9	7
299	от себя	2	7
300	для чего	2	7
301	одно из	3	7
302	от этого	6	7
303	они не	5	7
304	должны быть	2	7
305	связи с	10	7
306	ее не	3	7
307	только один	3	7
308	время в	2	7
309	за ним	4	7
310	все что	5	7
311	представляет собой	8	7
312	если он	2	7
313	же в	3	7
314	она в	2	7
315	а как	3	7
316	и заставляет	2	7
317	и при	3	7
318	а на	2	7
319	и действительно	6	7
320	в качестве	13	7
321	но при	2	7
322	к ним	2	7
323	и там	3	7
324	в особенности	6	7
325	в течение	2	7
326	к этой	3	7
327	на том	5	7
328	это то	2	7
329	с которым	3	7
330	находятся в	2	6
331	показывают что	8	6
332	к этим	3	6
333	отношение к	3	6
334	то мы	3	6
335	он же	2	6
336	людей и	2	6
337	тот кто	7	6
338	полагают что	2	6
339	его с	3	6
340	тем не	6	6
341	из него	3	6
342	в себя	3	6
343	на нее	3	6
344	что за	2	6
345	и затем	2	6
346	только после	3	6
347	не дает	2	6
348	даже в	4	6
349	не потому	5	6
350	или же	6	6
351	после этого	3	6
352	гораздо больше	2	6
353	так в	5	6
354	в русской	8	6
355	и вместе	3	6
356	он был	2	6
357	образом в	3	6
358	очень часто	4	6
359	значит что	2	6
360	всех этих	2	6
361	к ней	2	6
362	из нее	2	6
363	никто не	4	6
364	мы узнаем	2	6
365	что касается	2	6
366	что есть	2	6
367	ее на	2	6
368	уже не	14	6
369	к его	2	6
370	приводит к	2	6
371	это мы	3	6
372	одного из	3	5
373	еще и	2	5
374	видим в	2	5
375	не имеют	2	5
376	человека и	2	5
377	это означает	2	5
378	нас к	10	5
379	между ними	2	5
380	у них	2	5
381	на вопрос	3	5
382	но так	3	5
383	в других	4	5
384	можно показать	3	5
385	связь с	20	5
386	она и	2	5
387	и она	3	5
388	то чего	2	5
389	а затем	7	5
390	если в	4	5
391	то в	2	5
392	когда они	3	5
393	но даже	2	5
394	указывают на	2	5
395	не мог	3	5
396	видели что	2	5
397	социальной жизни	3	5
398	в другой	5	5
399	им в	2	5
400	том смысле	2	5
401	в очень	2	5
402	его к	3	5
403	его не	3	5
404	над ним	4	5
405	одна и	2	5
406	зависит от	4	5
407	представляют собой	6	5
408	человеком и	2	5
409	себя в	6	5
410	на одном	2	5
411	все другие	2	5
412	то или	2	5
413	человека в	5	5
414	и сам	2	5
415	силы и	2	5
416	за ней	2	5
417	он является	2	5
418	мы легко	2	5
419	чтобы он	3	5
420	и тогда	2	5
421	ее и	3	4
422	или от	2	4
423	должны были	3	4
424	также и	2	4
425	к своему	2	4
426	на место	2	4
427	видит что	3	4
428	не по	3	4
429	означает что	3	4
430	предположить что	3	4
431	однако в	2	4
432	ли он	2	4
433	в истории	7	4
434	дает нам	2	4
435	что от	3	4
436	без всяких	4	4
437	то здесь	4	4
438	как у	2	4
439	себе что	2	4
440	или как	3	4
441	после того	4	4
442	все еще	6	4
443	с собой	6	4
444	имеем в	2	4
445	из себя	4	4
446	это так	2	4
447	если не	4	4
448	что образ	2	4
449	находится в	2	4
450	или иное	2	4
451	это же	4	4
452	что когда	3	4
453	что герой	3	4
454	но для	4	4
455	на тех	2	4
456	по отношению	2	4
457	в это	3	4
458	по реке	2	4
459	но эта	2	4
460	чтобы вызвать	2	4
461	частный случай	3	4
462	в свете	5	4
463	борьбу с	2	4
464	один раз	2	4
465	не знаем	3	4
466	здесь не	3	4
467	с ними	4	4
468	вот почему	2	4
469	мы читаем	2	4
470	считает что	2	4
471	они дают	2	4
472	в связи	6	4
473	это еще	3	4
474	одной из	3	4
475	т е	27	4
476	с этими	3	4
477	с ней	2	4
478	такого же	2	4
479	мы опять	3	4
480	во сне	5	4
481	в пределах	5	4
482	а когда	2	4
483	перейти к	2	4
484	основана на	2	4
485	мог бы	2	4
486	в некоторых	6	4
487	и хотя	4	4
488	его на	5	3
489	одним из	4	3
490	состоит из	4	3
491	как можно	2	3
492	мы перейдем	2	3
493	они были	2	3
494	бросается в	2	3
495	в более	6	3
496	этот случай	7	3
497	между двумя	7	3
498	у древних	2	3
499	связаны с	3	3
500	смерти в	2	3
501	уже и	3	3
502	к каким	2	3
503	можно найти	4	3
504	а также	5	3
505	ним и	2	3
506	на котором	3	3
507	в наши	2	3
508	к себе	3	3
509	по которым	2	3
510	превращается в	10	3
511	мы рассмотрим	4	3
512	чаще всего	3	3
513	или на	3	3
514	то он	2	3
515	очень много	2	3
516	мы еще	2	3
517	при рассмотрении	2	3
518	только одна	3	3
519	еще в	2	3
520	в море	5	3
521	увидим ниже	4	3
522	которой он	2	3
523	животных и	2	3
524	меня в	4	3
525	мы и	3	3
526	перейдем к	3	3
527	как таковое	2	3
528	такого рода	2	3
529	даже не	2	3
530	героя в	11	3
531	в наше	2	3
532	связано с	7	3
533	здесь нет	3	3
534	в руки	3	3
535	один человек	2	3
536	животных в	2	3
537	и оно	2	3
538	на той	2	3
539	часто в	2	3
540	здесь же	2	3
541	на них	2	3
542	и др	6	3
543	этом случае	13	3
544	обращается к	2	3
545	здесь как	3	3
546	в которую	2	3
547	интересно что	6	3
548	с другими	4	3
549	к другой	2	3
550	в этот	2	3
551	в таких	3	3
552	него в	2	3
553	отношению к	2	3
554	не могло	2	3
555	имеем здесь	3	3
556	но уже	5	3
557	на нем	3	3
558	найти в	2	3
559	происходит не	2	3
560	это время	2	3
561	там же	2	3
562	знаем о	2	3
563	но когда	3	3
564	в форме	5	3
565	в книге	3	2
566	другими словами	4	2
567	в голове	2	2
568	это делается	6	2
569	а потом	3	2
570	это явление	4	2
571	должно было	3	2
572	с кем	2	2
573	на свою	2	2
574	на пути	2	2
575	и начал	2	2
576	случае мы	2	2
577	о двух	2	2
578	задний план	3	2
579	представления о	7	2
580	явление в	2	2
581	входящий в	2	2
582	рыбу и	2	2
583	нами и	2	2
584	наоборот в	2	2
585	на этой	5	2
586	этом он	2	2
587	только у	2	2
588	в мышлении	2	2
589	д мы	3	2
590	а если	2	2
591	только тем	2	2
592	к рассмотрению	2	2
593	он делает	2	2
594	но вместе	4	2
595	сюда же	3	2
596	на своих	2	2
597	это приводит	3	2
598	власть над	6	2
599	и целый	2	2
600	тех же	2	2
601	они сами	2	2
602	д все	2	2
603	попасть в	4	2
604	видели в	2	2
605	воды в	3	2
606	дает ему	6	2
607	не ясно	3	2
608	в воде	4	2
609	через реку	4	2
610	иначе мы	2	2
611	все люди	2	2
612	является и	4	2
613	с целью	2	2
614	когда человек	2	2
615	в городе	2	2
616	а через	2	2
617	за собой	5	2
618	есть уже	2	2
619	на которой	4	2
620	говорится что	4	2
621	же что	2	2
622	туда и	2	2
623	он на	2	2
624	приводят к	3	2
625	выходит из	2	2
626	а иногда	2	2
627	на задний	3	2
628	смерти и	3	2
629	он это	2	2
630	есть ли	2	2
631	случай из	2	2
632	оттого что	4	2
633	просто на	2	2
634	нет в	2	2
635	здесь уже	2	2
636	со своим	2	2
637	вошел в	2	2
638	не всегда	9	2
639	в свое	2	2
640	но то	2	2
641	можно привести	2	2
642	до этого	3	2
643	даже и	2	2
644	воды и	2	2
645	тела и	2	2
646	живет в	6	2
647	и герой	2	2
648	тех которые	2	2
649	это нужно	2	2
650	еще один	3	2
651	с этого	2	2
652	от них	2	2
653	ряд других	2	2
654	так много	2	2
655	его за	2	2
656	думают что	2	2
657	все его	2	2
658	его так	2	2
659	воду в	2	2
660	здесь он	2	2
661	их не	3	2
662	язык и	2	2
663	превращение в	3	2
664	с миром	2	2
665	друг друга	5	2
666	в немецкой	3	2
667	не говорит	2	2
668	это происходит	3	2
669	таким же	5	2
670	форму но	2	2
671	с животными	2	2
672	и сказал	2	2
673	и вновь	4	2
