N	2gram	Losev_Vesc	VLabPisa
172	одном и	2	2
173	на это	5	2
174	и потому	8	2
175	но то	4	2
176	к этим	2	2
177	еще и	11	2
178	с другими	8	2
179	только то	4	2
180	то это	5	2
181	о чем	2	2
182	одной стороны	3	2
183	крайней мере	10	2
184	можно было	6	2
185	чего бы	2	2
186	должно быть	8	2
187	что она	23	2
188	с а	4	2
189	даже не	8	2
190	и формы	2	2
191	отличается от	8	2
192	в другом	3	2
193	этом и	2	2
194	и даже	12	2
195	от того	7	2
196	и у	4	2
197	вообще и	5	2
198	только очень	2	2
199	конце концов	2	2
200	ее как	4	2
201	в особенности	3	2
202	и быть	2	2
203	в науке	3	2
204	у них	2	2
205	еще не	12	2
206	в которой	5	2
207	между собою	12	2
208	понимать как	2	2
209	по крайней	10	2
210	в чем	10	2
211	с одной	3	2
212	его от	2	2
213	заключается в	3	2
214	не с	8	2
215	и значит	5	2
216	в жизни	5	2
217	том чтобы	2	2
218	но не	9	2
219	и для	13	2
220	и этот	2	2
221	ни с	8	2
222	стороны и	2	2
223	также и	9	2
224	не менее	11	2
225	на него	3	2
226	только с	3	2
227	но в	8	2
228	каждой из	2	2
229	на то	9	2
230	ли это	9	2
231	что такое	20	2
232	не вполне	2	2
233	в своих	3	2
234	но к	2	2
235	себе и	2	2
236	в ней	14	2
237	в сфере	6	2
238	на вопрос	2	2
239	к его	2	2
240	из себя	6	2
241	но для	2	2
242	этой точки	3	2
243	между прочим	4	2
244	на этом	4	2
245	получает в	2	2
246	тогда когда	5	2
247	из которых	3	2
248	он и	2	2
249	значит что	32	2
250	не столько	2	2
251	что мы	17	2
252	с нею	19	2
253	только не	5	2
254	можно ли	7	2
255	по себе	22	2
256	вот это	3	2
257	всяком случае	2	2
258	действительность в	2	2
259	может не	4	2
260	а затем	2	2
261	же как	3	2
262	должны быть	6	2
263	он сам	2	2
264	говорить о	9	2
265	было в	3	2
266	собою и	5	2
267	и может	3	2
268	только о	2	2
269	е в	7	2
270	он не	4	2
271	и сам	3	2
272	должна быть	8	2
273	не быть	4	2
274	из основных	3	2
275	ту же	2	2
276	но с	2	2
277	на язык	3	2
278	хотя и	5	2
279	во всяком	4	2
