N	2gram	Vygotskiy_	Istorich
511	не могло	2	5
512	мы получим	2	5
513	что от	2	5
514	в нашей	5	5
515	отличается от	4	5
516	это делает	3	5
517	еще более	2	5
518	оно не	2	5
519	что между	2	5
520	в сторону	2	5
521	к своей	3	5
522	мы и	2	5
523	без всякого	3	5
524	во все	4	5
525	на все	2	5
526	нас не	2	5
527	и очень	5	5
528	и может	3	5
529	да и	4	5
530	он как	2	5
531	и мы	28	5
532	могла бы	4	5
533	которые не	2	5
534	в которое	2	5
535	в таком	4	5
536	нами в	2	5
537	в отличие	3	5
538	к этим	2	4
539	действия и	5	4
540	бы его	3	4
541	узнает что	2	4
542	нисколько не	3	4
543	и под	3	4
544	и во	2	4
545	и вообще	2	4
546	все время	44	4
547	впоследствии когда	2	4
548	себя за	2	4
549	все они	2	4
550	находятся в	4	4
551	столь же	3	4
552	себя и	3	4
553	чем в	3	4
554	заключить что	2	4
555	каждый из	2	4
556	одном из	2	4
557	и дает	3	4
558	эти три	3	4
559	мы нашли	3	4
560	чтобы герой	2	4
561	в результате	6	4
562	нельзя было	2	4
563	что касается	4	4
564	что есть	3	4
565	она все	2	4
566	сами по	2	4
567	в ту	2	4
568	если же	3	4
569	но его	2	4
570	которых он	3	4
571	не существует	3	4
572	как раз	19	4
573	перед ним	2	4
574	очевидно что	3	4
575	почти никогда	2	4
576	когда его	2	4
577	герой и	2	4
578	и пытается	2	4
579	он мог	3	4
580	и этот	2	4
581	могло бы	4	4
582	стороны он	4	4
583	что тот	2	4
584	по сравнению	4	4
585	этим он	3	4
586	в глаза	2	4
587	мысль о	5	4
588	все три	2	4
589	иметь в	3	4
590	нас в	2	4
591	вытекает из	2	4
592	в городе	2	4
593	и сейчас	5	4
594	с точки	5	4
595	в стороне	2	4
596	от нее	2	4
597	за то	3	4
598	что их	2	4
599	в действительности	2	4
600	в ответ	2	4
601	объяснит нам	2	4
602	не раз	2	4
603	один раз	2	4
604	с которой	2	4
605	когда в	2	4
606	дело в	4	4
607	на которых	2	4
608	и между	4	4
609	мы найдем	5	4
610	указывает что	7	4
611	по ходу	2	4
612	нами как	3	4
613	что весь	3	4
614	исходит из	5	4
615	в самом	18	4
616	знаем о	2	4
617	здесь дело	2	4
618	так чтобы	2	4
619	влечет за	2	4
620	бы что	2	4
621	быть не	2	4
622	что именно	7	4
623	мать и	2	3
624	как из	3	3
625	и поэтому	4	3
626	которого он	2	3
627	это как	2	3
628	противоречие с	2	3
629	от нас	2	3
630	мы перейдем	2	3
631	не могли	4	3
632	точка зрения	4	3
633	представить себе	2	3
634	сейчас же	16	3
635	при таком	4	3
636	сказал что	2	3
637	и та	5	3
638	нет ни	4	3
639	когда они	2	3
640	чтобы понять	3	3
641	идет речь	3	3
642	о них	2	3
643	мы могли	5	3
644	по смыслу	2	3
645	сравнению с	4	3
646	нам что	3	3
647	и заставляет	2	3
648	является в	2	3
649	казалось бы	11	3
650	несколько дней	2	3
651	была бы	4	3
652	одна и	2	3
653	и было	2	3
654	сейчас увидим	3	3
655	мы находим	2	3
656	совсем не	3	3
657	с теми	3	3
658	что даже	3	3
659	все то	6	3
660	оно в	2	3
661	в противоположность	3	3
662	должно быть	6	3
663	на одном	5	3
664	собой в	2	3
665	из нее	2	3
666	два типа	2	3
667	как они	3	3
668	нигде не	2	3
669	а другой	2	3
670	думает что	2	3
671	всякий раз	6	3
672	к самому	3	3
673	которую мы	2	3
674	к другому	2	3
675	совершенно естественно	2	3
676	умер и	2	3
677	тем же	3	3
678	из двух	3	3
679	из того	4	3
680	все те	3	3
681	или от	2	3
682	совершенно неожиданно	2	3
683	сделать это	3	3
684	и вне	2	3
685	этому поводу	4	3
686	при анализе	2	3
687	могли бы	6	3
688	исходя из	7	3
689	входят в	2	3
690	несомненно что	2	3
691	в последней	3	3
692	и другую	3	3
693	все равно	3	3
694	именно он	2	3
695	совершенно одинаково	3	3
696	с несомненностью	2	3
697	которые он	4	3
698	только не	5	3
699	внимание на	4	3
700	но еще	3	3
701	и именно	8	3
702	к таким	3	3
703	к его	2	3
704	оно есть	2	3
705	роль и	2	3
706	с двумя	3	3
707	едва ли	3	3
708	и каждый	2	3
709	и эту	3	3
710	его мнению	4	3
711	смысл этого	3	3
712	совершенно очевидно	6	3
713	останавливаться на	2	3
714	тем как	2	3
715	как нам	2	3
716	только он	2	3
717	и смысл	3	3
718	даже и	2	3
719	каждый день	2	3
720	и до	4	3
721	мнение что	2	3
722	что когда	2	3
723	показывает нам	2	3
724	и той	4	3
725	никому не	2	3
726	из этой	2	3
727	больше чем	3	3
728	бы на	2	3
729	есть та	2	3
730	само по	3	3
731	рассматривать как	3	3
732	где мы	3	3
733	тех пор	2	3
734	с которым	5	3
735	за этим	2	2
736	в каждом	2	2
737	поэтому совершенно	2	2
738	видим таким	2	2
739	друг от	2	2
740	совершается в	3	2
741	лицо и	2	2
742	материал для	2	2
743	стремление к	2	2
744	бы для	2	2
745	в полной	2	2
746	пребывает в	2	2
747	естественно что	2	2
748	своего апогея	2	2
749	значение и	2	2
750	почти все	3	2
751	в центре	2	2
752	к следующему	2	2
753	действующие лица	5	2
754	именно потому	4	2
755	мы всегда	2	2
756	материала и	6	2
757	чтобы заставить	2	2
758	и другими	2	2
759	для его	2	2
760	которые на	2	2
761	первый план	3	2
762	дело здесь	2	2
763	в нашем	3	2
764	событий в	2	2
765	с помощью	3	2
766	просто в	2	2
767	она на	2	2
768	совершенно правильно	3	2
769	наше внимание	2	2
770	что никакой	2	2
771	обе эти	2	2
772	со словами	2	2
773	быть это	2	2
774	сам себя	2	2
775	т п	5	2
776	одной и	4	2
777	согласиться с	2	2
778	сюжета и	2	2
779	из которой	2	2
780	это будет	2	2
781	в основу	6	2
782	и самый	2	2
783	в сущности	14	2
784	отсюда понятно	2	2
785	дают нам	2	2
786	возникает из	3	2
787	это нужно	2	2
788	это очень	2	2
789	как например	2	2
790	входящий в	2	2
791	и конечно	3	2
792	сама по	3	2
793	к другу	5	2
794	со всей	4	2
795	уяснить себе	2	2
796	остается при	2	2
797	жизнь и	2	2
798	в конечном	2	2
799	это совершенно	4	2
800	именно из	2	2
801	не из	2	2
802	так вот	2	2
803	показать как	7	2
804	формы которые	2	2
805	и можно	2	2
806	взгляд на	2	2
807	умирает и	2	2
808	и следовательно	3	2
809	должны признать	2	2
810	что дело	3	2
811	к другим	2	2
812	и таким	3	2
813	верно что	4	2
814	может и	2	2
815	однако мы	3	2
816	рыбу и	2	2
817	именно это	5	2
818	наконец он	2	2
819	мы хотим	4	2
820	обстоятельство что	2	2
821	с такой	5	2
822	из самых	3	2
823	совпадают с	2	2
824	одно и	3	2
825	мы имели	2	2
826	который он	3	2
827	спрашивается почему	2	2
828	отца и	2	2
829	бы показать	3	2
830	этой цели	3	2
831	нас от	2	2
832	такое понимание	2	2
833	бы нам	2	2
834	от друга	2	2
835	то обстоятельство	2	2
836	что король	2	2
837	и другим	2	2
838	мы с	3	2
839	полагает что	9	2
840	сам по	4	2
841	на примере	7	2
842	в состав	3	2
843	же обстоит	2	2
844	исходили из	3	2
845	которых мы	5	2
846	и нам	2	2
847	что для	6	2
848	есть нечто	3	2
849	на героя	2	2
850	и вся	4	2
851	и где	2	2
852	такого же	2	2
853	нет никакого	2	2
854	раз наоборот	2	2
855	нам как	2	2
856	то о	2	2
857	что с	8	2
858	это утверждение	2	2
859	следует понимать	2	2
860	что вообще	2	2
861	образом что	6	2
862	от этих	3	2
863	обратиться к	9	2
864	в сознании	2	2
865	он ставит	2	2
866	по мнению	6	2
867	все другие	3	2
868	говоря что	2	2
869	к делу	2	2
870	происходит так	2	2
871	от одного	2	2
872	думается что	4	2
873	на кладбище	2	2
874	нет и	2	2
875	не для	4	2
876	он знает	3	2
877	в большей	2	2
