N	2gram	Tiupa_Lite	Hudozhes
343	к жизни	2	2
344	воздействия на	2	2
345	и весьма	2	2
346	на этом	3	2
347	равной степени	2	2
348	русской литературе	7	2
349	слова и	6	2
350	мира в	4	2
351	адресата в	2	2
352	бы не	3	2
353	из этого	2	2
354	что и	3	2
355	деятельностью направленной	2	2
356	художественная деятельность	3	2
357	автор герой	3	2
358	ту или	2	2
359	эстетической деятельности	7	2
360	от своего	3	2
361	эстетическое переживание	2	2
362	в году	18	2
363	ни было	2	2
364	в равной	4	2
365	xix века	6	2
366	причастности к	5	2
367	одним из	8	2
368	не просто	2	2
369	художественную реальность	3	2
370	и читателем	3	2
371	к своему	2	2
372	более не	2	2
373	по мысли	2	2
374	нового времени	2	2
375	в формах	4	2
376	в случае	5	2
377	отношением художественности	2	2
378	никем не	2	2
379	а затем	3	2
380	самом деле	2	2
381	в финале	2	2
382	своего другого	6	2
383	в нашем	2	2
384	духовного общения	2	2
385	в этой	7	2
386	но только	3	2
387	а с	2	2
388	с ним	2	2
389	превращается в	2	2
390	который в	2	2
391	при котором	2	2
392	в какой	2	2
393	духовной жизни	4	2
394	без остатка	3	2
395	вовсе не	3	2
396	имеем дело	2	2
397	эстетической реальности	2	2
398	на основе	2	2
399	с читателем	2	2
400	у него	5	2
401	способ существования	2	2
402	не с	2	2
403	при всей	5	2
