N	2gram	Vinokur_Ku	Freidism
334	но так	2	2
335	и тем	7	2
336	никаких оснований	2	2
337	он должен	2	2
338	в их	3	2
339	только для	3	2
340	к своему	2	2
341	а именно	4	2
342	же из	2	2
343	для нас	6	2
344	которые можно	3	2
345	между собою	3	2
346	что значит	2	2
347	то она	2	2
348	этого процесса	2	2
349	доказать что	3	2
350	отличие от	3	2
351	в такой	2	2
352	с одной	3	2
353	должна быть	6	2
354	подойти к	3	2
355	а с	3	2
356	образом в	3	2
357	очень много	3	2
358	о нем	2	2
359	наука о	3	2
360	от этого	4	2
361	не имеет	6	2
362	относится к	3	2
363	вообще не	2	2
364	также и	7	2
365	не есть	4	2
366	с другой	14	2
367	речи и	8	2
368	постановка вопроса	2	2
369	и было	3	2
370	с большим	4	2
371	большую роль	2	2
372	социальной жизни	3	2
373	но все	5	2
374	во многом	2	2
375	то обстоятельство	15	2
376	одной стороны	2	2
377	что между	2	2
378	этом смысле	8	2
379	свое выражение	2	2
380	жизнь в	2	2
381	тогда когда	7	2
382	из которых	3	2
383	и их	2	2
384	но как	2	2
385	факты и	2	2
386	обстоятельство что	15	2
387	которых мы	2	2
388	смысл и	5	2
389	и значение	2	2
390	но если	2	2
391	то или	3	2
392	там где	7	2
393	же как	3	2
394	и уже	2	2
395	на более	3	2
396	что с	2	2
397	могли бы	4	2
398	в качестве	12	2
399	только о	3	2
400	не следует	6	2
401	это есть	2	2
402	в первом	3	2
403	отношения к	2	2
404	выходит за	2	2
405	рядом с	7	2
406	или иное	2	2
407	в нашей	4	2
408	будто бы	3	2
409	мы могли	2	2
410	ясно что	7	2
