N	2gram	Tiupa_Hudo	TeoriaLi
268	роль принадлежит	2	2
269	к своему	2	2
270	только на	6	2
271	и другие	5	2
272	или напротив	2	2
273	своей жизни	6	2
274	у него	13	2
275	самом деле	6	2
276	в рассказе	23	2
277	и состоит	4	2
278	может и	3	2
279	автора и	4	2
280	говорит в	2	2
281	на вопрос	2	2
282	вместе с	2	2
283	не могло	2	2
284	русской литературе	3	2
285	на фоне	5	2
286	в аспекте	5	2
287	способ существования	2	2
288	самим собою	2	2
289	одной из	5	2
290	к нему	2	2
291	художественности как	2	2
292	всей своей	2	2
293	и это	7	2
294	тому что	8	2
295	о том	21	2
296	в произведениях	2	2
297	моя жизнь	2	2
298	в самой	2	2
299	человеческого бытия	5	2
300	в анекдоте	5	2
301	или иную	2	2
302	о себе	3	2
303	героя как	2	2
304	к чужому	4	2
305	и на	6	2
306	вступает в	2	2
307	на себя	3	2
308	соответствии с	2	2
309	на этом	5	2
310	всякий раз	4	2
311	он и	2	2
312	один из	6	2
313	эстетической природы	3	2
314	его я	3	2
315	автором и	2	2
316	в них	3	2
317	по себе	3	2
318	тем в	2	2
319	речь идет	3	2
320	несмотря на	7	2
321	здесь не	2	2
322	в следующей	3	2
323	это своего	2	2
324	к жизни	6	2
325	что и	3	2
326	ту или	2	2
327	перед ним	2	2
328	духовной жизни	2	2
329	к числу	3	2
330	в последней	2	2
331	к другому	5	2
332	с ними	3	2
333	о его	2	2
334	то ни	2	2
335	себя и	4	2
336	все это	2	2
337	только о	2	2
338	что они	4	2
339	как будто	7	2
340	в первом	2	2
341	совершенно иной	2	2
342	человеческих отношений	7	2
343	жизни то	3	2
344	который в	2	2
345	этих двух	2	2
346	при котором	2	2
347	я не	8	2
348	на основе	2	2
349	в системе	2	2
