N	2gram	Losev_Prob	Mirosoze
173	для этого	9	5
174	еще не	12	5
175	как будто	11	5
176	сих пор	4	5
177	то он	3	5
178	когда он	2	5
179	до сих	4	5
180	той же	2	5
181	и тут	3	5
182	ее и	2	4
183	же есть	2	4
184	как о	6	4
185	иное как	6	4
186	не что	6	4
187	не знали	2	4
188	от того	2	4
189	конце концов	4	4
190	так что	21	4
191	может ли	2	4
192	что иное	6	4
193	есть в	6	4
194	в разных	4	4
195	а с	2	4
196	по своему	6	4
197	в чем	5	4
198	в него	2	4
199	по сравнению	3	4
200	только с	5	4
201	тому что	5	4
202	к этой	2	4
203	и тот	2	4
204	себе и	4	4
205	человеческой жизни	4	4
206	могут быть	2	4
207	для них	4	4
208	в начале	3	4
209	и до	3	4
210	все эти	14	4
211	и тогда	3	4
212	что они	8	4
213	в истории	4	4
214	себе в	5	4
215	никто не	5	4
216	и можно	3	4
217	значит что	13	4
218	сознания и	2	4
219	оно есть	2	4
220	с ней	5	4
221	и даже	21	4
222	и по	3	4
223	в свете	4	4
224	ни в	17	4
225	и только	10	4
226	все равно	6	4
227	особенно в	2	4
228	от всякого	3	4
229	мы не	15	4
230	нас в	5	4
231	от его	4	4
232	время как	6	4
233	ни с	5	4
234	мы еще	3	4
235	еще более	3	4
236	в эпоху	2	4
237	но на	2	4
238	есть также	2	4
239	в той	8	4
240	в своих	2	4
241	и что	9	4
242	то время	6	4
243	будто бы	7	4
244	идея и	6	4
245	были бы	5	3
246	этого необходимо	3	3
247	жизни не	2	3
248	и сама	4	3
249	о чем	4	3
250	и поэтому	3	3
251	для себя	6	3
252	является в	3	3
253	этот путь	2	3
254	одним из	2	3
255	и тем	16	3
256	но она	2	3
257	все же	10	3
258	идеи и	4	3
259	и будет	2	3
260	она может	2	3
261	одной и	2	3
262	л толстой	3	3
263	можно ли	8	3
264	человека это	2	3
265	мы должны	13	3
266	это уже	4	3
267	на том	3	3
268	что же	9	3
269	что всякий	14	3
270	даже и	33	3
271	в виду	20	3
272	что оно	4	3
273	всегда есть	6	3
274	же как	5	3
275	когда в	4	3
276	и когда	4	3
277	и самый	3	3
278	от всякой	3	3
279	это значит	12	3
280	эти слова	2	3
281	хотя и	9	3
282	литературы и	2	3
283	и то	17	3
284	а к	2	3
285	то это	13	3
286	и еще	2	3
287	к этому	2	3
288	конечно не	3	3
289	об этом	7	3
290	в значительной	2	3
291	и самого	2	3
292	то чтобы	2	3
293	но также	2	3
294	не значит	3	3
295	и той	2	3
296	но ведь	2	3
297	ничего кроме	2	3
298	говорят о	4	3
299	для нас	23	3
300	чем не	4	3
301	но этот	2	3
302	из него	2	3
303	в пределах	3	3
304	во всех	4	3
305	именно потому	3	3
306	на этот	4	3
307	в самых	3	3
308	выходит за	2	3
309	он может	2	3
310	не вполне	3	3
311	о себе	2	3
312	входит в	3	3
313	но для	3	3
314	жизни а	4	3
315	в одном	4	3
316	тому как	2	3
317	всяком случае	8	3
318	и всегда	2	3
319	но когда	3	3
320	сравнению с	3	3
321	и после	2	3
322	но с	2	3
323	и за	2	3
324	учение о	3	3
325	и всякий	5	3
326	не о	2	2
327	на самом	13	2
328	в каком	9	2
329	что их	2	2
330	или иной	20	2
331	и об	3	2
332	и слишком	3	2
333	не имеют	4	2
334	нисколько не	2	2
335	есть только	5	2
336	оказывается что	2	2
337	же о	4	2
338	который может	2	2
339	и каждый	2	2
340	ничего и	2	2
341	со своим	2	2
342	в чистом	4	2
343	бы его	2	2
344	а как	2	2
345	смысл но	2	2
346	такого рода	14	2
347	нас не	6	2
348	самом деле	6	2
349	а во	2	2
350	была бы	2	2
351	быть в	2	2
352	и личной	2	2
353	его от	3	2
354	о нем	2	2
355	будет уже	2	2
356	только потому	3	2
357	на которую	3	2
358	не менее	24	2
359	самостоятельное значение	8	2
360	того же	2	2
361	весь мир	2	2
362	тем самым	9	2
363	могли бы	6	2
364	к самому	3	2
365	своей собственной	3	2
366	разного рода	4	2
367	и без	9	2
368	и сам	6	2
369	человеческая жизнь	2	2
370	не столько	2	2
371	с которой	2	2
372	же не	2	2
373	образа и	4	2
374	когда она	2	2
375	то не	2	2
376	связи с	10	2
377	и ее	7	2
378	во время	3	2
379	во всей	3	2
380	этого слова	5	2
381	правда в	3	2
382	а мы	2	2
383	их в	2	2
384	относится к	4	2
385	самим собою	2	2
386	с которыми	2	2
387	не могли	2	2
388	есть то	5	2
389	что если	3	2
390	когда мы	24	2
391	бы он	2	2
392	то в	4	2
393	ведь не	3	2
394	себе а	3	2
395	происходит в	3	2
396	начала xx	3	2
397	бы быть	5	2
398	его как	3	2
399	с их	2	2
400	это было	4	2
401	в европу	2	2
402	себя но	2	2
403	и часто	2	2
404	которая не	3	2
405	если я	3	2
406	находятся в	5	2
407	и нужно	2	2
408	подобно тому	3	2
409	ее в	2	2
410	когда это	2	2
411	не будут	2	2
412	и о	8	2
413	ни к	3	2
414	но они	4	2
415	образа в	2	2
416	что без	3	2
417	и искусства	3	2
418	новых и	2	2
419	вообще не	5	2
420	с другой	14	2
421	оно всегда	3	2
422	что такое	4	2
423	иное чем	3	2
424	но к	2	2
425	в смысле	2	2
426	и своего	2	2
427	истории в	2	2
428	из себя	5	2
429	чего же	4	2
430	если не	7	2
431	и именно	2	2
432	том смысле	4	2
433	он и	3	2
434	что мы	12	2
435	по себе	36	2
436	и действительно	2	2
437	к какому	2	2
438	сам по	11	2
439	и уж	2	2
440	она в	2	2
441	и весь	2	2
442	но эта	4	2
443	своих героев	2	2
444	на свою	2	2
