N	2gram	Tiupa_Disk	Analitik
206	жизненной позиции	4	7
207	на его	4	7
208	в ее	4	7
209	все это	2	7
210	во всяком	3	7
211	в противоположность	6	7
212	по преимуществу	2	7
213	себя и	2	7
214	как будто	3	7
215	природе своей	6	7
216	героя и	2	7
217	и т.д	5	7
218	приводит к	4	7
219	в одном	5	7
220	всяком случае	2	7
221	внимание на	5	7
222	как мы	2	7
223	времени в	3	7
224	жизни но	2	7
225	в нашем	2	7
226	для всех	2	6
227	если в	2	6
228	что не	4	6
229	в силу	5	6
230	ли не	3	6
231	объекта и	3	6
232	не знает	4	6
233	в нем	16	6
234	белкина в	3	6
235	что на	3	6
236	очевидным образом	5	6
237	или в	2	6
238	жанровой стратегии	3	6
239	при всей	9	6
240	и состоит	2	6
241	и то	4	6
242	хотя бы	3	6
243	могла бы	2	6
244	из этих	3	6
245	в равной	3	6
246	его как	3	6
247	во всем	2	6
248	эстетической деятельности	3	6
249	одного и	5	6
250	более чем	3	6
251	вследствие этого	4	6
252	русской литературе	2	6
253	есть в	3	6
254	восходит к	4	6
255	однако при	2	6
256	на этом	3	6
257	из них	6	6
258	уже в	2	6
259	соответствии с	5	6
260	не более	3	6
261	текста а	3	6
262	не о	2	5
263	притчи о	6	5
264	и потому	3	5
265	не могут	2	5
266	не как	5	5
267	входит в	2	5
268	но как	2	5
269	одну из	2	5
270	жизни в	4	5
271	каждый из	2	5
272	для себя	6	5
273	проявляется в	2	5
274	на смену	3	5
275	самом деле	2	5
276	а с	8	5
277	может служить	2	5
278	говорит и	2	5
279	которая в	3	5
280	во втором	5	5
281	картина мира	7	5
282	в них	6	5
283	речь идет	2	5
284	исходя из	3	5
285	с той	3	5
286	и по	2	5
287	и до	2	5
288	все эти	2	5
289	мы не	2	5
290	на примере	3	5
291	того и	2	5
292	в притче	6	5
293	к числу	2	5
294	в первом	4	5
295	принадлежит к	3	5
296	этом случае	3	5
297	да и	2	5
298	к его	5	5
299	с их	3	5
300	одно из	4	5
301	к этому	4	5
302	по выражению	3	5
303	и он	2	5
304	бы быть	3	5
305	с ее	3	5
306	и адресата	3	5
307	мысль о	3	5
308	мира в	6	5
309	в особенности	5	5
310	в культуре	3	5
311	в этих	4	5
312	ведет к	6	5
313	тем что	4	5
314	эстетическая модальность	2	5
315	ни в	7	5
316	в котором	7	5
317	будто бы	3	5
318	еще в	6	5
319	высказывания в	7	5
320	нового времени	2	5
321	в противовес	4	5
322	в организации	2	5
323	в полном	2	4
324	в ситуации	4	4
325	и ее	5	4
326	в области	3	4
327	до известной	2	4
328	в каждом	2	4
329	эстетического субъекта	2	4
330	притчи и	3	4
331	отношение к	6	4
332	как к	2	4
333	силу своей	2	4
334	одним из	2	4
335	оказывается в	2	4
336	только на	2	4
337	жанровая стратегия	4	4
338	в действительности	3	4
339	о нем	3	4
340	и о	4	4
341	более того	2	4
342	и рецептивной	4	4
343	указывает на	2	4
344	или меньшей	2	4
345	и что	2	4
346	потому что	7	4
347	свидетельствует о	2	4
348	ему в	3	4
349	разного рода	2	4
350	в чем	2	4
351	художественного дискурса	5	4
352	не предполагает	4	4
353	что же	4	4
354	при встрече	2	4
355	здесь в	4	4
356	равной степени	2	4
357	и другого	2	4
358	и во	2	4
359	по мысли	9	4
360	известной степени	3	4
361	различного рода	3	4
362	из виду	4	4
363	сказать что	4	4
364	и от	2	4
365	по своему	3	4
366	на небесах	2	4
367	значительной степени	3	4
368	но при	3	4
369	с этим	3	4
370	но это	3	4
371	однако и	2	4
372	для данного	3	4
373	и представляет	2	4
374	в которой	2	4
375	в составе	5	4
376	представляют собой	2	4
377	о литературе	2	4
378	который не	2	4
379	отличается от	3	4
380	об этом	3	4
381	на него	2	4
382	не сводится	7	4
383	коммуникативным событием	4	4
384	человека в	6	4
385	сознания в	2	4
386	в значительной	3	4
387	чем и	2	4
388	не должно	2	4
389	не позволяет	2	4
390	в акте	3	4
391	строго говоря	3	4
392	в своих	6	4
393	жизни как	2	4
394	большей или	2	4
395	самого рассказывания	4	4
396	не было	9	4
397	высказывания и	3	4
398	или напротив	3	4
399	реальности и	2	4
400	или даже	2	4
401	по рассуждению	5	4
402	цикла в	2	4
403	это и	2	4
404	и есть	2	4
405	основе своей	4	4
406	участников коммуникативного	2	4
407	обнаруживает себя	2	4
408	вопрос о	2	3
409	субъекта объекта	2	3
410	ни о	2	3
411	человеческой жизни	2	3
412	идет о	2	3
413	текста не	2	3
414	в ряду	4	3
415	было сказано	2	3
416	в лирике	7	3
417	в виду	2	3
418	тут же	3	3
419	стороны адресата	2	3
420	героя в	6	3
421	из уст	2	3
422	к своему	2	3
423	претендует на	5	3
424	в момент	2	3
425	к анекдоту	2	3
426	всего в	2	3
427	я героя	2	3
428	неотделимо от	3	3
429	в лирическом	2	3
430	из барышни-крестьянки	3	3
431	рассказ о	3	3
432	и составляет	3	3
433	для своего	3	3
434	может и	4	3
435	речи и	2	3
436	повесть о	2	3
437	своей собственной	3	3
438	том числе	3	3
439	мира и	3	3
440	в ней	2	3
441	уже о	2	3
442	с позиций	5	3
443	по этой	2	3
444	не говоря	2	3
445	частной жизни	4	3
446	между собой	2	3
447	языка и	3	3
448	по бахтину	4	3
449	художественного письма	13	3
450	в тех	2	3
451	заключается в	3	3
452	связи с	4	3
453	коммуникативной ситуации	6	3
454	на языке	3	3
455	дискурса это	2	3
456	принципиально не	2	3
457	содержит в	3	3
458	например в	4	3
459	не от	2	3
460	жанровой традиции	2	3
461	дистанция между	2	3
462	х годов	2	3
463	адресата и	2	3
464	так сказать	3	3
465	этой причине	2	3
466	хотя в	3	3
467	дело в	3	3
468	должно быть	2	3
469	о котором	2	3
470	это было	2	3
471	а о	2	3
472	форма авторства	5	3
473	речи в	2	3
474	один голос	2	3
475	себя самого	2	3
476	и может	3	3
477	в становлении	3	3
478	тот или	2	3
479	и наконец	2	3
480	в жизни	2	3
481	в придании	2	3
482	с этой	2	3
483	себе не	4	3
484	в рассказе	6	3
485	ни к	11	3
486	и романа	2	3
487	за рамки	2	3
488	в какой	2	3
489	сами по	2	3
490	сказания или	5	3
491	они не	2	3
492	из наиболее	2	3
493	также и	6	3
494	уже было	2	3
495	поскольку в	2	3
496	поэтому в	2	3
497	когда он	3	3
498	повествователя в	2	3
499	оно не	2	3
500	и с	2	3
501	следует признать	3	3
502	к содержанию	3	3
503	на почве	3	3
504	другого в	2	3
505	жизни и	2	3
506	в литературоведении	2	3
507	он сам	2	3
508	служит для	2	3
509	пока еще	7	3
510	научного мышления	3	3
511	слова в	2	3
512	на роль	2	3
513	же самое	2	3
514	всякий раз	2	3
515	не к	3	3
516	и без	2	3
517	жанровая форма	5	2
518	к одному	2	2
519	в большинстве	3	2
520	жанр в	6	2
521	между которыми	2	2
522	своему происхождению	2	2
523	анекдота и	6	2
524	слова не	3	2
525	притча в	4	2
526	жанровая ситуация	2	2
527	в процессе	6	2
528	не имеют	2	2
529	в одной	4	2
530	формы целого	2	2
531	столь уж	2	2
532	дискурс в	3	2
533	для притчи	2	2
534	рамках которого	2	2
535	или из	2	2
536	героем притчи	2	2
537	как формы	2	2
538	к себе	2	2
539	и должно	2	2
540	ситуации рассказывания	5	2
541	упускать из	2	2
542	к которому	2	2
543	сам повествователь	2	2
544	и прежде	2	2
545	для художественного	2	2
546	ни чисто	2	2
547	притча и	3	2
548	жанровые стратегии	3	2
549	как показывает	2	2
550	события в	3	2
551	по сути	6	2
552	к чему	2	2
553	ни одно	2	2
554	одном из	2	2
555	в одно	2	2
556	к художественной	2	2
557	мире и	2	2
558	анекдота не	2	2
559	или менее	2	2
560	же касается	4	2
561	что ни	3	2
562	жанры как	3	2
563	так например	2	2
564	о событиях	3	2
565	картине мира	2	2
566	то она	2	2
567	но одновременно	4	2
568	не приходится	2	2
569	сказания и	5	2
570	или притчи	3	2
571	более или	2	2
572	в анекдоте	4	2
573	дистанции между	2	2
574	науке о	2	2
575	определяется не	2	2
576	произведение в	2	2
577	надо полагать	2	2
578	в готовом	2	2
579	не требует	3	2
580	текста к	2	2
581	или анекдота	3	2
582	о событии	2	2
583	сознания с	2	2
584	речевого замысла	2	2
585	речь пойдет	2	2
586	и др	3	2
587	ни столь	2	2
588	анекдота о	2	2
589	к их	2	2
590	что даже	2	2
591	своей природе	3	2
592	что с	2	2
593	как нечто	2	2
594	одновременно и	3	2
595	говоря уже	2	2
596	который по	3	2
597	реплики в	2	2
598	дискурса к	2	2
599	частности как	2	2
600	требует от	2	2
601	для обозначения	4	2
602	некоторого рода	2	2
603	событие самого	2	2
604	в литературу	3	2
605	речевой акт	3	2
606	ей в	2	2
607	но зато	2	2
608	одно и	2	2
609	не столь	2	2
610	рассуждению бахтина	2	2
611	он ничего	2	2
612	это еще	2	2
613	к другим	3	2
614	или не	2	2
615	по слову	4	2
616	но отнюдь	2	2
617	лирической поэзии	3	2
618	система ценностей	5	2
619	вследствие которого	2	2
620	подход к	4	2
621	жизненного поведения	2	2
622	исторической поэтики	3	2
623	внутренней мерой	3	2
624	не обязательно	4	2
625	ни для	4	2
626	время и	2	2
627	в чужой	2	2
628	дискурса в	3	2
629	бы это	2	2
630	ван дейк	3	2
631	литературного дискурса	4	2
632	только через	2	2
633	автора в	2	2
634	дискурса как	5	2
635	обращаясь к	2	2
636	герой анекдота	2	2
637	в специальном	3	2
638	субъекта в	2	2
639	имеет свою	3	2
640	к сообщаемому	2	2
641	сказание или	2	2
642	начале х	2	2
643	но они	3	2
644	героем анекдота	3	2
645	хоровое слово	2	2
646	речевого общения	13	2
647	и слушающих	2	2
648	текст и	2	2
649	на протяжении	2	2
650	по словам	4	2
651	мог быть	3	2
652	в дискурсе	2	2
653	адресата при	2	2
654	всей своей	2	2
655	частности в	2	2
656	предстает как	2	2
657	их в	2	2
658	к ним	3	2
659	зависит от	2	2
660	жизни не	2	2
661	и.п смирнов	3	2
662	и анекдот	2	2
663	истории в	2	2
664	ср из	2	2
665	поведения в	3	2
666	с фигурой	2	2
667	определенной жанровой	2	2
668	своей коммуникативной	4	2
669	сказания это	2	2
670	ближе к	2	2
671	тем кто	2	2
672	индивидуального речевого	2	2
673	слово анекдота	2	2
674	перед ним	2	2
675	к другому	3	2
676	то ли	2	2
677	лирического дискурса	11	2
678	лично для	2	2
679	в форме	2	2
680	как его	2	2
681	с позиции	3	2
682	не имея	2	2
683	в нарративном	4	2
684	притчи в	3	2
