N	2gram	Vinokur_Ku	Komedia
156	в которых	8	8
157	меньше всего	2	8
158	если не	4	8
159	не было	6	8
160	вопрос о	11	7
161	в первую	5	7
162	до конца	3	7
163	в себе	4	7
164	в другом	2	7
165	и у	3	7
166	мы знаем	3	7
167	себе в	3	7
168	и о	3	7
169	так или	3	7
170	но если	2	7
171	и это	3	7
172	в связи	4	7
173	что они	5	7
174	во всяком	8	7
175	если в	2	7
176	тех же	2	7
177	из этих	5	7
178	хотя бы	19	7
179	в результате	8	7
180	дело с	2	7
181	целый ряд	8	7
182	и вот	4	7
183	не является	2	7
184	в этих	5	7
185	не имеет	6	7
186	или иначе	4	7
187	отнюдь не	5	7
188	конце концов	3	7
189	для нас	6	7
190	всяком случае	8	7
191	даже в	4	6
192	в силу	16	6
193	не хочет	2	6
194	в виду	7	6
195	и тем	7	6
196	уже о	2	6
197	в области	15	6
198	всего в	2	6
199	не приходится	2	6
200	так в	2	6
201	не говоря	3	6
202	о которых	2	6
203	могут быть	5	6
204	что не	10	6
205	говоря уже	2	6
206	в сущности	11	6
207	до того	2	6
208	и он	4	6
209	на это	3	6
210	это было	2	6
211	тем не	10	6
212	и как	3	6
213	как правило	2	6
214	как будто	2	6
215	больше всего	3	6
216	в отличие	3	6
217	в какой	7	6
218	после того	3	6
219	на то	6	6
220	в своих	2	6
221	когда он	4	6
222	на этом	4	6
223	главным образом	3	6
224	с точки	16	6
225	или в	5	6
226	а не	17	6
227	не мог	2	6
228	никогда не	2	5
229	и если	4	5
230	что их	2	5
231	этом отношении	8	5
232	это не	13	5
233	том как	3	5
234	в каждом	3	5
235	одним из	2	5
236	в следующем	2	5
237	роль в	6	5
238	и мы	2	5
239	на долю	3	5
240	по существу	9	5
241	любви к	2	5
242	к ним	2	5
243	не так	2	5
244	и без	2	5
245	мы имеем	11	5
246	что на	2	5
247	в ее	2	5
248	в первом	3	5
249	в действительности	2	5
250	сказать что	5	5
251	представление о	3	5
252	и от	2	5
253	для этого	6	5
254	что это	11	5
255	любовь к	2	5
256	т д	21	5
257	чаще всего	2	5
258	к своему	2	5
259	от того	5	5
260	именно в	7	5
261	что я	4	5
262	приводит к	3	5
263	в это	3	5
264	а на	3	5
265	конечно не	3	5
266	той же	5	5
267	тем же	2	5
268	но он	2	5
269	с помощью	12	5
270	чем в	3	5
271	все более	2	4
272	которые в	2	4
273	нуждается в	5	4
274	i стр	3	4
275	в духе	3	4
276	не столько	2	4
277	за счет	2	4
278	к которому	3	4
279	не всегда	4	4
280	всякого рода	2	4
281	или менее	3	4
282	к сожалению	2	4
283	образом в	3	4
284	по сравнению	3	4
285	с полным	2	4
286	может служить	4	4
287	в более	2	4
288	и там	2	4
289	между ними	2	4
290	аналогии с	3	4
291	что же	11	4
292	же как	3	4
293	когда в	4	4
294	что с	2	4
295	не на	4	4
296	здесь мы	2	4
297	е в	3	4
298	например в	5	4
299	так называемых	3	4
300	в состоянии	2	4
301	ср также	5	4
302	одно из	3	4
303	чтобы в	2	4
304	меньше чем	2	4
305	то и	4	4
306	с их	3	4
307	я не	5	4
308	чуть ли	3	4
309	в греческой	2	4
310	был бы	4	4
311	и их	2	4
312	у нас	19	4
313	в пределах	8	4
314	следует что	6	4
315	том чтобы	9	4
316	не случайно	7	4
317	далеко не	2	4
318	а то	2	4
319	это слово	7	4
320	выражение в	4	4
321	с большим	4	4
322	что мы	6	4
323	в той	6	4
324	этой области	3	4
325	все равно	4	4
326	не следует	6	4
327	в себя	2	4
328	если мы	5	3
329	в соответствии	6	3
330	и потому	6	3
331	не могут	5	3
332	указывает на	2	3
333	всего лишь	3	3
334	действия и	2	3
335	нисколько не	6	3
336	мой взгляд	2	3
337	не раз	3	3
338	с той	2	3
339	не был	2	3
340	как к	2	3
341	за собой	2	3
342	должен быть	8	3
343	что именно	2	3
344	на все	3	3
345	казалось бы	5	3
346	том же	3	3
347	в устах	3	3
348	в году	3	3
349	своего времени	2	3
350	а с	3	3
351	видно что	2	3
352	мы в	3	3
353	бы на	4	3
354	на месте	2	3
355	от этого	4	3
356	для этой	2	3
357	к этой	3	3
358	ли в	3	3
359	они не	4	3
360	состоит в	4	3
361	на себе	10	3
362	к г	2	3
363	идет речь	3	3
364	как впрочем	2	3
365	обстоятельство что	15	3
366	ни одного	2	3
367	для них	2	3
368	еще одно	3	3
369	с ними	6	3
370	и когда	2	3
371	было в	2	3
372	также что	2	3
373	только как	3	3
374	мы видели	3	3
375	в рамках	5	3
376	могла бы	2	3
377	ли это	4	3
378	конечном счете	2	3
379	и уже	2	3
380	и вовсе	7	3
381	мы находим	2	3
382	является ли	2	3
383	так называемой	2	3
384	и мысли	2	3
385	только для	3	3
386	как о	2	3
387	на мой	2	3
388	совершенно не	4	3
389	и более	3	3
390	не с	4	3
391	раз на	2	3
392	отношения к	2	3
393	этой цели	2	3
394	более или	3	3
395	в самой	6	3
396	связанные с	3	3
397	будто бы	3	3
398	в большинстве	3	3
399	то обстоятельство	15	3
400	соответствии с	5	3
401	по себе	10	3
402	находится в	2	3
403	разумеется что	2	3
404	относится к	3	3
405	в таком	3	3
406	и есть	3	3
407	как на	4	3
408	в нашем	8	3
409	однако не	9	3
410	еще и	7	2
411	в каком	6	2
412	перед нами	4	2
413	к одному	2	2
414	тем самым	5	2
415	трудно было	2	2
416	очевидно что	4	2
417	как можно	2	2
418	не для	2	2
419	и следовательно	2	2
420	еще раз	2	2
421	сплошь да	3	2
422	не как	2	2
423	на правах	2	2
424	связанных с	2	2
425	в конечном	3	2
426	которых мы	2	2
427	никак не	5	2
428	на те	3	2
429	слово в	2	2
430	слов в	5	2
431	строится на	2	2
432	в свое	4	2
433	это только	5	2
434	от себя	3	2
435	доказывает что	2	2
436	не надо	4	2
437	и при	3	2
438	этого не	5	2
439	это как	2	2
440	чтобы дать	2	2
441	же из	2	2
442	в современном	3	2
443	возможность и	2	2
444	мере в	7	2
445	что даже	2	2
446	того что	11	2
447	о нем	2	2
448	только потому	13	2
449	что все	6	2
450	к вопросу	4	2
451	общего с	2	2
452	но еще	4	2
453	случаях когда	2	2
454	думаю что	4	2
455	в общем	4	2
456	гораздо более	6	2
457	была бы	5	2
458	жизнь в	2	2
459	предположить что	2	2
460	зависимости от	9	2
461	ту же	6	2
462	во втором	2	2
463	тех случаях	2	2
464	нам не	5	2
465	меня и	3	2
466	этой точки	4	2
467	большинстве случаев	3	2
468	же касается	4	2
469	в известном	2	2
470	точно так	4	2
471	и под	3	2
472	здесь не	5	2
473	да рядом	3	2
474	содержания и	2	2
475	в зависимости	7	2
476	все эти	17	2
477	это дает	2	2
478	этого рода	6	2
479	почти всегда	3	2
480	и может	3	2
481	п т	2	2
482	под влиянием	3	2
483	свидетельствуют о	2	2
484	должна быть	6	2
485	следовало бы	2	2
486	который по	2	2
487	что эти	4	2
488	этом случае	4	2
489	рядом с	7	2
490	для обозначения	2	2
491	бы и	6	2
492	именно поэтому	2	2
493	еще один	3	2
494	нет в	2	2
495	быть не	2	2
496	которую можно	2	2
497	как например	3	2
498	так мы	2	2
499	не знаю	2	2
500	но это	4	2
501	в собственном	2	2
502	однако и	2	2
503	не все	4	2
504	о котором	4	2
505	дело не	4	2
506	в которые	2	2
507	между прочим	4	2
508	же образом	2	2
509	как не	4	2
510	слова и	8	2
511	превращается в	4	2
512	слова с	2	2
513	понимать как	2	2
514	речь в	7	2
515	как только	2	2
516	указания на	3	2
517	такие случаи	2	2
518	наше время	3	2
519	для него	2	2
520	что только	2	2
521	почти целиком	2	2
522	иначе как	2	2
523	можно считать	2	2
524	из области	4	2
525	и является	4	2
526	этот вопрос	7	2
527	его к	5	2
528	то мы	4	2
529	ее в	2	2
530	в смысле	2	2
531	каждом из	2	2
532	указывает что	3	2
533	что между	2	2
534	этом смысле	8	2
535	уж не	2	2
536	к жизни	2	2
537	как об	2	2
538	даже для	2	2
539	в случае	2	2
540	в стороне	2	2
541	сводится к	3	2
542	на примере	3	2
543	после чего	2	2
544	и только	2	2
545	в форме	3	2
546	на фоне	3	2
547	же и	4	2
548	с такими	2	2
549	со словом	3	2
550	без всякого	2	2
