N	2gram	Voloshinov	RusskieA
229	между ними	3	2
230	останавливаться на	2	2
231	в частности	3	2
232	самом деле	5	2
233	подойти к	2	2
234	себе в	2	2
235	не так	3	2
236	в него	2	2
237	но мы	2	2
238	точка зрения	4	2
239	ту же	2	2
240	тех случаях	2	2
241	и без	4	2
242	в приведенных	2	2
243	ответ на	3	2
244	о своей	4	2
245	между двумя	2	2
246	мы видим	4	2
247	и когда	2	2
248	трав и	2	2
249	случаях когда	2	2
250	в дальнейшем	2	2
251	что эти	3	2
252	можно сказать	4	2
253	для него	3	2
254	относится к	2	2
255	с его	8	2
256	сказать что	3	2
257	все то	2	2
258	он не	2	2
259	когда мы	6	2
260	о происхождении	2	2
261	и он	2	2
262	в начале	3	2
263	ту или	4	2
264	в каждом	4	2
265	должно быть	2	2
266	с развитием	2	2
267	и даже	3	2
268	мы можем	7	2
269	целый ряд	3	2
270	которые с	2	2
271	как не	2	2
272	не будут	2	2
273	этом отношении	2	2
274	не является	5	2
275	ее с	2	2
276	совершенно не	3	2
277	наших целей	2	2
278	в пределах	2	2
279	в жизни	2	2
280	и так	6	2
281	и является	5	2
282	что такое	4	2
283	или иную	4	2
284	о них	2	2
285	из всего	2	2
286	но что	3	2
287	если он	3	2
288	их мы	2	2
289	равно как	2	2
290	для наших	3	2
291	друг другу	2	2
292	в нашем	5	2
293	но эта	2	2
