N	2gram	Vygotskiy_	EvropaiC
248	и ее	3	2
249	есть только	3	2
250	то время	8	2
251	что она	8	2
252	при таком	2	2
253	в другом	3	2
254	а это	2	2
255	свою очередь	3	2
256	но если	5	2
257	для себя	24	2
258	друг друга	9	2
259	зависимости от	6	2
260	всех остальных	2	2
261	этих двух	4	2
262	в виду	5	2
263	между отдельными	4	2
264	из двух	3	2
265	в частности	4	2
266	что они	11	2
267	на друга	2	2
268	точку зрения	4	2
269	такой же	4	2
270	одной и	5	2
271	по степени	2	2
272	никто не	2	2
273	не знает	3	2
274	и из	2	2
275	в высшей	3	2
276	эти последние	2	2
277	друг на	2	2
278	показывают что	2	2
279	том и	3	2
280	для него	6	2
281	мы видели	10	2
282	есть в	5	2
283	не имеет	6	2
284	но так	2	2
285	также и	2	2
286	что у	4	2
287	тому что	14	2
288	к нему	5	2
289	она не	7	2
290	на том	2	2
291	они не	2	2
292	в самой	3	2
293	гораздо более	4	2
294	в котором	6	2
295	их в	2	2
296	что развитие	6	2
297	и там	3	2
298	ту же	4	2
299	во втором	5	2
300	в своих	2	2
301	в свою	3	2
302	этот вопрос	2	2
303	к другу	4	2
304	что на	5	2
305	в которых	3	2
306	одной стороны	7	2
307	но для	2	2
308	стоят в	2	2
309	но на	3	2
310	на этом	4	2
311	исторического развития	3	2
312	между ними	8	2
313	отнюдь не	2	2
314	по этому	4	2
315	в них	3	2
316	только не	14	2
317	представить себе	5	2
318	можно ли	2	2
319	ко всему	2	2
320	что же	3	2
321	что оба	2	2
322	друг к	3	2
323	а затем	2	2
324	по тем	3	2
325	от нее	3	2
326	но вместе	2	2
327	во всяком	2	2
328	себя и	2	2
329	и особенно	2	2
330	и его	14	2
331	в сущности	16	2
332	и только	7	2
333	с ее	2	2
334	из одного	2	2
335	которой мы	2	2
336	во всей	3	2
337	заключает в	2	2
338	и весь	3	2
339	и более	2	2
340	что эти	3	2
341	этого слова	5	2
342	в себя	4	2
343	о которой	2	2
344	но с	4	2
345	той же	13	2
346	имеет место	4	2
347	я не	3	2
348	вовсе не	3	2
349	мы и	5	2
350	в основе	5	2
351	тем же	8	2
352	и состоит	3	2
