N	2gram	Bakhtin_fo	KulturaY
410	в собственно	2	2
411	не был	2	2
412	у них	4	2
413	есть и	4	2
414	того в	2	2
415	быть и	4	2
416	этих форм	5	2
417	в основном	12	2
418	он должен	2	2
419	друг от	2	2
420	к своему	2	2
421	здесь совершенно	2	2
422	как история	2	2
423	которой и	2	2
424	одной из	3	2
425	и др	13	2
426	в разных	6	2
427	роман в	6	2
428	особенности в	2	2
429	уже за	2	2
430	выход из	2	2
431	по природе	2	2
432	том числе	7	2
433	большую роль	4	2
434	форме и	2	2
435	далее в	3	2
436	как оно	2	2
437	не могла	2	2
438	и те	4	2
439	по этому	2	2
440	за счет	2	2
441	к другому	2	2
442	для них	3	2
443	здесь в	6	2
444	его от	3	2
445	жизни и	12	2
446	находится в	3	2
447	и до	7	2
448	и самый	3	2
449	с формами	2	2
450	было в	2	2
451	никто не	2	2
452	буквальном смысле	2	2
453	моменты в	2	2
454	строгом смысле	2	2
455	ее в	2	2
456	с этими	2	2
457	не столь	2	2
458	одна из	3	2
459	на которые	2	2
460	нет в	2	2
461	имеет в	2	2
462	но эти	4	2
463	оказывается что	2	2
464	с другими	3	2
465	можно только	2	2
466	в строгом	2	2
467	лежит в	2	2
468	другом месте	2	2
469	дело в	3	2
470	этот процесс	5	2
471	только к	3	2
472	это было	2	2
473	поэтому и	4	2
474	большое значение	3	2
475	имеет место	6	2
476	и тот	2	2
477	иной раз	2	2
478	природе своей	2	2
479	почти все	4	2
480	не является	4	2
481	понятно что	4	2
482	где он	2	2
483	к настоящему	2	2
484	но они	3	2
485	новый тип	2	2
486	время как	5	2
487	сами по	2	2
488	связан с	2	2
489	в жизни	6	2
490	в литературе	17	2
491	его жизни	11	2
492	и так	2	2
493	этот не	2	2
494	вообще не	4	2
495	подхода к	3	2
496	их не	2	2
497	бы совершенно	2	2
498	ни один	2	2
499	на почве	2	2
500	равно как	4	2
501	человек в	5	2
502	от друга	2	2
503	и вообще	3	2
504	здесь только	2	2
505	имеем в	3	2
506	во многом	2	2
507	значения в	2	2
508	а следовательно	4	2
509	где и	3	2
510	сказать в	2	2
511	и прежде	4	2
512	место и	3	2
513	правда в	2	2
514	смысле но	2	2
515	ее целом	2	2
516	разумеется что	2	2
517	не меняется	3	2
518	в быту	4	2
519	нашего анализа	2	2
520	что было	6	2
521	является не	2	2
522	всю эту	2	2
523	друг другу	4	2
524	в плоскости	2	2
525	сравнению с	3	2
526	во всем	3	2
527	дело здесь	2	2
528	совершенно иной	3	2
529	в себя	3	2
530	но оно	2	2
531	в совершенно	3	2
532	и идей	3	2
533	это время	8	2
534	момент в	2	2
535	все в	3	2
536	каждом из	2	2
537	часто и	3	2
