N	2gram	Propp_Isto	slovoVRo
143	а затем	6	5
144	мы не	3	5
145	и по	6	5
146	почти всегда	2	5
147	эти формы	2	5
148	в других	6	5
149	хотя и	4	5
150	особенно в	2	5
151	в данном	7	5
152	и при	2	5
153	по отношению	2	5
154	связанных с	4	5
155	его и	6	5
156	должна быть	2	5
157	и более	3	5
158	не с	2	5
159	они не	4	5
160	в дальнейшем	8	5
161	о том	4	5
162	той же	3	5
163	но он	8	5
164	вместе с	12	5
165	так же	16	4
166	его на	6	4
167	но как	2	4
168	образом в	2	4
169	и ее	3	4
170	а на	5	4
171	в другом	11	4
172	что и	17	4
173	в виду	2	4
174	что он	17	4
175	он должен	3	4
176	не всегда	7	4
177	в виде	2	4
178	в частности	6	4
179	связано с	4	4
180	того что	8	4
181	мы видели	18	4
182	до сих	7	4
183	но конечно	2	4
184	с другом	2	4
185	те же	2	4
186	где они	2	4
187	так в	8	4
188	в чем	4	4
189	же как	8	4
190	но это	5	4
191	дело не	3	4
192	мы найдем	2	4
193	и как	6	4
194	если бы	7	4
195	вообще не	2	4
196	с этой	3	4
197	и о	2	4
198	сих пор	7	4
199	к тому	9	4
200	друг с	2	4
201	они в	2	4
202	о себе	3	4
203	в другой	6	4
204	из них	7	4
205	и уже	2	4
206	из него	3	4
207	в некоторых	9	4
208	как только	2	4
209	именно на	2	4
210	в себя	3	4
211	по существу	3	4
212	данном случае	6	3
213	в нее	2	3
214	его от	3	3
215	но она	2	3
216	еще на	2	3
217	но эта	2	3
218	как это	5	3
219	на котором	2	3
220	в свете	6	3
221	только с	2	3
222	на том	3	3
223	его с	2	3
224	говорит и	2	3
225	между собой	2	3
226	на все	2	3
227	переходит в	4	3
228	было бы	5	3
229	этого слова	3	3
230	и они	4	3
231	и то	4	3
232	к этому	10	3
233	из этих	5	3
234	не все	7	3
235	другом случае	3	3
236	на него	4	3
237	два типа	2	3
238	во второй	2	3
239	тем что	8	3
240	в связи	5	3
241	и другие	6	3
242	такой же	3	3
243	здесь они	2	3
244	эта форма	3	3
245	не есть	3	3
246	в этой	7	3
247	или наоборот	2	3
248	на нем	4	3
249	потому что	8	3
250	все что	4	3
251	целый ряд	3	3
252	и это	5	3
253	с одним	2	3
254	связана с	4	3
255	и тем	2	3
256	на самом	2	2
257	в таких	3	2
258	во все	4	2
259	могло быть	3	2
260	она может	2	2
261	можно утверждать	2	2
262	есть только	4	2
263	к себе	3	2
264	на один	2	2
265	и у	6	2
266	одному из	2	2
267	связанное с	2	2
268	и есть	3	2
269	есть не	2	2
270	и эти	5	2
271	это и	4	2
272	ни одной	3	2
273	образом на	2	2
274	так что	8	2
275	и за	3	2
276	но по	4	2
277	то что	20	2
278	одного из	2	2
279	иногда даже	2	2
280	только не	2	2
281	или его	2	2
282	в сторону	3	2
283	связь с	12	2
284	которая в	2	2
285	в образе	2	2
286	не могла	3	2
287	же он	3	2
288	на них	2	2
289	из которого	3	2
290	что не	3	2
291	для них	3	2
292	и герой	3	2
293	вступить в	3	2
294	мы видим	15	2
295	действительность но	2	2
296	не один	2	2
297	что они	14	2
298	указать на	4	2
299	человеком и	2	2
300	на ту	2	2
301	того как	3	2
302	да и	2	2
303	очень часто	4	2
304	особого рода	3	2
305	время как	2	2
306	то и	7	2
307	утверждать что	2	2
308	независимо от	3	2
309	и что	6	2
310	героя или	2	2
311	вводится в	2	2
312	можно было	3	2
313	что она	8	2
314	их от	2	2
315	с ней	6	2
316	же в	6	2
317	но этот	3	2
318	между человеком	2	2
319	и той	2	2
320	об этом	8	2
321	в жизни	3	2
322	тем не	6	2
323	у нас	7	2
324	совершенно не	2	2
325	как у	2	2
326	а именно	8	2
327	в течение	6	2
328	к ней	4	2
329	но они	2	2
330	мы можем	10	2
331	не можем	2	2
332	в средние	2	2
333	за ним	4	2
334	в самых	3	2
335	на то	4	2
336	средние века	2	2
337	мы увидим	6	2
338	других случаях	2	2
339	в котором	5	2
340	из его	2	2
341	не исключают	2	2
342	вступает в	4	2
343	и становится	2	2
344	в начале	2	2
345	главным образом	3	2
346	и она	5	2
347	достаточно указать	3	2
348	он весь	2	2
349	и затем	2	2
350	то время	2	2
351	не просто	4	2
352	что как	2	2
353	и только	6	2
354	друг другу	2	2
355	к своей	4	2
356	однако не	2	2
357	этих случаях	14	2
