N	2gram	Vinokur_Vv	Marksizm
318	или как	3	3
319	ни к	2	3
320	на протяжении	2	3
321	не с	3	3
322	на нее	3	3
323	на этот	6	3
324	чтобы понять	4	3
325	в дальнейшем	2	3
326	также и	20	3
327	и история	4	3
328	со стороны	16	3
329	в своих	2	3
330	или иначе	4	3
331	в которых	6	3
332	из которых	3	3
333	здесь нет	4	3
334	однако не	4	3
335	учение о	2	3
336	говорить о	5	3
337	и есть	3	3
338	не следует	3	3
339	этих двух	2	3
340	того как	3	3
341	и других	3	3
342	в широком	7	2
343	с системой	2	2
344	эти области	4	2
345	так например	6	2
346	не совпадает	2	2
347	для нее	2	2
348	крайней мере	4	2
349	после этого	2	2
350	момента в	2	2
351	каждый из	2	2
352	иное как	6	2
353	всякий памятник	2	2
354	идет об	2	2
355	есть и	5	2
356	целое и	2	2
357	к выводу	7	2
358	от себя	3	2
359	в частности	3	2
360	а с	2	2
361	в прошлом	2	2
362	вопросу о	2	2
363	так или	4	2
364	искусство и	2	2
365	в общем	14	2
366	гораздо более	3	2
367	а только	8	2
368	широком смысле	8	2
369	а потому	5	2
370	пока не	2	2
371	культуры как	6	2
372	или ином	2	2
373	быть в	5	2
374	же касается	2	2
375	то о	2	2
376	том или	2	2
377	или вообще	5	2
378	совсем не	3	2
379	для них	2	2
380	в разных	7	2
381	же как	3	2
382	что с	3	2
383	заключается в	4	2
384	данном случае	5	2
385	на языке	2	2
386	отсюда и	2	2
387	например в	2	2
388	в содержании	2	2
389	когда мы	2	2
390	само по	4	2
391	можно только	2	2
392	в собственном	3	2
393	действительности в	2	2
394	к проблемам	2	2
395	к истории	6	2
396	сам же	2	2
397	сама по	3	2
398	но уже	2	2
399	не что	5	2
400	ее от	2	2
401	не просто	5	2
402	во второй	3	2
403	это делает	2	2
404	виде в	2	2
405	как о	4	2
406	только по	3	2
407	с этой	5	2
408	целом ряде	2	2
409	и другие	2	2
410	говорит он	2	2
411	в чем	4	2
412	сам от	2	2
413	по крайней	4	2
414	себе и	2	2
415	и всего	2	2
416	дело с	9	2
417	в г	5	2
418	и так	2	2
419	есть лишь	2	2
420	во всем	2	2
421	вообще не	3	2
422	язык и	3	2
423	зависит от	3	2
424	не вполне	4	2
425	этом смысле	11	2
426	а между	2	2
427	а именно	6	2
428	именно как	3	2
429	что мы	2	2
430	бы ее	2	2
431	имеет дело	5	2
432	отчет в	3	2
433	по его	2	2
434	находит себе	3	2
435	но с	5	2
436	собственном смысле	3	2
437	и именно	13	2
438	направление в	3	2
