N	2gram	Tiupa_Anal	Mirosoze
214	в противоположность	3	3
215	к этому	3	3
216	об этом	3	3
217	в значительной	3	3
218	и самого	7	3
219	в иной	2	3
220	мысль о	3	3
221	и той	2	3
222	я и	6	3
223	превращается в	3	3
224	от всех	2	3
225	все три	3	3
226	со всеми	2	3
227	в пределах	5	3
228	во всех	4	3
229	не с	3	3
230	на почве	3	3
231	о себе	4	3
232	входит в	4	3
233	приводит к	5	3
234	в одном	4	3
235	со своей	8	3
236	тому как	3	3
237	ближе к	2	3
238	всяком случае	6	3
239	роль в	5	3
240	но с	3	3
241	не о	2	2
242	к одному	2	2
243	или иной	9	2
244	в действительности	2	2
245	если в	3	2
246	ты не	2	2
247	ему и	2	2
248	со своим	2	2
249	в чистом	2	2
250	способность к	2	2
251	от своего	3	2
252	такого рода	11	2
253	и был	2	2
254	во многих	2	2
255	самом деле	2	2
256	но сам	2	2
257	своей жизни	2	2
258	к собственной	2	2
259	не менее	9	2
260	того же	7	2
261	тем самым	8	2
262	могли бы	2	2
263	по природе	3	2
264	к самому	2	2
265	и без	3	2
266	и сам	8	2
267	между ними	3	2
268	и ту	2	2
269	не столько	4	2
270	к жизни	5	2
271	о своей	2	2
272	связаны с	2	2
273	в сущности	5	2
274	и ее	3	2
275	во время	2	2
276	столь же	7	2
277	этого слова	3	2
278	до последнего	2	2
279	самим собою	3	2
280	о своих	3	2
281	в прошлом	2	2
282	когда мы	2	2
283	удивительно что	2	2
284	то в	4	2
285	на два	2	2
286	бы быть	2	2
287	его как	3	2
288	с их	3	2
289	это было	2	2
290	этом отношении	3	2
291	бы это	2	2
292	в глаза	2	2
293	природе своей	4	2
294	добрый и	2	2
295	от своей	2	2
296	подобно тому	4	2
297	ее в	2	2
298	ни к	3	2
299	но они	2	2
300	человека с	2	2
301	с другой	10	2
302	с новыми	3	2
303	истории в	2	2
304	во втором	4	2
305	жизни как	4	2
306	он и	4	2
307	что мы	2	2
308	по себе	6	2
309	ко всему	2	2
310	момент его	2	2
311	сам по	2	2
312	что во	2	2
313	но эта	2	2
314	на свою	3	2
