N	2gram	Trubetskoy	Dialekti
110	и ни	3	12
111	а в	5	12
112	с этим	2	12
113	и тогда	2	12
114	но не	4	12
115	не о	2	11
116	мы должны	7	11
117	нисколько не	2	11
118	от того	4	11
119	и тем	2	11
120	только на	2	11
121	в данном	7	11
122	из них	3	11
123	или в	3	11
124	к тому	7	10
125	в его	4	10
126	в меру	2	10
127	для того	6	10
128	себе и	4	10
129	и для	6	10
130	что для	3	10
131	если же	2	10
132	в их	4	10
133	в частности	2	10
134	можно ли	3	10
135	во всяком	9	10
136	в результате	2	10
137	как будто	2	10
138	во всем	4	10
139	и по	3	9
140	в этих	2	9
141	и более	2	9
142	в котором	2	9
143	или иной	5	9
144	и от	2	9
145	тому что	2	9
146	при этом	5	9
147	всех этих	3	9
148	мы можем	2	9
149	и на	5	9
150	на самом	6	8
151	от него	2	8
152	не будет	7	8
153	в этой	4	8
154	того или	2	8
155	ни от	2	8
156	при условии	3	8
157	но она	2	8
158	себя в	4	8
159	тем самым	2	7
160	в конце	3	7
161	из этих	3	7
162	он должен	5	7
163	и при	6	7
164	связи с	3	7
165	будет ли	2	7
166	тем что	3	7
167	все что	4	7
168	со стороны	4	7
169	точно так	2	7
170	в мире	4	7
171	даже если	2	7
172	но для	2	7
173	из которых	5	7
174	так чтобы	3	7
175	он сам	3	7
176	то ни	4	7
177	как на	8	7
178	отношения к	2	7
179	в другом	3	6
180	если только	2	6
181	на основании	2	6
182	с тем	6	6
183	более или	4	6
184	того чтобы	8	6
185	себя и	5	6
186	одна из	3	6
187	для этого	3	6
188	ни к	7	6
189	идет речь	4	6
190	друг другу	2	6
191	вместе с	4	6
192	его в	4	6
193	или менее	4	6
194	может только	3	6
195	по существу	5	6
196	себя как	2	6
197	можно было	4	6
198	во всех	5	6
199	о котором	3	6
200	для него	6	6
201	ее в	2	6
202	во что	3	6
203	всяком случае	6	6
204	может не	3	6
205	бы ни	2	6
206	но мы	3	5
207	были бы	2	5
208	точку зрения	4	5
209	речь идет	2	5
210	для нее	2	5
211	и во	3	5
212	если в	6	5
213	ли это	4	5
214	но даже	2	5
215	только к	3	5
216	и наконец	2	5
217	сих пор	5	5
218	их в	2	5
219	в своих	6	5
220	из этого	3	5
221	конце концов	3	5
222	говоря о	2	5
223	в области	2	5
224	что с	2	5
225	раз навсегда	2	5
226	в качестве	3	5
227	в течение	2	5
228	отношении к	2	5
229	их не	2	5
230	зависит от	2	5
231	до сих	5	5
232	данном случае	3	4
233	что бы	3	4
234	он будет	4	4
235	это только	2	4
236	а потому	5	4
237	представить себе	2	4
238	возможно лишь	4	4
239	но совершенно	2	4
240	только для	2	4
241	когда они	4	4
242	чтобы понять	2	4
243	если не	2	4
244	главным образом	3	4
245	чтобы она	2	4
246	к богу	7	4
247	помнить что	2	4
248	людей и	2	4
249	на себя	2	4
250	и вместе	2	4
251	с нею	3	4
252	в другое	4	4
253	бы то	4	4
254	вне всякой	2	4
255	у него	2	4
256	и должно	2	4
257	и является	2	4
258	к чему	2	4
259	не можем	2	4
260	друг друга	3	4
261	тому чтобы	4	3
262	для нас	2	3
263	могут не	2	3
264	а лишь	4	3
265	будет в	2	3
266	следовательно и	2	3
267	сделать это	2	3
268	а с	2	3
269	одной из	3	3
270	не так	2	3
271	и этот	3	3
272	и сейчас	3	3
273	и человек	2	3
274	место в	2	3
275	это учение	2	3
276	целый ряд	2	3
277	лишь в	3	3
278	все они	3	3
279	на почве	2	3
280	значило бы	2	3
281	сами эти	2	3
282	является не	2	3
283	о которых	3	3
284	указывает на	2	3
285	для всех	6	3
286	для себя	2	3
287	этого не	2	3
288	в корне	4	3
289	только с	2	3
290	к этой	4	3
291	во время	2	3
292	или иного	2	3
293	в сознании	3	3
294	церкви и	9	3
295	больше чем	2	3
296	на земле	4	3
297	культуры и	2	3
298	не к	2	3
299	знаем что	3	3
300	в некоторых	2	3
301	между тем	5	3
302	однако они	2	2
303	она может	3	2
304	бы его	2	2
305	факт что	2	2
306	сил и	3	2
307	друг от	2	2
308	любви к	2	2
309	лучшем случае	3	2
310	ни одна	3	2
311	не нужна	2	2
312	не должен	2	2
313	что только	2	2
314	понять что	2	2
315	от друга	2	2
316	этот вопрос	2	2
317	на такой	2	2
318	этой личности	2	2
319	в других	2	2
320	и состоит	2	2
321	ибо в	3	2
322	по самому	2	2
323	а во-вторых	2	2
324	проявляется в	2	2
325	свое учение	2	2
326	во многих	2	2
327	на том	3	2
328	от этой	2	2
329	с другом	14	2
330	в лучшем	3	2
331	ни стало	3	2
332	на это	2	2
333	в порядке	2	2
334	жизни в	5	2
335	что ничего	2	2
336	его и	2	2
337	друг с	14	2
338	а между	5	2
339	ко всем	3	2
340	именно на	2	2
341	последнее время	2	2
