N	2gram	Bakhtin_Pr	Myshleni
312	в лучшем	2	6
313	имеем дело	3	6
314	от него	3	5
315	слова но	3	5
316	и весь	2	5
317	все они	5	5
318	от всех	4	5
319	не дает	2	5
320	есть только	2	5
321	в область	3	5
322	в него	2	5
323	только его	3	5
324	к единству	5	5
325	содержания и	6	5
326	себя в	2	5
327	менее всего	3	5
328	анализа и	2	5
329	это отношение	2	5
330	в исследованиях	3	5
331	другими словами	2	5
332	может иметь	5	5
333	более того	4	5
334	какой мере	2	5
335	связь и	2	5
336	как такового	3	5
337	действительности но	2	5
338	только как	6	5
339	в форме	4	5
340	кроме того	3	5
341	но которые	2	4
342	моментом в	3	4
343	а как	3	4
344	только при	2	4
345	цели и	2	4
346	отнесенности и	2	4
347	в дальнейшем	3	4
348	рядом с	5	4
349	стороны слова	2	4
350	но совершенно	2	4
351	отношения и	2	4
352	в работах	2	4
353	его не	2	4
354	в применении	3	4
355	бы то	3	4
356	ни было	3	4
357	не к	6	4
358	она может	3	4
359	для нее	8	4
360	формы и	5	4
361	себя и	3	4
362	входят в	3	4
363	того или	2	4
364	является конечно	2	4
365	и эта	2	4
366	или как	3	4
367	с совершенно	2	4
368	не путем	2	4
369	выше в	2	4
370	имеет дело	9	4
371	и становится	7	4
372	направленной на	4	4
373	и вся	2	4
374	тем как	5	4
375	в корне	2	4
376	была бы	2	4
377	известной степени	4	4
378	смысле мы	2	4
379	здесь не	4	4
380	следовательно не	2	4
381	не было	2	4
382	языка в	3	4
383	в некоторых	2	4
384	конечно не	5	4
385	не входит	10	3
386	случае мы	2	3
387	к своему	2	3
388	материал и	2	3
389	в новый	2	3
390	для лингвистики	2	3
391	рабочая гипотеза	2	3
392	можем говорить	2	3
393	и иной	3	3
394	почти совершенно	3	3
395	представлять себе	4	3
396	со словами	2	3
397	дело идет	2	3
398	форме и	2	3
399	и должны	2	3
400	словом но	2	3
401	себя как	5	3
402	языка но	2	3
403	степени и	2	3
404	а к	2	3
405	делает возможным	2	3
406	как нечто	3	3
407	иным путем	2	3
408	на фоне	3	3
409	может и	4	3
410	от ее	2	3
411	без всякой	2	3
412	применении к	3	3
413	язык в	2	3
414	далеко не	5	3
415	от них	2	3
416	нашем примере	2	3
417	и именно	2	3
418	оно было	2	3
419	ли мы	3	3
420	да и	3	3
421	к личности	2	3
422	или иного	2	3
423	для понимания	2	3
424	то ни	3	3
425	бы не	2	3
426	и пр	2	3
427	с предметом	2	3
428	в большинстве	5	3
429	о значении	4	3
430	же время	3	3
431	целом в	2	3
432	не больше	3	2
433	познания но	2	2
434	большинстве случаев	5	2
435	но здесь	3	2
436	ни одна	2	2
437	сторона слова	3	2
438	и завершается	2	2
439	себе не	2	2
440	можно сделать	2	2
441	за его	3	2
442	как явление	2	2
443	ни к	2	2
444	можно говорить	2	2
445	в таких	2	2
446	относится и	2	2
447	не всегда	6	2
448	же самом	2	2
449	она только	2	2
450	значение но	2	2
451	и конец	2	2
452	мир в	2	2
453	войти в	2	2
454	в словесном	2	2
455	все то	3	2
456	особенно в	2	2
457	себя все	2	2
458	вследствие этого	3	2
459	не следует	2	2
460	лишь как	4	2
461	в мире	3	2
462	особенно часто	3	2
463	зрения самого	2	2
464	их и	2	2
465	а ее	2	2
466	перестает быть	4	2
467	художественное произведение	8	2
468	я должен	2	2
469	двух миров	2	2
470	следует что	2	2
471	бы просто	2	2
472	логику и	2	2
473	отнесено к	2	2
474	и т	14	2
475	от общей	3	2
476	но зато	2	2
477	дает нам	2	2
478	можно только	6	2
479	его как	3	2
480	с самим	2	2
481	всех своих	2	2
482	всех его	4	2
483	здесь нет	2	2
484	и отдельных	2	2
485	не более	2	2
486	от чисто	2	2
487	и определяет	2	2
488	к себе	2	2
489	не во	2	2
490	в единстве	12	2
491	только она	2	2
492	к предметному	2	2
493	здесь же	2	2
494	на них	3	2
495	момент и	2	2
496	их значения	2	2
497	но она	2	2
498	не нужно	5	2
499	движения и	2	2
500	в м	6	2
501	и должно	3	2
502	содержание в	7	2
503	совершенно невозможно	3	2
