N	2gram	Propp_Isto	Vladivir
225	мы не	10	6
226	и из	2	6
227	не с	2	6
228	в жизни	2	6
229	или иначе	2	6
230	которых он	2	6
231	видно что	7	6
232	главным образом	3	6
233	по его	2	6
234	в очень	3	5
235	начиная с	2	5
236	но она	2	5
237	но мы	3	5
238	вопрос о	6	5
239	друг друга	2	5
240	и тем	4	5
241	в их	4	5
242	в частности	3	5
243	эти три	3	5
244	она не	3	5
245	он в	4	5
246	этого не	2	5
247	не содержит	2	5
248	один из	7	5
249	и до	2	5
250	что они	5	5
251	во время	7	5
252	в области	3	5
253	и больше	3	5
254	сводится к	3	5
255	ее в	3	5
256	он как	3	5
257	мы имеем	27	5
258	во всех	8	5
259	и часто	2	5
260	со своим	4	5
261	где он	3	5
262	что я	2	5
263	и так	2	5
264	далеко не	3	5
265	что у	6	5
266	им в	2	5
267	не вполне	5	5
268	из них	2	5
269	со своей	2	5
270	говорит о	2	5
271	и только	4	5
272	как на	3	5
273	без всякого	2	5
274	в каких	2	5
275	все дело	2	4
276	перед нами	4	4
277	всех этих	6	4
278	тем самым	3	4
279	не могут	3	4
280	для нее	2	4
281	в тех	8	4
282	вплоть до	2	4
283	но для	3	4
284	не будем	2	4
285	оказывается что	3	4
286	ясно что	2	4
287	наряду с	2	4
288	и вместе	3	4
289	и других	2	4
290	как у	2	4
291	у них	3	4
292	после этого	8	4
293	одной из	4	4
294	нам кажется	5	4
295	и т	29	4
296	он говорит	4	4
297	в более	3	4
298	этом же	2	4
299	так в	10	4
300	одной стороны	12	4
301	но тут	2	4
302	не имел	2	4
303	него и	5	4
304	больше чем	2	4
305	что иное	2	4
306	представление о	9	4
307	кажется что	7	4
308	когда мы	2	4
309	тех же	2	4
310	и эта	5	4
311	независимо от	3	4
312	с ней	4	4
313	не все	4	4
314	не так	4	4
315	которые не	2	4
316	мы можем	11	4
317	т д	25	4
318	себе в	3	4
319	отца и	2	4
320	мы увидим	6	4
321	в особенности	2	4
322	и другие	10	4
323	об этой	2	4
324	с одной	12	4
325	это конечно	2	4
326	и более	2	4
327	можно найти	3	4
328	том чтобы	3	4
329	их в	3	4
330	знаем что	5	4
331	заметим что	2	4
332	и стал	4	4
333	в египте	13	4
334	но с	2	4
335	по своим	3	4
336	знаю что	3	4
337	прочим и	2	3
338	бы с	2	3
339	в книге	5	3
340	в первую	8	3
341	возможно что	4	3
342	которые в	3	3
343	не имеют	3	3
344	от него	6	3
345	и ее	6	3
346	вот в	2	3
347	и через	2	3
348	я его	3	3
349	в другом	2	3
350	в силу	2	3
351	но эта	2	3
352	от своего	2	3
353	и при	2	3
354	мы здесь	3	3
355	с семьей	3	3
356	и такие	3	3
357	на вопрос	5	3
358	здесь нет	4	3
359	его не	4	3
360	на котором	3	3
361	так например	5	3
362	это обстоятельство	2	3
363	к которой	2	3
364	его к	2	3
365	связи со	3	3
366	с того	5	3
367	а если	3	3
368	что не	3	3
369	если это	2	3
370	и она	3	3
371	здесь же	3	3
372	не говорится	3	3
373	и др	4	3
374	ли он	5	3
375	отметить что	2	3
376	же как	6	3
377	находится в	2	3
378	когда в	3	3
379	не будут	2	3
380	нет ни	2	3
381	сам он	3	3
382	все еще	2	3
383	мы хотели	2	3
384	он стал	2	3
385	того как	5	3
386	некоторое время	2	3
387	очень часто	3	3
388	раз он	2	3
389	самого себя	2	3
390	во многих	2	3
391	три года	2	3
392	с ними	2	3
393	ее на	5	3
394	не знаю	3	3
395	в свои	3	3
396	в литературе	2	3
397	это в	3	3
398	больше и	3	3
399	дело не	5	3
400	отличается от	4	3
401	хотели бы	2	3
402	очень много	2	3
403	на земле	6	3
404	себе не	2	3
405	вот и	2	3
406	не могло	2	3
407	и хотя	3	3
408	что по	2	3
409	думать что	3	3
410	что такое	2	3
411	в состоянии	4	3
412	все что	4	3
413	оно не	2	3
414	в которых	2	3
415	а по	2	3
416	меня и	2	3
417	и действительно	4	3
418	от нее	2	3
419	он на	3	3
420	только о	2	3
421	как будто	4	3
422	за это	2	2
423	дать ему	2	2
424	в действительности	2	2
425	мы пока	2	2
426	утверждать что	3	2
427	том как	3	2
428	тот кто	5	2
429	приходит к	4	2
430	в ответ	3	2
431	что вы	2	2
432	одна из	7	2
433	к себе	4	2
434	не могу	2	2
435	он дает	3	2
436	что из	4	2
437	не по	2	2
438	превратилась в	3	2
439	он будет	2	2
440	и начал	2	2
441	вытекает и	2	2
442	не всегда	6	2
443	в одно	2	2
444	на ту	2	2
445	возвращается в	2	2
446	но по	2	2
447	знает что	2	2
448	что ни	2	2
449	же мы	6	2
450	если он	5	2
451	не находит	2	2
452	стороны и	4	2
453	но так	4	2
454	могло быть	2	2
455	дальше и	2	2
456	на том	10	2
457	они не	4	2
458	но оно	3	2
459	и третий	2	2
460	мира и	2	2
461	он прошел	3	2
462	ответ на	6	2
463	и те	2	2
464	однако в	2	2
465	же не	2	2
466	можно ли	2	2
467	незадолго до	2	2
468	в ее	3	2
469	видно по	2	2
470	но вместе	2	2
471	о ней	2	2
472	то не	5	2
473	ответить на	2	2
474	почти всегда	6	2
475	должна быть	3	2
476	например в	6	2
477	что эти	4	2
478	этом случае	4	2
479	этом мы	2	2
480	к отцу	2	2
481	в основе	2	2
482	стоит на	3	2
483	еще один	3	2
484	если в	3	2
485	приведем еще	2	2
486	если они	4	2
487	но эти	3	2
488	его как	2	2
489	некоторые черты	2	2
490	при изучении	2	2
491	от этого	2	2
492	этом и	2	2
493	и тот	3	2
494	дело с	2	2
495	за ним	3	2
496	и сл	2	2
497	известно что	3	2
498	та же	5	2
499	где оно	2	2
500	в религиозных	2	2
501	она в	4	2
502	во сне	2	2
503	на эти	2	2
504	сих пор	5	2
505	после того	6	2
506	и пр	2	2
507	не знал	2	2
508	отсюда видно	6	2
509	но тем	2	2
510	своего отца	4	2
511	этим самым	3	2
512	ему все	2	2
513	он же	2	2
514	здесь можно	6	2
515	из которых	3	2
516	в русской	8	2
517	уже знаем	5	2
518	это он	2	2
519	стороны не	2	2
520	в другой	3	2
521	должны быть	4	2
522	тогда когда	3	2
523	не можем	3	2
524	здесь и	3	2
525	только после	3	2
526	представлений о	4	2
527	что во	2	2
528	в некоторых	2	2
529	даже после	2	2
530	уже видели	3	2
531	и после	2	2
532	меня в	2	2
533	относится к	2	2
534	все в	2	2
535	представлением о	2	2
536	до сих	4	2
