N	2gram	Vygotskiy_	Morfolog
182	животных и	2	3
183	и по	3	3
184	и его	10	3
185	только в	8	3
186	в сущности	13	3
187	в ином	2	3
188	и есть	2	3
189	и только	2	3
190	что эти	3	3
191	в этой	13	3
192	и другим	2	3
193	мы будем	2	3
194	с его	7	3
195	данном случае	5	2
196	в каком	3	2
197	нашей работы	8	2
198	мы постараемся	2	2
199	как например	2	2
200	в данном	5	2
201	в наши	2	2
202	действия и	4	2
203	из этих	6	2
204	одной стороны	15	2
205	бы в	5	2
206	ответ на	4	2
207	к себе	2	2
208	в другом	7	2
209	и даже	5	2
210	с двумя	2	2
211	как такового	2	2
212	что она	6	2
213	и таким	2	2
214	к другу	3	2
215	играют в	2	2
216	что именно	3	2
217	превращается в	3	2
218	этом отношении	6	2
219	на составные	2	2
220	лишь после	3	2
221	в частности	8	2
222	только для	6	2
223	ничем не	3	2
224	ход и	3	2
225	с логической	2	2
226	относятся к	2	2
227	это положение	5	2
228	на вопрос	6	2
229	в чем	5	2
230	с одной	14	2
231	или другой	2	2
232	а с	8	2
233	в научной	2	2
234	и более	6	2
235	вопрос не	2	2
236	не с	2	2
237	увидим что	2	2
238	одной из	4	2
239	на этот	7	2
240	с тем	8	2
241	вытекает из	3	2
242	в самых	4	2
243	к вопросу	4	2
244	не имеет	5	2
245	вопросу о	2	2
246	она не	3	2
247	он может	2	2
248	их в	6	2
249	могли бы	10	2
250	но с	3	2
251	в своих	6	2
252	ту же	3	2
253	тех случаях	2	2
254	в другую	2	2
255	в которых	6	2
256	не входит	2	2
257	как таковой	2	2
258	вопрос в	2	2
259	с другими	5	2
260	как таковая	2	2
261	для нас	4	2
262	в основу	3	2
263	что мы	9	2
264	что же	3	2
265	точно так	2	2
266	что этот	2	2
267	в одной	3	2
268	всяком случае	5	2
269	как они	2	2
270	должны будем	2	2
271	может не	4	2
272	друг к	2	2
273	должны быть	2	2
274	иначе чем	2	2
275	когда в	2	2
276	что эта	7	2
277	за ней	2	2
278	другой вопрос	2	2
279	все это	9	2
280	в основе	9	2
281	у него	2	2
282	так называемых	2	2
283	уже видели	2	2
284	можно сказать	6	2
285	в совершенно	5	2
286	который в	7	2
287	для него	5	2
288	в одном	5	2
289	во всяком	6	2
290	без всякого	2	2
291	чем это	3	2
292	тем и	3	2
293	того как	6	2
