N	2gram	Propp_Morf	formyVre
144	в которых	2	6
145	в различных	2	6
146	в совершенно	2	6
147	он должен	3	5
148	ничем не	2	5
149	они не	3	5
150	с другими	2	5
151	но здесь	2	5
152	здесь же	3	5
153	там где	5	5
154	не на	2	5
155	что они	5	5
156	в этой	3	5
157	хотя бы	5	5
158	мы имеем	19	5
159	об этом	5	5
160	тем что	4	5
161	с этой	3	5
162	чаще всего	11	5
163	но они	2	5
164	на дороге	2	5
165	не имеет	2	5
166	далеко не	5	5
167	вообще не	2	5
168	он может	2	5
169	или в	6	5
170	и только	3	5
171	мы будем	3	5
172	перед нами	14	4
173	мы должны	3	4
174	от него	2	4
175	в одной	2	4
176	по отношению	7	4
177	в другом	2	4
178	друг друга	3	4
179	и при	3	4
180	что он	5	4
181	на друга	2	4
182	в один	3	4
183	к вопросу	2	4
184	вопросу о	2	4
185	в чем	2	4
186	другой стороны	5	4
187	и вне	3	4
188	на его	5	4
189	совсем не	3	4
190	а затем	10	4
191	быть и	2	4
192	в данном	2	4
193	в глаза	2	4
194	только что	3	4
195	в последнем	3	4
196	у нас	3	4
197	по всему	3	4
198	друг на	2	4
199	или на	3	4
200	и более	2	4
201	прежде чем	5	4
202	этом случае	10	4
203	в своих	2	4
204	с большой	2	4
205	момент в	2	4
206	несмотря на	4	4
207	всяком случае	2	4
208	это и	3	4
209	в нашем	6	4
210	чем в	2	4
211	вопрос о	10	3
212	ее по	3	3
213	но мы	3	3
214	том как	2	3
215	очень важный	2	3
216	в тех	8	3
217	а на	3	3
218	не будем	5	3
219	герой в	2	3
220	форма в	3	3
221	или с	3	3
222	как это	7	3
223	то они	2	3
224	в другую	2	3
225	углом зрения	2	3
226	и дает	2	3
227	как уже	3	3
228	тому что	5	3
229	она не	2	3
230	но оно	2	3
231	это уже	3	3
232	вступают в	3	3
233	не входит	2	3
234	но это	6	3
235	сюда же	5	3
236	на этом	4	3
237	и затем	5	3
238	здесь только	2	3
239	очень часто	6	3
240	одна из	5	3
241	если они	2	3
242	бы в	2	3
243	это было	3	3
244	к ней	3	3
245	в данной	2	3
246	в таких	3	3
247	и здесь	7	3
248	целый ряд	3	3
249	к другу	2	3
250	мы увидим	10	3
251	нет но	2	3
252	его и	2	3
253	ни к	2	3
254	по своему	2	3
255	друг за	2	3
256	можно сказать	2	3
257	другой пример	2	3
258	если мы	6	3
259	за другом	2	3
260	главным образом	5	3
261	что мы	2	3
262	в море	5	3
263	друг к	2	3
264	к другому	2	3
265	дается в	2	3
266	и есть	3	3
267	в плоскости	3	3
268	без всякого	2	3
269	тем же	2	3
270	играют в	2	2
271	данном случае	2	2
272	в каком	2	2
273	в очень	2	2
274	действия и	2	2
275	основные элементы	2	2
276	если в	7	2
277	а потом	2	2
278	всего это	3	2
279	царя и	2	2
280	который может	3	2
281	героя в	5	2
282	а вовсе	2	2
283	начинается с	5	2
284	самом деле	4	2
285	от других	2	2
286	значит что	4	2
287	за которым	2	2
288	по этим	2	2
289	к нему	3	2
290	особое место	2	2
291	они и	5	2
292	во втором	7	2
293	до наших	2	2
294	но как	3	2
295	как таковые	4	2
296	под углом	2	2
297	можно назвать	3	2
298	о его	4	2
299	и пр	45	2
300	на котором	4	2
301	никто не	4	2
302	сам он	3	2
303	даже не	3	2
304	должны быть	2	2
305	как то	2	2
306	этот момент	5	2
307	все действие	2	2
308	этого момента	3	2
309	или не	3	2
310	то в	3	2
311	и тогда	3	2
312	собой в	2	2
313	появляется в	2	2
314	себя в	2	2
315	животных и	3	2
316	также в	2	2
317	и тот	2	2
318	как их	2	2
319	обычно в	2	2
320	как они	2	2
321	по функциям	3	2
322	герой и	4	2
323	основные формы	4	2
324	для нас	2	2
325	нами в	4	2
326	между собою	2	2
327	к месту	3	2
328	в отдельных	3	2
329	но если	10	2
330	в поступках	2	2
331	должна быть	2	2
332	из членов	3	2
333	эта форма	14	2
334	эти формы	2	2
335	с собой	3	2
336	этот вопрос	4	2
337	но для	3	2
338	как таковой	2	2
339	не существует	3	2
340	и этим	7	2
341	лишь на	2	2
342	говорить о	4	2
343	они даны	2	2
344	если же	5	2
345	он действует	2	2
346	ясно что	5	2
