N	2gram	Bakhtin_Pr	Psycholo
115	у него	5	19
116	в одном	4	19
117	мы уже	9	19
118	на самом	2	18
119	перед нами	17	18
120	но в	12	18
121	но не	9	18
122	в которой	2	18
123	можно было	2	18
124	зависимости от	3	18
125	в виду	3	17
126	одна из	9	17
127	во всяком	2	17
128	у нас	2	17
129	из этих	3	17
130	но это	7	17
131	и о	3	17
132	мы все	2	17
133	так и	9	16
134	самого начала	5	16
135	говорит о	2	16
136	и к	13	16
137	и тем	4	16
138	из которых	2	16
139	то это	4	16
140	к этому	5	16
141	формы и	3	16
142	с самого	4	16
143	в таком	3	16
144	и потому	6	15
145	могли бы	2	15
146	в зависимости	3	15
147	еще не	10	15
148	не могут	4	15
149	далеко не	4	15
150	этого рассказа	2	15
151	о которых	2	15
152	что именно	2	15
153	только на	3	15
154	в них	4	15
155	во всех	15	15
156	в результате	2	15
157	и так	4	15
158	что на	2	14
159	не то	3	14
160	хотя бы	6	14
161	главным образом	3	14
162	по существу	7	14
163	с ним	3	14
164	прежде всего	20	14
165	в области	6	14
166	того как	4	14
167	и той	4	14
168	бы в	2	14
169	в жизни	14	14
170	или в	7	14
171	этих двух	5	14
172	но он	3	14
173	как он	4	13
174	могло бы	3	13
175	не могли	2	13
176	именно в	3	13
177	этот вопрос	3	13
178	и он	5	13
179	в той	2	13
180	но если	4	12
181	того же	5	12
182	в этих	8	12
183	в рассказе	2	12
184	в самой	2	12
185	их в	3	12
186	может служить	2	12
187	ничего не	8	12
188	не менее	4	12
189	и другие	14	12
190	и до	6	12
191	например в	8	12
192	я не	6	12
193	и уже	2	12
194	об этом	3	12
195	и с	10	12
196	образом и	3	11
197	и поэтому	2	11
198	и из	3	11
199	так например	2	11
200	и заключается	2	11
201	этого слова	3	11
202	по сравнению	6	11
203	сравнению с	6	11
204	и других	12	11
205	его в	4	11
206	у шекспира	2	11
207	на все	4	11
208	мы видели	2	11
209	с его	4	11
210	есть в	7	11
211	раз в	2	11
212	уже в	3	11
213	не было	5	11
214	конечно не	11	11
215	от него	3	10
216	в тех	2	10
217	здесь мы	3	10
218	это было	3	10
219	отличается от	2	10
220	и их	6	10
221	во всем	5	10
222	но как	2	10
223	в одной	4	10
224	и у	8	10
225	в их	7	10
226	нам кажется	4	10
227	и между	5	10
228	должно быть	4	10
229	именно на	2	10
230	ее в	4	10
231	и от	4	10
232	мы в	2	10
233	тому же	3	10
234	тем самым	2	9
235	и ее	8	9
236	который не	2	9
237	ту же	2	9
238	на его	4	9
239	и по	5	9
240	мы найдем	4	9
241	на него	2	9
242	каждого из	2	9
243	и наконец	4	9
244	и другой	4	9
245	если же	5	9
246	мы говорили	2	9
247	мы будем	3	9
248	о чем	2	9
249	по своему	6	9
250	в него	4	9
251	так сказать	8	9
252	можно сказать	12	9
253	которые не	2	9
254	с ее	3	9
255	героя и	3	9
256	в самых	2	9
257	не к	3	9
258	в процессе	4	8
259	смысле этого	3	8
260	и во	6	8
261	которой мы	3	8
262	кажется что	3	8
263	и тот	4	8
264	наряду с	6	8
265	себе и	2	8
266	и более	3	8
267	в сознании	2	8
268	в собственном	3	8
269	представление о	3	8
270	он может	2	8
271	эти два	3	8
272	бы и	3	8
273	о нем	2	8
274	в произведении	3	8
275	в общем	2	8
276	с другом	6	8
277	он в	2	8
278	место в	3	8
279	и конечно	2	8
280	к нему	3	8
281	жизнь и	3	8
282	друг с	6	8
283	и вообще	3	8
284	этом смысле	5	8
285	не как	5	7
286	шекспира и	2	7
287	они не	5	7
288	для всех	2	7
289	к самому	5	7
290	здесь в	11	7
291	должны быть	2	7
292	еще раз	6	7
293	время в	2	7
294	дело в	3	7
295	себя и	3	7
296	которые мы	3	7
297	а как	4	7
298	во все	5	7
299	и при	2	7
300	а на	2	7
301	дело и	2	7
302	и действительно	3	7
303	но при	2	7
304	к ним	5	7
305	мысли и	2	7
306	и которая	2	7
307	в особенности	2	7
308	времени и	4	7
309	со всеми	8	7
310	к этой	3	7
311	слова в	3	7
312	к жизни	2	7
313	в каждом	5	7
314	в отношении	3	6
315	в плане	3	6
316	отношение к	14	6
317	еще более	6	6
318	людей и	6	6
319	а только	2	6
320	и без	4	6
321	за пределы	7	6
322	того и	3	6
323	из самых	3	6
324	этот рассказ	2	6
325	слова и	5	6
326	вот что	2	6
327	его с	2	6
328	тем не	2	6
329	в себя	8	6
330	от всех	2	6
331	рядом с	2	6
332	или менее	3	6
333	не дает	3	6
334	даже в	3	6
335	которые в	3	6
336	и вся	4	6
337	ничем не	3	6
338	для понимания	3	6
339	только с	3	6
340	смысле слова	2	6
341	и другого	2	6
342	почти всегда	6	6
343	совершается в	2	6
344	образом в	2	6
345	да и	3	6
346	очень часто	4	6
347	событий и	2	6
348	всех этих	2	6
349	к ней	3	6
350	сама по	2	6
351	и которые	2	6
352	что касается	2	6
353	более или	3	6
354	что я	2	6
355	уже не	5	6
356	к его	2	6
357	говорить о	2	6
358	еще и	4	5
359	все более	2	5
360	к одному	2	5
361	в область	2	5
362	человека и	10	5
363	и всегда	2	5
364	все равно	6	5
365	между ними	14	5
366	в один	3	5
367	знает что	2	5
368	в других	2	5
369	связь с	4	5
370	и она	2	5
371	а затем	5	5
372	для ее	3	5
373	одновременно и	5	5
374	значение и	2	5
375	если в	2	5
376	не должна	2	5
377	и самый	6	5
378	а я	3	5
379	это очень	5	5
380	все они	2	5
381	но они	5	5
382	видели что	2	5
383	не знает	8	5
384	чем в	2	5
385	в очень	2	5
386	этой области	2	5
387	это все	2	5
388	в романе	9	5
389	именно как	3	5
390	к действительности	3	5
391	мы находим	8	5
392	во всей	5	5
393	и еще	2	5
394	хотя и	10	5
395	конечно в	2	5
396	но она	3	5
397	он как	2	5
398	в словах	2	5
399	человека в	6	5
400	нет ни	2	5
401	силы и	2	5
402	он является	2	5
403	нет и	3	5
404	в творчестве	8	5
405	в смысле	2	5
406	в эту	3	5
407	собственном смысле	3	5
408	вплоть до	5	4
409	к другим	4	4
410	и формы	2	4
411	также и	5	4
412	к своему	4	4
413	форм и	2	4
414	всех других	2	4
415	никак нельзя	2	4
416	почти не	2	4
417	и под	4	4
418	в истории	4	4
419	из одного	2	4
420	но вся	2	4
421	которую он	3	4
422	автор не	2	4
423	значение в	4	4
424	если оно	3	4
425	как у	5	4
426	обе эти	3	4
427	сюжета и	2	4
428	остановимся на	5	4
429	его жизни	2	4
430	все еще	3	4
431	строго говоря	2	4
432	имеем в	3	4
433	мы говорим	2	4
434	уже говорили	3	4
435	но к	4	4
436	и никогда	2	4
437	если только	3	4
438	с помощью	4	4
439	но для	2	4
440	по отношению	6	4
441	но эта	2	4
442	может стать	4	4
443	его жизнь	2	4
444	к области	2	4
445	рассказ и	3	4
446	на самой	4	4
447	рассказ в	3	4
448	себя как	2	4
449	здесь не	5	4
450	вступить в	2	4
451	с ними	2	4
452	и смерти	3	4
453	в связи	2	4
454	в первой	2	4
455	другую сторону	2	4
456	литературы и	4	4
457	все остальные	2	4
458	это еще	2	4
459	одной из	6	4
460	что та	2	4
461	с ней	4	4
462	значение имеет	2	4
463	человек и	2	4
464	в несколько	2	4
465	во сне	7	4
466	отношении к	2	4
467	в пределах	8	4
468	при всем	3	4
469	на кладбище	3	4
470	в мире	8	4
471	или наоборот	3	4
472	а между	3	4
473	перейти к	2	4
474	не могу	3	4
475	можно назвать	2	4
476	в некоторых	7	4
477	же время	8	4
478	в слове	2	4
479	не о	2	3
480	но автор	2	3
481	имеет и	2	3
482	но ведь	3	3
483	одним из	6	3
484	этого произведения	3	3
485	и тут	2	3
486	друг от	2	3
487	тот и	2	3
488	значение для	5	3
489	зрения и	2	3
490	в более	5	3
491	же не	2	3
492	не была	2	3
493	в большей	5	3
494	этом не	2	3
495	между двумя	4	3
496	по одному	2	3
497	связаны с	3	3
498	в центре	4	3
499	очень хорошо	3	3
500	жизни а	2	3
501	именно поэтому	2	3
502	а также	4	3
503	мы слышим	4	3
504	его как	3	3
505	всего этого	4	3
506	нем нет	3	3
507	мы считаем	2	3
508	только они	2	3
509	к себе	8	3
510	этого романа	3	3
511	кроме того	6	3
512	по своим	2	3
513	превращается в	5	3
514	в заключение	4	3
515	быть только	2	3
516	или на	3	3
517	мы еще	4	3
518	от друга	2	3
519	личности и	2	3
520	из своей	3	3
521	со своей	2	3
522	а у	2	3
523	и жизнь	2	3
524	но с	2	3
525	все в	3	3
526	мы и	4	3
527	и прежде	6	3
528	для построения	2	3
529	героя в	2	3
530	слово в	5	3
531	здесь на	3	3
532	мы старались	3	3
533	и характер	2	3
534	здесь нет	2	3
535	в разных	4	3
536	действие в	3	3
537	ко всем	2	3
538	речи и	3	3
539	жизнь в	4	3
540	нет ничего	3	3
541	в сюжете	3	3
542	на ее	2	3
543	на них	2	3
544	и др	18	3
545	тем более	2	3
546	на язык	4	3
547	здесь как	3	3
548	он сам	5	3
549	в последних	2	3
550	с другими	6	3
551	к самой	2	3
552	и самое	2	3
553	связана с	3	3
554	на земле	14	3
555	отношению к	5	3
556	это конечно	3	3
557	но уже	2	3
558	романа в	2	3
559	быть и	2	3
560	он и	2	3
561	в форме	6	3
562	на основе	4	3
563	для этой	2	2
564	находим в	3	2
565	жанра и	3	2
566	и мысли	4	2
567	на время	2	2
568	или к	2	2
569	жизни в	4	2
570	что уже	2	2
571	следовательно и	2	2
572	но именно	4	2
573	они должны	3	2
574	своей жизни	3	2
575	в какой-то	5	2
576	представления о	3	2
577	и ту	2	2
578	в структуре	4	2
579	рассказ о	2	2
580	в повести	3	2
581	на этой	2	2
582	мысли о	3	2
583	это положение	2	2
584	даже к	2	2
585	слова то	2	2
586	для них	2	2
587	показать в	2	2
588	до наших	3	2
589	отметить что	3	2
590	своей природе	4	2
591	других людей	2	2
592	во многих	2	2
593	и времени	2	2
594	тон и	2	2
595	широкое и	2	2
596	и показать	2	2
597	которую они	2	2
598	автора в	2	2
599	почти в	2	2
600	но во	2	2
601	вовсе нет	2	2
602	в условиях	7	2
603	между собою	2	2
604	существенное значение	3	2
605	по крайней	2	2
606	уже на	4	2
607	это была	2	2
608	или иных	2	2
609	на которой	2	2
610	жизни как	4	2
611	и глубоко	2	2
612	этом романе	2	2
613	романа и	4	2
614	вся жизнь	4	2
615	это был	2	2
616	и жизни	3	2
617	выходит из	2	2
618	даже прямо	2	2
619	от которых	2	2
620	или иной	2	2
621	возможности и	3	2
622	есть с	2	2
623	смерти и	4	2
624	она подчинена	2	2
625	что мне	2	2
626	одному и	2	2
627	крайней мере	2	2
628	ни у	3	2
629	по своей	12	2
630	не был	3	2
631	и могут	2	2
632	и т.д	5	2
633	для других	2	2
634	его творчество	2	2
635	ведь это	2	2
636	поведение и	2	2
637	не всегда	3	2
638	в свое	4	2
639	норм и	3	2
640	направленных на	3	2
641	это последнее	2	2
642	они и	3	2
643	при всех	2	2
644	любовь к	4	2
645	на грани	2	2
646	построено на	2	2
647	даже и	3	2
648	которого оно	2	2
649	мне не	2	2
650	и самые	2	2
651	тело и	2	2
652	между этими	2	2
653	всегда и	3	2
654	живет в	3	2
655	идеи и	5	2
656	наконец в	3	2
657	и некоторые	2	2
658	при изображении	2	2
659	смысле и	3	2
660	той или	2	2
661	мы сказали	4	2
662	тех или	2	2
663	не за	3	2
664	там и	2	2
665	от них	2	2
666	ума и	2	2
667	в начале	2	2
668	что могло	2	2
669	на свете	2	2
670	поэтому и	4	2
671	из своих	3	2
672	обычно в	3	2
673	строй и	2	2
674	в самое	3	2
675	и одновременно	6	2
676	все его	3	2
677	мы конечно	2	2
678	они все	2	2
679	о себе	2	2
680	является предметом	2	2
681	герой и	3	2
682	о влиянии	2	2
683	а для	2	2
684	ведет к	3	2
685	самой своей	2	2
686	на протяжении	5	2
687	в литературе	8	2
688	и событий	3	2
689	для правильного	3	2
690	жизни не	2	2
691	время и	3	2
692	есть от	2	2
693	в европейской	2	2
694	друг друга	7	2
695	что было	2	2
696	а следовательно	2	2
