N	2gram	Bakhtin_Pr	Komedia
160	и это	5	7
161	и во	2	7
162	что они	3	7
163	во всяком	5	7
164	бы то	3	7
165	х годов	2	7
166	из этих	2	7
167	хотя бы	5	7
168	в результате	6	7
169	и вот	4	7
170	не является	2	7
171	ни было	4	7
172	в этих	5	7
173	не имеет	2	7
174	конце концов	7	7
175	для нас	3	7
176	всяком случае	3	7
177	даже в	7	6
178	в виду	2	6
179	и тем	2	6
180	в области	3	6
181	на вопрос	2	6
182	всего в	2	6
183	на ее	2	6
184	могут быть	5	6
185	здесь в	3	6
186	что не	6	6
187	в сущности	11	6
188	нет и	4	6
189	в дальнейшем	2	6
190	и он	3	6
191	на это	2	6
192	это было	3	6
193	и как	10	6
194	человека в	8	6
195	как будто	4	6
196	в отличие	3	6
197	в какой	2	6
198	отрывки из	2	6
199	в своих	5	6
200	которую он	2	6
201	в другой	4	6
202	с точки	21	6
203	или в	2	6
204	а не	30	6
205	не дает	4	6
206	никогда не	19	5
207	ему не	2	5
208	этом отношении	7	5
209	это не	13	5
210	его на	2	5
211	в каждом	11	5
212	в изображении	2	5
213	что из	3	5
214	одним из	11	5
215	роль в	2	5
216	ни одной	3	5
217	одном из	3	5
218	все время	4	5
219	по существу	5	5
220	от них	3	5
221	к ним	3	5
222	не так	3	5
223	мы имеем	2	5
224	из своего	3	5
225	в ее	4	5
226	в первом	3	5
227	только один	2	5
228	который в	2	5
229	сказать что	9	5
230	и от	3	5
231	для этого	4	5
232	себя в	5	5
233	в сознании	4	5
234	в мире	10	5
235	в первой	3	5
236	за пределы	10	5
237	за ним	2	5
238	мира в	6	5
239	от того	4	5
240	именно в	8	5
241	что я	2	5
242	приводит к	4	5
243	здесь нет	3	5
244	он и	9	5
245	жизни и	21	5
246	здесь и	2	5
247	конечно не	7	5
248	друг другу	3	5
249	у меня	4	5
250	той же	7	5
251	но он	3	5
252	чем в	3	5
253	не о	3	4
254	которые в	2	4
255	к этим	2	4
256	в построении	5	4
257	или к	2	4
258	в духе	3	4
259	не столько	3	4
260	наконец в	2	4
261	за счет	2	4
262	художественного мышления	2	4
263	самом начале	3	4
264	ничем не	2	4
265	тем как	4	4
266	образом в	2	4
267	к человеку	3	4
268	по сравнению	2	4
269	и этим	2	4
270	все его	4	4
271	времени в	2	4
272	его не	2	4
273	не позволяет	2	4
274	между ними	4	4
275	сравнению с	2	4
276	что же	5	4
277	же как	5	4
278	не на	6	4
279	здесь мы	3	4
280	например в	5	4
281	в основе	6	4
282	одна из	4	4
283	одно из	2	4
284	чтобы в	2	4
285	бы он	3	4
286	то и	2	4
287	в свои	2	4
288	его творчества	8	4
289	с их	9	4
290	я не	7	4
291	бы не	3	4
292	был бы	6	4
293	него в	2	4
294	и их	7	4
295	у нас	2	4
296	и другие	4	4
297	в пределах	13	4
298	именно потому	3	4
299	далеко не	3	4
300	должна была	4	4
301	их в	8	4
302	он знает	3	4
303	которые он	3	4
304	выражение в	6	4
305	что мы	2	4
306	в той	9	4
307	перед ним	2	4
308	правда в	2	4
309	все равно	3	4
310	как его	2	4
311	в себя	3	4
312	чем же	2	4
313	нет ни	5	3
314	и потому	9	3
315	в каждой	3	3
316	не могут	6	3
317	от него	3	3
318	нисколько не	2	3
319	в одной	9	3
320	и притом	3	3
321	не раз	3	3
322	как к	3	3
323	для себя	5	3
324	за собой	3	3
325	его творчество	4	3
326	остается в	2	3
327	на пути	2	3
328	что именно	2	3
329	а как	8	3
330	в устах	2	3
331	друг от	2	3
332	своего времени	3	3
333	а его	3	3
334	а с	4	3
335	для понимания	5	3
336	от этого	2	3
337	она не	9	3
338	они не	5	3
339	он говорит	3	3
340	с другом	4	3
341	он в	3	3
342	его и	4	3
343	на себе	2	3
344	людей и	2	3
345	только при	3	3
346	в высшей	2	3
347	таким же	4	3
348	для создания	3	3
349	для их	2	3
350	искать в	2	3
351	по этому	2	3
352	ни одного	4	3
353	для них	3	3
354	с ними	3	3
355	протяжении всего	2	3
356	и самого	4	3
357	сам он	5	3
358	все еще	2	3
359	конечно в	2	3
360	мы видели	3	3
361	в рамках	2	3
362	его с	2	3
363	это в	3	3
364	и эта	3	3
365	не совсем	2	3
366	бы к	2	3
367	и уже	3	3
368	друг с	4	3
369	стало быть	2	3
370	переходит к	2	3
371	и одновременно	5	3
372	не он	2	3
373	для своего	2	3
374	только для	2	3
375	совершенно не	2	3
376	жизнь и	3	3
377	и более	2	3
378	можно найти	3	3
379	отношения к	4	3
380	за пределами	2	3
381	в самой	10	3
382	быть даже	2	3
383	сам автор	4	3
384	время и	2	3
385	в большинстве	3	3
386	в диалоге	3	3
387	художественных приемов	2	3
388	по себе	13	3
389	находится в	2	3
390	относится к	2	3
391	в один	2	3
392	высшей степени	2	3
393	является не	3	3
394	в таком	2	3
395	и есть	6	3
396	как на	4	3
397	в нашем	3	3
398	однако не	2	3
399	от друга	2	3
400	в каком	2	2
401	как ее	2	2
402	перед нами	8	2
403	отношения между	3	2
404	тем самым	3	2
405	те же	3	2
406	действующими лицами	3	2
407	с которой	4	2
408	как можно	3	2
409	как же	5	2
410	он понимает	2	2
411	и следовательно	7	2
412	ни одна	2	2
413	еще раз	3	2
414	человека и	2	2
415	свою жизнь	2	2
416	не как	15	2
417	никак не	3	2
418	в речах	2	2
419	в произведениях	5	2
420	к более	2	2
421	из всего	2	2
422	слово в	3	2
423	строится на	2	2
424	не могли	3	2
425	он еще	2	2
426	от себя	2	2
427	именно к	2	2
428	во времени	4	2
429	это как	2	2
430	и был	3	2
431	в основном	2	2
432	современной ему	2	2
433	более что	2	2
434	того что	4	2
435	со всей	2	2
436	о нем	16	2
437	с матерью	2	2
438	что все	5	2
439	его творчестве	3	2
440	друга и	2	2
441	была бы	5	2
442	жизнь в	2	2
443	зависимости от	5	2
444	ли он	2	2
445	которые были	3	2
446	войти в	2	2
447	полное право	2	2
448	в уста	3	2
449	не входит	3	2
450	этой точки	3	2
451	большинстве случаев	3	2
452	же что	5	2
453	точно так	2	2
454	здесь не	2	2
455	них в	2	2
456	в полном	2	2
457	мы видим	5	2
458	и мир	4	2
459	в зависимости	5	2
460	и до	5	2
461	все эти	12	2
462	себя и	4	2
463	мир в	4	2
464	должна быть	4	2
465	рядом с	16	2
466	бы и	6	2
467	художественный образ	2	2
468	с которыми	2	2
469	у вас	4	2
470	как например	2	2
471	они могут	2	2
472	с другими	11	2
473	в литературе	7	2
474	но это	7	2
475	человека а	2	2
476	не все	2	2
477	ни был	2	2
478	в противоположность	3	2
479	войдя в	2	2
480	только с	2	2
481	а о	4	2
482	в этот	2	2
483	наконец на	2	2
484	с ее	5	2
485	как не	9	2
486	я и	2	2
487	слова и	2	2
488	превращается в	4	2
489	это делает	2	2
490	жизни в	3	2
491	и со	3	2
492	зрения на	12	2
493	но они	4	2
494	отношении к	3	2
495	как только	2	2
496	она и	3	2
497	со своими	6	2
498	для него	23	2
499	в жизни	7	2
500	его жизни	2	2
501	а может	3	2
502	отношений и	2	2
503	этот вопрос	3	2
504	его к	4	2
505	подобно тому	5	2
506	него не	4	2
507	ее в	2	2
508	точек зрения	5	2
509	отсюда и	2	2
510	представляется нам	2	2
511	в смысле	4	2
512	имеем в	2	2
513	каждом из	2	2
514	найти в	2	2
515	в большом	3	2
516	человека из	4	2
517	этом смысле	12	2
518	в настоящем	4	2
519	среди них	3	2
520	ко всем	2	2
521	как она	2	2
522	в лучшем	3	2
523	тому как	5	2
524	к другому	2	2
525	мы уже	4	2
526	и только	2	2
527	себя на	2	2
528	в форме	8	2
529	именно на	2	2
530	же и	2	2
531	если же	3	2
532	них не	2	2
533	с такими	2	2
