N	2gram	Losev_Prob	Komedia
130	того как	3	9
131	а также	6	9
132	независимо от	2	9
133	и еще	3	9
134	больше чем	2	9
135	время как	2	9
136	но все	5	9
137	все что	2	9
138	вовсе не	60	9
139	говорить о	14	9
140	только в	19	9
141	и ее	9	8
142	тех пор	4	8
143	как он	4	8
144	то ни	3	8
145	такого рода	20	8
146	по своему	14	8
147	в в	2	8
148	с самого	3	8
149	место в	2	8
150	не знает	4	8
151	то это	3	8
152	связи с	8	8
153	да и	11	8
154	по поводу	6	8
155	что ни	3	8
156	другой стороны	7	8
157	можно было	8	8
158	бы в	3	8
159	что для	4	8
160	г в	2	8
161	в которых	4	8
162	меньше всего	3	8
163	по содержанию	3	8
164	если не	6	8
165	не было	7	8
166	во всех	9	8
167	вопрос о	4	7
168	в себе	16	7
169	и поэтому	2	7
170	само собой	3	7
171	в другом	2	7
172	и к	2	7
173	самого начала	2	7
174	и о	11	7
175	в других	5	7
176	так или	7	7
177	но если	6	7
178	и это	13	7
179	и во	4	7
180	этот раз	2	7
181	в связи	7	7
182	что они	5	7
183	во всяком	18	7
184	бы то	2	7
185	если в	2	7
186	из этих	5	7
187	хотя бы	15	7
188	в результате	6	7
189	не является	12	7
190	в этих	7	7
191	и тот	2	7
192	в н	2	7
193	не имеет	8	7
194	или иначе	7	7
195	к его	2	7
196	отнюдь не	15	7
197	конце концов	11	7
198	для нас	11	7
199	всяком случае	11	7
200	даже в	2	6
201	из числа	2	6
202	в силу	2	6
203	не хочет	3	6
204	в виду	10	6
205	и тем	16	6
206	уже о	5	6
207	в области	8	6
208	его от	4	6
209	не приходится	2	6
210	том числе	2	6
211	не говоря	8	6
212	о которых	6	6
213	могут быть	2	6
214	здесь в	4	6
215	что не	8	6
216	говоря уже	6	6
217	в сущности	2	6
218	никто не	2	6
219	нет и	5	6
220	в дальнейшем	5	6
221	это было	3	6
222	тем не	25	6
223	и как	10	6
224	что к	2	6
225	как будто	6	6
226	с и	2	6
227	до тех	4	6
228	на то	12	6
229	в своих	3	6
230	с собой	3	6
231	представляет собой	2	6
232	с точки	3	6
233	в и	2	6
234	или в	5	6
235	а не	21	6
236	никогда не	8	5
237	и если	9	5
238	что их	4	5
239	этом отношении	2	5
240	это не	7	5
241	для всех	3	5
242	том как	2	5
243	одним из	2	5
244	роль в	2	5
245	после этого	4	5
246	все время	3	5
247	по существу	2	5
248	последние десятилетия	3	5
249	и без	6	5
250	мы имеем	3	5
251	что на	4	5
252	между собой	5	5
253	в ее	3	5
254	можно судить	2	5
255	в первом	2	5
256	только один	3	5
257	в действительности	5	5
258	сказать что	33	5
259	представление о	6	5
260	и от	3	5
261	для этого	5	5
262	что это	4	5
263	в сознании	5	5
264	за пределы	6	5
265	т д	12	5
266	даже если	4	5
267	мира в	2	5
268	отказаться от	2	5
269	к своему	2	5
270	от того	2	5
271	именно в	5	5
272	здесь нет	3	5
273	он и	8	5
274	в это	2	5
275	конечно не	3	5
276	друг другу	2	5
277	же самое	9	5
278	той же	2	5
279	тем же	2	5
280	но он	3	5
281	не о	7	4
282	чтобы не	3	4
283	которые в	4	4
284	по тому	2	4
285	всякого рода	3	4
286	ничем не	2	4
287	или менее	7	4
288	к сожалению	6	4
289	это обстоятельство	3	4
290	многие из	2	4
291	времени в	2	4
292	что же	18	4
293	же как	2	4
294	что с	2	4
295	в поисках	2	4
296	не на	4	4
297	из самых	3	4
298	например в	2	4
299	требует от	2	4
300	в основе	4	4
301	в состоянии	2	4
302	одна из	4	4
303	хотя в	3	4
304	из этого	2	4
305	одно из	2	4
306	каждый из	3	4
307	бы он	2	4
308	то и	7	4
309	нет ничего	12	4
310	стороны и	3	4
311	бы не	4	4
312	был бы	6	4
313	и их	4	4
314	у нас	31	4
315	в пределах	2	4
316	нас в	4	4
317	далеко не	9	4
318	а то	2	4
319	прежде чем	3	4
320	их в	6	4
321	в последние	3	4
322	с большим	2	4
323	что мы	23	4
324	ближе к	2	4
325	в той	2	4
326	что эта	2	4
327	правда в	3	4
328	большей частью	5	4
329	по его	3	4
330	этой области	5	4
331	все равно	7	4
332	как его	2	4
333	и речи	3	4
334	чем же	2	4
335	из других	2	4
336	если мы	16	3
337	и потому	3	3
338	не могут	6	3
339	указывает на	16	3
340	нисколько не	3	3
341	и притом	6	3
342	не раз	2	3
343	не был	4	3
344	для себя	9	3
345	казалось бы	11	3
346	только на	13	3
347	а его	2	3
348	не являются	8	3
349	в какой-то	3	3
350	видно что	2	3
351	мы в	4	3
352	для понимания	2	3
353	от этого	2	3
354	в эту	2	3
355	для этой	2	3
356	она не	5	3
357	к этой	2	3
358	он говорит	2	3
359	или по	5	3
360	он в	2	3
361	совсем другой	2	3
362	в известной	2	3
363	идет речь	2	3
364	не столь	2	3
365	по этому	6	3
366	для них	5	3
367	в виде	20	3
368	его для	2	3
369	и самого	5	3
370	все еще	5	3
371	конечно в	2	3
372	на всю	2	3
373	только как	2	3
374	числе и	2	3
375	нет никаких	2	3
376	но при	2	3
377	ли это	2	3
378	это в	3	3
379	на что	3	3
380	и уже	4	3
381	о любви	2	3
382	и вовсе	7	3
383	мы находим	2	3
384	для своего	3	3
385	только для	3	3
386	как о	4	3
387	совершенно не	7	3
388	не мешает	2	3
389	было и	2	3
390	и более	4	3
391	отношения к	2	3
392	сказать о	2	3
393	более или	7	3
394	в самой	3	3
395	или на	3	3
396	быть даже	2	3
397	если это	2	3
398	будто бы	4	3
399	время и	2	3
400	выясняется что	2	3
401	по себе	20	3
402	находится в	2	3
403	относится к	6	3
404	только после	3	3
405	является не	4	3
406	в таком	18	3
407	и есть	7	3
408	как на	3	3
409	в нашем	3	3
410	этих двух	2	3
411	однако не	3	3
412	образом и	3	2
413	или может	4	2
414	еще и	9	2
415	в каком	7	2
416	как ее	2	2
417	перед нами	7	2
418	она должна	3	2
419	отношения между	2	2
420	тем самым	11	2
421	не стал	2	2
422	с которой	3	2
423	как же	6	2
424	помнить что	3	2
425	взывает к	2	2
426	не для	3	2
427	и следовательно	6	2
428	ни одна	2	2
429	с целью	4	2
430	собой и	3	2
431	мало кто	2	2
432	вот в	2	2
433	а потом	2	2
434	для которого	4	2
435	что вы	3	2
436	не как	2	2
437	что здесь	4	2
438	которых мы	2	2
439	никак не	13	2
440	слово в	2	2
441	бы его	3	2
442	это только	4	2
443	за последние	2	2
444	и при	4	2
445	то эта	2	2
446	дает нам	2	2
447	они должны	2	2
448	нас не	5	2
449	мере в	2	2
450	и очень	3	2
451	того что	18	2
452	со всеми	2	2
453	философии и	4	2
454	о нем	3	2
455	только потому	4	2
456	что все	9	2
457	общего с	10	2
458	но еще	2	2
459	в общем	5	2
460	гораздо более	6	2
461	или его	4	2
462	была бы	2	2
463	зависимости от	2	2
464	указывают на	2	2
465	ли он	2	2
466	войти в	3	2
467	пока не	3	2
468	и те	2	2
469	и та	2	2
470	же касается	3	2
471	и сама	2	2
472	точно так	7	2
473	совсем не	9	2
474	на чем	2	2
475	здесь не	9	2
476	содержания и	2	2
477	мы видим	2	2
478	в зависимости	2	2
479	и до	3	2
480	все эти	15	2
481	и может	2	2
482	должна быть	2	2
483	известной степени	2	2
484	других случаях	2	2
485	что эти	2	2
486	этом случае	6	2
487	для обозначения	4	2
488	и можно	3	2
489	бы и	5	2
490	художественный образ	9	2
491	лет назад	3	2
492	особенно в	3	2
493	с которыми	4	2
494	а уж	2	2
495	вообще говоря	5	2
496	у вас	2	2
497	в с	2	2
498	то в	6	2
499	с другими	6	2
500	в литературе	4	2
501	при таком	2	2
502	но это	11	2
503	человека а	2	2
504	однако и	4	2
505	не все	4	2
506	и так	2	2
507	только с	3	2
508	о котором	4	2
509	на свете	2	2
510	между прочим	3	2
511	и достаточно	2	2
512	я и	2	2
513	слова и	5	2
514	сказать и	3	2
515	это опять	3	2
516	себе не	3	2
517	понимать как	2	2
518	как только	3	2
519	для него	2	2
520	в жизни	3	2
521	чтобы понять	3	2
522	а может	3	2
523	это ясно	2	2
524	из отдельных	2	2
525	чем больше	4	2
526	человека с	2	2
527	и является	9	2
528	для каждого	2	2
529	этот вопрос	2	2
530	подобно тому	2	2
531	то мы	2	2
532	ее в	2	2
533	частности в	2	2
534	от всех	2	2
535	не будет	11	2
536	не вполне	4	2
537	представляется нам	2	2
538	в смысле	2	2
539	поскольку он	2	2
540	и вероятно	2	2
541	что между	2	2
542	этом смысле	8	2
543	к самому	2	2
544	тому как	3	2
545	не знаем	3	2
546	которой он	4	2
547	в случае	5	2
548	сводится к	3	2
549	говорит о	4	2
550	мы уже	8	2
551	на первый	5	2
552	и только	7	2
553	именно на	3	2
554	же и	4	2
555	первый план	3	2
556	если же	4	2
557	общей форме	2	2
558	с такими	3	2
559	без всякого	5	2
