N	2gram	Tiupa_Vved	Problema
212	слова и	3	10
213	ни с	2	10
214	что у	4	10
215	что для	2	10
216	в одном	5	10
217	или менее	2	10
218	внимание на	4	10
219	бы не	3	10
220	более или	2	10
221	в году	2	10
222	но он	2	10
223	человеческой жизни	4	9
224	здесь как	2	9
225	а его	3	9
226	здесь мы	2	9
227	же касается	2	9
228	представить себе	2	9
229	и наконец	2	9
230	то он	2	9
231	не вполне	4	9
232	в своих	5	9
233	их в	3	9
234	однако не	2	9
235	в которых	2	9
236	бы в	4	9
237	о котором	5	9
238	в жизни	7	9
239	бы мы	2	8
240	как он	2	8
241	между собой	2	8
242	на его	2	8
243	и по	3	8
244	для него	5	8
245	если в	3	8
246	не все	2	8
247	в силу	2	8
248	входит в	2	8
249	еще в	3	8
250	в период	2	8
251	к его	5	8
252	том как	4	8
253	вплоть до	2	8
254	в сознании	5	8
255	а то	2	8
256	из этих	5	8
257	и он	4	8
258	которые не	2	8
259	с ее	3	8
260	это уже	2	8
261	что на	4	7
262	времени и	7	7
263	это только	3	7
264	а с	4	7
265	говорят о	2	7
266	в основе	6	7
267	однако и	3	7
268	с самим	2	7
269	в значительной	2	7
270	все они	2	7
271	еще более	2	7
272	в какой	4	7
273	оно не	2	7
274	сливаются в	2	7
275	ни от	2	7
276	в случае	4	7
277	даже в	3	7
278	не на	3	7
279	мере в	2	7
280	мира и	5	7
281	он является	2	7
282	что касается	5	7
283	на этот	2	7
284	не можем	2	7
285	и который	2	7
286	не обязательно	2	7
287	тому же	6	7
288	первый взгляд	3	6
289	глубоко и	2	6
290	для которого	4	6
291	не как	2	6
292	или не	3	6
293	на него	3	6
294	по своей	4	6
295	ни к	3	6
296	и того	3	6
297	не знает	2	6
298	до конца	5	6
299	не всегда	2	6
300	видно что	2	6
301	стороны и	4	6
302	могут быть	5	6
303	во время	3	6
304	но она	2	6
305	как оно	2	6
306	дело не	2	6
307	особенно в	3	6
308	в него	2	6
309	этом отношении	7	6
310	нового времени	5	6
311	к своему	2	6
312	не к	4	6
313	и после	2	6
314	не мог	2	6
315	в слове	4	6
316	слова но	2	5
317	знак который	3	5
318	одна из	5	5
319	отношение к	5	5
320	тот кто	2	5
321	лишь в	4	5
322	том чтобы	2	5
323	для обозначения	2	5
324	все что	3	5
325	тому как	3	5
326	сводится к	6	5
327	между тем	3	5
328	текста и	4	5
329	и вся	3	5
330	в настоящем	2	5
331	мы видели	3	5
332	на себя	5	5
333	у чехова	11	5
334	когда в	2	5
335	этот раз	3	5
336	по мысли	5	5
337	к этому	3	5
338	хотя в	2	5
339	себя в	4	5
340	в этот	3	5
341	мира в	8	5
342	человека в	2	5
343	одним из	5	5
344	в пределах	3	5
345	они не	3	5
346	подобно тому	3	5
347	которая не	2	5
348	а мы	2	5
349	как его	2	5
350	этих случаях	2	5
351	должны были	3	4
352	наряду с	2	4
353	должен быть	3	4
354	начала и	2	4
355	у них	3	4
356	друг от	2	4
357	смысловом отношении	2	4
358	при таком	2	4
359	отличие от	11	4
360	так например	2	4
361	к одной	2	4
362	могло бы	4	4
363	теперь уже	2	4
364	и само	2	4
365	во втором	4	4
366	которое в	4	4
367	ее не	2	4
368	на нее	2	4
369	и времени	2	4
370	однако для	2	4
371	нам о	2	4
372	всей его	2	4
373	или точнее	2	4
374	но о	2	4
375	о них	4	4
376	от друга	2	4
377	она в	2	4
378	именно к	2	4
379	той же	3	4
380	начиная с	3	4
381	но на	2	4
382	в контексте	4	4
383	дело с	4	4
384	одного из	3	4
385	и др	2	4
386	в разных	2	4
387	можно назвать	2	4
388	в сущности	3	4
389	например в	2	4
390	без его	2	4
391	с их	2	4
392	если она	2	4
393	в смысловом	3	4
394	из него	2	4
395	к ним	4	4
396	любви и	2	4
397	в свою	5	4
398	у которого	2	4
399	но они	3	4
400	это время	2	4
401	мог бы	2	4
402	ему в	2	4
403	человеческих отношений	2	4
404	имеем дело	5	4
405	ее и	2	3
406	из трех	2	3
407	о ней	4	3
408	котором он	2	3
409	от своего	2	3
410	но так	2	3
411	времени в	3	3
412	которая в	3	3
413	в отличие	11	3
414	произведение в	2	3
415	в первом	3	3
416	должна быть	3	3
417	как для	3	3
418	ли это	2	3
419	его с	2	3
420	мысль о	2	3
421	более не	2	3
422	было и	2	3
423	столь же	3	3
424	человеческого сознания	2	3
425	представляет собой	18	3
426	заметить что	2	3
427	которого у	2	3
428	о которой	4	3
429	в одной	2	3
430	древних греков	2	3
431	со стороны	15	3
432	в романе	6	3
433	от этих	2	3
434	от них	2	3
435	говорилось выше	2	3
436	о любви	4	3
437	в голову	2	3
438	не входит	2	3
439	язык как	2	3
440	не столько	5	3
441	на другой	2	3
442	с ними	2	3
443	и смерти	2	3
444	эти слова	2	3
445	жизни то	2	3
446	но при	7	3
447	а к	3	3
448	вернуться к	2	3
449	еще до	2	3
450	должен был	2	3
451	а для	2	3
452	всей своей	4	3
453	речь идет	3	3
454	истории в	6	3
455	место в	2	3
456	и сами	2	3
457	здесь может	2	2
458	в третьем	2	2
459	она может	2	2
460	от их	2	2
461	и мире	2	2
462	слов в	2	2
463	возникает в	2	2
464	на друга	2	2
465	от себя	2	2
466	а во	2	2
467	отличаться от	2	2
468	точка зрения	3	2
469	что до	2	2
470	тому или	2	2
471	своего рода	20	2
472	не говорится	3	2
473	простой и	2	2
474	у тургенева	2	2
475	которая может	3	2
476	или иному	2	2
477	и вот	3	2
478	всеми своими	2	2
479	обратим внимание	3	2
480	как у	3	2
481	в рассказе	15	2
482	это всегда	2	2
483	которое не	2	2
484	не должен	2	2
485	мертвых душ	4	2
486	частности в	2	2
487	строго говоря	2	2
488	жизни как	2	2
489	и едва	2	2
490	со своей	4	2
491	роль в	2	2
492	ближе к	3	2
493	перед лицом	4	2
494	на фоне	3	2
495	для писателя	2	2
496	в художественной	2	2
497	вслед за	3	2
498	по отношению	11	2
499	в обоих	3	2
500	свою очередь	5	2
501	жизни так	2	2
502	ли не	2	2
503	а на	4	2
504	слов или	2	2
505	героя в	3	2
506	к мифу	2	2
507	чем и	2	2
508	в едином	3	2
509	основе своей	2	2
510	в состав	5	2
511	обращается к	2	2
512	образов но	2	2
513	исключительно в	3	2
514	из рассмотренных	2	2
515	было не	2	2
516	в войне	2	2
517	из жизни	3	2
518	но также	2	2
519	войне и	2	2
520	в данной	2	2
521	действующих лиц	2	2
522	отношению к	11	2
523	друг на	2	2
524	не с	4	2
525	зависит от	3	2
526	человек в	4	2
527	слова в	3	2
528	что я	2	2
529	жизни не	2	2
530	именно эта	2	2
531	автора в	5	2
532	не имели	2	2
533	этого не	2	2
534	из которой	2	2
535	подчеркнуть что	5	2
536	на основе	2	2
