N	2gram	Berdyaev_M	FransuaR
171	они и	3	13
172	не знает	12	13
173	этот процесс	5	13
174	мир и	3	13
175	века в	2	12
176	лишь в	8	12
177	у нас	13	12
178	литературы и	2	12
179	не могут	6	12
180	менее всего	10	12
181	жизни в	3	12
182	и ее	2	12
183	те же	5	12
184	та же	4	12
185	по своей	4	12
186	не был	8	12
187	в атмосфере	3	12
188	он в	4	12
189	место в	4	12
190	о нем	2	12
191	об этом	2	12
192	но этот	3	12
193	в творчестве	13	12
194	все время	3	11
195	и более	2	11
196	ни с	4	11
197	она была	2	11
198	и самый	2	11
199	того как	3	11
200	уже не	8	11
201	и что	4	11
202	из самых	9	11
203	момент в	5	11
204	что они	4	11
205	еще вернемся	2	10
206	значительной степени	2	10
207	по преимуществу	4	10
208	на земле	7	10
209	на этот	2	10
210	человека и	19	10
211	конце концов	3	10
212	к тому	6	10
213	его как	2	10
214	целый ряд	2	10
215	нас в	3	10
216	по отношению	4	10
217	он хочет	4	10
218	даже и	2	10
219	все его	3	10
220	что не	3	9
221	был в	4	9
222	относится к	2	9
223	связано с	5	9
224	в разных	3	9
225	легенды о	3	9
226	и то	2	9
227	отношению к	4	9
228	для нас	3	9
229	как к	2	9
230	не имеет	7	9
231	в которых	5	9
232	ведь это	2	9
233	но на	2	9
234	отношения к	6	9
235	от него	4	8
236	с этой	4	8
237	так что	3	8
238	людей и	5	8
239	с тем	10	8
240	от этого	4	8
241	и без	2	8
242	начало в	3	8
243	движение в	3	8
244	для этого	3	8
245	если бы	5	8
246	и мира	3	8
247	после того	2	8
248	свободу и	8	8
249	но эта	2	8
250	в него	3	8
251	был еще	4	8
252	это очень	3	8
253	это был	2	8
254	мы увидим	4	8
255	нельзя было	3	8
256	и она	5	8
257	через все	2	8
258	всего в	2	8
259	сам он	2	8
260	но с	2	8
261	и глубже	2	8
262	и те	4	8
263	в этот	2	8
264	человека с	2	8
265	ко всему	2	8
266	то время	2	8
267	к этим	3	7
268	а как	2	7
269	и та	2	7
270	интерес к	5	7
271	не как	4	7
272	и часто	2	7
273	себе и	4	7
274	что у	3	7
275	в свою	5	7
276	должен быть	4	7
277	тому как	2	7
278	есть только	2	7
279	и за	2	7
280	его не	5	7
281	только с	3	7
282	на том	3	7
283	жизни это	4	7
284	мир в	3	7
285	себя в	6	7
286	к концу	5	7
287	подобно тому	2	7
288	был бы	11	7
289	в последней	2	7
290	думать что	4	7
291	к себе	3	7
292	его творчество	2	7
293	нас не	2	7
294	и там	10	7
295	нет ничего	9	7
296	но она	3	7
297	нет и	6	7
298	и этим	2	7
299	своей книге	2	7
300	же и	2	7
301	у них	4	6
302	смысле слова	7	6
303	от мира	2	6
304	переходит в	23	6
305	не была	4	6
306	людей в	3	6
307	в центре	4	6
308	и тот	2	6
309	нет ни	3	6
310	как у	2	6
311	вряд ли	3	6
312	входит в	3	6
313	начала в	3	6
314	жизнь в	4	6
315	могут быть	2	6
316	была еще	4	6
317	для них	3	6
318	было в	3	6
319	что она	5	6
320	и перед	3	6
321	его на	4	6
322	его и	2	6
323	друг друга	12	6
324	истины и	2	6
325	хотя бы	8	6
326	он знал	5	6
327	от того	4	6
328	то он	3	6
329	принадлежит к	3	6
330	с таким	2	6
331	как будто	4	6
332	которые в	2	6
333	поэтому он	2	6
334	не остается	2	6
335	себе в	3	6
336	в обычном	2	6
337	него и	3	6
338	он также	2	5
339	тогда когда	2	5
340	к своему	2	5
341	к самому	2	5
342	и самого	2	5
343	должна быть	7	5
344	которую он	2	5
345	проникает в	3	5
346	говорит что	3	5
347	с собой	5	5
348	когда он	3	5
349	чем в	3	5
350	в человеке	10	5
351	есть не	9	5
352	у всех	4	5
353	совсем не	3	5
354	и когда	2	5
355	должно быть	5	5
356	и этот	4	5
357	ко всем	3	5
358	и самое	3	5
359	должен был	4	5
360	образов у	2	5
361	сравнению с	2	5
362	а за	2	5
363	так называемый	2	5
364	бы и	8	5
365	которых он	5	5
366	он сам	11	5
367	свобода и	7	5
368	что было	2	5
369	бы не	4	5
370	от его	3	5
371	и сама	2	5
372	оказывается что	2	5
373	и всегда	3	5
374	себя и	6	5
375	во многих	2	5
376	по сравнению	3	5
377	жизни он	3	5
378	вообще не	2	5
379	все в	7	5
380	который был	4	5
381	необходимости и	2	5
382	нем не	2	5
383	то в	2	5
384	он так	2	5
385	человека в	26	5
386	к миру	3	5
387	этот мир	2	5
388	не к	6	5
389	он знает	2	5
390	как ее	2	4
391	в каждом	4	4
392	он должен	4	4
393	этого мира	3	4
394	это особенно	2	4
395	была в	2	4
396	было еще	2	4
397	но если	4	4
398	но к	2	4
399	о себе	3	4
400	что за	2	4
401	которой он	2	4
402	я не	4	4
403	чтобы не	4	4
404	одной и	2	4
405	к этой	3	4
406	это есть	4	4
407	ее как	2	4
408	что человек	5	4
409	также в	2	4
410	людьми и	3	4
411	мира сего	3	4
412	он считает	2	4
413	учение о	3	4
414	но для	2	4
415	со своим	2	4
416	и именно	2	4
417	природу и	2	4
418	о своей	2	4
419	возвращается к	2	4
420	не хочет	3	4
421	он мог	2	4
422	не так	6	4
423	же не	2	4
424	ни одного	2	4
425	ли он	2	4
426	быть и	2	4
427	только и	7	4
428	говорят о	2	4
429	оно не	3	4
430	духа в	5	4
431	выйти из	2	4
432	и всю	2	4
433	если в	2	4
434	и человека	5	4
435	бессмертия и	2	4
436	и той	2	4
437	там и	6	4
438	из этой	2	4
439	образ и	7	4
440	бы ни	2	4
441	к ней	6	4
442	кто не	2	4
443	не видел	3	4
444	у других	2	4
445	новых и	2	4
446	к новому	2	4
447	по себе	2	4
448	мира с	2	4
449	принадлежат к	3	4
450	в каком	2	3
451	в свой	2	3
452	она не	9	3
453	с того	2	3
454	всего человечества	2	3
455	у кого	2	3
456	не бывает	3	3
457	нем все	2	3
458	много в	2	3
459	и страдания	3	3
460	на свободу	3	3
461	и люди	2	3
462	которая не	2	3
463	не что	4	3
464	в новых	2	3
465	не о	2	3
466	что иное	4	3
467	чем не	3	3
468	ни к	2	3
469	духа и	6	3
470	те которые	12	3
471	и всякий	2	3
472	у самого	2	3
473	глубину в	2	3
474	не потому	2	3
475	свободы и	13	3
476	доходит до	6	3
477	этот путь	3	3
478	движения в	2	3
479	тому что	2	3
480	разного рода	2	3
481	его творчества	2	3
482	и мир	2	3
483	человеку и	5	3
484	эти слова	2	3
485	была связана	3	3
486	в мир	3	3
487	есть то	2	3
488	к человеку	21	3
489	с ней	3	3
490	в необходимости	2	3
491	его нельзя	2	3
492	лишь как	3	3
493	время как	2	3
494	строя жизни	2	3
495	человек в	12	3
496	не существует	5	3
497	был не	2	3
498	всякий раз	2	3
499	человек не	17	3
500	к одному	2	3
501	как человек	2	3
502	всем и	2	3
503	иное как	4	3
504	от своего	2	3
505	а для	2	3
506	друг за	2	3
507	не будет	3	3
508	о своих	2	3
509	от этой	2	3
510	они стали	2	3
511	на людей	3	3
512	свободой и	2	3
513	со своей	2	3
514	на своем	4	3
515	эта тема	2	3
516	будто бы	3	3
517	нем есть	5	3
518	со свободой	8	3
519	тем как	2	3
520	бы он	2	3
521	с которой	2	3
522	разных местах	2	3
523	и судьба	2	3
524	и мы	2	3
525	истории и	2	3
526	и тогда	2	3
527	которые не	2	3
528	от всякого	2	3
529	него не	3	3
530	не есть	21	3
531	в первых	2	3
532	знает только	2	3
533	приводит к	2	3
534	мир этот	2	3
535	сознания в	2	3
536	не для	2	3
537	но когда	3	3
538	к какому	2	3
539	образа и	2	3
540	природой и	3	3
541	о человеке	24	2
542	различие между	2	2
543	и поэтому	3	2
544	бы его	2	2
545	с самим	5	2
546	не надо	2	2
547	средство для	2	2
548	нужно искать	2	2
549	свобода была	2	2
550	связано со	3	2
551	от своей	2	2
552	только один	3	2
553	человека а	3	2
554	же этот	2	2
555	его с	4	2
556	что нет	2	2
557	все к	2	2
558	и я	5	2
559	он уже	8	2
560	но у	2	2
561	на смену	3	2
562	за его	2	2
563	данте и	2	2
564	что такое	2	2
565	ко второй	2	2
566	процесса не	2	2
567	в самую	5	2
568	из себя	2	2
569	его природа	2	2
570	если он	7	2
571	же что	2	2
572	друг к	6	2
573	характер его	2	2
574	и насилия	2	2
575	показывает как	3	2
576	в глубине	10	2
577	что природа	2	2
578	мир не	2	2
579	долгое время	2	2
580	то все	2	2
581	за собой	2	2
582	лишь один	2	2
583	способность к	2	2
584	и характер	2	2
585	в идее	2	2
586	не принадлежит	3	2
587	и историческое	2	2
588	силы но	2	2
589	одна и	3	2
590	на сторону	2	2
591	что всякий	3	2
592	человеческой жизни	4	2
593	свободы но	6	2
594	быть может	9	2
595	можно ли	2	2
596	в такой	4	2
597	в каком-то	2	2
598	на помощь	2	2
599	ни того	2	2
600	всего что	2	2
601	нет у	6	2
602	нет в	5	2
603	не от	3	2
604	и жизнь	3	2
605	церковь и	2	2
606	тема эта	2	2
607	к самым	2	2
608	к другу	6	2
609	в середине	4	2
610	наук и	2	2
611	человек может	3	2
612	что есть	7	2
613	в самых	2	2
614	его нет	2	2
615	природы человека	2	2
616	мог бы	5	2
617	и свободу	3	2
618	ее и	2	2
619	и возможно	2	2
620	для человека	5	2
621	чем его	5	2
622	или к	4	2
623	его отношение	2	2
624	возврата к	4	2
625	людей не	2	2
626	потому не	3	2
627	самом центре	2	2
628	тот кто	5	2
629	великих писателей	2	2
630	этом он	4	2
631	он готов	2	2
632	человеке и	8	2
633	она никогда	3	2
634	с такой	2	2
635	было для	3	2
636	и кровь	3	2
637	это лишь	2	2
638	как для	2	2
639	должны быть	3	2
640	у данте	3	2
641	я бы	2	2
642	всегда была	2	2
643	любовь к	10	2
644	к которой	4	2
645	бога в	2	2
646	и нет	3	2
647	этими двумя	2	2
648	плоти и	4	2
649	в которые	2	2
650	отличается от	2	2
651	раскрывает нам	3	2
652	прежде чем	2	2
653	на почве	3	2
654	хочет быть	2	2
655	жизни у	2	2
656	и вечной	2	2
657	сам по	2	2
658	мира не	3	2
659	мир на	2	2
660	есть ли	2	2
661	это все	2	2
662	бы за	2	2
663	был для	2	2
664	нему все	2	2
665	и вместе	4	2
666	его образ	3	2
667	земной жизни	4	2
668	вокруг которого	2	2
669	не все	3	2
670	и свободы	4	2
671	в глубину	5	2
672	к земле	2	2
673	чем у	8	2
674	но также	2	2
675	смысле в	2	2
676	в ином	2	2
677	страдания и	5	2
678	с новыми	2	2
679	и свобода	9	2
680	жизни а	3	2
681	к тем	2	2
