N	2gram	Ircho_Kome	RusskieA
202	в уже	2	4
203	такой же	2	4
204	в отличие	3	4
205	но все	5	4
206	что у	2	4
207	что для	7	4
208	в котором	6	4
209	в своих	4	4
210	этот вопрос	2	4
211	себя внимание	3	4
212	уже в	3	4
213	в ней	7	4
214	всяком случае	3	4
215	то время	3	4
216	во всем	2	4
217	и после	2	4
218	но он	3	4
219	никогда не	5	3
220	на улицу	2	3
221	чтобы не	3	3
222	том как	5	3
223	в одной	2	3
224	детей и	3	3
225	и поэтому	5	3
226	сразу же	5	3
227	того в	3	3
228	обращает на	3	3
229	в виду	3	3
230	тут же	8	3
231	как он	5	3
232	возможно что	4	3
233	или менее	2	3
234	мы знаем	2	3
235	они были	2	3
236	и это	4	3
237	более или	2	3
238	тех пор	5	3
239	точки зрения	8	3
240	живет в	2	3
241	с которой	2	3
242	такое же	2	3
243	же не	3	3
244	в области	3	3
245	ней в	2	3
246	в какой	4	3
247	в ее	3	3
248	что с	4	3
249	и во	3	3
250	iii в	7	3
251	в своей	6	3
252	он был	6	3
253	до того	4	3
254	свою очередь	10	3
255	нет и	4	3
256	из самых	2	3
257	хотя и	6	3
258	независимо от	4	3
259	с другими	2	3
260	ее на	2	3
261	это в	2	3
262	по отношению	6	3
263	человека а	2	3
264	и еще	4	3
265	в которой	6	3
266	до тех	5	3
267	на него	6	3
268	если бы	18	3
269	отношению к	4	3
270	сих пор	12	3
271	что касается	5	3
272	с одной	5	3
273	на этот	6	3
274	на то	3	3
275	все что	6	3
276	когда он	5	3
277	и этим	3	3
278	ii в	3	3
279	из которых	7	3
280	к числу	2	3
281	с точки	6	3
282	говорит о	2	3
283	по очереди	2	3
284	здесь не	2	3
285	только как	2	3
286	и его	10	3
287	по его	2	3
288	же и	2	3
289	как только	2	3
290	тому же	11	3
291	комический эффект	3	3
292	по содержанию	3	3
293	до сих	12	3
294	его мнению	2	2
295	что их	4	2
296	что ему	4	2
297	в семье	2	2
298	в себе	4	2
299	от него	2	2
300	по тому	4	2
301	до смерти	2	2
302	само собой	5	2
303	не отличаются	2	2
304	в развитии	3	2
305	не как	2	2
306	сцены из	2	2
307	а сами	2	2
308	в силу	2	2
309	iv в	9	2
310	в конце	14	2
311	отношение к	7	2
312	судя по	3	2
313	что между	2	2
314	должен быть	2	2
315	одним из	2	2
316	и тем	4	2
317	а как	2	2
318	же можно	2	2
319	между ними	4	2
320	в новой	2	2
321	ни одно	3	2
322	в частности	4	2
323	на основании	3	2
324	самом деле	13	2
325	т п	5	2
326	тем как	2	2
327	его от	5	2
328	там и	3	2
329	себе в	6	2
330	образом в	2	2
331	не так	4	2
332	на сцену	2	2
333	к этой	2	2
334	в ту	2	2
335	они не	2	2
336	с другом	3	2
337	людей и	2	2
338	и без	2	2
339	не дает	5	2
340	одной стороны	4	2
341	ответ на	7	2
342	он так	4	2
343	исходя из	2	2
344	здесь в	2	2
345	между двумя	2	2
346	мы видим	2	2
347	и когда	2	2
348	себя и	2	2
349	этому вопросу	2	2
350	под влиянием	2	2
351	этой связи	3	2
352	в дальнейшем	5	2
353	в двух	7	2
354	обращается к	4	2
355	который в	3	2
356	для обозначения	2	2
357	этому времени	2	2
358	в риме	4	2
359	с его	6	2
360	сказать что	4	2
361	чтобы у	2	2
362	который по	2	2
363	на которые	3	2
364	он не	11	2
365	другой стороны	2	2
366	и он	5	2
367	в начале	5	2
368	тем более	9	2
369	в каждом	3	2
370	если она	2	2
371	и даже	6	2
372	мы можем	7	2
373	друг с	3	2
374	целый ряд	5	2
375	общего с	2	2
376	как не	2	2
377	принадлежат к	2	2
378	к вопросу	2	2
379	этом отношении	2	2
380	не является	5	2
381	с этой	5	2
382	не ясно	2	2
383	совершенно не	2	2
384	по всему	3	2
385	в пределах	3	2
386	но нет	2	2
387	можно считать	2	2
388	не случайно	3	2
389	за пределами	3	2
390	предположение что	2	2
391	в чем	7	2
392	ироническое отношение	3	2
393	и если	3	2
394	в другой	5	2
395	вином и	2	2
396	на что	2	2
397	если он	3	2
398	о будущем	2	2
399	такую же	3	2
400	примерно в	3	2
401	равно как	7	2
402	к их	2	2
403	и теперь	2	2
404	к другому	2	2
405	от нее	5	2
406	из этого	2	2
407	что эта	2	2
408	человека который	3	2
409	говорить о	6	2
410	и особенно	2	2
411	но еще	2	2
412	у него	10	2
413	от людей	2	2
414	друг другу	3	2
415	как его	4	2
416	о которой	2	2
417	сходство между	2	2
